,contract_male,contract_female,tuple,average_male,average_female,female-male
0,1.3159554,1.2696897,"('unsociable', 'sociable')",1.3159554,1.2696897,-0.0462657
1,0.7598822,0.75828403,"('unfriendly', 'friendly')",0.7598822,0.758284,-0.0015982
2,0.576489,0.72298175,"('unlikable', 'likable')",0.576489,0.7229818,0.1464928
3,0.6974602,0.75925314,"('repellent', 'pleasant')",0.6974602,0.7592531,0.0617929
4,-7.6131682,-7.5605307,"('disliked', 'liked')",-7.6131682,-7.5605307,0.0526375
5,-1.8155506,-1.7826147,"('distant', 'outgoing')",-1.8155506,-1.7826147,0.0329359
6,-1.1871232,-1.2425075,"('distant', 'open')",-1.1871232,-1.2425075,-0.0553843
7,1.9460282,1.9769591,"('insensitive', 'sensitive')",1.9460282,1.9769591,0.0309309
8,0.46159428,0.39991015,"('unaffectionate', 'affectionate')",0.4615943,0.3999102,-0.0616841
9,1.472585,1.4457158,"('unaffectionate', 'caring')",1.472585,1.4457158,-0.0268692
10,2.0820374,2.040634,"('unsympathetic', 'sympathetic')",2.0820374,2.0406339,-0.0414035
11,2.238911,2.2889373,"('unhelpful', 'helpful')",2.2389109,2.2889373,0.0500264
12,-1.3593242,-1.3434153,"('unsupportive', 'supportive')",-1.3593242,-1.3434153,0.0159089
13,1.0083,1.0365342,"('impolite', 'polite')",1.0082999,1.0365342,0.0282343
14,0.96746653,0.979148,"('antisocial', 'social')",0.9674665,0.979148,0.0116815
15,0.12250778,0.12811717,"('boring', 'funny')",0.1225078,0.1281172,0.0056094
16,-0.5949345,-0.5300226,"('unpopular', 'popular')",-0.5949345,-0.5300226,0.0649119
17,0.045263663,0.0090114605,"('nasty', 'nice')",0.0452637,0.0090115,-0.0362522
18,-1.0107371,-0.9931441,"('disagreeable', 'welcoming')",-1.0107371,-0.9931441,0.017593
19,-1.2066737,-1.2101387,"('inhospitable', 'hospitable')",-1.2066737,-1.2101387,-0.003465
20,0.679234,0.59225905,"('rough', 'thoughtful')",0.679234,0.592259,-0.086975
21,0.7005046,0.83855957,"('immoral', 'moral')",0.7005046,0.8385596,0.138055
22,0.33830833,0.40875846,"('untrustworthy', 'trustworthy')",0.3383083,0.4087585,0.0704502
23,6.8973837,6.9222007,"('insincere', 'sincere')",6.8973837,6.9222007,0.024817
24,1.8815031,1.8522909,"('dishonest', 'honest')",1.8815031,1.8522909,-0.0292122
25,0.4450109,0.39606494,"('egoistic', 'altruistic')",0.4450109,0.3960649,-0.048946
26,0.9531297,0.8476879,"('hardhearted', 'benevolent')",0.9531297,0.8476879,-0.1054418
27,1.487752,1.3339137,"('hardhearted', 'softhearted')",1.487752,1.3339137,-0.1538383
28,1.0421114,0.99784523,"('disloyal', 'loyal')",1.0421114,0.9978452,-0.0442662
29,-0.6913035,-0.8767291,"('unfair', 'fair')",-0.6913035,-0.8767291,-0.1854256
30,1.8356814,1.8605795,"('intolerant', 'tolerant')",1.8356814,1.8605795,0.0248981
