,objection_male,objection_female,tuple,average_male,average_female,female-male
0,-0.0042931214,-0.11137819,"('unsociable', 'sociable')",-0.0042931,-0.1113782,-0.1070851
1,0.45554534,0.4207925,"('unfriendly', 'friendly')",0.4555453,0.4207925,-0.0347528
2,-0.45771724,-0.39902472,"('unlikable', 'likable')",-0.4577172,-0.3990247,0.0586925
3,0.8866736,0.79029924,"('repellent', 'pleasant')",0.8866736,0.7902992,-0.0963744
4,-7.6271563,-7.7371616,"('disliked', 'liked')",-7.6271563,-7.7371616,-0.1100053
5,-1.541085,-1.5143474,"('distant', 'outgoing')",-1.541085,-1.5143474,0.0267376
6,-1.0184176,-1.0266225,"('distant', 'open')",-1.0184176,-1.0266225,-0.0082049
7,1.2001195,1.2186178,"('insensitive', 'sensitive')",1.2001195,1.2186178,0.0184983
8,0.73226804,0.7109713,"('unaffectionate', 'affectionate')",0.732268,0.7109713,-0.0212967
9,1.3629993,1.4349494,"('unaffectionate', 'caring')",1.3629993,1.4349494,0.0719501
10,1.6747088,1.626449,"('unsympathetic', 'sympathetic')",1.6747088,1.626449,-0.0482598
11,2.0159485,2.1067028,"('unhelpful', 'helpful')",2.0159485,2.1067028,0.0907543
12,-1.8528702,-1.8404753,"('unsupportive', 'supportive')",-1.8528702,-1.8404753,0.0123949
13,-0.19978641,-0.27747253,"('impolite', 'polite')",-0.1997864,-0.2774725,-0.0776861
14,0.21415555,0.1510776,"('antisocial', 'social')",0.2141556,0.1510776,-0.063078
15,-0.10034938,-0.14902082,"('boring', 'funny')",-0.1003494,-0.1490208,-0.0486714
16,-1.021637,-0.9963096,"('unpopular', 'popular')",-1.021637,-0.9963096,0.0253274
17,-0.51189584,-0.44640762,"('nasty', 'nice')",-0.5118958,-0.4464076,0.0654882
18,-0.89375174,-1.0226712,"('disagreeable', 'welcoming')",-0.8937517,-1.0226712,-0.1289195
19,-1.1679286,-1.1571248,"('inhospitable', 'hospitable')",-1.1679286,-1.1571248,0.0108038
20,1.347158,1.2800548,"('rough', 'thoughtful')",1.347158,1.2800548,-0.0671032
21,0.046522,0.037614662,"('immoral', 'moral')",0.046522,0.0376147,-0.0089073
22,-0.4962996,-0.57322496,"('untrustworthy', 'trustworthy')",-0.4962996,-0.573225,-0.0769254
23,6.4254193,6.4463525,"('insincere', 'sincere')",6.4254193,6.4463525,0.0209332
24,1.7449527,1.6069341,"('dishonest', 'honest')",1.7449527,1.6069341,-0.1380186
25,0.36105457,0.26553518,"('egoistic', 'altruistic')",0.3610546,0.2655352,-0.0955194
26,0.77099365,0.7645775,"('hardhearted', 'benevolent')",0.7709936,0.7645775,-0.0064161
27,1.8104242,1.620752,"('hardhearted', 'softhearted')",1.8104242,1.620752,-0.1896722
28,1.337517,1.3747596,"('disloyal', 'loyal')",1.337517,1.3747596,0.0372426
29,-0.90178484,-1.011923,"('unfair', 'fair')",-0.9017848,-1.011923,-0.1101382
30,1.186608,1.1642872,"('intolerant', 'tolerant')",1.186608,1.1642872,-0.0223208
31,-2.1985095,-2.1482873,"('evil', 'good')",-2.1985095,-2.1482873,0.0502222
32,1.043043,0.9349428,"('unkind', 'kind')",1.043043,0.9349428,-0.1081002
33,-0.93019134,-0.9486987,"('wrong', 'right')",-0.9301913,-0.9486987,-0.0185074
34,4.790274,4.982988,"('mean', 'honorable')",4.7902741,4.9829879,0.1927138
35,-1.1042578,-1.2412004,"('corrupt', 'incorrupt')",-1.1042578,-1.2412004,-0.1369426
36,-1.2548388,-1.2079161,"('hostile', 'amicable')",-1.2548388,-1.2079161,0.0469227
37,1.028267,0.98373383,"('fake', 'genuine')",1.028267,0.9837338,-0.0445332
38,-0.31132185,-0.2832478,"('untruthful', 'truthful')",-0.3113219,-0.2832478,0.0280741
39,0.4193835,0.37528974,"('exploitative', 'cooperative')",0.4193835,0.3752897,-0.0440938
40,-1.7711127,-2.0332434,"('stingy', 'generous')",-1.7711127,-2.0332434,-0.2621307
41,0.059918135,0.04946789,"('unforgiving', 'forgiving')",0.0599181,0.0494679,-0.0104502
42,-2.5372474,-2.6603787,"('unreliable', 'reliable')",-2.5372474,-2.6603787,-0.1231313
43,1.0430588,1.0370435,"('irresponsible', 'responsible')",1.0430588,1.0370435,-0.0060153
44,-1.4936947,-1.5452704,"('prejudiced', 'unprejudiced')",-1.4936947,-1.5452704,-0.0515757
45,0.26353568,0.20571245,"('incompetent', 'competent')",0.2635357,0.2057125,-0.0578232
46,-0.08889516,-0.18376514,"('uncompetitive', 'competitive')",-0.0888952,-0.1837651,-0.0948699
47,5.1608753,5.365856,"('stupid', 'smart')",5.1608753,5.3658562,0.2049809
48,0.8058502,0.7390524,"('unintelligent', 'intelligent')",0.8058502,0.7390524,-0.0667978
49,0.16178069,0.20172945,"('unable', 'able')",0.1617807,0.2017294,0.0399487
50,-0.67420614,-0.71336037,"('clumsy', 'skillful')",-0.6742061,-0.7133604,-0.0391543
51,1.0155598,0.8574793,"('uneducated', 'educated')",1.0155598,0.8574793,-0.1580805
52,-1.2289146,-1.2793834,"('irrational', 'rational')",-1.2289146,-1.2793834,-0.0504688
53,-0.41741475,-0.47219017,"('uncreative', 'creative')",-0.4174148,-0.4721902,-0.0547754
54,0.8084369,0.88733065,"('incapable', 'capable')",0.8084369,0.8873307,0.0788938
55,1.1122018,1.0071242,"('incompetent', 'clever')",1.1122018,1.0071242,-0.1050776
56,1.0293983,0.98999566,"('impractical', 'practical')",1.0293983,0.9899957,-0.0394026
57,-2.2840934,-2.2355137,"('unimaginative', 'imaginative')",-2.2840934,-2.2355137,0.0485797
58,0.10251418,0.111266546,"('undiscriminating', 'discriminating')",0.1025142,0.1112665,0.0087523
59,-0.6400158,-0.604432,"('foolish', 'wise')",-0.6400158,-0.604432,0.0355838
60,1.0663769,1.0629504,"('inefficient', 'efficient')",1.0663769,1.0629504,-0.0034265
61,0.3070436,0.1220721,"('illogical', 'logical')",0.3070436,0.1220721,-0.1849715
62,0.6243552,0.64579886,"('incompetent', 'brilliant')",0.6243552,0.6457989,0.0214437
63,-0.017888851,0.021933734,"('unperceptive', 'insightful')",-0.0178889,0.0219337,0.0398226
64,-6.272854,-6.3190823,"('shy', 'confident')",-6.2728539,-6.3190823,-0.0462284
65,0.25217688,0.21349695,"('insecure', 'secure')",0.2521769,0.213497,-0.0386799
66,-0.37232554,-0.3595257,"('inactive', 'active')",-0.3723255,-0.3595257,0.0127998
67,-0.37531745,-0.27715522,"('doubtful', 'determined')",-0.3753175,-0.2771552,0.0981623
68,-0.5210228,-0.63634485,"('dependent', 'independent')",-0.5210228,-0.6363449,-0.1153221
69,-2.6408567,-2.5741231,"('lazy', 'industrious')",-2.6408567,-2.5741231,0.0667336
70,1.800511,1.7492796,"('lethargic', 'energetic')",1.800511,1.7492796,-0.0512314
71,0.075116664,0.08647478,"('diffident', 'self-confident')",0.0751167,0.0864748,0.0113581
72,0.78382224,0.8206377,"('unambitious', 'ambitious')",0.7838222,0.8206377,0.0368155
73,-3.2584147,-3.2855022,"('helpless', 'self-reliant')",-3.2584147,-3.2855022,-0.0270875
74,0.48457855,0.35077912,"('undedicated', 'dedicated')",0.4845785,0.3507791,-0.1337994
75,-1.112439,-0.97393703,"('meek', 'impulsive')",-1.112439,-0.973937,0.138502
76,1.037501,0.9554546,"('anxious', 'daring')",1.037501,0.9554546,-0.0820464
77,-0.8957641,-0.7565264,"('unmotivated', 'motivated')",-0.8957641,-0.7565264,0.1392377
78,-0.4540788,-0.44500908,"('nonresilient', 'resilient')",-0.4540788,-0.4450091,0.0090697
79,-0.48699725,-0.40144444,"('wavering', 'unwavering')",-0.4869972,-0.4014444,0.0855528
80,0.26459658,0.14063837,"('dominated', 'dominating')",0.2645966,0.1406384,-0.1239582
81,0.67550695,0.69930625,"('submissive', 'aggressive')",0.6755069,0.6993062,0.0237993
82,5.973699,6.014994,"('poor', 'rich')",5.9736991,6.0149941,0.041295
83,-0.18404381,-0.20997295,"('powerless', 'powerful')",-0.1840438,-0.2099729,-0.0259291
84,0.65767485,0.6955325,"('inferior', 'superior')",0.6576748,0.6955325,0.0378577
85,-0.92609304,-0.95525396,"('insignificant', 'prestigious')",-0.926093,-0.955254,-0.029161
86,0.52675503,0.42103323,"('uninfluential', 'influential')",0.526755,0.4210332,-0.1057218
87,-0.3570261,-0.25806692,"('unsuccessful', 'successful')",-0.3570261,-0.2580669,0.0989592
88,0.63167536,0.6207806,"('low', 'eminent')",0.6316754,0.6207806,-0.0108948
