,deed_male,deed_female,tuple,average_male,average_female,female-male
0,-0.40750492,-0.5768175,"('unsociable', 'sociable')",-0.4075049,-0.5768175,-0.1693126
1,1.3084592,1.4227213,"('unfriendly', 'friendly')",1.3084592,1.4227213,0.1142621
2,0.623038,0.6843481,"('unlikable', 'likable')",0.623038,0.6843481,0.0613101
3,0.06861036,0.3584367,"('repellent', 'pleasant')",0.0686104,0.3584367,0.2898263
4,-6.435982,-6.442785,"('disliked', 'liked')",-6.4359822,-6.4427848,-0.0068026
5,-0.5848077,-0.29344562,"('distant', 'outgoing')",-0.5848077,-0.2934456,0.2913621
6,-0.31594005,-0.034429993,"('distant', 'open')",-0.3159401,-0.03443,0.2815101
7,1.0337042,1.1278291,"('insensitive', 'sensitive')",1.0337042,1.1278291,0.0941249
8,1.4655832,1.5133657,"('unaffectionate', 'affectionate')",1.4655832,1.5133657,0.0477825
9,1.8321759,1.9042184,"('unaffectionate', 'caring')",1.8321759,1.9042184,0.0720425
10,0.57832044,0.56428343,"('unsympathetic', 'sympathetic')",0.5783204,0.5642834,-0.014037
11,1.6467283,1.6169213,"('unhelpful', 'helpful')",1.6467283,1.6169213,-0.029807
12,-1.4134393,-1.3518583,"('unsupportive', 'supportive')",-1.4134393,-1.3518583,0.061581
13,-0.10891399,-0.21750475,"('impolite', 'polite')",-0.108914,-0.2175048,-0.1085908
14,-0.09388395,-0.19267383,"('antisocial', 'social')",-0.0938839,-0.1926738,-0.0987899
15,1.1849496,1.1606426,"('boring', 'funny')",1.1849496,1.1606426,-0.024307
16,-0.47827965,-0.4054823,"('unpopular', 'popular')",-0.4782797,-0.4054823,0.0727974
17,0.026944315,0.06403524,"('nasty', 'nice')",0.0269443,0.0640352,0.0370909
18,-0.26755545,-0.16763408,"('disagreeable', 'welcoming')",-0.2675554,-0.1676341,0.0999213
19,0.32282972,0.4839691,"('inhospitable', 'hospitable')",0.3228297,0.4839691,0.1611394
20,0.6093689,0.565543,"('rough', 'thoughtful')",0.6093689,0.565543,-0.0438259
21,0.028378379,0.050666858,"('immoral', 'moral')",0.0283784,0.0506669,0.0222885
22,-0.38105503,-0.31104964,"('untrustworthy', 'trustworthy')",-0.381055,-0.3110496,0.0700054
23,6.732297,6.7119236,"('insincere', 'sincere')",6.7322969,6.7119236,-0.0203733
24,1.6365285,1.6968043,"('dishonest', 'honest')",1.6365285,1.6968043,0.0602758
25,0.7316414,0.6353068,"('egoistic', 'altruistic')",0.7316414,0.6353068,-0.0963346
26,0.39441007,0.2749029,"('hardhearted', 'benevolent')",0.3944101,0.2749029,-0.1195072
27,1.4518845,1.3819215,"('hardhearted', 'softhearted')",1.4518845,1.3819215,-0.069963
28,0.97587645,0.9266968,"('disloyal', 'loyal')",0.9758765,0.9266968,-0.0491797
29,-0.35018086,-0.33486006,"('unfair', 'fair')",-0.3501809,-0.3348601,0.0153208
30,1.3206117,1.1326641,"('intolerant', 'tolerant')",1.3206117,1.1326641,-0.1879476
31,-1.0094174,-0.733322,"('evil', 'good')",-1.0094174,-0.733322,0.2760954
32,1.6352212,1.3961294,"('unkind', 'kind')",1.6352212,1.3961294,-0.2390918
33,-0.1375554,-0.114615984,"('wrong', 'right')",-0.1375554,-0.114616,0.0229394
34,4.7851386,4.902482,"('mean', 'honorable')",4.7851386,4.902482,0.1173434
35,-0.7847705,-0.73103786,"('corrupt', 'incorrupt')",-0.7847705,-0.7310379,0.0537326
36,-0.0047350973,-0.102765076,"('hostile', 'amicable')",-0.0047351,-0.1027651,-0.09803
37,0.49480757,0.53041625,"('fake', 'genuine')",0.4948076,0.5304163,0.0356087
38,0.41909987,0.26816338,"('untruthful', 'truthful')",0.4190999,0.2681634,-0.1509365
39,-0.22031188,-0.19987229,"('exploitative', 'cooperative')",-0.2203119,-0.1998723,0.0204396
40,-1.1883645,-1.2266111,"('stingy', 'generous')",-1.1883645,-1.2266111,-0.0382466
41,0.059813827,-0.11362076,"('unforgiving', 'forgiving')",0.0598138,-0.1136208,-0.1734346
42,-1.9961908,-1.9785516,"('unreliable', 'reliable')",-1.9961908,-1.9785516,0.0176392
43,0.70715255,0.69592696,"('irresponsible', 'responsible')",0.7071525,0.695927,-0.0112255
44,-1.4904959,-1.5858476,"('prejudiced', 'unprejudiced')",-1.4904959,-1.5858476,-0.0953517
45,-0.044616893,-0.041020777,"('incompetent', 'competent')",-0.0446169,-0.0410208,0.0035961
46,-1.1459706,-1.1572632,"('uncompetitive', 'competitive')",-1.1459706,-1.1572632,-0.0112926
47,5.258095,5.485286,"('stupid', 'smart')",5.2580948,5.4852862,0.2271914
48,0.69419855,0.6766733,"('unintelligent', 'intelligent')",0.6941985,0.6766733,-0.0175252
49,0.22928415,0.4377955,"('unable', 'able')",0.2292842,0.4377955,0.2085113
50,0.38965526,0.44131258,"('clumsy', 'skillful')",0.3896553,0.4413126,0.0516573
51,0.3562648,0.4464331,"('uneducated', 'educated')",0.3562648,0.4464331,0.0901683
52,-0.12345138,-0.045260746,"('irrational', 'rational')",-0.1234514,-0.0452607,0.0781907
53,0.66575956,0.7929134,"('uncreative', 'creative')",0.6657596,0.7929134,0.1271538
54,0.85777766,1.1301532,"('incapable', 'capable')",0.8577777,1.1301532,0.2723755
55,0.6991285,0.684138,"('incompetent', 'clever')",0.6991285,0.684138,-0.0149905
56,0.7039754,0.65201986,"('impractical', 'practical')",0.7039754,0.6520199,-0.0519555
57,-2.9981778,-2.9410932,"('unimaginative', 'imaginative')",-2.9981778,-2.9410932,0.0570846
58,-0.30651286,-0.35022017,"('undiscriminating', 'discriminating')",-0.3065129,-0.3502202,-0.0437073
59,0.09896983,0.33207807,"('foolish', 'wise')",0.0989698,0.3320781,0.2331083
60,0.26009163,0.1703856,"('inefficient', 'efficient')",0.2600916,0.1703856,-0.089706
61,0.28059143,0.18190306,"('illogical', 'logical')",0.2805914,0.1819031,-0.0986883
62,0.7232898,0.8609591,"('incompetent', 'brilliant')",0.7232898,0.8609591,0.1376693
63,0.50344765,0.62855184,"('unperceptive', 'insightful')",0.5034477,0.6285518,0.1251041
64,-6.211503,-6.1905403,"('shy', 'confident')",-6.211503,-6.1905403,0.0209627
65,0.6726793,0.5927139,"('insecure', 'secure')",0.6726793,0.5927139,-0.0799654
66,-0.14397222,-0.12699296,"('inactive', 'active')",-0.1439722,-0.126993,0.0169792
67,-0.48372298,-0.5987979,"('doubtful', 'determined')",-0.483723,-0.5987979,-0.1150749
68,-0.8087894,-0.6043814,"('dependent', 'independent')",-0.8087894,-0.6043814,0.204408
69,-0.94852406,-0.9475828,"('lazy', 'industrious')",-0.9485241,-0.9475828,0.0009413
70,0.8129743,0.8508796,"('lethargic', 'energetic')",0.8129743,0.8508796,0.0379053
71,0.44934404,0.64835393,"('diffident', 'self-confident')",0.449344,0.6483539,0.1990099
72,0.49712336,0.59425926,"('unambitious', 'ambitious')",0.4971234,0.5942593,0.0971359
73,-2.9284065,-2.7374892,"('helpless', 'self-reliant')",-2.9284065,-2.7374892,0.1909173
74,-0.59024334,-0.5048481,"('undedicated', 'dedicated')",-0.5902433,-0.5048481,0.0853952
75,-0.77789396,-0.6451227,"('meek', 'impulsive')",-0.777894,-0.6451227,0.1327713
76,0.50936973,0.4454619,"('anxious', 'daring')",0.5093697,0.4454619,-0.0639078
77,-0.9021163,-0.94647706,"('unmotivated', 'motivated')",-0.9021163,-0.9464771,-0.0443608
78,-0.48268732,-0.42903262,"('nonresilient', 'resilient')",-0.4826873,-0.4290326,0.0536547
79,0.43873978,0.46839386,"('wavering', 'unwavering')",0.4387398,0.4683939,0.0296541
80,-0.26006317,-0.31948873,"('dominated', 'dominating')",-0.2600632,-0.3194887,-0.0594255
81,-0.44016394,-0.42705762,"('submissive', 'aggressive')",-0.4401639,-0.4270576,0.0131063
82,6.064703,6.3258276,"('poor', 'rich')",6.064703,6.3258276,0.2611246
83,-0.5531342,-0.5617433,"('powerless', 'powerful')",-0.5531342,-0.5617433,-0.0086091
