,omission_male,omission_female,tuple,average_male,average_female,female-male
0,-0.76404387,-0.9548811,"('unsociable', 'sociable')",-0.7640439,-0.9548811,-0.1908372
1,-1.4151413,-1.4461073,"('unfriendly', 'friendly')",-1.4151413,-1.4461073,-0.030966
2,-0.30911973,-0.20767134,"('unlikable', 'likable')",-0.3091197,-0.2076713,0.1014484
3,0.20362076,0.1936424,"('repellent', 'pleasant')",0.2036208,0.1936424,-0.0099784
4,-2.0955312,-1.9217302,"('disliked', 'liked')",-2.0955312,-1.9217302,0.173801
5,-1.315229,-1.2474564,"('distant', 'outgoing')",-1.3152291,-1.2474564,0.0677727
6,-1.4419136,-1.38007,"('distant', 'open')",-1.4419136,-1.38007,0.0618436
7,-0.8810622,-0.9293424,"('insensitive', 'sensitive')",-0.8810622,-0.9293424,-0.0482802
8,-1.9295496,-1.9214765,"('unaffectionate', 'affectionate')",-1.9295496,-1.9214765,0.0080731
9,-1.2102958,-1.2146714,"('unaffectionate', 'caring')",-1.2102958,-1.2146714,-0.0043756
10,-0.47832796,-0.61134666,"('unsympathetic', 'sympathetic')",-0.478328,-0.6113467,-0.1330187
11,0.07333949,-0.07254636,"('unhelpful', 'helpful')",0.0733395,-0.0725464,-0.1458859
12,-2.0935595,-2.0485017,"('unsupportive', 'supportive')",-2.0935595,-2.0485017,0.0450578
13,-0.58713746,-0.7364092,"('impolite', 'polite')",-0.5871375,-0.7364092,-0.1492717
14,0.059386987,-0.008295359,"('antisocial', 'social')",0.059387,-0.0082954,-0.0676824
15,0.09634521,0.10885127,"('boring', 'funny')",0.0963452,0.1088513,0.0125061
16,-1.7141638,-1.5676697,"('unpopular', 'popular')",-1.7141638,-1.5676697,0.1464941
17,-0.5032949,-0.47502112,"('nasty', 'nice')",-0.5032949,-0.4750211,0.0282738
18,-1.573478,-1.562748,"('disagreeable', 'welcoming')",-1.573478,-1.562748,0.01073
19,-1.3543516,-1.313826,"('inhospitable', 'hospitable')",-1.3543516,-1.313826,0.0405256
20,1.0403339,0.93309486,"('rough', 'thoughtful')",1.0403339,0.9330949,-0.107239
21,0.11695838,0.0021872493,"('immoral', 'moral')",0.1169584,0.0021872,-0.1147712
22,-0.3893177,-0.40589797,"('untrustworthy', 'trustworthy')",-0.3893177,-0.405898,-0.0165803
