,hybridization_male,hybridization_female,tuple,average_male,average_female,female-male
0,0.2420299,0.16036737,"('unsociable', 'sociable')",0.2420299,0.1603674,-0.0816625
1,0.7716239,0.76199734,"('unfriendly', 'friendly')",0.7716239,0.7619973,-0.0096266
2,0.44897214,0.43393925,"('unlikable', 'likable')",0.4489721,0.4339392,-0.0150329
3,-0.42278543,-0.4738804,"('repellent', 'pleasant')",-0.4227854,-0.4738804,-0.051095
4,-3.0929396,-3.0411775,"('disliked', 'liked')",-3.0929396,-3.0411775,0.0517621
5,-0.302025,-0.19941506,"('distant', 'outgoing')",-0.302025,-0.1994151,0.1026099
6,-0.20524192,-0.0950735,"('distant', 'open')",-0.2052419,-0.0950735,0.1101684
7,-0.06752358,-0.09075453,"('insensitive', 'sensitive')",-0.0675236,-0.0907545,-0.0232309
8,0.23729484,0.2633503,"('unaffectionate', 'affectionate')",0.2372948,0.2633503,0.0260555
9,0.47013468,0.42900878,"('unaffectionate', 'caring')",0.4701347,0.4290088,-0.0411259
10,-0.027547836,-0.09622282,"('unsympathetic', 'sympathetic')",-0.0275478,-0.0962228,-0.068675
11,1.3457539,1.2468835,"('unhelpful', 'helpful')",1.3457539,1.2468835,-0.0988704
12,-0.5909853,-0.5001202,"('unsupportive', 'supportive')",-0.5909853,-0.5001202,0.0908651
13,-0.4528853,-0.529524,"('impolite', 'polite')",-0.4528853,-0.529524,-0.0766387
14,0.12217421,0.09185111,"('antisocial', 'social')",0.1221742,0.0918511,-0.0303231
15,0.26783255,0.27316543,"('boring', 'funny')",0.2678325,0.2731654,0.0053329
16,-0.84862727,-0.93836516,"('unpopular', 'popular')",-0.8486273,-0.9383652,-0.0897379
17,0.0036991034,0.039901886,"('nasty', 'nice')",0.0036991,0.0399019,0.0362028
18,-0.023520157,-0.045659542,"('disagreeable', 'welcoming')",-0.0235202,-0.0456595,-0.0221393
19,-0.61367035,-0.58574444,"('inhospitable', 'hospitable')",-0.6136703,-0.5857444,0.0279259
20,0.914795,0.8796726,"('rough', 'thoughtful')",0.914795,0.8796726,-0.0351224
21,0.3089872,0.31087536,"('immoral', 'moral')",0.3089872,0.3108754,0.0018882
22,-0.59223807,-0.60253227,"('untrustworthy', 'trustworthy')",-0.5922381,-0.6025323,-0.0102942
23,2.4513829,2.2753375,"('insincere', 'sincere')",2.4513829,2.2753375,-0.1760454
24,0.13464527,0.15130717,"('dishonest', 'honest')",0.1346453,0.1513072,0.0166619
25,1.0327761,1.137228,"('egoistic', 'altruistic')",1.0327761,1.137228,0.1044519
26,1.3111688,1.2242178,"('hardhearted', 'benevolent')",1.3111688,1.2242178,-0.086951
27,0.6580741,0.70052886,"('hardhearted', 'softhearted')",0.6580741,0.7005289,0.0424548
28,1.0526786,0.9411975,"('disloyal', 'loyal')",1.0526786,0.9411975,-0.1114811
29,-0.6502789,-0.6513268,"('unfair', 'fair')",-0.6502789,-0.6513268,-0.0010479
30,0.753871,0.67756325,"('intolerant', 'tolerant')",0.753871,0.6775633,-0.0763077
31,-0.8047572,-0.6048955,"('evil', 'good')",-0.8047572,-0.6048955,0.1998617
32,0.56464374,0.47509557,"('unkind', 'kind')",0.5646437,0.4750956,-0.0895481
