,hotel_male,hotel_female,tuple,average_male,average_female,female-male
0,1.1474249,0.9744516,"('unsociable', 'sociable')",1.1474249,0.9744516,-0.1729733
1,1.6226078,1.539413,"('unfriendly', 'friendly')",1.6226078,1.539413,-0.0831948
2,1.5237612,1.6698502,"('unlikable', 'likable')",1.5237612,1.6698502,0.146089
3,0.1272243,0.14078768,"('repellent', 'pleasant')",0.1272243,0.1407877,0.0135634
4,-5.8078723,-5.7376122,"('disliked', 'liked')",-5.8078723,-5.7376122,0.0702601
5,-0.47348017,-0.37867305,"('distant', 'outgoing')",-0.4734802,-0.378673,0.0948072
6,-0.13408382,-0.056481447,"('distant', 'open')",-0.1340838,-0.0564814,0.0776024
7,1.0247992,1.0745944,"('insensitive', 'sensitive')",1.0247992,1.0745944,0.0497952
8,0.6940814,0.5771945,"('unaffectionate', 'affectionate')",0.6940814,0.5771945,-0.1168869
9,1.4527961,1.3871328,"('unaffectionate', 'caring')",1.4527961,1.3871328,-0.0656633
10,0.38689166,0.37082547,"('unsympathetic', 'sympathetic')",0.3868917,0.3708255,-0.0160662
11,1.581459,1.5317695,"('unhelpful', 'helpful')",1.581459,1.5317695,-0.0496895
12,-1.2494648,-1.1907278,"('unsupportive', 'supportive')",-1.2494648,-1.1907278,0.058737
13,0.73813045,0.7016401,"('impolite', 'polite')",0.7381305,0.7016401,-0.0364904
14,1.2130193,1.1479243,"('antisocial', 'social')",1.2130193,1.1479243,-0.065095
15,0.57647943,0.45418316,"('boring', 'funny')",0.5764794,0.4541832,-0.1222962
16,1.2002605,1.1320162,"('unpopular', 'popular')",1.2002605,1.1320162,-0.0682443
17,-0.06843816,-0.083854,"('nasty', 'nice')",-0.0684382,-0.083854,-0.0154158
18,-0.097975746,-0.0208368,"('disagreeable', 'welcoming')",-0.0979757,-0.0208368,0.0771389
19,-1.2414832,-1.2242199,"('inhospitable', 'hospitable')",-1.2414832,-1.2242199,0.0172633
20,0.40349257,0.41280663,"('rough', 'thoughtful')",0.4034926,0.4128066,0.009314
21,0.17781799,0.28735927,"('immoral', 'moral')",0.177818,0.2873593,0.1095413
22,-0.21644343,-0.12884465,"('untrustworthy', 'trustworthy')",-0.2164434,-0.1288446,0.0875988
23,5.7795863,5.670816,"('insincere', 'sincere')",5.7795863,5.6708159,-0.1087704
24,1.2477833,1.259291,"('dishonest', 'honest')",1.2477833,1.2592911,0.0115078
25,0.7441008,0.7066186,"('egoistic', 'altruistic')",0.7441008,0.7066186,-0.0374822
26,1.9003825,1.7739269,"('hardhearted', 'benevolent')",1.9003825,1.7739269,-0.1264556
27,0.43065915,0.41437894,"('hardhearted', 'softhearted')",0.4306591,0.4143789,-0.0162802
28,0.7556581,0.66398257,"('disloyal', 'loyal')",0.7556581,0.6639826,-0.0916755
29,-0.73591137,-0.749534,"('unfair', 'fair')",-0.7359114,-0.749534,-0.0136226
30,1.5564098,1.5113274,"('intolerant', 'tolerant')",1.5564098,1.5113274,-0.0450824
31,-1.7036127,-1.7754313,"('evil', 'good')",-1.7036127,-1.7754313,-0.0718186
32,1.3094835,1.244746,"('unkind', 'kind')",1.3094835,1.244746,-0.0647375
33,0.13123919,0.14129198,"('wrong', 'right')",0.1312392,0.141292,0.0100528
34,4.7736907,4.8546467,"('mean', 'honorable')",4.7736907,4.8546467,0.080956
35,-1.0529745,-1.278917,"('corrupt', 'incorrupt')",-1.0529745,-1.278917,-0.2259425
36,-0.94371206,-1.0143119,"('hostile', 'amicable')",-0.9437121,-1.0143119,-0.0705998
37,-0.2878784,-0.34562165,"('fake', 'genuine')",-0.2878784,-0.3456216,-0.0577432
38,0.17108655,0.18343301,"('untruthful', 'truthful')",0.1710865,0.183433,0.0123465
39,0.59620774,0.6277688,"('exploitative', 'cooperative')",0.5962077,0.6277688,0.0315611
40,-1.7944784,-1.7049592,"('stingy', 'generous')",-1.7944784,-1.7049592,0.0895192
41,0.45934865,0.49238652,"('unforgiving', 'forgiving')",0.4593486,0.4923865,0.0330379
42,-2.3642695,-2.1936173,"('unreliable', 'reliable')",-2.3642695,-2.1936173,0.1706522
43,1.2690353,1.3170063,"('irresponsible', 'responsible')",1.2690353,1.3170063,0.047971
44,-1.2698238,-1.1534876,"('prejudiced', 'unprejudiced')",-1.2698238,-1.1534876,0.1163362
45,0.33989564,0.39194384,"('incompetent', 'competent')",0.3398956,0.3919438,0.0520482
46,-0.45712548,-0.41193905,"('uncompetitive', 'competitive')",-0.4571255,-0.4119391,0.0451864
47,5.3162365,5.349581,"('stupid', 'smart')",5.3162365,5.3495808,0.0333443
48,0.97960216,0.92016196,"('unintelligent', 'intelligent')",0.9796022,0.920162,-0.0594402
49,-0.22209285,-0.17091027,"('unable', 'able')",-0.2220929,-0.1709103,0.0511826
50,-0.7436606,-0.76051694,"('clumsy', 'skillful')",-0.7436606,-0.7605169,-0.0168563
51,0.7514624,0.7016449,"('uneducated', 'educated')",0.7514624,0.7016449,-0.0498175
52,-0.31356102,-0.3636959,"('irrational', 'rational')",-0.313561,-0.3636959,-0.0501349
53,0.57359385,0.50055796,"('uncreative', 'creative')",0.5735939,0.500558,-0.0730359
54,1.1376766,1.1943773,"('incapable', 'capable')",1.1376766,1.1943773,0.0567007
55,0.8201375,0.8525988,"('incompetent', 'clever')",0.8201375,0.8525988,0.0324613
56,1.2076395,1.2152826,"('impractical', 'practical')",1.2076395,1.2152826,0.0076431
57,-2.4061956,-2.3956108,"('unimaginative', 'imaginative')",-2.4061956,-2.3956108,0.0105848
58,0.037422795,0.099186,"('undiscriminating', 'discriminating')",0.0374228,0.099186,0.0617632
59,-0.40951532,-0.4438992,"('foolish', 'wise')",-0.4095153,-0.4438992,-0.0343839
60,0.73978966,0.90567803,"('inefficient', 'efficient')",0.7397897,0.905678,0.1658883
61,0.5286335,0.4514035,"('illogical', 'logical')",0.5286335,0.4514035,-0.07723
62,1.0412827,1.2270124,"('incompetent', 'brilliant')",1.0412827,1.2270124,0.1857297
63,0.69861233,0.7702114,"('unperceptive', 'insightful')",0.6986123,0.7702114,0.0715991
64,-5.470918,-5.369028,"('shy', 'confident')",-5.4709182,-5.3690281,0.1018901
65,0.42016894,0.5141936,"('insecure', 'secure')",0.4201689,0.5141936,0.0940247
66,-0.014192522,-0.16006207,"('inactive', 'active')",-0.0141925,-0.1600621,-0.1458696
67,0.049255367,-0.0095366575,"('doubtful', 'determined')",0.0492554,-0.0095367,-0.0587921
68,-0.90072924,-0.86531323,"('dependent', 'independent')",-0.9007292,-0.8653132,0.035416
69,-1.3806589,-1.38043,"('lazy', 'industrious')",-1.3806589,-1.38043,0.0002289
70,0.1209839,0.14791149,"('lethargic', 'energetic')",0.1209839,0.1479115,0.0269276
71,1.2486186,1.2938291,"('diffident', 'self-confident')",1.2486186,1.2938291,0.0452105
72,0.96206903,1.1055441,"('unambitious', 'ambitious')",0.962069,1.1055441,0.1434751
73,-2.9495778,-2.856085,"('helpless', 'self-reliant')",-2.9495778,-2.8560851,0.0934927
74,-0.09308548,-0.12547371,"('undedicated', 'dedicated')",-0.0930855,-0.1254737,-0.0323882
75,-1.5524344,-1.4646896,"('meek', 'impulsive')",-1.5524344,-1.4646896,0.0877448
76,0.11899635,0.0946608,"('anxious', 'daring')",0.1189964,0.0946608,-0.0243356
77,-1.1962397,-1.0724242,"('unmotivated', 'motivated')",-1.1962397,-1.0724242,0.1238155
78,-0.026763607,0.008504594,"('nonresilient', 'resilient')",-0.0267636,0.0085046,0.0352682
79,-0.55642456,-0.647982,"('wavering', 'unwavering')",-0.5564246,-0.647982,-0.0915574
80,-0.7348317,-0.77839386,"('dominated', 'dominating')",-0.7348317,-0.7783939,-0.0435622
81,-0.031880863,0.030314881,"('submissive', 'aggressive')",-0.0318809,0.0303149,0.0621958
82,6.1550293,6.2026787,"('poor', 'rich')",6.1550293,6.2026787,0.0476494
83,0.17026632,0.06465426,"('powerless', 'powerful')",0.1702663,0.0646543,-0.105612
84,-0.48305625,-0.45782632,"('inferior', 'superior')",-0.4830562,-0.4578263,0.0252299
85,-0.03571764,-0.22336861,"('insignificant', 'prestigious')",-0.0357176,-0.2233686,-0.187651
86,0.48968813,0.31120214,"('uninfluential', 'influential')",0.4896881,0.3112021,-0.178486
87,1.0589021,1.0115974,"('unsuccessful', 'successful')",1.0589021,1.0115974,-0.0473047
88,0.092101984,-0.073846854,"('low', 'eminent')",0.092102,-0.0738469,-0.1659489
