,moose_male,moose_female,tuple,average_male,average_female,female-male
0,0.1398112,-0.058453236,"('unsociable', 'sociable')",0.1398112,-0.0584532,-0.1982644
1,1.3221338,1.3397592,"('unfriendly', 'friendly')",1.3221338,1.3397592,0.0176254
2,0.31170756,0.422791,"('unlikable', 'likable')",0.3117076,0.422791,0.1110834
3,0.6064028,0.7191848,"('repellent', 'pleasant')",0.6064028,0.7191848,0.112782
4,-7.5188975,-7.638052,"('disliked', 'liked')",-7.5188975,-7.638052,-0.1191545
5,-0.3354584,-0.14798851,"('distant', 'outgoing')",-0.3354584,-0.1479885,0.1874699
6,-0.05032721,0.14499596,"('distant', 'open')",-0.0503272,0.144996,0.1953232
7,0.60305977,0.70649993,"('insensitive', 'sensitive')",0.6030598,0.7064999,0.1034401
8,1.1314156,1.174147,"('unaffectionate', 'affectionate')",1.1314156,1.174147,0.0427314
9,1.594241,1.8088944,"('unaffectionate', 'caring')",1.594241,1.8088944,0.2146534
10,1.3353541,1.3811322,"('unsympathetic', 'sympathetic')",1.3353541,1.3811322,0.0457781
11,2.1806602,2.2737086,"('unhelpful', 'helpful')",2.1806602,2.2737086,0.0930484
12,-1.6307489,-1.6090492,"('unsupportive', 'supportive')",-1.6307489,-1.6090492,0.0216997
13,0.3049535,0.18971452,"('impolite', 'polite')",0.3049535,0.1897145,-0.115239
14,-0.3534901,-0.5230747,"('antisocial', 'social')",-0.3534901,-0.5230747,-0.1695846
15,0.70643646,0.64029074,"('boring', 'funny')",0.7064365,0.6402907,-0.0661458
16,-0.5067977,-0.43979943,"('unpopular', 'popular')",-0.5067977,-0.4397994,0.0669983
17,-0.14636366,-0.1309796,"('nasty', 'nice')",-0.1463637,-0.1309796,0.0153841
18,-0.4714732,-0.604962,"('disagreeable', 'welcoming')",-0.4714732,-0.604962,-0.1334888
19,-0.5256754,-0.3475939,"('inhospitable', 'hospitable')",-0.5256754,-0.3475939,0.1780815
20,0.5304624,0.35903624,"('rough', 'thoughtful')",0.5304624,0.3590362,-0.1714262
21,0.18369958,0.2841094,"('immoral', 'moral')",0.1836996,0.2841094,0.1004098
22,-0.6586382,-0.6758225,"('untrustworthy', 'trustworthy')",-0.6586382,-0.6758225,-0.0171843
23,6.495851,6.6438375,"('insincere', 'sincere')",6.495851,6.6438375,0.1479865
24,1.8316255,1.8394736,"('dishonest', 'honest')",1.8316255,1.8394736,0.0078481
25,0.43542153,0.36317232,"('egoistic', 'altruistic')",0.4354215,0.3631723,-0.0722492
26,0.3213197,0.13663998,"('hardhearted', 'benevolent')",0.3213197,0.13664,-0.1846797
27,1.6518419,1.5149271,"('hardhearted', 'softhearted')",1.6518419,1.5149271,-0.1369148
28,1.2188183,1.2612252,"('disloyal', 'loyal')",1.2188183,1.2612252,0.0424069
29,-0.6404549,-0.7151494,"('unfair', 'fair')",-0.6404549,-0.7151494,-0.0746945
30,0.8951237,0.8559785,"('intolerant', 'tolerant')",0.8951237,0.8559785,-0.0391452
31,-1.8802621,-1.8543384,"('evil', 'good')",-1.8802621,-1.8543384,0.0259237
32,1.3286039,1.2323797,"('unkind', 'kind')",1.3286039,1.2323797,-0.0962242
33,-0.5721592,-0.5615529,"('wrong', 'right')",-0.5721592,-0.5615529,0.0106063
34,4.802453,5.0677805,"('mean', 'honorable')",4.802453,5.0677805,0.2653275
35,-1.1940346,-1.2662603,"('corrupt', 'incorrupt')",-1.1940346,-1.2662603,-0.0722257
36,-1.1306375,-1.1822697,"('hostile', 'amicable')",-1.1306375,-1.1822697,-0.0516322
37,0.9561459,1.0089022,"('fake', 'genuine')",0.9561459,1.0089022,0.0527563
38,-0.16253261,-0.05874911,"('untruthful', 'truthful')",-0.1625326,-0.0587491,0.1037835
39,0.12070295,0.11267441,"('exploitative', 'cooperative')",0.120703,0.1126744,-0.0080286
40,-1.8903627,-2.139293,"('stingy', 'generous')",-1.8903627,-2.139293,-0.2489303
41,0.03922562,-0.0009854566,"('unforgiving', 'forgiving')",0.0392256,-0.0009855,-0.0402111
42,-2.1782432,-2.2460055,"('unreliable', 'reliable')",-2.1782432,-2.2460055,-0.0677623
43,1.3404839,1.4146566,"('irresponsible', 'responsible')",1.3404839,1.4146566,0.0741727
44,-1.0997308,-1.2514198,"('prejudiced', 'unprejudiced')",-1.0997308,-1.2514198,-0.151689
45,0.13455822,0.14470802,"('incompetent', 'competent')",0.1345582,0.144708,0.0101498
46,-0.3614413,-0.40882036,"('uncompetitive', 'competitive')",-0.3614413,-0.4088204,-0.0473791
47,5.2659245,5.533069,"('stupid', 'smart')",5.2659245,5.5330691,0.2671446
48,0.6213299,0.5866869,"('unintelligent', 'intelligent')",0.6213299,0.5866869,-0.034643
49,0.42782986,0.638404,"('unable', 'able')",0.4278299,0.638404,0.2105741
50,-0.10869333,-0.091073416,"('clumsy', 'skillful')",-0.1086933,-0.0910734,0.0176199
51,0.56056255,0.4990073,"('uneducated', 'educated')",0.5605626,0.4990073,-0.0615553
52,-0.39062384,-0.38572955,"('irrational', 'rational')",-0.3906238,-0.3857296,0.0048942
53,0.014084598,0.074146174,"('uncreative', 'creative')",0.0140846,0.0741462,0.0600616
54,1.1684159,1.4478831,"('incapable', 'capable')",1.1684159,1.4478831,0.2794672
55,0.6667919,0.62299836,"('incompetent', 'clever')",0.6667919,0.6229984,-0.0437935
56,0.80105764,0.82575184,"('impractical', 'practical')",0.8010576,0.8257518,0.0246942
57,-2.66209,-2.680975,"('unimaginative', 'imaginative')",-2.6620901,-2.680975,-0.0188849
58,-0.107959405,-0.197501,"('undiscriminating', 'discriminating')",-0.1079594,-0.197501,-0.0895416
59,0.106128134,0.1858764,"('foolish', 'wise')",0.1061281,0.1858764,0.0797483
60,0.90092814,0.9629331,"('inefficient', 'efficient')",0.9009281,0.9629331,0.062005
61,0.21205014,0.078364566,"('illogical', 'logical')",0.2120501,0.0783646,-0.1336855
62,1.1059748,1.2232473,"('incompetent', 'brilliant')",1.1059748,1.2232473,0.1172725
