,racism_male,racism_female,tuple,average_male,average_female,female-male
0,0.06335907,-0.082557,"('unsociable', 'sociable')",0.0633591,-0.082557,-0.1459161
1,1.0208523,0.89285064,"('unfriendly', 'friendly')",1.0208523,0.8928506,-0.1280017
2,0.051312514,0.22189645,"('unlikable', 'likable')",0.0513125,0.2218965,0.170584
3,0.45790163,0.53004724,"('repellent', 'pleasant')",0.4579016,0.5300472,0.0721456
4,-7.7226763,-7.6114354,"('disliked', 'liked')",-7.7226763,-7.6114354,0.1112409
5,-0.6034996,-0.51860434,"('distant', 'outgoing')",-0.6034996,-0.5186043,0.0848953
6,-0.24449757,-0.22737068,"('distant', 'open')",-0.2444976,-0.2273707,0.0171269
7,0.48622346,0.49138135,"('insensitive', 'sensitive')",0.4862235,0.4913813,0.0051578
8,1.0241301,0.96743554,"('unaffectionate', 'affectionate')",1.0241301,0.9674355,-0.0566946
9,1.841613,1.8098288,"('unaffectionate', 'caring')",1.8416131,1.8098288,-0.0317843
10,1.4147182,1.4067068,"('unsympathetic', 'sympathetic')",1.4147182,1.4067068,-0.0080114
11,2.1110587,2.1560628,"('unhelpful', 'helpful')",2.1110587,2.1560628,0.0450041
12,-1.6182067,-1.6026472,"('unsupportive', 'supportive')",-1.6182067,-1.6026472,0.0155595
13,0.49964634,0.47174907,"('impolite', 'polite')",0.4996463,0.4717491,-0.0278972
14,-0.4115304,-0.46904087,"('antisocial', 'social')",-0.4115304,-0.4690409,-0.0575105
15,0.30896997,0.30666348,"('boring', 'funny')",0.30897,0.3066635,-0.0023065
16,-0.4863771,-0.4596117,"('unpopular', 'popular')",-0.4863771,-0.4596117,0.0267654
17,-0.7493385,-0.60368013,"('nasty', 'nice')",-0.7493385,-0.6036801,0.1456584
18,-0.62751335,-0.65416086,"('disagreeable', 'welcoming')",-0.6275133,-0.6541609,-0.0266476
19,-0.8103343,-0.74731076,"('inhospitable', 'hospitable')",-0.8103343,-0.7473108,0.0630235
20,0.56128716,0.44878364,"('rough', 'thoughtful')",0.5612872,0.4487836,-0.1125036
21,0.20160604,0.19241449,"('immoral', 'moral')",0.201606,0.1924145,-0.0091915
22,-0.57868683,-0.54300886,"('untrustworthy', 'trustworthy')",-0.5786868,-0.5430089,0.0356779
23,6.610747,6.4877768,"('insincere', 'sincere')",6.6107469,6.4877768,-0.1229701
24,2.0503995,1.915814,"('dishonest', 'honest')",2.0503995,1.915814,-0.1345855
25,0.21721506,0.17151754,"('egoistic', 'altruistic')",0.2172151,0.1715175,-0.0456976
