,laundry_male,laundry_female,tuple,average_male,average_female,female-male
0,-0.10726494,-0.22487313,"('unsociable', 'sociable')",-0.1072649,-0.2248731,-0.1176082
1,1.158193,1.1260883,"('unfriendly', 'friendly')",1.158193,1.1260883,-0.0321047
2,0.5626015,0.7286363,"('unlikable', 'likable')",0.5626015,0.7286363,0.1660348
3,0.50810665,0.6439242,"('repellent', 'pleasant')",0.5081066,0.6439242,0.1358176
4,-7.9071865,-7.8141904,"('disliked', 'liked')",-7.9071865,-7.8141904,0.0929961
5,-0.35399792,-0.30479017,"('distant', 'outgoing')",-0.3539979,-0.3047902,0.0492077
6,-0.13802043,-0.11198093,"('distant', 'open')",-0.1380204,-0.1119809,0.0260395
7,0.7911458,0.8554677,"('insensitive', 'sensitive')",0.7911458,0.8554677,0.0643219
8,0.976885,0.9481383,"('unaffectionate', 'affectionate')",0.976885,0.9481383,-0.0287467
9,1.5361276,1.5997218,"('unaffectionate', 'caring')",1.5361276,1.5997218,0.0635942
10,0.69396794,0.69200355,"('unsympathetic', 'sympathetic')",0.6939679,0.6920035,-0.0019644
11,1.9300969,1.9871498,"('unhelpful', 'helpful')",1.9300969,1.9871498,0.0570529
12,-1.6435792,-1.640614,"('unsupportive', 'supportive')",-1.6435792,-1.640614,0.0029652
13,0.1654203,0.08481457,"('impolite', 'polite')",0.1654203,0.0848146,-0.0806057
14,0.19949651,0.21776111,"('antisocial', 'social')",0.1994965,0.2177611,0.0182646
15,0.43068373,0.3824184,"('boring', 'funny')",0.4306837,0.3824184,-0.0482653
16,-0.5543088,-0.43078077,"('unpopular', 'popular')",-0.5543088,-0.4307808,0.123528
17,-0.19971658,-0.20453303,"('nasty', 'nice')",-0.1997166,-0.204533,-0.0048164
18,-0.81218827,-0.8265526,"('disagreeable', 'welcoming')",-0.8121883,-0.8265526,-0.0143643
19,-0.5881163,-0.5162567,"('inhospitable', 'hospitable')",-0.5881163,-0.5162567,0.0718596
20,0.75125706,0.6862879,"('rough', 'thoughtful')",0.7512571,0.6862879,-0.0649692
21,-0.12112639,-0.039907336,"('immoral', 'moral')",-0.1211264,-0.0399073,0.0812191
22,-0.69532365,-0.6949703,"('untrustworthy', 'trustworthy')",-0.6953236,-0.6949703,0.0003533
23,7.3335423,7.3757615,"('insincere', 'sincere')",7.3335423,7.3757615,0.0422192
24,1.7852275,1.8122495,"('dishonest', 'honest')",1.7852275,1.8122495,0.027022
25,0.64387304,0.63211215,"('egoistic', 'altruistic')",0.643873,0.6321121,-0.0117609
26,0.62042505,0.5769373,"('hardhearted', 'benevolent')",0.620425,0.5769373,-0.0434877
27,1.1978508,1.1438446,"('hardhearted', 'softhearted')",1.1978508,1.1438446,-0.0540062
28,1.0445063,1.036628,"('disloyal', 'loyal')",1.0445063,1.036628,-0.0078783
29,-0.29693553,-0.46183202,"('unfair', 'fair')",-0.2969355,-0.461832,-0.1648965
30,1.0153666,0.9291502,"('intolerant', 'tolerant')",1.0153666,0.9291502,-0.0862164
31,-1.3131703,-1.3061967,"('evil', 'good')",-1.3131703,-1.3061967,0.0069736
