,manipulation_male,manipulation_female,tuple,average_male,average_female,female-male
0,0.17610124,0.04424705,"('unsociable', 'sociable')",0.1761012,0.044247,-0.1318542
1,1.2990866,1.1824582,"('unfriendly', 'friendly')",1.2990866,1.1824582,-0.1166284
2,0.25765336,0.22982633,"('unlikable', 'likable')",0.2576534,0.2298263,-0.0278271
3,1.3389846,1.2560208,"('repellent', 'pleasant')",1.3389846,1.2560208,-0.0829638
4,-7.764643,-7.740146,"('disliked', 'liked')",-7.7646432,-7.7401462,0.024497
5,-0.838722,-0.67592543,"('distant', 'outgoing')",-0.838722,-0.6759254,0.1627966
6,-0.4391104,-0.27635604,"('distant', 'open')",-0.4391104,-0.276356,0.1627544
7,1.2963417,1.3061562,"('insensitive', 'sensitive')",1.2963417,1.3061562,0.0098145
8,1.2282689,1.1386652,"('unaffectionate', 'affectionate')",1.2282689,1.1386652,-0.0896037
9,1.9745607,1.9073738,"('unaffectionate', 'caring')",1.9745607,1.9073738,-0.0671869
10,1.459538,1.4527645,"('unsympathetic', 'sympathetic')",1.459538,1.4527645,-0.0067735
11,2.0879781,2.1025238,"('unhelpful', 'helpful')",2.0879781,2.1025238,0.0145457
12,-1.2321368,-1.125685,"('unsupportive', 'supportive')",-1.2321368,-1.125685,0.1064518
13,0.28011042,0.123865746,"('impolite', 'polite')",0.2801104,0.1238657,-0.1562447
14,0.28381622,0.17998861,"('antisocial', 'social')",0.2838162,0.1799886,-0.1038276
15,0.40835547,0.39830244,"('boring', 'funny')",0.4083555,0.3983024,-0.0100531
16,-0.8518534,-0.7300409,"('unpopular', 'popular')",-0.8518534,-0.7300409,0.1218125
17,-0.87523293,-0.7278414,"('nasty', 'nice')",-0.8752329,-0.7278414,0.1473915
18,-0.55890167,-0.61730576,"('disagreeable', 'welcoming')",-0.5589017,-0.6173058,-0.0584041
19,-0.73856753,-0.570298,"('inhospitable', 'hospitable')",-0.7385675,-0.570298,0.1682695
20,0.8961844,0.6972583,"('rough', 'thoughtful')",0.8961844,0.6972583,-0.1989261
21,0.1969266,0.2509164,"('immoral', 'moral')",0.1969266,0.2509164,0.0539898
22,-0.41949326,-0.46011555,"('untrustworthy', 'trustworthy')",-0.4194933,-0.4601156,-0.0406223
23,7.310234,7.2757792,"('insincere', 'sincere')",7.3102341,7.2757792,-0.0344549
24,1.7628574,1.7496033,"('dishonest', 'honest')",1.7628574,1.7496033,-0.0132541
25,0.9044093,0.6545878,"('egoistic', 'altruistic')",0.9044093,0.6545878,-0.2498215
26,0.45146027,0.3373189,"('hardhearted', 'benevolent')",0.4514603,0.3373189,-0.1141414
27,1.9777296,1.7479897,"('hardhearted', 'softhearted')",1.9777296,1.7479897,-0.2297399
28,1.0465921,0.8939739,"('disloyal', 'loyal')",1.0465921,0.8939739,-0.1526182
29,-1.2095426,-1.2807481,"('unfair', 'fair')",-1.2095426,-1.2807481,-0.0712055
30,1.44837,1.382228,"('intolerant', 'tolerant')",1.44837,1.382228,-0.066142
31,-2.4404585,-2.309521,"('evil', 'good')",-2.4404585,-2.309521,0.1309375
32,1.1607407,0.97555816,"('unkind', 'kind')",1.1607407,0.9755582,-0.1851825
33,-0.20758283,-0.1607214,"('wrong', 'right')",-0.2075828,-0.1607214,0.0468614
34,4.983374,5.1622014,"('mean', 'honorable')",4.9833741,5.1622014,0.1788273
35,-1.6754464,-1.6397917,"('corrupt', 'incorrupt')",-1.6754464,-1.6397917,0.0356547
36,-1.4741805,-1.4771068,"('hostile', 'amicable')",-1.4741805,-1.4771068,-0.0029263
37,0.79933643,0.7015501,"('fake', 'genuine')",0.7993364,0.7015501,-0.0977863
38,-0.025514334,0.011955157,"('untruthful', 'truthful')",-0.0255143,0.0119552,0.0374695
39,-0.31544784,-0.34216106,"('exploitative', 'cooperative')",-0.3154478,-0.3421611,-0.0267133
40,-1.3840859,-1.508016,"('stingy', 'generous')",-1.3840859,-1.508016,-0.1239301
41,-0.07780662,-0.2519876,"('unforgiving', 'forgiving')",-0.0778066,-0.2519876,-0.174181
42,-2.4090703,-2.3726907,"('unreliable', 'reliable')",-2.4090703,-2.3726907,0.0363796
43,1.2922006,1.24329,"('irresponsible', 'responsible')",1.2922006,1.2432899,-0.0489107
44,-1.9630659,-2.0266418,"('prejudiced', 'unprejudiced')",-1.9630659,-2.0266418,-0.0635759
45,0.41096225,0.31446603,"('incompetent', 'competent')",0.4109623,0.314466,-0.0964963
46,-0.08170508,-0.12518322,"('uncompetitive', 'competitive')",-0.0817051,-0.1251832,-0.0434781
47,5.0268455,5.1265225,"('stupid', 'smart')",5.0268455,5.1265225,0.099677
48,0.88820636,0.8364212,"('unintelligent', 'intelligent')",0.8882064,0.8364212,-0.0517852
49,0.32465369,0.46639308,"('unable', 'able')",0.3246537,0.4663931,0.1417394
50,-0.2720069,-0.2866581,"('clumsy', 'skillful')",-0.2720069,-0.2866581,-0.0146512
51,1.2270172,1.1652236,"('uneducated', 'educated')",1.2270172,1.1652236,-0.0617936
