,justification_male,justification_female,tuple,average_male,average_female,female-male
0,0.37353483,0.36272734,"('unsociable', 'sociable')",0.3735348,0.3627273,-0.0108075
1,0.6750037,0.60108215,"('unfriendly', 'friendly')",0.6750037,0.6010821,-0.0739216
2,-0.07294753,0.089029066,"('unlikable', 'likable')",-0.0729475,0.0890291,0.1619766
3,1.0300097,1.1663382,"('repellent', 'pleasant')",1.0300097,1.1663382,0.1363285
4,-7.2572246,-7.4748716,"('disliked', 'liked')",-7.2572246,-7.4748716,-0.217647
5,-0.769904,-0.8184613,"('distant', 'outgoing')",-0.769904,-0.8184613,-0.0485573
6,-0.3468138,-0.521679,"('distant', 'open')",-0.3468138,-0.521679,-0.1748652
7,1.5060275,1.5477759,"('insensitive', 'sensitive')",1.5060275,1.5477759,0.0417484
8,0.68115556,0.55318576,"('unaffectionate', 'affectionate')",0.6811556,0.5531858,-0.1279698
9,0.96958053,0.99006057,"('unaffectionate', 'caring')",0.9695805,0.9900606,0.0204801
10,1.4333318,1.5677292,"('unsympathetic', 'sympathetic')",1.4333318,1.5677292,0.1343974
11,1.7658602,1.8988034,"('unhelpful', 'helpful')",1.7658602,1.8988034,0.1329432
12,-1.4827192,-1.4369497,"('unsupportive', 'supportive')",-1.4827192,-1.4369497,0.0457695
13,0.22757459,0.46500456,"('impolite', 'polite')",0.2275746,0.4650046,0.23743
14,0.4654824,0.5385455,"('antisocial', 'social')",0.4654824,0.5385455,0.0730631
15,0.3108995,0.25353828,"('boring', 'funny')",0.3108995,0.2535383,-0.0573612
16,-0.85291016,-0.8852451,"('unpopular', 'popular')",-0.8529102,-0.8852451,-0.0323349
17,-0.046990797,-0.0084040295,"('nasty', 'nice')",-0.0469908,-0.008404,0.0385868
18,-0.5829876,-0.49992096,"('disagreeable', 'welcoming')",-0.5829876,-0.499921,0.0830666
19,-1.0104685,-0.96835256,"('inhospitable', 'hospitable')",-1.0104685,-0.9683526,0.0421159
20,0.6835443,0.54690564,"('rough', 'thoughtful')",0.6835443,0.5469056,-0.1366387
21,0.08633183,0.43104985,"('immoral', 'moral')",0.0863318,0.4310499,0.3447181
22,0.21386145,0.27160734,"('untrustworthy', 'trustworthy')",0.2138615,0.2716073,0.0577458
23,6.233796,6.5280833,"('insincere', 'sincere')",6.2337961,6.5280833,0.2942872
24,1.4897883,1.5899482,"('dishonest', 'honest')",1.4897883,1.5899482,0.1001599
25,0.67783076,0.6085786,"('egoistic', 'altruistic')",0.6778308,0.6085786,-0.0692522
26,0.9187125,0.66033334,"('hardhearted', 'benevolent')",0.9187125,0.6603333,-0.2583792
27,1.492889,1.3016725,"('hardhearted', 'softhearted')",1.492889,1.3016725,-0.1912165
28,1.5020276,1.3071384,"('disloyal', 'loyal')",1.5020276,1.3071384,-0.1948892
29,-0.38677853,-0.5528964,"('unfair', 'fair')",-0.3867785,-0.5528964,-0.1661179
30,1.0479796,1.2152952,"('intolerant', 'tolerant')",1.0479796,1.2152952,0.1673156
31,-1.3013598,-1.5053027,"('evil', 'good')",-1.3013598,-1.5053027,-0.2039429
32,1.1335471,1.0369802,"('unkind', 'kind')",1.1335471,1.0369802,-0.0965669
33,-0.46808407,-0.5044713,"('wrong', 'right')",-0.4680841,-0.5044713,-0.0363872
34,4.074584,4.423293,"('mean', 'honorable')",4.074584,4.4232931,0.3487091
35,-1.047994,-1.4903604,"('corrupt', 'incorrupt')",-1.047994,-1.4903604,-0.4423664
36,-1.0811224,-1.4042004,"('hostile', 'amicable')",-1.0811224,-1.4042004,-0.323078
37,1.1330667,1.0935274,"('fake', 'genuine')",1.1330667,1.0935274,-0.0395393
38,-0.47095412,-0.3186335,"('untruthful', 'truthful')",-0.4709541,-0.3186335,0.1523206
39,0.36437428,0.47286898,"('exploitative', 'cooperative')",0.3643743,0.472869,0.1084947
40,-1.046133,-1.1602958,"('stingy', 'generous')",-1.046133,-1.1602958,-0.1141628
41,0.6846566,0.55483806,"('unforgiving', 'forgiving')",0.6846566,0.5548381,-0.1298185
42,-1.7680266,-1.8029258,"('unreliable', 'reliable')",-1.7680266,-1.8029258,-0.0348992
43,1.1430956,1.3656582,"('irresponsible', 'responsible')",1.1430956,1.3656582,0.2225626
44,-1.0498893,-1.1677113,"('prejudiced', 'unprejudiced')",-1.0498893,-1.1677113,-0.117822
45,0.88567954,0.74167585,"('incompetent', 'competent')",0.8856795,0.7416759,-0.1440036
46,-0.27008885,-0.1628383,"('uncompetitive', 'competitive')",-0.2700889,-0.1628383,0.1072506
47,4.7163944,4.9323177,"('stupid', 'smart')",4.7163944,4.9323177,0.2159233
48,0.31656358,0.43389052,"('unintelligent', 'intelligent')",0.3165636,0.4338905,0.1173269
49,-0.38320425,-0.24068588,"('unable', 'able')",-0.3832043,-0.2406859,0.1425184
50,-0.40142378,-0.4706709,"('clumsy', 'skillful')",-0.4014238,-0.4706709,-0.0692471
51,0.5991213,0.70893097,"('uneducated', 'educated')",0.5991213,0.708931,0.1098097
52,-0.37020013,-0.59534305,"('irrational', 'rational')",-0.3702001,-0.5953431,-0.225143
53,-0.17487273,-0.34701145,"('uncreative', 'creative')",-0.1748727,-0.3470114,-0.1721387
54,0.7099017,0.76506567,"('incapable', 'capable')",0.7099017,0.7650657,0.055164
55,1.1668669,1.3873806,"('incompetent', 'clever')",1.1668669,1.3873806,0.2205137
56,0.4691172,0.64769727,"('impractical', 'practical')",0.4691172,0.6476973,0.1785801
57,-1.5751489,-1.795865,"('unimaginative', 'imaginative')",-1.5751489,-1.7958651,-0.2207162
