,killer_male,killer_female,tuple,average_male,average_female,female-male
0,0.19987558,0.05474606,"('unsociable', 'sociable')",0.1998756,0.0547461,-0.1451295
1,1.5357752,1.508665,"('unfriendly', 'friendly')",1.5357752,1.508665,-0.0271102
2,0.4858594,0.59709585,"('unlikable', 'likable')",0.4858594,0.5970958,0.1112364
3,0.7154932,0.67400056,"('repellent', 'pleasant')",0.7154932,0.6740006,-0.0414926
4,-7.616663,-7.531302,"('disliked', 'liked')",-7.616663,-7.531302,0.085361
5,-0.09280054,-0.017118748,"('distant', 'outgoing')",-0.0928005,-0.0171187,0.0756818
6,0.17190012,0.26945472,"('distant', 'open')",0.1719001,0.2694547,0.0975546
7,0.7884776,0.92520964,"('insensitive', 'sensitive')",0.7884776,0.9252096,0.136732
8,1.314245,1.3649083,"('unaffectionate', 'affectionate')",1.314245,1.3649083,0.0506633
9,2.2425988,2.3937168,"('unaffectionate', 'caring')",2.2425988,2.3937168,0.151118
10,1.444127,1.5357884,"('unsympathetic', 'sympathetic')",1.444127,1.5357884,0.0916614
11,2.3332198,2.5393898,"('unhelpful', 'helpful')",2.3332198,2.5393898,0.20617
12,-1.4578758,-1.3989668,"('unsupportive', 'supportive')",-1.4578758,-1.3989668,0.058909
13,0.0093604475,-0.09293304,"('impolite', 'polite')",0.0093604,-0.092933,-0.1022934
14,-0.32985622,-0.47900504,"('antisocial', 'social')",-0.3298562,-0.479005,-0.1491488
15,0.0758888,0.07819983,"('boring', 'funny')",0.0758888,0.0781998,0.002311
16,-0.16042745,-0.1339087,"('unpopular', 'popular')",-0.1604275,-0.1339087,0.0265188
17,-0.5065378,-0.5724854,"('nasty', 'nice')",-0.5065378,-0.5724854,-0.0659476
18,-0.60301745,-0.752934,"('disagreeable', 'welcoming')",-0.6030174,-0.752934,-0.1499166
19,-0.37347928,-0.11601645,"('inhospitable', 'hospitable')",-0.3734793,-0.1160164,0.2574629
20,0.6237088,0.45939192,"('rough', 'thoughtful')",0.6237088,0.4593919,-0.1643169
21,0.041353963,0.15507965,"('immoral', 'moral')",0.041354,0.1550796,0.1137256
22,-0.5572471,-0.60472125,"('untrustworthy', 'trustworthy')",-0.5572471,-0.6047212,-0.0474741
23,6.964847,7.047527,"('insincere', 'sincere')",6.9648471,7.0475268,0.0826797
24,1.9490455,2.0169683,"('dishonest', 'honest')",1.9490455,2.0169683,0.0679228
25,0.32508978,0.10142889,"('egoistic', 'altruistic')",0.3250898,0.1014289,-0.2236609
26,-0.04085514,-0.1337116,"('hardhearted', 'benevolent')",-0.0408551,-0.1337116,-0.0928565
27,1.4106603,1.1694984,"('hardhearted', 'softhearted')",1.4106603,1.1694984,-0.2411619
28,1.7119476,1.7516063,"('disloyal', 'loyal')",1.7119476,1.7516063,0.0396587
29,-0.33394647,-0.43600592,"('unfair', 'fair')",-0.3339465,-0.4360059,-0.1020594
30,1.1084257,1.1486766,"('intolerant', 'tolerant')",1.1084257,1.1486766,0.0402509
31,-1.9383512,-1.9314991,"('evil', 'good')",-1.9383512,-1.9314991,0.0068521
32,1.7134792,1.6519881,"('unkind', 'kind')",1.7134792,1.6519881,-0.0614911
33,-0.13914695,-0.16211748,"('wrong', 'right')",-0.139147,-0.1621175,-0.0229705
34,4.7975874,5.0558443,"('mean', 'honorable')",4.7975874,5.0558443,0.2582569
35,-1.0767075,-1.1823409,"('corrupt', 'incorrupt')",-1.0767075,-1.1823409,-0.1056334
36,-1.0878642,-1.1820459,"('hostile', 'amicable')",-1.0878642,-1.1820459,-0.0941817
37,1.0048438,1.0580139,"('fake', 'genuine')",1.0048438,1.0580139,0.0531701
38,0.5019249,0.76158166,"('untruthful', 'truthful')",0.5019249,0.7615817,0.2596568
39,-0.31603792,-0.35198587,"('exploitative', 'cooperative')",-0.3160379,-0.3519859,-0.035948
40,-2.3153338,-2.5603104,"('stingy', 'generous')",-2.3153338,-2.5603104,-0.2449766
41,0.024857212,0.042471543,"('unforgiving', 'forgiving')",0.0248572,0.0424715,0.0176143
42,-2.4964695,-2.5458684,"('unreliable', 'reliable')",-2.4964695,-2.5458684,-0.0493989
43,1.2788504,1.3953717,"('irresponsible', 'responsible')",1.2788504,1.3953717,0.1165213
