,suspenders_male,suspenders_female,tuple,average_male,average_female,female-male
0,1.0488161,0.79593545,"('unsociable', 'sociable')",1.0488161,0.7959355,-0.2528806
1,-1.3269907,-1.4701486,"('unfriendly', 'friendly')",-1.3269907,-1.4701486,-0.1431579
2,-0.088165216,-0.12528679,"('unlikable', 'likable')",-0.0881652,-0.1252868,-0.0371216
3,0.076602586,0.26510227,"('repellent', 'pleasant')",0.0766026,0.2651023,0.1884997
4,-3.6741545,-3.6522539,"('disliked', 'liked')",-3.6741545,-3.6522539,0.0219006
5,-2.4242094,-2.3250732,"('distant', 'outgoing')",-2.4242094,-2.3250732,0.0991362
6,-3.0128303,-2.8794427,"('distant', 'open')",-3.0128303,-2.8794427,0.1333876
7,0.45615363,0.6347543,"('insensitive', 'sensitive')",0.4561536,0.6347543,0.1786007
8,-0.6087436,-0.72366947,"('unaffectionate', 'affectionate')",-0.6087436,-0.7236695,-0.1149259
9,-0.3839834,-0.38082597,"('unaffectionate', 'caring')",-0.3839834,-0.380826,0.0031574
10,1.3995415,1.2023525,"('unsympathetic', 'sympathetic')",1.3995415,1.2023525,-0.197189
11,1.6696596,1.7739865,"('unhelpful', 'helpful')",1.6696596,1.7739865,0.1043269
12,-0.52471274,-0.40656465,"('unsupportive', 'supportive')",-0.5247127,-0.4065647,0.118148
13,1.2642595,1.1119752,"('impolite', 'polite')",1.2642595,1.1119752,-0.1522843
14,2.0976727,2.0291646,"('antisocial', 'social')",2.0976727,2.0291646,-0.0685081
15,-0.22263661,-0.3881874,"('boring', 'funny')",-0.2226366,-0.3881874,-0.1655508
16,-1.3940983,-1.3800406,"('unpopular', 'popular')",-1.3940983,-1.3800406,0.0140577
17,-0.891552,-0.73375213,"('nasty', 'nice')",-0.891552,-0.7337521,0.1577999
18,-1.6457226,-1.5397146,"('disagreeable', 'welcoming')",-1.6457226,-1.5397146,0.106008
19,-2.384876,-2.3564043,"('inhospitable', 'hospitable')",-2.384876,-2.3564043,0.0284717
20,-0.32526526,-0.17457524,"('rough', 'thoughtful')",-0.3252653,-0.1745752,0.1506901
21,1.2882891,1.2289876,"('immoral', 'moral')",1.2882891,1.2289876,-0.0593015
22,0.16623825,0.13867223,"('untrustworthy', 'trustworthy')",0.1662382,0.1386722,-0.027566
23,3.2649608,3.2317774,"('insincere', 'sincere')",3.2649608,3.2317774,-0.0331834
24,0.60301626,0.5232167,"('dishonest', 'honest')",0.6030163,0.5232167,-0.0797996
25,-0.2141056,-0.19204503,"('egoistic', 'altruistic')",-0.2141056,-0.192045,0.0220606
26,0.59549034,0.26424402,"('hardhearted', 'benevolent')",0.5954903,0.264244,-0.3312463
27,-0.7710448,-0.80741626,"('hardhearted', 'softhearted')",-0.7710448,-0.8074163,-0.0363715
28,0.91956466,0.76965994,"('disloyal', 'loyal')",0.9195647,0.7696599,-0.1499048
29,-1.6773951,-1.6796982,"('unfair', 'fair')",-1.6773951,-1.6796982,-0.0023031
30,2.0774627,1.9378076,"('intolerant', 'tolerant')",2.0774627,1.9378076,-0.1396551
31,-3.1200871,-3.1016028,"('evil', 'good')",-3.1200871,-3.1016028,0.0184843
32,1.403813,1.2123915,"('unkind', 'kind')",1.403813,1.2123915,-0.1914215
33,-0.6806177,-0.6836879,"('wrong', 'right')",-0.6806177,-0.6836879,-0.0030702
34,1.8995439,2.0711722,"('mean', 'honorable')",1.8995439,2.0711722,0.1716283
35,-2.2052724,-2.2422976,"('corrupt', 'incorrupt')",-2.2052724,-2.2422976,-0.0370252
36,-2.5916364,-2.6867926,"('hostile', 'amicable')",-2.5916364,-2.6867926,-0.0951562
37,0.1499095,0.15822323,"('fake', 'genuine')",0.1499095,0.1582232,0.0083137
38,0.20418786,0.1748524,"('untruthful', 'truthful')",0.2041879,0.1748524,-0.0293355
39,0.9095523,1.0905058,"('exploitative', 'cooperative')",0.9095523,1.0905058,0.1809535
40,-1.7594073,-1.6555287,"('stingy', 'generous')",-1.7594073,-1.6555287,0.1038786
41,0.612082,0.5294749,"('unforgiving', 'forgiving')",0.612082,0.5294749,-0.0826071
42,-0.876078,-0.8482505,"('unreliable', 'reliable')",-0.876078,-0.8482505,0.0278275
43,0.82098174,0.79493105,"('irresponsible', 'responsible')",0.8209817,0.7949311,-0.0260506
44,-1.4939408,-1.4465482,"('prejudiced', 'unprejudiced')",-1.4939408,-1.4465482,0.0473926
45,0.53842163,0.47226322,"('incompetent', 'competent')",0.5384216,0.4722632,-0.0661584
46,0.49358332,0.3747475,"('uncompetitive', 'competitive')",0.4935833,0.3747475,-0.1188358
47,2.6600358,2.6760318,"('stupid', 'smart')",2.6600358,2.6760318,0.015996
48,-0.27252206,-0.301876,"('unintelligent', 'intelligent')",-0.2725221,-0.301876,-0.0293539
49,-1.0024581,-0.8595059,"('unable', 'able')",-1.0024581,-0.8595059,0.1429522
50,-0.7883756,-0.7825384,"('clumsy', 'skillful')",-0.7883756,-0.7825384,0.0058372
51,0.8998246,0.7854974,"('uneducated', 'educated')",0.8998246,0.7854974,-0.1143272
52,-1.7014145,-1.7498727,"('irrational', 'rational')",-1.7014145,-1.7498727,-0.0484582
53,-1.7399162,-1.872897,"('uncreative', 'creative')",-1.7399162,-1.872897,-0.1329808
54,-1.1591208,-1.2258884,"('incapable', 'capable')",-1.1591208,-1.2258884,-0.0667676
55,1.373334,1.3623933,"('incompetent', 'clever')",1.3733341,1.3623933,-0.0109408
56,2.107195,1.976834,"('impractical', 'practical')",2.1071949,1.9768341,-0.1303608
57,-1.1937528,-1.3853687,"('unimaginative', 'imaginative')",-1.1937528,-1.3853687,-0.1916159
58,0.37552077,0.2723593,"('undiscriminating', 'discriminating')",0.3755208,0.2723593,-0.1031615
59,-1.7329415,-1.5609334,"('foolish', 'wise')",-1.7329415,-1.5609334,0.1720081
60,1.9808745,2.1088681,"('inefficient', 'efficient')",1.9808745,2.1088681,0.1279936
61,0.14251891,0.0032963548,"('illogical', 'logical')",0.1425189,0.0032964,-0.1392225
62,1.1701355,1.350929,"('incompetent', 'brilliant')",1.1701355,1.350929,0.1807935
63,0.46870172,0.50831723,"('unperceptive', 'insightful')",0.4687017,0.5083172,0.0396155
64,-2.025781,-1.9286088,"('shy', 'confident')",-2.0257809,-1.9286088,0.0971721
65,1.291921,1.2226839,"('insecure', 'secure')",1.291921,1.2226839,-0.0692371
66,-2.149135,-2.2197502,"('inactive', 'active')",-2.1491351,-2.2197502,-0.0706151
67,0.51366335,0.3628008,"('doubtful', 'determined')",0.5136634,0.3628008,-0.1508626
68,-1.1110624,-1.0158823,"('dependent', 'independent')",-1.1110624,-1.0158823,0.0951801
69,-2.2011228,-2.0480323,"('lazy', 'industrious')",-2.2011228,-2.0480323,0.1530905
70,0.93002653,0.9359392,"('lethargic', 'energetic')",0.9300265,0.9359392,0.0059127
71,-1.3321177,-1.1672152,"('diffident', 'self-confident')",-1.3321177,-1.1672152,0.1649025
72,0.0012460211,-0.13959606,"('unambitious', 'ambitious')",0.001246,-0.1395961,-0.1408421
73,-1.7213632,-1.5512884,"('helpless', 'self-reliant')",-1.7213632,-1.5512884,0.1700748
74,0.16044828,0.019759212,"('undedicated', 'dedicated')",0.1604483,0.0197592,-0.1406891
75,-1.8501245,-1.8562417,"('meek', 'impulsive')",-1.8501245,-1.8562417,-0.0061172
76,0.44032192,0.3656754,"('anxious', 'daring')",0.4403219,0.3656754,-0.0746465
77,-0.6472134,-0.48948905,"('unmotivated', 'motivated')",-0.6472134,-0.489489,0.1577244
78,-1.1560546,-1.0220977,"('nonresilient', 'resilient')",-1.1560546,-1.0220977,0.1339569
79,-1.7180204,-1.7924212,"('wavering', 'unwavering')",-1.7180204,-1.7924212,-0.0744008
80,1.7485031,1.7518135,"('dominated', 'dominating')",1.7485031,1.7518135,0.0033104
81,2.1937444,2.1230352,"('submissive', 'aggressive')",2.1937444,2.1230352,-0.0707092
82,2.2105892,2.0980895,"('poor', 'rich')",2.2105892,2.0980895,-0.1124997
83,-0.39921403,-0.4483408,"('powerless', 'powerful')",-0.399214,-0.4483408,-0.0491268
84,-0.43780732,-0.329707,"('inferior', 'superior')",-0.4378073,-0.329707,0.1081003
85,-1.8789512,-1.8598785,"('insignificant', 'prestigious')",-1.8789512,-1.8598785,0.0190727
86,0.5466831,0.23570333,"('uninfluential', 'influential')",0.5466831,0.2357033,-0.3109798
87,-0.26675,-0.2316857,"('unsuccessful', 'successful')",-0.26675,-0.2316857,0.0350643
88,0.08042106,-0.060250763,"('low', 'eminent')",0.0804211,-0.0602508,-0.1406719
