,permafrost_male,permafrost_female,tuple,average_male,average_female,female-male
0,-1.773351,-1.7503312,"('unsociable', 'sociable')",-1.773351,-1.7503312,0.0230198
1,-0.5378642,-0.90525,"('unfriendly', 'friendly')",-0.5378642,-0.90525,-0.3673858
2,0.36165473,0.4180031,"('unlikable', 'likable')",0.3616547,0.4180031,0.0563484
3,-1.3874555,-1.2378306,"('repellent', 'pleasant')",-1.3874555,-1.2378306,0.1496249
4,-0.7588359,-0.78524214,"('disliked', 'liked')",-0.7588359,-0.7852421,-0.0264062
5,-0.3952739,-0.55377144,"('distant', 'outgoing')",-0.3952739,-0.5537714,-0.1584975
6,-0.31543806,-0.5461313,"('distant', 'open')",-0.3154381,-0.5461313,-0.2306932
7,-0.9892439,-0.9345768,"('insensitive', 'sensitive')",-0.9892439,-0.9345768,0.0546671
8,-0.09835118,-0.38847232,"('unaffectionate', 'affectionate')",-0.0983512,-0.3884723,-0.2901211
9,-0.8985232,-1.1220467,"('unaffectionate', 'caring')",-0.8985232,-1.1220467,-0.2235235
10,-2.3741019,-2.3083944,"('unsympathetic', 'sympathetic')",-2.3741019,-2.3083944,0.0657075
11,-1.4562817,-1.3708194,"('unhelpful', 'helpful')",-1.4562817,-1.3708194,0.0854623
12,-2.0049975,-1.9198432,"('unsupportive', 'supportive')",-2.0049975,-1.9198432,0.0851543
13,-1.6034919,-1.4731694,"('impolite', 'polite')",-1.6034919,-1.4731694,0.1303225
14,-0.93189454,-0.7798878,"('antisocial', 'social')",-0.9318945,-0.7798878,0.1520067
15,0.7358878,0.61093426,"('boring', 'funny')",0.7358878,0.6109343,-0.1249535
16,0.30712292,0.1665156,"('unpopular', 'popular')",0.3071229,0.1665156,-0.1406073
17,-0.2943781,-0.14099866,"('nasty', 'nice')",-0.2943781,-0.1409987,0.1533794
18,-0.2679436,-0.19079512,"('disagreeable', 'welcoming')",-0.2679436,-0.1907951,0.0771485
19,-2.1066031,-2.0840707,"('inhospitable', 'hospitable')",-2.1066031,-2.0840707,0.0225324
20,-0.6276054,-0.49054468,"('rough', 'thoughtful')",-0.6276054,-0.4905447,0.1370607
21,-1.4749746,-1.3018686,"('immoral', 'moral')",-1.4749746,-1.3018686,0.173106
22,-0.6960416,-0.5800198,"('untrustworthy', 'trustworthy')",-0.6960416,-0.5800198,0.1160218
23,-0.86233,-0.91607594,"('insincere', 'sincere')",-0.86233,-0.9160759,-0.0537459
24,-0.7786309,-0.8568046,"('dishonest', 'honest')",-0.7786309,-0.8568046,-0.0781737
25,0.30490917,0.14222017,"('egoistic', 'altruistic')",0.3049092,0.1422202,-0.162689
26,0.86396074,0.6210447,"('hardhearted', 'benevolent')",0.8639607,0.6210447,-0.242916
27,0.25821617,0.17064227,"('hardhearted', 'softhearted')",0.2582162,0.1706423,-0.0875739
28,-1.0147089,-1.1885383,"('disloyal', 'loyal')",-1.0147089,-1.1885383,-0.1738294
29,-0.5275185,-0.6187441,"('unfair', 'fair')",-0.5275185,-0.6187441,-0.0912256
30,-0.58531064,-0.50683326,"('intolerant', 'tolerant')",-0.5853106,-0.5068333,0.0784773
31,-0.2985776,-0.28384978,"('evil', 'good')",-0.2985776,-0.2838498,0.0147278
