,underpass_male,underpass_female,tuple,average_male,average_female,female-male
0,0.638774,0.4525359,"('unsociable', 'sociable')",0.638774,0.4525359,-0.1862381
1,-1.0475278,-1.2698749,"('unfriendly', 'friendly')",-1.0475278,-1.2698749,-0.2223471
2,-0.22413296,-0.2462466,"('unlikable', 'likable')",-0.224133,-0.2462466,-0.0221136
3,-0.34177348,-0.09476128,"('repellent', 'pleasant')",-0.3417735,-0.0947613,0.2470122
4,-3.1321638,-3.1941383,"('disliked', 'liked')",-3.1321638,-3.1941383,-0.0619745
5,-1.354772,-1.4374014,"('distant', 'outgoing')",-1.354772,-1.4374014,-0.0826294
6,-1.0572233,-1.1484809,"('distant', 'open')",-1.0572233,-1.1484809,-0.0912576
7,1.045839,1.0921483,"('insensitive', 'sensitive')",1.045839,1.0921483,0.0463093
8,-1.5382092,-1.6890324,"('unaffectionate', 'affectionate')",-1.5382092,-1.6890324,-0.1508232
9,-0.79131716,-0.8469973,"('unaffectionate', 'caring')",-0.7913172,-0.8469973,-0.0556801
10,0.38733253,0.49796203,"('unsympathetic', 'sympathetic')",0.3873325,0.497962,0.1106295
11,0.7521688,0.94998145,"('unhelpful', 'helpful')",0.7521688,0.9499815,0.1978127
12,-1.0478393,-0.92881304,"('unsupportive', 'supportive')",-1.0478393,-0.928813,0.1190263
13,0.5681411,0.67849386,"('impolite', 'polite')",0.5681411,0.6784939,0.1103528
14,0.7907247,0.7137119,"('antisocial', 'social')",0.7907247,0.7137119,-0.0770128
15,0.6136995,0.36675262,"('boring', 'funny')",0.6136995,0.3667526,-0.2469469
16,-0.38664514,-0.5010082,"('unpopular', 'popular')",-0.3866451,-0.5010082,-0.1143631
17,-0.32423317,-0.32544315,"('nasty', 'nice')",-0.3242332,-0.3254431,-0.0012099
18,-1.1826694,-1.0851424,"('disagreeable', 'welcoming')",-1.1826694,-1.0851424,0.097527
19,-2.590903,-2.506084,"('inhospitable', 'hospitable')",-2.590903,-2.506084,0.084819
20,-0.035156354,-0.03765286,"('rough', 'thoughtful')",-0.0351564,-0.0376529,-0.0024965
21,0.1622985,0.3557098,"('immoral', 'moral')",0.1622985,0.3557098,0.1934113
22,0.30393434,0.2522402,"('untrustworthy', 'trustworthy')",0.3039343,0.2522402,-0.0516941
23,2.3282135,2.3336334,"('insincere', 'sincere')",2.3282135,2.3336334,0.0054199
24,0.34533137,0.22896646,"('dishonest', 'honest')",0.3453314,0.2289665,-0.1163649
25,-0.60351235,-0.72823894,"('egoistic', 'altruistic')",-0.6035123,-0.7282389,-0.1247266
26,0.62173235,0.37175587,"('hardhearted', 'benevolent')",0.6217324,0.3717559,-0.2499765
27,0.7141832,0.603875,"('hardhearted', 'softhearted')",0.7141832,0.603875,-0.1103082
28,0.10015783,0.041864604,"('disloyal', 'loyal')",0.1001578,0.0418646,-0.0582932
29,-0.5305432,-0.75872767,"('unfair', 'fair')",-0.5305432,-0.7587277,-0.2281845
30,0.9242764,1.0057241,"('intolerant', 'tolerant')",0.9242764,1.0057241,0.0814477
31,-2.3455808,-2.4397812,"('evil', 'good')",-2.3455808,-2.4397812,-0.0942004
32,0.20899194,0.032368895,"('unkind', 'kind')",0.2089919,0.0323689,-0.176623
33,-0.63559204,-0.6932836,"('wrong', 'right')",-0.635592,-0.6932836,-0.0576916
34,1.8363497,1.9319129,"('mean', 'honorable')",1.8363497,1.9319129,0.0955632
35,-1.1102797,-1.4370606,"('corrupt', 'incorrupt')",-1.1102797,-1.4370606,-0.3267809
36,-1.5456016,-1.7858028,"('hostile', 'amicable')",-1.5456016,-1.7858028,-0.2402012
37,-0.04003061,-0.07789002,"('fake', 'genuine')",-0.0400306,-0.07789,-0.0378594
38,-0.46377873,-0.4624818,"('untruthful', 'truthful')",-0.4637787,-0.4624818,0.0012969
39,0.08337985,0.12187038,"('exploitative', 'cooperative')",0.0833798,0.1218704,0.0384906
40,-1.4861757,-1.5553933,"('stingy', 'generous')",-1.4861757,-1.5553933,-0.0692176
41,0.040162534,-0.10481863,"('unforgiving', 'forgiving')",0.0401625,-0.1048186,-0.1449811
42,-0.6418252,-0.54587007,"('unreliable', 'reliable')",-0.6418252,-0.5458701,0.0959551
43,0.6210788,0.72476,"('irresponsible', 'responsible')",0.6210788,0.72476,0.1036812
44,-0.058947407,0.055294737,"('prejudiced', 'unprejudiced')",-0.0589474,0.0552947,0.1142421
45,0.9708947,0.8942747,"('incompetent', 'competent')",0.9708947,0.8942747,-0.07662
46,0.42544857,0.53105056,"('uncompetitive', 'competitive')",0.4254486,0.5310506,0.105602
47,2.4867349,2.4568455,"('stupid', 'smart')",2.4867349,2.4568455,-0.0298894
48,-0.18949269,-0.18587452,"('unintelligent', 'intelligent')",-0.1894927,-0.1858745,0.0036182
49,-0.26872295,-0.06960653,"('unable', 'able')",-0.268723,-0.0696065,0.1991165
50,-0.59824216,-0.59638476,"('clumsy', 'skillful')",-0.5982422,-0.5963848,0.0018574
51,-0.33841503,-0.37328687,"('uneducated', 'educated')",-0.338415,-0.3732869,-0.0348719
52,-1.6696137,-1.9758323,"('irrational', 'rational')",-1.6696137,-1.9758323,-0.3062186
53,-1.1419176,-1.2934912,"('uncreative', 'creative')",-1.1419176,-1.2934912,-0.1515736
54,-0.36953083,-0.38815007,"('incapable', 'capable')",-0.3695308,-0.3881501,-0.0186193
55,1.0619957,1.2103204,"('incompetent', 'clever')",1.0619957,1.2103204,0.1483247
56,1.3840182,1.5097519,"('impractical', 'practical')",1.3840182,1.5097519,0.1257337
57,-0.677809,-0.66923505,"('unimaginative', 'imaginative')",-0.677809,-0.6692351,0.0085739
58,-0.042174138,-0.11579955,"('undiscriminating', 'discriminating')",-0.0421741,-0.1157996,-0.0736255
59,-0.70012325,-0.7980949,"('foolish', 'wise')",-0.7001233,-0.7980949,-0.0979716
60,0.975882,1.200226,"('inefficient', 'efficient')",0.975882,1.2002259,0.2243439
61,0.089415915,-0.11441548,"('illogical', 'logical')",0.0894159,-0.1144155,-0.2038314
62,0.78431123,1.020214,"('incompetent', 'brilliant')",0.7843112,1.020214,0.2359028
63,-0.42564785,-0.25272122,"('unperceptive', 'insightful')",-0.4256479,-0.2527212,0.1729267
64,-2.2399588,-2.1931434,"('shy', 'confident')",-2.2399588,-2.1931434,0.0468154
65,0.5592519,0.6331625,"('insecure', 'secure')",0.5592519,0.6331625,0.0739106
66,-0.16428201,-0.23305005,"('inactive', 'active')",-0.164282,-0.23305,-0.068768
67,0.2916892,0.3158149,"('doubtful', 'determined')",0.2916892,0.3158149,0.0241257
68,-0.709018,-0.6360874,"('dependent', 'independent')",-0.709018,-0.6360874,0.0729306
69,-1.4421114,-1.5786749,"('lazy', 'industrious')",-1.4421114,-1.5786749,-0.1365635
