,root_male,root_female,tuple,average_male,average_female,female-male
0,0.40036908,0.26487488,"('unsociable', 'sociable')",0.4003691,0.2648749,-0.1354942
1,1.4494371,1.4504801,"('unfriendly', 'friendly')",1.4494371,1.4504801,0.001043
2,0.33633912,0.4715931,"('unlikable', 'likable')",0.3363391,0.4715931,0.135254
3,1.0427805,1.1092329,"('repellent', 'pleasant')",1.0427805,1.1092329,0.0664524
4,-7.376794,-7.2972035,"('disliked', 'liked')",-7.3767939,-7.2972035,0.0795904
5,-0.3568498,-0.2826367,"('distant', 'outgoing')",-0.3568498,-0.2826367,0.0742131
6,0.15936704,0.16059852,"('distant', 'open')",0.159367,0.1605985,0.0012315
7,1.3376379,1.3286362,"('insensitive', 'sensitive')",1.3376379,1.3286362,-0.0090017
8,1.3222591,1.1693416,"('unaffectionate', 'affectionate')",1.3222591,1.1693416,-0.1529175
9,1.461088,1.4529583,"('unaffectionate', 'caring')",1.4610879,1.4529583,-0.0081296
10,1.6621273,1.5021832,"('unsympathetic', 'sympathetic')",1.6621273,1.5021832,-0.1599441
11,1.8461848,1.8163813,"('unhelpful', 'helpful')",1.8461848,1.8163813,-0.0298035
12,-1.291386,-1.2519231,"('unsupportive', 'supportive')",-1.291386,-1.2519231,0.0394629
13,0.11114986,0.081670165,"('impolite', 'polite')",0.1111499,0.0816702,-0.0294797
14,0.4306676,0.34239435,"('antisocial', 'social')",0.4306676,0.3423944,-0.0882732
15,0.42777383,0.46878147,"('boring', 'funny')",0.4277738,0.4687815,0.0410077
16,-0.67690223,-0.5415719,"('unpopular', 'popular')",-0.6769022,-0.5415719,0.1353303
17,0.08686429,0.07708792,"('nasty', 'nice')",0.0868643,0.0770879,-0.0097764
18,-0.35593203,-0.3176187,"('disagreeable', 'welcoming')",-0.355932,-0.3176187,0.0383133
19,-0.14318177,-0.11668477,"('inhospitable', 'hospitable')",-0.1431818,-0.1166848,0.026497
20,0.69017833,0.5491065,"('rough', 'thoughtful')",0.6901783,0.5491065,-0.1410718
21,0.1622493,0.24256812,"('immoral', 'moral')",0.1622493,0.2425681,0.0803188
22,0.072743416,0.023907777,"('untrustworthy', 'trustworthy')",0.0727434,0.0239078,-0.0488356
23,6.518364,6.557089,"('insincere', 'sincere')",6.518364,6.5570889,0.0387249
24,1.860493,1.8153832,"('dishonest', 'honest')",1.8604929,1.8153832,-0.0451097
25,0.60541844,0.5368591,"('egoistic', 'altruistic')",0.6054184,0.5368591,-0.0685593
26,0.49252796,0.36701274,"('hardhearted', 'benevolent')",0.492528,0.3670127,-0.1255153
27,2.1131475,1.8147886,"('hardhearted', 'softhearted')",2.1131475,1.8147886,-0.2983589
28,1.271044,1.1658232,"('disloyal', 'loyal')",1.271044,1.1658232,-0.1052208
29,-0.40909374,-0.5377417,"('unfair', 'fair')",-0.4090937,-0.5377417,-0.128648
30,1.3196514,1.2447659,"('intolerant', 'tolerant')",1.3196514,1.2447659,-0.0748855
31,-1.307722,-1.219671,"('evil', 'good')",-1.307722,-1.219671,0.088051
32,1.0952041,1.0168414,"('unkind', 'kind')",1.0952041,1.0168414,-0.0783627
33,-0.96822965,-0.8550746,"('wrong', 'right')",-0.9682297,-0.8550746,0.1131551
34,4.778713,4.972034,"('mean', 'honorable')",4.7787132,4.972034,0.1933208
35,-1.0664144,-1.1986321,"('corrupt', 'incorrupt')",-1.0664144,-1.1986321,-0.1322177
36,-0.6091611,-0.6943748,"('hostile', 'amicable')",-0.6091611,-0.6943748,-0.0852137
37,0.9949663,0.94751203,"('fake', 'genuine')",0.9949663,0.947512,-0.0474543
38,-0.30817086,-0.2687634,"('untruthful', 'truthful')",-0.3081709,-0.2687634,0.0394075
39,-0.21710001,-0.18645974,"('exploitative', 'cooperative')",-0.2171,-0.1864597,0.0306403
40,-0.967624,-1.0963229,"('stingy', 'generous')",-0.967624,-1.0963229,-0.1286989
41,0.20943694,0.074004,"('unforgiving', 'forgiving')",0.2094369,0.074004,-0.1354329
42,-1.6638544,-1.6974316,"('unreliable', 'reliable')",-1.6638544,-1.6974316,-0.0335772
43,1.5275141,1.449816,"('irresponsible', 'responsible')",1.5275141,1.449816,-0.0776981
