,detective_male,detective_female,tuple,average_male,average_female,female-male
0,0.38970265,0.358809,"('unsociable', 'sociable')",0.3897026,0.358809,-0.0308936
1,0.94809985,0.8825856,"('unfriendly', 'friendly')",0.9480999,0.8825856,-0.0655143
2,0.24312718,0.3389054,"('unlikable', 'likable')",0.2431272,0.3389054,0.0957782
3,0.40293986,0.6928418,"('repellent', 'pleasant')",0.4029399,0.6928418,0.2899019
4,-7.438848,-7.4623404,"('disliked', 'liked')",-7.438848,-7.4623404,-0.0234924
5,-0.7021934,-0.7130771,"('distant', 'outgoing')",-0.7021934,-0.7130771,-0.0108837
6,-0.25344306,-0.3236368,"('distant', 'open')",-0.2534431,-0.3236368,-0.0701937
7,0.97505015,1.1062579,"('insensitive', 'sensitive')",0.9750502,1.1062579,0.1312077
8,1.3017994,1.1372181,"('unaffectionate', 'affectionate')",1.3017994,1.1372181,-0.1645813
9,1.8608811,1.8377794,"('unaffectionate', 'caring')",1.8608811,1.8377794,-0.0231017
10,1.1660985,1.220819,"('unsympathetic', 'sympathetic')",1.1660985,1.220819,0.0547205
11,2.097511,2.172617,"('unhelpful', 'helpful')",2.0975111,2.172617,0.0751059
12,-1.4213308,-1.3608115,"('unsupportive', 'supportive')",-1.4213308,-1.3608115,0.0605193
13,-0.09677449,0.09861164,"('impolite', 'polite')",-0.0967745,0.0986116,0.1953861
14,0.26903388,0.33434182,"('antisocial', 'social')",0.2690339,0.3343418,0.0653079
15,0.35924754,0.27538633,"('boring', 'funny')",0.3592475,0.2753863,-0.0838612
16,-0.26387575,-0.21960136,"('unpopular', 'popular')",-0.2638758,-0.2196014,0.0442744
17,0.03325057,0.0953851,"('nasty', 'nice')",0.0332506,0.0953851,0.0621345
18,-0.71316576,-0.6649795,"('disagreeable', 'welcoming')",-0.7131658,-0.6649795,0.0481863
19,-0.5259327,-0.5230524,"('inhospitable', 'hospitable')",-0.5259327,-0.5230524,0.0028803
20,0.15284088,0.17554669,"('rough', 'thoughtful')",0.1528409,0.1755467,0.0227058
21,-0.18729033,0.10143897,"('immoral', 'moral')",-0.1872903,0.101439,0.2887293
22,-0.34143627,-0.22294523,"('untrustworthy', 'trustworthy')",-0.3414363,-0.2229452,0.1184911
23,6.62693,6.772066,"('insincere', 'sincere')",6.6269302,6.7720661,0.1451359
24,1.5017033,1.4394385,"('dishonest', 'honest')",1.5017033,1.4394385,-0.0622648
25,0.76183116,0.7002381,"('egoistic', 'altruistic')",0.7618312,0.7002381,-0.0615931
26,1.6964056,1.42307,"('hardhearted', 'benevolent')",1.6964056,1.42307,-0.2733356
27,1.2265288,1.1283576,"('hardhearted', 'softhearted')",1.2265288,1.1283576,-0.0981712
28,1.5197574,1.3957082,"('disloyal', 'loyal')",1.5197574,1.3957082,-0.1240492
29,-0.88273776,-0.99376404,"('unfair', 'fair')",-0.8827378,-0.993764,-0.1110262
30,0.6205788,0.7713383,"('intolerant', 'tolerant')",0.6205788,0.7713383,0.1507595
31,-1.6544752,-1.7367986,"('evil', 'good')",-1.6544752,-1.7367986,-0.0823234
32,1.5809165,1.491916,"('unkind', 'kind')",1.5809165,1.4919159,-0.0890006
33,-0.3129862,-0.36898357,"('wrong', 'right')",-0.3129862,-0.3689836,-0.0559974
34,4.6727695,4.8956356,"('mean', 'honorable')",4.6727695,4.8956356,0.2228661
35,-1.1427009,-1.3905556,"('corrupt', 'incorrupt')",-1.1427009,-1.3905556,-0.2478547
36,-0.45153356,-0.66507506,"('hostile', 'amicable')",-0.4515336,-0.6650751,-0.2135415
37,0.53742665,0.5176901,"('fake', 'genuine')",0.5374267,0.5176901,-0.0197366
38,0.07361773,0.078596056,"('untruthful', 'truthful')",0.0736177,0.0785961,0.0049784
39,-0.19390582,-0.115100816,"('exploitative', 'cooperative')",-0.1939058,-0.1151008,0.078805
40,-2.098159,-2.0908356,"('stingy', 'generous')",-2.0981591,-2.0908356,0.0073235
41,0.5907678,0.5107031,"('unforgiving', 'forgiving')",0.5907678,0.5107031,-0.0800647
42,-2.9042416,-2.7880225,"('unreliable', 'reliable')",-2.9042416,-2.7880225,0.1162191
43,1.4201243,1.5145892,"('irresponsible', 'responsible')",1.4201243,1.5145892,0.0944649
44,-1.4364445,-1.4382724,"('prejudiced', 'unprejudiced')",-1.4364445,-1.4382724,-0.0018279
45,0.41992462,0.41479278,"('incompetent', 'competent')",0.4199246,0.4147928,-0.0051318
46,-0.5402866,-0.47408727,"('uncompetitive', 'competitive')",-0.5402866,-0.4740873,0.0661993
47,5.171944,5.352109,"('stupid', 'smart')",5.1719441,5.352109,0.1801649
48,0.19498128,0.27937204,"('unintelligent', 'intelligent')",0.1949813,0.279372,0.0843907
49,-0.622378,-0.36188862,"('unable', 'able')",-0.622378,-0.3618886,0.2604894
50,-0.47408676,-0.5013879,"('clumsy', 'skillful')",-0.4740868,-0.5013879,-0.0273011
51,0.05269309,0.2724071,"('uneducated', 'educated')",0.0526931,0.2724071,0.219714
52,-0.38109747,-0.6010436,"('irrational', 'rational')",-0.3810975,-0.6010436,-0.2199461
53,0.0051286453,-0.07392735,"('uncreative', 'creative')",0.0051286,-0.0739274,-0.079056
54,0.9321417,1.0064793,"('incapable', 'capable')",0.9321417,1.0064793,0.0743376
55,0.79075116,0.9671455,"('incompetent', 'clever')",0.7907512,0.9671455,0.1763943
56,0.53916246,0.6781981,"('impractical', 'practical')",0.5391625,0.6781981,0.1390356
57,-2.2403061,-2.2736459,"('unimaginative', 'imaginative')",-2.2403061,-2.2736459,-0.0333398
58,0.45509687,0.44708607,"('undiscriminating', 'discriminating')",0.4550969,0.4470861,-0.0080108
59,-0.07664991,-0.093146674,"('foolish', 'wise')",-0.0766499,-0.0931467,-0.0164968
60,0.75037265,1.0255679,"('inefficient', 'efficient')",0.7503726,1.0255679,0.2751953
61,0.024461344,-0.070152976,"('illogical', 'logical')",0.0244613,-0.070153,-0.0946143
62,0.28901362,0.6202855,"('incompetent', 'brilliant')",0.2890136,0.6202855,0.3312719
63,-0.118796974,0.08709692,"('unperceptive', 'insightful')",-0.118797,0.0870969,0.2058939
64,-6.832702,-6.6048465,"('shy', 'confident')",-6.8327022,-6.6048465,0.2278557
65,0.086918816,0.2908459,"('insecure', 'secure')",0.0869188,0.2908459,0.2039271
66,-0.18680333,-0.3679035,"('inactive', 'active')",-0.1868033,-0.3679035,-0.1811002
67,-0.50510883,-0.46104398,"('doubtful', 'determined')",-0.5051088,-0.461044,0.0440648
68,-1.1621811,-0.9885624,"('dependent', 'independent')",-1.1621811,-0.9885624,0.1736187
69,-1.9075433,-2.0327337,"('lazy', 'industrious')",-1.9075433,-2.0327337,-0.1251904
70,1.08833,1.2395234,"('lethargic', 'energetic')",1.08833,1.2395234,0.1511934
71,0.16906115,0.21707426,"('diffident', 'self-confident')",0.1690612,0.2170743,0.0480131
72,0.926011,1.1085242,"('unambitious', 'ambitious')",0.926011,1.1085242,0.1825132
73,-3.262119,-3.087414,"('helpless', 'self-reliant')",-3.2621191,-3.087414,0.1747051
74,-0.05456157,-0.11895412,"('undedicated', 'dedicated')",-0.0545616,-0.1189541,-0.0643925
75,-0.6345368,-0.5976216,"('meek', 'impulsive')",-0.6345368,-0.5976216,0.0369152
76,-0.051746212,0.061015785,"('anxious', 'daring')",-0.0517462,0.0610158,0.112762
77,-0.85310405,-0.68318063,"('unmotivated', 'motivated')",-0.8531041,-0.6831806,0.1699235
78,-0.83945286,-0.8827158,"('nonresilient', 'resilient')",-0.8394529,-0.8827158,-0.0432629
79,0.066075906,-0.055290297,"('wavering', 'unwavering')",0.0660759,-0.0552903,-0.1213662
80,-0.43245992,-0.3909854,"('dominated', 'dominating')",-0.4324599,-0.3909854,0.0414745
81,-0.19706446,-0.04684084,"('submissive', 'aggressive')",-0.1970645,-0.0468408,0.1502237
82,6.51917,6.608691,"('poor', 'rich')",6.5191698,6.6086912,0.0895214
83,-0.2009158,-0.16296566,"('powerless', 'powerful')",-0.2009158,-0.1629657,0.0379501
84,0.060454406,0.11725342,"('inferior', 'superior')",0.0604544,0.1172534,0.056799
85,-1.0462048,-1.2408457,"('insignificant', 'prestigious')",-1.0462048,-1.2408457,-0.1946409
86,0.59840935,0.6089908,"('uninfluential', 'influential')",0.5984094,0.6089908,0.0105814
87,-0.31775862,-0.12391174,"('unsuccessful', 'successful')",-0.3177586,-0.1239117,0.1938469
88,-0.20933783,-0.18167086,"('low', 'eminent')",-0.2093378,-0.1816709,0.0276669
