,bagpipe_male,bagpipe_female,tuple,average_male,average_female,female-male
0,0.22629765,0.20029421,"('unsociable', 'sociable')",0.2262976,0.2002942,-0.0260034
1,-0.112501755,-0.44132024,"('unfriendly', 'friendly')",-0.1125018,-0.4413202,-0.3288184
2,-0.098362505,0.060061857,"('unlikable', 'likable')",-0.0983625,0.0600619,0.1584244
3,-0.6505891,-0.31956977,"('repellent', 'pleasant')",-0.6505891,-0.3195698,0.3310193
4,-1.9867128,-2.2411416,"('disliked', 'liked')",-1.9867128,-2.2411416,-0.2544288
5,-0.118293226,-0.43143958,"('distant', 'outgoing')",-0.1182932,-0.4314396,-0.3131464
6,-0.072386056,-0.4001547,"('distant', 'open')",-0.0723861,-0.4001547,-0.3277686
7,0.71624154,0.8501962,"('insensitive', 'sensitive')",0.7162415,0.8501962,0.1339547
8,0.37671894,0.080432534,"('unaffectionate', 'affectionate')",0.3767189,0.0804325,-0.2962864
9,0.40746674,0.13469325,"('unaffectionate', 'caring')",0.4074667,0.1346933,-0.2727734
10,-0.49600038,-0.31476858,"('unsympathetic', 'sympathetic')",-0.4960004,-0.3147686,0.1812318
11,-0.2610039,0.09626498,"('unhelpful', 'helpful')",-0.2610039,0.096265,0.3572689
12,-0.8640313,-0.84454715,"('unsupportive', 'supportive')",-0.8640313,-0.8445472,0.0194841
13,-0.0065595433,0.11386095,"('impolite', 'polite')",-0.0065595,0.1138609,0.1204204
14,0.19295219,0.38963154,"('antisocial', 'social')",0.1929522,0.3896315,0.1966793
15,0.95216185,0.74723876,"('boring', 'funny')",0.9521618,0.7472388,-0.204923
16,0.09289283,-0.10048583,"('unpopular', 'popular')",0.0928928,-0.1004858,-0.1933786
17,-0.2918526,-0.24612036,"('nasty', 'nice')",-0.2918526,-0.2461204,0.0457322
18,-0.8935856,-0.80952305,"('disagreeable', 'welcoming')",-0.8935856,-0.809523,0.0840626
19,-0.4370567,-0.558047,"('inhospitable', 'hospitable')",-0.4370567,-0.558047,-0.1209903
20,-0.4042164,-0.23581414,"('rough', 'thoughtful')",-0.4042164,-0.2358141,0.1684023
21,-0.67898583,-0.3861059,"('immoral', 'moral')",-0.6789858,-0.3861059,0.2928799
22,0.044418596,0.13204855,"('untrustworthy', 'trustworthy')",0.0444186,0.1320485,0.0876299
23,1.7415861,2.0719292,"('insincere', 'sincere')",1.7415861,2.0719292,0.3303431
24,0.55482227,0.6228232,"('dishonest', 'honest')",0.5548223,0.6228232,0.0680009
25,0.7190849,0.508562,"('egoistic', 'altruistic')",0.7190849,0.508562,-0.2105229
26,1.1338273,0.8464781,"('hardhearted', 'benevolent')",1.1338273,0.8464781,-0.2873492
27,0.42653275,0.19275819,"('hardhearted', 'softhearted')",0.4265327,0.1927582,-0.2337745
28,1.2074432,0.99768764,"('disloyal', 'loyal')",1.2074432,0.9976876,-0.2097556
29,-0.17417704,-0.32058805,"('unfair', 'fair')",-0.174177,-0.3205881,-0.1464111
30,0.233463,0.5411552,"('intolerant', 'tolerant')",0.233463,0.5411552,0.3076922
31,-0.20763162,-0.48341876,"('evil', 'good')",-0.2076316,-0.4834188,-0.2757872
32,0.8417239,0.76991284,"('unkind', 'kind')",0.8417239,0.7699128,-0.0718111
33,0.3206237,0.044793356,"('wrong', 'right')",0.3206237,0.0447934,-0.2758303
34,1.5142125,1.82005,"('mean', 'honorable')",1.5142125,1.82005,0.3058375
35,0.78252584,0.3103,"('corrupt', 'incorrupt')",0.7825258,0.3103,-0.4722258
36,-0.14335592,-0.58430135,"('hostile', 'amicable')",-0.1433559,-0.5843014,-0.4409455
37,0.59241545,0.68725395,"('fake', 'genuine')",0.5924155,0.687254,0.0948385
38,0.25326368,0.22966614,"('untruthful', 'truthful')",0.2532637,0.2296661,-0.0235976
39,0.36911872,0.59751135,"('exploitative', 'cooperative')",0.3691187,0.5975114,0.2283927
40,-0.5844063,-0.740694,"('stingy', 'generous')",-0.5844063,-0.740694,-0.1562877
41,0.27114126,0.3000917,"('unforgiving', 'forgiving')",0.2711413,0.3000917,0.0289504
42,-1.6123079,-1.3309457,"('unreliable', 'reliable')",-1.6123079,-1.3309457,0.2813622
43,-0.34186822,-0.054328777,"('irresponsible', 'responsible')",-0.3418682,-0.0543288,0.2875394
44,-1.7946312,-1.5507947,"('prejudiced', 'unprejudiced')",-1.7946312,-1.5507947,0.2438365
45,0.5657862,0.71591246,"('incompetent', 'competent')",0.5657862,0.7159125,0.1501263
46,-0.5036868,-0.315038,"('uncompetitive', 'competitive')",-0.5036868,-0.315038,0.1886488
47,2.1931415,2.4238646,"('stupid', 'smart')",2.1931415,2.4238646,0.2307231
48,-0.7372748,-0.6902226,"('unintelligent', 'intelligent')",-0.7372748,-0.6902226,0.0470522
49,-0.007279262,-0.03355284,"('unable', 'able')",-0.0072793,-0.0335528,-0.0262735
50,-0.5109261,-0.5425961,"('clumsy', 'skillful')",-0.5109261,-0.5425961,-0.03167
51,-0.78610575,-0.5035837,"('uneducated', 'educated')",-0.7861058,-0.5035837,0.2825221
52,-1.1654024,-1.3191974,"('irrational', 'rational')",-1.1654024,-1.3191974,-0.153795
53,0.02936117,-0.30787352,"('uncreative', 'creative')",0.0293612,-0.3078735,-0.3372347
54,-0.050187234,-0.21765469,"('incapable', 'capable')",-0.0501872,-0.2176547,-0.1674675
55,0.67112976,0.9285212,"('incompetent', 'clever')",0.6711298,0.9285212,0.2573914
56,0.89449364,1.1713818,"('impractical', 'practical')",0.8944936,1.1713818,0.2768882
57,-1.2400347,-1.4060718,"('unimaginative', 'imaginative')",-1.2400347,-1.4060718,-0.1660371
58,0.63756806,0.51535547,"('undiscriminating', 'discriminating')",0.6375681,0.5153555,-0.1222126
59,-0.04565739,-0.12418855,"('foolish', 'wise')",-0.0456574,-0.1241885,-0.0785311
60,-0.10411048,0.40464824,"('inefficient', 'efficient')",-0.1041105,0.4046482,0.5087587
61,0.14054722,-0.047682103,"('illogical', 'logical')",0.1405472,-0.0476821,-0.1882293
62,-0.5823251,-0.15937668,"('incompetent', 'brilliant')",-0.5823251,-0.1593767,0.4229484
63,-0.4477305,-0.20883931,"('unperceptive', 'insightful')",-0.4477305,-0.2088393,0.2388912
64,-2.950314,-2.733307,"('shy', 'confident')",-2.950314,-2.7333069,0.2170071
65,-0.04277297,0.18683672,"('insecure', 'secure')",-0.042773,0.1868367,0.2296097
66,-0.2194678,-0.5491099,"('inactive', 'active')",-0.2194678,-0.5491099,-0.3296421
67,0.108180545,0.22728279,"('doubtful', 'determined')",0.1081805,0.2272828,0.1191023
