,carnival_male,carnival_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,0.9090449,0.8743677,"('unsociable', 'sociable')",-0.696969,-0.8094789,0.106038,0.0324444,-0.0735936
1,-0.17195332,-0.30959845,"('unfriendly', 'friendly')",2.4469547,2.2942894,1.1375008,0.9923455,-0.1451553
2,0.013132073,0.11378708,"('unlikable', 'likable')",0.28286713,0.3485598,0.1479996,0.2311734,0.0831738
3,0.08441146,0.40410787,"('repellent', 'pleasant')",-0.3092165,-0.14074896,-0.1124025,0.1316794,0.2440819
4,-0.91046953,-1.0070562,"('disliked', 'liked')",-5.4806848,-5.9120035,-3.1955771,-3.4595299,-0.2639528
5,-0.5958536,-0.7255295,"('distant', 'outgoing')",0.63512963,0.5718995,0.019638,-0.076815,-0.096453
6,-1.3834176,-1.4783491,"('distant', 'open')",0.4962687,0.48062044,-0.4435745,-0.4988643,-0.0552898
7,1.0111115,1.1166812,"('insensitive', 'sensitive')",0.53495663,0.59674704,0.7730341,0.8567141,0.08368
8,0.3100687,0.25109994,"('unaffectionate', 'affectionate')",1.1852233,1.07322,0.747646,0.66216,-0.085486
9,0.8526587,0.83810186,"('unaffectionate', 'caring')",1.3236954,1.3533899,1.0881771,1.0957458,0.0075687
10,0.5255175,0.6496732,"('unsympathetic', 'sympathetic')",-0.867987,-0.7645232,-0.1712347,-0.057425,0.1138097
11,0.13056774,0.27139354,"('unhelpful', 'helpful')",1.417886,1.5442464,0.7742269,0.90782,0.1335931
12,1.2814752,1.2870197,"('unsupportive', 'supportive')",-1.1905391,-1.242028,0.045468,0.0224959,-0.0229721
13,0.7170903,0.6141298,"('impolite', 'polite')",-0.86241406,-0.8891904,-0.0726619,-0.1375303,-0.0648684
14,1.6760321,1.677761,"('antisocial', 'social')",0.3092486,0.2539059,0.9926403,0.9658334,-0.0268069
15,0.6280771,0.44310224,"('boring', 'funny')",0.19624966,0.17697813,0.4121634,0.3100402,-0.1021232
16,-1.3158787,-1.1576874,"('unpopular', 'popular')",-0.21245751,-0.22903998,-0.7641681,-0.6933637,0.0708044
17,-0.8577402,-0.7529602,"('nasty', 'nice')",-0.647672,-0.64499897,-0.7527061,-0.6989796,0.0537265
18,-0.07733123,-0.18804917,"('disagreeable', 'welcoming')",-0.70135397,-0.6659828,-0.3893426,-0.427016,-0.0376734
19,-1.199105,-1.197947,"('inhospitable', 'hospitable')",0.11849859,0.08234654,-0.5403032,-0.5578002,-0.017497
20,-0.48284414,-0.34950107,"('rough', 'thoughtful')",0.96341443,0.9092779,0.2402851,0.2798884,0.0396033
