,backdrop_male,backdrop_female,tuple,average_male,average_female,female-male
0,-0.12527853,-0.24389382,"('unsociable', 'sociable')",-0.1252785,-0.2438938,-0.1186153
1,1.2773464,1.2148502,"('unfriendly', 'friendly')",1.2773464,1.2148502,-0.0624962
2,-0.08895245,-0.012314007,"('unlikable', 'likable')",-0.0889525,-0.012314,0.0766385
3,0.6389698,0.6447486,"('repellent', 'pleasant')",0.6389698,0.6447486,0.0057788
4,-6.9060802,-7.0349717,"('disliked', 'liked')",-6.9060802,-7.0349717,-0.1288915
5,-0.71665394,-0.69750434,"('distant', 'outgoing')",-0.7166539,-0.6975043,0.0191496
6,-0.22813839,-0.28812018,"('distant', 'open')",-0.2281384,-0.2881202,-0.0599818
7,0.8565737,0.8853743,"('insensitive', 'sensitive')",0.8565737,0.8853743,0.0288006
8,0.94606483,0.8847763,"('unaffectionate', 'affectionate')",0.9460648,0.8847763,-0.0612885
9,1.1554683,1.1739689,"('unaffectionate', 'caring')",1.1554683,1.1739689,0.0185006
10,1.0088704,0.95322716,"('unsympathetic', 'sympathetic')",1.0088704,0.9532272,-0.0556432
11,1.5905793,1.5384114,"('unhelpful', 'helpful')",1.5905793,1.5384114,-0.0521679
12,-1.8072263,-1.8397762,"('unsupportive', 'supportive')",-1.8072263,-1.8397762,-0.0325499
13,-0.31758,-0.3904369,"('impolite', 'polite')",-0.31758,-0.3904369,-0.0728569
14,0.10776699,0.02996692,"('antisocial', 'social')",0.107767,0.0299669,-0.0778001
15,0.31658882,0.24447595,"('boring', 'funny')",0.3165888,0.2444759,-0.0721129
16,-0.32088116,-0.26806122,"('unpopular', 'popular')",-0.3208812,-0.2680612,0.05282
17,-0.3506975,-0.26751044,"('nasty', 'nice')",-0.3506975,-0.2675104,0.0831871
18,-0.32317817,-0.45852113,"('disagreeable', 'welcoming')",-0.3231782,-0.4585211,-0.1353429
19,-0.7982017,-0.85222733,"('inhospitable', 'hospitable')",-0.7982017,-0.8522273,-0.0540256
20,0.87129813,0.8451344,"('rough', 'thoughtful')",0.8712981,0.8451344,-0.0261637
21,-0.2853437,-0.23980173,"('immoral', 'moral')",-0.2853437,-0.2398017,0.045542
22,-0.43484843,-0.48008835,"('untrustworthy', 'trustworthy')",-0.4348484,-0.4800884,-0.04524
23,6.0898457,6.0879726,"('insincere', 'sincere')",6.0898457,6.0879726,-0.0018731
24,1.4120661,1.311314,"('dishonest', 'honest')",1.4120661,1.311314,-0.1007521
25,0.93422085,0.8853446,"('egoistic', 'altruistic')",0.9342209,0.8853446,-0.0488763
26,0.7768971,0.7263106,"('hardhearted', 'benevolent')",0.7768971,0.7263106,-0.0505865
27,1.4186649,1.2613491,"('hardhearted', 'softhearted')",1.4186649,1.2613491,-0.1573158
28,0.9344884,0.8563303,"('disloyal', 'loyal')",0.9344884,0.8563303,-0.0781581
29,-0.92764354,-1.017992,"('unfair', 'fair')",-0.9276435,-1.017992,-0.0903485
30,0.886604,0.80079126,"('intolerant', 'tolerant')",0.886604,0.8007913,-0.0858127
31,-1.2929846,-1.2381897,"('evil', 'good')",-1.2929846,-1.2381897,0.0547949
32,1.1049228,1.0252563,"('unkind', 'kind')",1.1049228,1.0252563,-0.0796665
33,-0.600833,-0.60442406,"('wrong', 'right')",-0.600833,-0.6044241,-0.0035911
34,4.1945944,4.3104267,"('mean', 'honorable')",4.1945944,4.3104267,0.1158323
35,-0.70423,-0.8951973,"('corrupt', 'incorrupt')",-0.70423,-0.8951973,-0.1909673
36,-0.66009617,-0.73883444,"('hostile', 'amicable')",-0.6600962,-0.7388344,-0.0787382
37,0.8264254,0.7627911,"('fake', 'genuine')",0.8264254,0.7627911,-0.0636343
38,-0.15664822,-0.18934888,"('untruthful', 'truthful')",-0.1566482,-0.1893489,-0.0327007
39,0.57526076,0.5364828,"('exploitative', 'cooperative')",0.5752608,0.5364828,-0.038778
40,-1.2810916,-1.474477,"('stingy', 'generous')",-1.2810916,-1.4744771,-0.1933855
41,-0.109575324,-0.1799026,"('unforgiving', 'forgiving')",-0.1095753,-0.1799026,-0.0703273
42,-1.9804368,-2.1394343,"('unreliable', 'reliable')",-1.9804368,-2.1394343,-0.1589975
43,0.74871135,0.72401327,"('irresponsible', 'responsible')",0.7487113,0.7240133,-0.024698
44,-0.8547271,-0.84378874,"('prejudiced', 'unprejudiced')",-0.8547271,-0.8437887,0.0109384
45,-0.19115561,-0.22043614,"('incompetent', 'competent')",-0.1911556,-0.2204361,-0.0292805
46,-0.626509,-0.74767846,"('uncompetitive', 'competitive')",-0.626509,-0.7476785,-0.1211695
47,4.6283965,4.8475604,"('stupid', 'smart')",4.6283965,4.8475604,0.2191639
48,0.26117486,0.18634398,"('unintelligent', 'intelligent')",0.2611749,0.186344,-0.0748309
49,-0.16770864,-0.12898314,"('unable', 'able')",-0.1677086,-0.1289831,0.0387255
50,-0.23420596,-0.30795437,"('clumsy', 'skillful')",-0.234206,-0.3079544,-0.0737484
51,0.8934837,0.72178876,"('uneducated', 'educated')",0.8934837,0.7217888,-0.1716949
52,-0.6151518,-0.66711587,"('irrational', 'rational')",-0.6151518,-0.6671159,-0.0519641
53,-0.14900689,-0.23410295,"('uncreative', 'creative')",-0.1490069,-0.2341029,-0.085096
54,1.0427591,1.092107,"('incapable', 'capable')",1.0427591,1.0921071,0.049348
55,0.70728856,0.68594325,"('incompetent', 'clever')",0.7072886,0.6859432,-0.0213454
