,tsunami_male,tsunami_female,tuple,average_male,average_female,female-male
0,0.2392884,0.1390935,"('unsociable', 'sociable')",0.2392884,0.1390935,-0.1001949
1,1.4742132,1.5158892,"('unfriendly', 'friendly')",1.4742132,1.5158892,0.041676
2,0.22259164,0.3433035,"('unlikable', 'likable')",0.2225916,0.3433035,0.1207119
3,1.1290607,1.2145776,"('repellent', 'pleasant')",1.1290607,1.2145776,0.0855169
4,-6.973258,-7.0081315,"('disliked', 'liked')",-6.973258,-7.0081315,-0.0348735
5,-0.1291931,0.1366576,"('distant', 'outgoing')",-0.1291931,0.1366576,0.2658507
6,0.13170967,0.3587615,"('distant', 'open')",0.1317097,0.3587615,0.2270518
7,1.335964,1.3803656,"('insensitive', 'sensitive')",1.335964,1.3803656,0.0444016
8,1.0290767,1.1025156,"('unaffectionate', 'affectionate')",1.0290767,1.1025156,0.0734389
9,1.5159645,1.7353252,"('unaffectionate', 'caring')",1.5159645,1.7353252,0.2193607
10,1.275803,1.2474856,"('unsympathetic', 'sympathetic')",1.275803,1.2474856,-0.0283174
11,2.0619311,2.1971495,"('unhelpful', 'helpful')",2.0619311,2.1971495,0.1352184
12,-1.2118124,-1.0376985,"('unsupportive', 'supportive')",-1.2118124,-1.0376985,0.1741139
13,0.26298648,0.15876168,"('impolite', 'polite')",0.2629865,0.1587617,-0.1042248
14,0.09058106,-0.058547094,"('antisocial', 'social')",0.0905811,-0.0585471,-0.1491282
15,0.46441036,0.37299302,"('boring', 'funny')",0.4644104,0.372993,-0.0914174
16,-0.4593717,-0.38888597,"('unpopular', 'popular')",-0.4593717,-0.388886,0.0704857
17,-0.12066493,-0.04221956,"('nasty', 'nice')",-0.1206649,-0.0422196,0.0784453
18,-0.1969477,-0.18560007,"('disagreeable', 'welcoming')",-0.1969477,-0.1856001,0.0113476
19,-0.43314332,-0.15817586,"('inhospitable', 'hospitable')",-0.4331433,-0.1581759,0.2749674
20,0.4506374,0.27484488,"('rough', 'thoughtful')",0.4506374,0.2748449,-0.1757925
21,0.13909951,0.2456408,"('immoral', 'moral')",0.1390995,0.2456408,0.1065413
22,-0.15902856,-0.112498626,"('untrustworthy', 'trustworthy')",-0.1590286,-0.1124986,0.04653
23,6.6798525,6.8490095,"('insincere', 'sincere')",6.6798525,6.8490095,0.169157
24,1.8172133,1.96036,"('dishonest', 'honest')",1.8172133,1.9603601,0.1431468
25,0.8474504,0.7784426,"('egoistic', 'altruistic')",0.8474504,0.7784426,-0.0690078
26,0.6003669,0.26280525,"('hardhearted', 'benevolent')",0.6003669,0.2628053,-0.3375616
27,1.8756267,1.7124187,"('hardhearted', 'softhearted')",1.8756267,1.7124187,-0.163208
28,1.2990665,1.2509415,"('disloyal', 'loyal')",1.2990665,1.2509415,-0.048125
29,-0.7323775,-0.74412674,"('unfair', 'fair')",-0.7323775,-0.7441267,-0.0117492
30,0.8447118,0.8447698,"('intolerant', 'tolerant')",0.8447118,0.8447698,5.8e-05
31,-1.311786,-1.2432826,"('evil', 'good')",-1.3117861,-1.2432826,0.0685035
32,1.3091716,1.1734213,"('unkind', 'kind')",1.3091716,1.1734213,-0.1357503
33,-0.25048956,-0.1292317,"('wrong', 'right')",-0.2504896,-0.1292317,0.1212579
34,4.5223126,4.8892307,"('mean', 'honorable')",4.5223126,4.8892307,0.3669181
35,-1.1996213,-1.2048757,"('corrupt', 'incorrupt')",-1.1996213,-1.2048757,-0.0052544
36,-1.0844967,-1.1045609,"('hostile', 'amicable')",-1.0844967,-1.1045609,-0.0200642
37,1.2338144,1.1950921,"('fake', 'genuine')",1.2338144,1.1950921,-0.0387223
38,0.14251304,0.32191658,"('untruthful', 'truthful')",0.142513,0.3219166,0.1794036
39,0.3049629,0.22804913,"('exploitative', 'cooperative')",0.3049629,0.2280491,-0.0769138
40,-0.7840049,-0.9058037,"('stingy', 'generous')",-0.7840049,-0.9058037,-0.1217988
41,0.1294313,-0.06823595,"('unforgiving', 'forgiving')",0.1294313,-0.0682359,-0.1976672
42,-1.9694833,-2.0022023,"('unreliable', 'reliable')",-1.9694833,-2.0022023,-0.032719
43,1.0858066,1.1136073,"('irresponsible', 'responsible')",1.0858066,1.1136073,0.0278007
