,smith_male,smith_female,tuple,a_male,a_female,o_male,o_female,corp_male,corp_female,average_male,average_female,female-male
0,1.8462895,1.6591136,"('unsociable', 'sociable')",1.5746281,1.4338328,1.0730783,0.8667069,0.66183704,0.5017836,1.2889582,1.1153593,-0.1735989
1,-0.74934644,-0.79110783,"('unfriendly', 'friendly')",-1.8607374,-1.8030956,-1.196875,-1.0996885,1.3446045,1.2562913,-0.6155885,-0.6094002,0.0061883
2,1.6951143,1.7856722,"('unlikable', 'likable')",1.7343587,1.8446958,1.762273,1.821973,0.68030727,0.6418481,1.4680133,1.5235473,0.055534
3,1.6626316,1.8643497,"('repellent', 'pleasant')",1.5849979,1.565503,1.6227088,1.602832,1.6192569,1.581162,1.6223989,1.6534617,0.0310628
4,-1.8836839,-1.8736435,"('disliked', 'liked')",-0.40191814,-0.3846119,-0.23762603,-0.2108081,-7.2625732,-7.284592,-2.4464502,-2.4384139,0.0080363
5,-2.4553688,-2.3747013,"('distant', 'outgoing')",-1.9252576,-1.8567357,-0.7711559,-0.6041965,-0.4075742,-0.41896027,-1.3898391,-1.3136483,0.0761908
6,-2.2530138,-2.1280236,"('distant', 'open')",-1.4993014,-1.3314778,-0.31646368,-0.03872384,-0.22541116,-0.23053907,-1.0735475,-0.9321911,0.1413564
7,1.987948,2.0026457,"('insensitive', 'sensitive')",0.5646039,0.56329864,0.7084507,0.65198016,0.90896904,0.86391944,1.0424929,1.020461,-0.0220319
8,-1.0347036,-1.1018249,"('unaffectionate', 'affectionate')",-1.3835888,-1.2241436,-1.1147934,-0.95028263,0.52653754,0.51873016,-0.7516371,-0.6893802,0.0622569
9,-0.04880517,-0.09305274,"('unaffectionate', 'caring')",-0.634737,-0.551682,-0.08539158,0.015947916,1.4168547,1.3793241,0.1619802,0.1876343,0.0256541
10,2.2320154,2.1885571,"('unsympathetic', 'sympathetic')",1.5871663,1.4892844,0.4635417,0.23660305,0.27779257,0.14169921,1.140129,1.0140359,-0.1260931
11,0.6386268,0.6082718,"('unhelpful', 'helpful')",0.7700751,0.73315036,0.74704236,0.6236809,2.1169357,2.1497512,1.0681701,1.0287135,-0.0394566
12,1.4231081,1.507649,"('unsupportive', 'supportive')",1.2397256,1.3616567,0.47324294,0.52239794,-1.4607737,-1.4437577,0.4188257,0.4869865,0.0681608
13,2.0395021,1.9896154,"('impolite', 'polite')",1.7935305,1.665214,1.7589543,1.6581652,-0.07352717,-0.13377342,1.3796148,1.2948054,-0.0848094
14,2.3661337,2.2827914,"('antisocial', 'social')",2.5000348,2.3619437,1.1429806,0.90418786,0.39570835,0.27914232,1.6012144,1.4570163,-0.1441981
15,-0.9066923,-1.0772529,"('boring', 'funny')",0.18597525,0.16053838,0.5736449,0.6064878,-0.70646787,-0.68254393,-0.213385,-0.2481927,-0.0348077
16,-2.2726066,-2.23745,"('unpopular', 'popular')",-0.9166943,-0.86488736,-0.14224455,-0.09755789,0.49237776,0.48694193,-0.709792,-0.6782383,0.0315537
17,-0.5417408,-0.44388038,"('nasty', 'nice')",-0.31052253,-0.2647829,-0.37215334,-0.25836036,-0.821817,-0.7203605,-0.5115584,-0.421846,0.0897124
18,-1.0855283,-1.0324382,"('disagreeable', 'welcoming')",-0.62178487,-0.41942888,0.068102926,0.1943531,-0.38145843,-0.45769966,-0.5051671,-0.4288034,0.0763637
19,-0.71780473,-0.58361864,"('inhospitable', 'hospitable')",-1.1091638,-0.9156967,-0.6714613,-0.47163838,-0.48424977,-0.3979135,-0.7456699,-0.5922168,0.1534531
20,1.2631329,1.3006814,"('rough', 'thoughtful')",-0.06581023,-0.084154926,-0.61675286,-0.6671842,0.77669424,0.76241,0.339316,0.3279381,-0.0113779
21,2.4586055,2.56911,"('immoral', 'moral')",1.762781,1.7801912,0.8485458,0.74330693,0.28834763,0.24423665,1.3395699,1.3342112,-0.0053587
22,2.7064395,2.6228673,"('untrustworthy', 'trustworthy')",1.8436857,1.728114,0.89416975,0.75549966,-0.41863576,-0.56800157,1.2564148,1.1346198,-0.121795
23,1.6593591,1.6248575,"('insincere', 'sincere')",0.52941656,0.4785449,1.0438046,0.9376816,6.7235117,6.633216,2.489023,2.418575,-0.070448
24,1.86761,1.9177959,"('dishonest', 'honest')",0.21698593,0.21874689,-0.088732585,-0.14137098,1.1682814,1.067704,0.7910362,0.7657189,-0.0253173
25,-0.054889515,-0.032518655,"('egoistic', 'altruistic')",-1.0828995,-0.98137033,-0.26779154,-0.1295958,0.66186327,0.6825863,-0.1859293,-0.1152246,0.0707047
26,-0.4370218,-0.61961883,"('hardhearted', 'benevolent')",-0.06795125,-0.13784268,-0.08140005,-0.2067159,1.4035743,1.3311664,0.2043003,0.0917472,-0.1125531
27,-0.65960234,-0.6400338,"('hardhearted', 'softhearted')",-0.8376138,-0.76036114,0.29011416,0.42499915,1.3203986,1.2788042,0.0283241,0.0758521,0.047528
28,0.8315816,0.65385574,"('disloyal', 'loyal')",0.05045275,-0.07368918,0.27458164,0.06283093,1.3996978,1.2164619,0.6390784,0.4648649,-0.1742135
29,0.23796022,0.2879308,"('unfair', 'fair')",0.20009798,0.014997195,0.9542293,1.0373286,0.0043927114,-0.09541914,0.3491701,0.3112094,-0.0379607
30,2.2617521,2.3055952,"('intolerant', 'tolerant')",0.57354844,0.66005135,-0.50481635,-0.6371047,0.74907005,0.70364213,0.7698885,0.758046,-0.0118425
31,-2.617899,-2.4746351,"('evil', 'good')",-1.0328907,-0.8568334,-1.0664941,-0.8281204,-0.94210047,-0.86208475,-1.4148461,-1.2554184,0.1594277
32,1.2602226,1.1858574,"('unkind', 'kind')",0.3343326,0.29015476,0.6121536,0.44560108,1.0150646,0.79821163,0.8054433,0.6799563,-0.125487
33,-0.1521446,-0.15053436,"('wrong', 'right')",-0.11898618,-0.15366898,0.15237239,0.21446419,-0.68325347,-0.72004324,-0.200503,-0.2024456,-0.0019426
34,-0.62227106,-0.46903414,"('mean', 'honorable')",-0.15613504,-0.0024605263,0.16479571,0.2823948,6.0484176,6.152521,1.3587018,1.4908553,0.1321535
35,-2.157256,-2.2935205,"('corrupt', 'incorrupt')",-1.4916819,-1.561759,-1.5748392,-1.4484961,-0.93289506,-0.9184874,-1.539168,-1.5555658,-0.0163978
36,-2.3685532,-2.3568847,"('hostile', 'amicable')",-1.5182258,-1.4532646,-1.5457761,-1.4044535,-0.46965584,-0.48472205,-1.4755528,-1.4248312,0.0507216
37,1.5901704,1.5994262,"('fake', 'genuine')",1.1336311,1.14465,-0.6771578,-0.6309068,0.45246246,0.45858592,0.6247765,0.6429389,0.0181624
38,0.112167105,0.15642571,"('untruthful', 'truthful')",0.32959667,0.38686553,-0.08606656,-0.05770386,0.08428805,0.07646117,0.1099963,0.1405121,0.0305158
39,1.4547436,1.5276964,"('exploitative', 'cooperative')",0.8157437,0.8756434,0.7266593,0.76472795,0.19065955,0.22450814,0.7969515,0.848144,0.0511925
40,-0.11202145,-0.19653106,"('stingy', 'generous')",0.24325995,0.2653815,0.25822887,0.3148238,-2.0781598,-2.1367383,-0.4221731,-0.438266,-0.0160929
41,1.2400286,1.1766694,"('unforgiving', 'forgiving')",0.643499,0.71123767,0.34647754,0.33506268,0.004777834,-0.079379246,0.5586958,0.5358976,-0.0227982
42,1.426682,1.4942573,"('unreliable', 'reliable')",1.3427318,1.4850476,0.5757865,0.60270214,-3.1521099,-3.1924717,0.0482727,0.0973838,0.0491111
43,2.6016161,2.6318095,"('irresponsible', 'responsible')",1.5912154,1.6353812,0.9916969,0.9957633,1.4684542,1.4043883,1.6632457,1.6668357,0.00359
44,-1.0187815,-0.9489139,"('prejudiced', 'unprejudiced')",-1.1674423,-1.0843767,-0.9228481,-0.7864732,-1.8135681,-1.8386682,-1.2306601,-1.164608,0.0660521
45,2.141348,2.0871077,"('incompetent', 'competent')",2.6793554,2.5598168,1.7512345,1.5756967,0.70558196,0.58611,1.81938,1.7021828,-0.1171972
46,2.5803494,2.561559,"('uncompetitive', 'competitive')",2.1308568,2.0535438,0.49737245,0.31814247,-0.0061256606,-0.054619096,1.3006134,1.2196565,-0.0809569
47,0.51635885,0.52171636,"('stupid', 'smart')",0.8546655,0.80177844,0.87521255,0.76832294,5.7798057,5.74584,2.0065107,1.9594145,-0.0470962
