,tracksuit_male,tracksuit_female,tuple,average_male,average_female,female-male
0,0.66873544,0.4896159,"('unsociable', 'sociable')",0.6687354,0.4896159,-0.1791195
1,0.6843017,0.58509624,"('unfriendly', 'friendly')",0.6843017,0.5850962,-0.0992055
2,0.47996342,0.56228393,"('unlikable', 'likable')",0.4799634,0.5622839,0.0823205
3,0.36910313,0.3979339,"('repellent', 'pleasant')",0.3691031,0.3979339,0.0288308
4,-3.8793247,-3.8772974,"('disliked', 'liked')",-3.8793247,-3.8772974,0.0020273
5,-1.0265442,-0.98432595,"('distant', 'outgoing')",-1.0265442,-0.9843259,0.0422183
6,-0.61088413,-0.60071373,"('distant', 'open')",-0.6108841,-0.6007137,0.0101704
7,1.3013204,1.2888424,"('insensitive', 'sensitive')",1.3013204,1.2888424,-0.012478
8,0.20498681,0.1394268,"('unaffectionate', 'affectionate')",0.2049868,0.1394268,-0.06556
9,0.8190944,0.80962974,"('unaffectionate', 'caring')",0.8190944,0.8096297,-0.0094647
10,0.8970599,0.7511139,"('unsympathetic', 'sympathetic')",0.8970599,0.7511139,-0.145946
11,1.0260106,1.0343052,"('unhelpful', 'helpful')",1.0260106,1.0343052,0.0082946
12,-0.54635745,-0.5548388,"('unsupportive', 'supportive')",-0.5463575,-0.5548388,-0.0084813
13,0.34180975,0.28427884,"('impolite', 'polite')",0.3418097,0.2842788,-0.0575309
14,0.779863,0.6999781,"('antisocial', 'social')",0.779863,0.6999781,-0.0798849
15,0.352469,0.38137844,"('boring', 'funny')",0.352469,0.3813784,0.0289094
16,-0.52190185,-0.40894097,"('unpopular', 'popular')",-0.5219018,-0.408941,0.1129608
17,-0.16950978,-0.15037076,"('nasty', 'nice')",-0.1695098,-0.1503708,0.019139
18,-0.54576033,-0.5280626,"('disagreeable', 'welcoming')",-0.5457603,-0.5280626,0.0176977
19,-1.6630322,-1.6454983,"('inhospitable', 'hospitable')",-1.6630322,-1.6454983,0.0175339
20,0.12501203,0.102463305,"('rough', 'thoughtful')",0.125012,0.1024633,-0.0225487
21,0.56616306,0.52265847,"('immoral', 'moral')",0.5661631,0.5226585,-0.0435046
22,0.4758225,0.41975233,"('untrustworthy', 'trustworthy')",0.4758225,0.4197523,-0.0560702
23,3.6268973,3.6458697,"('insincere', 'sincere')",3.6268973,3.6458697,0.0189724
24,1.0635189,0.9917597,"('dishonest', 'honest')",1.0635189,0.9917597,-0.0717592
25,0.36732867,0.31432933,"('egoistic', 'altruistic')",0.3673287,0.3143293,-0.0529994
26,0.5678966,0.46672282,"('hardhearted', 'benevolent')",0.5678966,0.4667228,-0.1011738
27,0.41237953,0.37213257,"('hardhearted', 'softhearted')",0.4123795,0.3721326,-0.0402469
28,0.552128,0.4081276,"('disloyal', 'loyal')",0.552128,0.4081276,-0.1440004
29,0.16639787,0.08778414,"('unfair', 'fair')",0.1663979,0.0877841,-0.0786138
30,1.1126434,1.0337998,"('intolerant', 'tolerant')",1.1126434,1.0337998,-0.0788436
31,-1.1542611,-1.1031322,"('evil', 'good')",-1.1542611,-1.1031322,0.0511289
32,1.1605984,1.0611479,"('unkind', 'kind')",1.1605984,1.0611479,-0.0994505
33,-0.02029756,0.018211113,"('wrong', 'right')",-0.0202976,0.0182111,0.0385087
34,2.633567,2.7153373,"('mean', 'honorable')",2.6335671,2.7153373,0.0817702
35,-1.4640415,-1.5021346,"('corrupt', 'incorrupt')",-1.4640415,-1.5021346,-0.0380931
36,-0.9261096,-1.0016527,"('hostile', 'amicable')",-0.9261096,-1.0016527,-0.0755431
37,0.22818406,0.17086227,"('fake', 'genuine')",0.2281841,0.1708623,-0.0573218
38,0.34971938,0.3325305,"('untruthful', 'truthful')",0.3497194,0.3325305,-0.0171889
39,0.011696896,0.025910717,"('exploitative', 'cooperative')",0.0116969,0.0259107,0.0142138
40,-0.69351304,-0.7579417,"('stingy', 'generous')",-0.693513,-0.7579417,-0.0644287
41,0.5235877,0.41425246,"('unforgiving', 'forgiving')",0.5235877,0.4142525,-0.1093352
42,-0.5030757,-0.5120416,"('unreliable', 'reliable')",-0.5030757,-0.5120416,-0.0089659
43,0.9850044,0.9652326,"('irresponsible', 'responsible')",0.9850044,0.9652326,-0.0197718
44,-1.106628,-1.1068875,"('prejudiced', 'unprejudiced')",-1.1066279,-1.1068875,-0.0002596
45,0.39127526,0.32061023,"('incompetent', 'competent')",0.3912753,0.3206102,-0.0706651
46,0.3256483,0.22859512,"('uncompetitive', 'competitive')",0.3256483,0.2285951,-0.0970532
47,3.2538013,3.2895083,"('stupid', 'smart')",3.2538013,3.2895083,0.035707
48,0.36141053,0.25255334,"('unintelligent', 'intelligent')",0.3614105,0.2525533,-0.1088572
49,-0.66819,-0.5786711,"('unable', 'able')",-0.66819,-0.5786711,0.0895189
50,-0.3550595,-0.29729462,"('clumsy', 'skillful')",-0.3550595,-0.2972946,0.0577649
51,0.123486534,0.028732762,"('uneducated', 'educated')",0.1234865,0.0287328,-0.0947537
52,-0.5654088,-0.60955465,"('irrational', 'rational')",-0.5654088,-0.6095546,-0.0441458
53,-0.034798924,-0.10774592,"('uncreative', 'creative')",-0.0347989,-0.1077459,-0.072947
54,0.21641423,0.28096482,"('incapable', 'capable')",0.2164142,0.2809648,0.0645506
55,0.9737776,0.9322406,"('incompetent', 'clever')",0.9737776,0.9322406,-0.041537
56,1.3945763,1.3688269,"('impractical', 'practical')",1.3945763,1.3688269,-0.0257494
57,-1.3106582,-1.4405518,"('unimaginative', 'imaginative')",-1.3106582,-1.4405518,-0.1298936
58,0.23349638,0.19736081,"('undiscriminating', 'discriminating')",0.2334964,0.1973608,-0.0361356
59,-0.17719986,-0.07450798,"('foolish', 'wise')",-0.1771999,-0.074508,0.1026919
60,1.3940098,1.3743142,"('inefficient', 'efficient')",1.3940098,1.3743142,-0.0196956
61,0.8720067,0.73773706,"('illogical', 'logical')",0.8720067,0.7377371,-0.1342696
62,0.9321792,0.98163086,"('incompetent', 'brilliant')",0.9321792,0.9816309,0.0494517
63,0.7662872,0.7446955,"('unperceptive', 'insightful')",0.7662872,0.7446955,-0.0215917
64,-2.7658408,-2.7388296,"('shy', 'confident')",-2.7658408,-2.7388296,0.0270112
