,maestro_male,maestro_female,tuple,average_male,average_female,female-male
0,0.23758316,0.34037128,"('unsociable', 'sociable')",0.2375832,0.3403713,0.1027881
1,1.1368854,1.0269651,"('unfriendly', 'friendly')",1.1368854,1.0269651,-0.1099203
2,0.14530078,0.29557335,"('unlikable', 'likable')",0.1453008,0.2955734,0.1502726
3,0.9291287,0.9970147,"('repellent', 'pleasant')",0.9291287,0.9970147,0.067886
4,-6.7028008,-6.8730655,"('disliked', 'liked')",-6.7028008,-6.8730655,-0.1702647
5,-0.2738142,-0.38014975,"('distant', 'outgoing')",-0.2738142,-0.3801498,-0.1063356
6,0.16807503,-0.021910941,"('distant', 'open')",0.168075,-0.0219109,-0.1899859
7,0.95780796,1.1898264,"('insensitive', 'sensitive')",0.957808,1.1898264,0.2320184
8,1.1074727,0.9776008,"('unaffectionate', 'affectionate')",1.1074727,0.9776008,-0.1298719
9,1.1879491,1.1599656,"('unaffectionate', 'caring')",1.1879491,1.1599656,-0.0279835
10,0.9245133,1.1470116,"('unsympathetic', 'sympathetic')",0.9245133,1.1470116,0.2224983
11,1.266063,1.4341011,"('unhelpful', 'helpful')",1.266063,1.4341011,0.1680381
12,-1.4756242,-1.3784635,"('unsupportive', 'supportive')",-1.4756242,-1.3784635,0.0971607
13,-0.19602361,0.10294077,"('impolite', 'polite')",-0.1960236,0.1029408,0.2989644
14,0.09416364,0.25247914,"('antisocial', 'social')",0.0941636,0.2524791,0.1583155
15,0.26486886,0.28549594,"('boring', 'funny')",0.2648689,0.2854959,0.020627
16,-0.6462321,-0.7614951,"('unpopular', 'popular')",-0.6462321,-0.7614951,-0.115263
17,0.18118154,0.12058371,"('nasty', 'nice')",0.1811815,0.1205837,-0.0605978
18,-0.3264519,-0.30734247,"('disagreeable', 'welcoming')",-0.3264519,-0.3073425,0.0191094
19,-0.48665193,-0.56345063,"('inhospitable', 'hospitable')",-0.4866519,-0.5634506,-0.0767987
20,0.6465237,0.5155689,"('rough', 'thoughtful')",0.6465237,0.5155689,-0.1309548
21,-0.37916076,0.044623513,"('immoral', 'moral')",-0.3791608,0.0446235,0.4237843
22,-0.21142562,-0.09715101,"('untrustworthy', 'trustworthy')",-0.2114256,-0.097151,0.1142746
23,5.9030547,5.971129,"('insincere', 'sincere')",5.9030547,5.9711289,0.0680742
24,1.2991886,1.3072824,"('dishonest', 'honest')",1.2991886,1.3072824,0.0080938
25,0.8681568,0.7961029,"('egoistic', 'altruistic')",0.8681568,0.7961029,-0.0720539
26,1.061252,0.91119957,"('hardhearted', 'benevolent')",1.061252,0.9111996,-0.1500524
27,1.93703,1.6407887,"('hardhearted', 'softhearted')",1.93703,1.6407887,-0.2962413
28,1.0138601,0.97648525,"('disloyal', 'loyal')",1.0138601,0.9764853,-0.0373748
29,-0.43879277,-0.5470081,"('unfair', 'fair')",-0.4387928,-0.5470081,-0.1082153
30,0.95545524,1.0502819,"('intolerant', 'tolerant')",0.9554552,1.0502819,0.0948267
31,-0.5092138,-0.85989296,"('evil', 'good')",-0.5092138,-0.859893,-0.3506792
32,1.0759748,1.035471,"('unkind', 'kind')",1.0759748,1.035471,-0.0405038
33,-0.42632246,-0.4608709,"('wrong', 'right')",-0.4263225,-0.4608709,-0.0345484
34,4.1860642,4.245333,"('mean', 'honorable')",4.1860642,4.2453332,0.059269
35,-0.5758579,-1.1051025,"('corrupt', 'incorrupt')",-0.5758579,-1.1051025,-0.5292446
36,-0.41489732,-0.7889027,"('hostile', 'amicable')",-0.4148973,-0.7889027,-0.3740054
37,1.125384,1.1368927,"('fake', 'genuine')",1.125384,1.1368927,0.0115087
38,-0.42861378,-0.3964836,"('untruthful', 'truthful')",-0.4286138,-0.3964836,0.0321302
39,0.0625216,0.2618144,"('exploitative', 'cooperative')",0.0625216,0.2618144,0.1992928
40,-0.822984,-0.89754003,"('stingy', 'generous')",-0.822984,-0.89754,-0.074556
41,0.5860647,0.53450596,"('unforgiving', 'forgiving')",0.5860647,0.534506,-0.0515587
42,-2.2398012,-1.967137,"('unreliable', 'reliable')",-2.2398012,-1.967137,0.2726642
43,0.73849106,0.99298626,"('irresponsible', 'responsible')",0.7384911,0.9929863,0.2544952
44,-1.2961825,-1.3016908,"('prejudiced', 'unprejudiced')",-1.2961825,-1.3016908,-0.0055083
45,0.4184051,0.36870897,"('incompetent', 'competent')",0.4184051,0.368709,-0.0496961
46,-0.7721506,-0.5461159,"('uncompetitive', 'competitive')",-0.7721506,-0.5461159,0.2260347
47,4.552841,4.592835,"('stupid', 'smart')",4.5528412,4.5928349,0.0399937
48,0.1508332,0.33019882,"('unintelligent', 'intelligent')",0.1508332,0.3301988,0.1793656
49,-0.36729828,-0.18773481,"('unable', 'able')",-0.3672983,-0.1877348,0.1795635
50,-0.21632043,-0.30805176,"('clumsy', 'skillful')",-0.2163204,-0.3080518,-0.0917314
51,0.48152646,0.6054169,"('uneducated', 'educated')",0.4815265,0.6054169,0.1238904
52,0.20667925,-0.08819979,"('irrational', 'rational')",0.2066793,-0.0881998,-0.2948791
53,0.08030528,-0.044142656,"('uncreative', 'creative')",0.0803053,-0.0441427,-0.124448
54,0.6972352,0.77249694,"('incapable', 'capable')",0.6972352,0.7724969,0.0752617
55,0.6504504,0.93918085,"('incompetent', 'clever')",0.6504504,0.9391809,0.2887305
56,0.123015225,0.34104812,"('impractical', 'practical')",0.1230152,0.3410481,0.2180329
57,-2.1078877,-1.9217727,"('unimaginative', 'imaginative')",-2.1078877,-1.9217727,0.186115
58,0.60553366,0.5919164,"('undiscriminating', 'discriminating')",0.6055337,0.5919164,-0.0136173
59,0.002083879,0.025772903,"('foolish', 'wise')",0.0020839,0.0257729,0.023689
60,-0.000108473934,0.49784905,"('inefficient', 'efficient')",-0.0001085,0.497849,0.4979575
61,0.38264775,0.30655098,"('illogical', 'logical')",0.3826478,0.306551,-0.0760968
62,0.31548148,0.62380093,"('incompetent', 'brilliant')",0.3154815,0.6238009,0.3083194
63,0.019698463,0.24363032,"('unperceptive', 'insightful')",0.0196985,0.2436303,0.2239318
64,-6.214374,-5.8339505,"('shy', 'confident')",-6.2143741,-5.8339505,0.3804236
65,0.10573627,0.5043589,"('insecure', 'secure')",0.1057363,0.5043589,0.3986226
66,-0.021745054,-0.2168,"('inactive', 'active')",-0.0217451,-0.2168,-0.1950549
67,-0.6339748,-0.5581621,"('doubtful', 'determined')",-0.6339748,-0.5581621,0.0758127
68,-0.86734843,-0.72719264,"('dependent', 'independent')",-0.8673484,-0.7271926,0.1401558
69,-1.7028172,-1.8769943,"('lazy', 'industrious')",-1.7028172,-1.8769943,-0.1741771
70,1.2354575,1.437988,"('lethargic', 'energetic')",1.2354575,1.437988,0.2025305
71,0.27196124,0.27609172,"('diffident', 'self-confident')",0.2719612,0.2760917,0.0041305
72,0.79931855,1.0539488,"('unambitious', 'ambitious')",0.7993186,1.0539488,0.2546302
73,-2.5155113,-2.3579922,"('helpless', 'self-reliant')",-2.5155113,-2.3579922,0.1575191
74,0.27118993,0.26602906,"('undedicated', 'dedicated')",0.2711899,0.2660291,-0.0051608
75,-0.7184636,-0.7196081,"('meek', 'impulsive')",-0.7184636,-0.7196081,-0.0011445
76,0.3048454,0.55358016,"('anxious', 'daring')",0.3048454,0.5535802,0.2487348
77,-1.5847021,-1.3101115,"('unmotivated', 'motivated')",-1.5847021,-1.3101115,0.2745906
78,-1.1515206,-1.1919138,"('nonresilient', 'resilient')",-1.1515206,-1.1919138,-0.0403932
79,-0.1462983,-0.2896466,"('wavering', 'unwavering')",-0.1462983,-0.2896466,-0.1433483
80,-0.1470128,-0.02250636,"('dominated', 'dominating')",-0.1470128,-0.0225064,0.1245064
81,-0.44448075,-0.07310951,"('submissive', 'aggressive')",-0.4444807,-0.0731095,0.3713712
82,5.9021926,5.889279,"('poor', 'rich')",5.9021926,5.8892789,-0.0129137
83,-0.5347852,-0.3544317,"('powerless', 'powerful')",-0.5347852,-0.3544317,0.1803535
84,0.46310562,0.46219993,"('inferior', 'superior')",0.4631056,0.4621999,-0.0009057
85,-0.64753354,-0.9513756,"('insignificant', 'prestigious')",-0.6475335,-0.9513756,-0.3038421
86,0.49951538,0.63860214,"('uninfluential', 'influential')",0.4995154,0.6386021,0.1390867
87,-0.093584746,0.003729865,"('unsuccessful', 'successful')",-0.0935847,0.0037299,0.0973146
88,0.043223154,0.060607806,"('low', 'eminent')",0.0432232,0.0606078,0.0173846
