,grain_male,grain_female,tuple,average_male,average_female,female-male
0,-0.12906878,0.035860095,"('unsociable', 'sociable')",-0.1290688,0.0358601,0.1649289
1,1.6908572,1.4429325,"('unfriendly', 'friendly')",1.6908572,1.4429325,-0.2479247
2,0.27696913,0.32605588,"('unlikable', 'likable')",0.2769691,0.3260559,0.0490868
3,0.27983683,0.5415409,"('repellent', 'pleasant')",0.2798368,0.5415409,0.2617041
4,-7.317825,-7.4820127,"('disliked', 'liked')",-7.3178248,-7.4820127,-0.1641879
5,-0.18700951,-0.3487568,"('distant', 'outgoing')",-0.1870095,-0.3487568,-0.1617473
6,0.38849708,0.10182839,"('distant', 'open')",0.3884971,0.1018284,-0.2866687
7,0.9136465,1.0937684,"('insensitive', 'sensitive')",0.9136465,1.0937684,0.1801219
8,1.4875822,1.1822424,"('unaffectionate', 'affectionate')",1.4875822,1.1822424,-0.3053398
9,1.8545817,1.7178569,"('unaffectionate', 'caring')",1.8545817,1.7178569,-0.1367248
10,0.58622795,0.8783885,"('unsympathetic', 'sympathetic')",0.586228,0.8783885,0.2921605
11,1.3383375,1.5442457,"('unhelpful', 'helpful')",1.3383375,1.5442457,0.2059082
12,-1.6639477,-1.5985292,"('unsupportive', 'supportive')",-1.6639477,-1.5985292,0.0654185
13,-0.4681378,-0.21767035,"('impolite', 'polite')",-0.4681378,-0.2176704,0.2504674
14,-0.30979103,-0.053780064,"('antisocial', 'social')",-0.309791,-0.0537801,0.2560109
15,0.28512973,0.17092268,"('boring', 'funny')",0.2851297,0.1709227,-0.114207
16,-0.13542107,-0.2034405,"('unpopular', 'popular')",-0.1354211,-0.2034405,-0.0680194
17,-0.024485769,-0.02778385,"('nasty', 'nice')",-0.0244858,-0.0277839,-0.0032981
18,-0.86295366,-0.8083024,"('disagreeable', 'welcoming')",-0.8629537,-0.8083024,0.0546513
19,-0.418533,-0.587832,"('inhospitable', 'hospitable')",-0.418533,-0.587832,-0.169299
20,0.883176,0.91881305,"('rough', 'thoughtful')",0.883176,0.918813,0.035637
21,-0.80126226,-0.36419597,"('immoral', 'moral')",-0.8012623,-0.364196,0.4370663
22,-0.9345294,-0.7496902,"('untrustworthy', 'trustworthy')",-0.9345294,-0.7496902,0.1848392
23,5.9281306,6.13246,"('insincere', 'sincere')",5.9281306,6.1324601,0.2043295
24,1.235612,1.237738,"('dishonest', 'honest')",1.235612,1.237738,0.002126
25,1.071393,0.8565998,"('egoistic', 'altruistic')",1.071393,0.8565998,-0.2147932
26,1.5642096,1.1958214,"('hardhearted', 'benevolent')",1.5642096,1.1958214,-0.3683882
27,1.4495004,1.2752763,"('hardhearted', 'softhearted')",1.4495004,1.2752763,-0.1742241
28,1.4067593,1.258506,"('disloyal', 'loyal')",1.4067593,1.2585059,-0.1482534
29,-0.4909975,-0.60704494,"('unfair', 'fair')",-0.4909975,-0.6070449,-0.1160474
30,0.5728166,0.85063905,"('intolerant', 'tolerant')",0.5728166,0.850639,0.2778224
31,-0.5559511,-0.91360056,"('evil', 'good')",-0.5559511,-0.9136006,-0.3576495
32,1.1611661,1.1089151,"('unkind', 'kind')",1.1611661,1.1089151,-0.052251
33,-0.02638308,-0.2921695,"('wrong', 'right')",-0.0263831,-0.2921695,-0.2657864
34,4.482715,4.64284,"('mean', 'honorable')",4.4827151,4.6428399,0.1601248
35,-0.55322754,-1.0933177,"('corrupt', 'incorrupt')",-0.5532275,-1.0933177,-0.5400902
36,-0.26556742,-0.70331675,"('hostile', 'amicable')",-0.2655674,-0.7033167,-0.4377493
37,0.825459,0.86388165,"('fake', 'genuine')",0.825459,0.8638816,0.0384226
38,-0.17782857,-0.19124024,"('untruthful', 'truthful')",-0.1778286,-0.1912402,-0.0134116
39,0.17990094,0.34817132,"('exploitative', 'cooperative')",0.1799009,0.3481713,0.1682704
40,-1.6416959,-1.7168372,"('stingy', 'generous')",-1.6416959,-1.7168372,-0.0751413
41,0.13136595,0.13794558,"('unforgiving', 'forgiving')",0.131366,0.1379456,0.0065796
42,-2.3387358,-2.159851,"('unreliable', 'reliable')",-2.3387358,-2.1598511,0.1788847
43,0.72429293,1.0653121,"('irresponsible', 'responsible')",0.7242929,1.0653121,0.3410192
44,-1.413863,-1.2826489,"('prejudiced', 'unprejudiced')",-1.4138629,-1.2826489,0.131214
45,0.2416164,0.2915612,"('incompetent', 'competent')",0.2416164,0.2915612,0.0499448
46,-0.97023636,-0.66859496,"('uncompetitive', 'competitive')",-0.9702364,-0.668595,0.3016414
47,5.0738583,5.219461,"('stupid', 'smart')",5.0738583,5.219461,0.1456027
48,0.34748626,0.4830314,"('unintelligent', 'intelligent')",0.3474863,0.4830314,0.1355451
49,-0.53268325,-0.24619184,"('unable', 'able')",-0.5326833,-0.2461918,0.2864915
50,-0.36165693,-0.45061776,"('clumsy', 'skillful')",-0.3616569,-0.4506178,-0.0889609
51,-0.5248337,-0.36737686,"('uneducated', 'educated')",-0.5248337,-0.3673769,0.1574568
52,0.17185098,-0.2557154,"('irrational', 'rational')",0.171851,-0.2557154,-0.4275664
53,0.31455675,0.16511992,"('uncreative', 'creative')",0.3145567,0.1651199,-0.1494368
54,0.9452787,0.9602586,"('incapable', 'capable')",0.9452787,0.9602586,0.0149799
55,0.28506452,0.6835225,"('incompetent', 'clever')",0.2850645,0.6835225,0.398458
56,0.46503997,0.66779524,"('impractical', 'practical')",0.46504,0.6677952,0.2027552
57,-2.648686,-2.5264626,"('unimaginative', 'imaginative')",-2.6486859,-2.5264626,0.1222233
58,0.2709952,0.30694032,"('undiscriminating', 'discriminating')",0.2709952,0.3069403,0.0359451
59,0.13379303,-0.07798398,"('foolish', 'wise')",0.133793,-0.077984,-0.211777
60,-0.114219785,0.50837487,"('inefficient', 'efficient')",-0.1142198,0.5083749,0.6225947
61,0.28239295,0.2595601,"('illogical', 'logical')",0.2823929,0.2595601,-0.0228328
62,0.21448806,0.6238123,"('incompetent', 'brilliant')",0.2144881,0.6238123,0.4093242
63,-0.11323084,0.12142016,"('unperceptive', 'insightful')",-0.1132308,0.1214202,0.234651
64,-6.684807,-6.3939238,"('shy', 'confident')",-6.6848068,-6.3939238,0.290883
65,-0.0802385,0.29613554,"('insecure', 'secure')",-0.0802385,0.2961355,0.376374
66,0.22294468,0.011353083,"('inactive', 'active')",0.2229447,0.0113531,-0.2115916
67,-0.44090348,-0.34640115,"('doubtful', 'determined')",-0.4409035,-0.3464012,0.0945023
68,-1.6215463,-1.3738781,"('dependent', 'independent')",-1.6215463,-1.3738781,0.2476682
69,-1.393644,-1.6699737,"('lazy', 'industrious')",-1.393644,-1.6699737,-0.2763297
70,0.68619025,1.0507083,"('lethargic', 'energetic')",0.6861902,1.0507083,0.3645181
71,1.2164619,1.0287126,"('diffident', 'self-confident')",1.2164619,1.0287126,-0.1877493
72,0.51952976,0.75292706,"('unambitious', 'ambitious')",0.5195298,0.7529271,0.2333973
73,-3.1114733,-3.031666,"('helpless', 'self-reliant')",-3.1114733,-3.031666,0.0798073
74,0.21480042,0.15254126,"('undedicated', 'dedicated')",0.2148004,0.1525413,-0.0622591
75,-0.93310183,-0.9293563,"('meek', 'impulsive')",-0.9331018,-0.9293563,0.0037455
76,-0.035684854,0.35007074,"('anxious', 'daring')",-0.0356849,0.3500707,0.3857556
77,-1.4193021,-1.1219443,"('unmotivated', 'motivated')",-1.4193021,-1.1219443,0.2973578
78,-0.47483099,-0.5177688,"('nonresilient', 'resilient')",-0.474831,-0.5177688,-0.0429378
79,-0.14139462,-0.37629405,"('wavering', 'unwavering')",-0.1413946,-0.376294,-0.2348994
80,-0.4860008,-0.32368886,"('dominated', 'dominating')",-0.4860008,-0.3236889,0.1623119
81,-0.6821059,-0.25107148,"('submissive', 'aggressive')",-0.6821059,-0.2510715,0.4310344
82,6.3858232,6.449834,"('poor', 'rich')",6.3858232,6.4498339,0.0640107
83,-0.38719612,-0.32158974,"('powerless', 'powerful')",-0.3871961,-0.3215897,0.0656064
84,0.2579265,0.23068072,"('inferior', 'superior')",0.2579265,0.2306807,-0.0272458
85,-0.28449294,-0.6732735,"('insignificant', 'prestigious')",-0.2844929,-0.6732735,-0.3887806
86,0.20279041,0.26877958,"('uninfluential', 'influential')",0.2027904,0.2687796,0.0659892
87,-0.07805358,0.011210423,"('unsuccessful', 'successful')",-0.0780536,0.0112104,0.089264
88,-0.21778508,-0.17446192,"('low', 'eminent')",-0.2177851,-0.1744619,0.0433232
