,universe_male,universe_female,tuple,average_male,average_female,female-male
0,-0.06850282,-0.09477879,"('unsociable', 'sociable')",-0.0685028,-0.0947788,-0.026276
1,1.2872427,1.2031124,"('unfriendly', 'friendly')",1.2872427,1.2031124,-0.0841303
2,0.12111267,0.27229738,"('unlikable', 'likable')",0.1211127,0.2722974,0.1511847
3,0.9837837,1.0105096,"('repellent', 'pleasant')",0.9837837,1.0105096,0.0267259
4,-7.5084667,-7.6629114,"('disliked', 'liked')",-7.5084667,-7.6629114,-0.1544447
5,-0.5544502,-0.56391525,"('distant', 'outgoing')",-0.5544502,-0.5639153,-0.0094651
6,-0.074015416,-0.14436825,"('distant', 'open')",-0.0740154,-0.1443682,-0.0703528
7,1.0584854,1.0573559,"('insensitive', 'sensitive')",1.0584854,1.0573559,-0.0011295
8,0.8968576,0.8457921,"('unaffectionate', 'affectionate')",0.8968576,0.8457921,-0.0510655
9,1.5384823,1.6235162,"('unaffectionate', 'caring')",1.5384823,1.6235162,0.0850339
10,1.1941013,1.2145847,"('unsympathetic', 'sympathetic')",1.1941013,1.2145847,0.0204834
11,1.70021,1.8230476,"('unhelpful', 'helpful')",1.70021,1.8230476,0.1228376
12,-1.6891716,-1.7080767,"('unsupportive', 'supportive')",-1.6891716,-1.7080767,-0.0189051
13,0.17565116,0.21382782,"('impolite', 'polite')",0.1756512,0.2138278,0.0381766
14,-0.18225628,-0.27600473,"('antisocial', 'social')",-0.1822563,-0.2760047,-0.0937484
15,0.071300924,-0.024721857,"('boring', 'funny')",0.0713009,-0.0247219,-0.0960228
16,-0.4628111,-0.38705873,"('unpopular', 'popular')",-0.4628111,-0.3870587,0.0757524
17,-0.26034924,-0.18732794,"('nasty', 'nice')",-0.2603492,-0.1873279,0.0730213
18,-0.1752342,-0.29102778,"('disagreeable', 'welcoming')",-0.1752342,-0.2910278,-0.1157936
19,-0.94380313,-0.8947718,"('inhospitable', 'hospitable')",-0.9438031,-0.8947718,0.0490313
20,1.2688068,1.1697118,"('rough', 'thoughtful')",1.2688068,1.1697118,-0.099095
21,0.038247656,0.14386454,"('immoral', 'moral')",0.0382477,0.1438645,0.1056168
22,-0.430223,-0.4850478,"('untrustworthy', 'trustworthy')",-0.430223,-0.4850478,-0.0548248
23,6.4759464,6.6046314,"('insincere', 'sincere')",6.4759464,6.6046314,0.128685
24,1.634842,1.5412706,"('dishonest', 'honest')",1.634842,1.5412706,-0.0935714
25,0.45194072,0.40050423,"('egoistic', 'altruistic')",0.4519407,0.4005042,-0.0514365
26,0.48464474,0.3566115,"('hardhearted', 'benevolent')",0.4846447,0.3566115,-0.1280332
27,2.0256045,1.8324224,"('hardhearted', 'softhearted')",2.0256045,1.8324224,-0.1931821
