,sandal_male,sandal_female,tuple,average_male,average_female,female-male
0,0.94665855,0.61331874,"('unsociable', 'sociable')",0.9466586,0.6133187,-0.3333399
1,-1.1040434,-1.1421925,"('unfriendly', 'friendly')",-1.1040434,-1.1421925,-0.0381491
2,0.4712525,0.5456942,"('unlikable', 'likable')",0.4712525,0.5456942,0.0744417
3,0.23786461,0.29463136,"('repellent', 'pleasant')",0.2378646,0.2946314,0.0567668
4,-2.7448137,-3.0713923,"('disliked', 'liked')",-2.7448137,-3.0713923,-0.3265786
5,-1.8240125,-1.763501,"('distant', 'outgoing')",-1.8240125,-1.763501,0.0605115
6,-2.0549335,-1.9331939,"('distant', 'open')",-2.0549335,-1.9331939,0.1217396
7,0.85830534,0.8791917,"('insensitive', 'sensitive')",0.8583053,0.8791917,0.0208864
8,-0.95434934,-0.7992454,"('unaffectionate', 'affectionate')",-0.9543493,-0.7992454,0.1551039
9,-0.9097282,-0.8297442,"('unaffectionate', 'caring')",-0.9097282,-0.8297442,0.079984
10,0.5347262,0.43220976,"('unsympathetic', 'sympathetic')",0.5347262,0.4322098,-0.1025164
11,1.2150389,1.2361298,"('unhelpful', 'helpful')",1.2150389,1.2361298,0.0210909
12,-1.031364,-1.1094427,"('unsupportive', 'supportive')",-1.031364,-1.1094427,-0.0780787
13,0.26714832,0.26581153,"('impolite', 'polite')",0.2671483,0.2658115,-0.0013368
14,1.3910078,1.2309271,"('antisocial', 'social')",1.3910078,1.2309271,-0.1600807
15,0.78674936,0.4969894,"('boring', 'funny')",0.7867494,0.4969894,-0.28976
16,-0.22728708,-0.33436963,"('unpopular', 'popular')",-0.2272871,-0.3343696,-0.1070825
17,-0.7139422,-0.73626834,"('nasty', 'nice')",-0.7139422,-0.7362683,-0.0223261
18,-0.42369652,-0.44402945,"('disagreeable', 'welcoming')",-0.4236965,-0.4440295,-0.020333
19,-1.1264943,-1.1826148,"('inhospitable', 'hospitable')",-1.1264943,-1.1826148,-0.0561205
20,0.053085204,0.09324388,"('rough', 'thoughtful')",0.0530852,0.0932439,0.0401587
21,1.0238371,1.0370189,"('immoral', 'moral')",1.0238371,1.0370189,0.0131818
22,0.26530412,0.21387869,"('untrustworthy', 'trustworthy')",0.2653041,0.2138787,-0.0514254
23,2.9799943,3.1071334,"('insincere', 'sincere')",2.9799943,3.1071334,0.1271391
24,0.118355684,0.14084695,"('dishonest', 'honest')",0.1183557,0.140847,0.0224913
25,-0.00011597201,-0.12327899,"('egoistic', 'altruistic')",-0.000116,-0.123279,-0.123163
26,-0.68000174,-0.9148006,"('hardhearted', 'benevolent')",-0.6800017,-0.9148006,-0.2347989
27,-0.87762886,-0.8319927,"('hardhearted', 'softhearted')",-0.8776289,-0.8319927,0.0456362
28,-0.054038897,0.0605908,"('disloyal', 'loyal')",-0.0540389,0.0605908,0.1146297
29,-0.7473221,-0.79362375,"('unfair', 'fair')",-0.7473221,-0.7936237,-0.0463016
30,1.5660433,1.3955967,"('intolerant', 'tolerant')",1.5660433,1.3955967,-0.1704466
31,-2.9402356,-2.858789,"('evil', 'good')",-2.9402356,-2.858789,0.0814466
32,0.4641002,0.43691647,"('unkind', 'kind')",0.4641002,0.4369165,-0.0271837
33,-0.5411791,-0.5757737,"('wrong', 'right')",-0.5411791,-0.5757737,-0.0345946
34,1.5392262,1.735246,"('mean', 'honorable')",1.5392262,1.7352459,0.1960197
35,-1.6712997,-1.6987194,"('corrupt', 'incorrupt')",-1.6712997,-1.6987194,-0.0274197
36,-1.9784341,-1.8899071,"('hostile', 'amicable')",-1.9784341,-1.8899071,0.088527
37,0.1505453,0.20952834,"('fake', 'genuine')",0.1505453,0.2095283,0.058983
38,-0.26419643,-0.17366372,"('untruthful', 'truthful')",-0.2641964,-0.1736637,0.0905327
39,0.07204559,0.06980806,"('exploitative', 'cooperative')",0.0720456,0.0698081,-0.0022375
40,-1.586367,-1.8090364,"('stingy', 'generous')",-1.586367,-1.8090364,-0.2226694
41,0.60674393,0.58184606,"('unforgiving', 'forgiving')",0.6067439,0.5818461,-0.0248978
42,0.20245843,-0.05857946,"('unreliable', 'reliable')",0.2024584,-0.0585795,-0.2610379
43,0.5970965,0.5691266,"('irresponsible', 'responsible')",0.5970965,0.5691266,-0.0279699
44,-1.3507658,-1.3272837,"('prejudiced', 'unprejudiced')",-1.3507658,-1.3272837,0.0234821
45,0.49204862,0.37176126,"('incompetent', 'competent')",0.4920486,0.3717613,-0.1202873
46,1.1483946,1.0126734,"('uncompetitive', 'competitive')",1.1483946,1.0126734,-0.1357212
47,1.6918492,2.0462418,"('stupid', 'smart')",1.6918492,2.0462418,0.3543926
48,0.2293703,0.271844,"('unintelligent', 'intelligent')",0.2293703,0.271844,0.0424737
49,-0.20757724,0.018384865,"('unable', 'able')",-0.2075772,0.0183849,0.2259621
50,0.124740586,0.2657304,"('clumsy', 'skillful')",0.1247406,0.2657304,0.1409898
51,1.2685702,1.1136022,"('uneducated', 'educated')",1.2685702,1.1136022,-0.154968
52,-1.3233324,-1.3269756,"('irrational', 'rational')",-1.3233324,-1.3269756,-0.0036432
53,-0.82869315,-0.8063152,"('uncreative', 'creative')",-0.8286932,-0.8063152,0.022378
54,-0.32448626,-0.30456358,"('incapable', 'capable')",-0.3244863,-0.3045636,0.0199227
55,1.6988955,1.7560196,"('incompetent', 'clever')",1.6988955,1.7560196,0.0571241
56,1.965361,1.7812996,"('impractical', 'practical')",1.965361,1.7812996,-0.1840614
57,-0.83031774,-1.1728197,"('unimaginative', 'imaginative')",-0.8303177,-1.1728197,-0.342502
58,0.60617477,0.61392325,"('undiscriminating', 'discriminating')",0.6061748,0.6139233,0.0077485
59,-1.0359703,-0.89186174,"('foolish', 'wise')",-1.0359703,-0.8918617,0.1441086
60,1.9994595,2.032975,"('inefficient', 'efficient')",1.9994595,2.032975,0.0335155
61,0.386503,0.38025215,"('illogical', 'logical')",0.386503,0.3802522,-0.0062508
62,1.486047,1.4489981,"('incompetent', 'brilliant')",1.486047,1.4489981,-0.0370489
63,1.1033251,1.0437193,"('unperceptive', 'insightful')",1.1033251,1.0437193,-0.0596058
64,-2.309095,-2.5855832,"('shy', 'confident')",-2.3090949,-2.5855832,-0.2764883
65,1.0950494,1.1802865,"('insecure', 'secure')",1.0950494,1.1802865,0.0852371
66,-1.5952301,-1.7057198,"('inactive', 'active')",-1.5952301,-1.7057198,-0.1104897
67,0.82075614,0.7049258,"('doubtful', 'determined')",0.8207561,0.7049258,-0.1158303
68,0.36212194,0.37833017,"('dependent', 'independent')",0.3621219,0.3783302,0.0162083
69,-1.8184078,-1.8871315,"('lazy', 'industrious')",-1.8184078,-1.8871315,-0.0687237
70,1.4028968,1.235043,"('lethargic', 'energetic')",1.4028968,1.235043,-0.1678538
71,-0.3328982,-0.43578634,"('diffident', 'self-confident')",-0.3328982,-0.4357863,-0.1028881
72,-0.5377029,-0.371713,"('unambitious', 'ambitious')",-0.5377029,-0.371713,0.1659899
73,-1.5588609,-1.5794747,"('helpless', 'self-reliant')",-1.5588609,-1.5794747,-0.0206138
74,0.32746458,0.18601744,"('undedicated', 'dedicated')",0.3274646,0.1860174,-0.1414472
75,-1.027398,-1.0463678,"('meek', 'impulsive')",-1.027398,-1.0463678,-0.0189698
76,1.4085566,1.4912556,"('anxious', 'daring')",1.4085566,1.4912556,0.082699
77,-0.052768055,-0.1744918,"('unmotivated', 'motivated')",-0.0527681,-0.1744918,-0.1217237
