,swell_male,swell_female,tuple,average_male,average_female,female-male
0,-0.028923672,-0.08487703,"('unsociable', 'sociable')",-0.0289237,-0.084877,-0.0559533
1,1.0039048,0.9925121,"('unfriendly', 'friendly')",1.0039048,0.9925121,-0.0113927
2,0.2931253,0.49894285,"('unlikable', 'likable')",0.2931253,0.4989429,0.2058176
3,1.035915,1.1228632,"('repellent', 'pleasant')",1.035915,1.1228632,0.0869482
4,-6.775254,-7.0414124,"('disliked', 'liked')",-6.7752538,-7.0414124,-0.2661586
5,-0.5550069,-0.49756375,"('distant', 'outgoing')",-0.5550069,-0.4975637,0.0574432
6,0.022026047,-0.008440714,"('distant', 'open')",0.022026,-0.0084407,-0.0304667
7,0.8454438,0.85156703,"('insensitive', 'sensitive')",0.8454438,0.851567,0.0061232
8,0.7846332,0.73848957,"('unaffectionate', 'affectionate')",0.7846332,0.7384896,-0.0461436
9,1.092434,1.1397399,"('unaffectionate', 'caring')",1.092434,1.1397399,0.0473059
10,0.9576754,1.0170422,"('unsympathetic', 'sympathetic')",0.9576754,1.0170422,0.0593668
11,1.4275776,1.4540758,"('unhelpful', 'helpful')",1.4275776,1.4540758,0.0264982
12,-1.7804615,-1.8030299,"('unsupportive', 'supportive')",-1.7804615,-1.8030299,-0.0225684
13,-0.2071912,-0.16118385,"('impolite', 'polite')",-0.2071912,-0.1611838,0.0460074
14,0.037554797,-0.078163646,"('antisocial', 'social')",0.0375548,-0.0781636,-0.1157184
15,0.095584616,0.072577655,"('boring', 'funny')",0.0955846,0.0725777,-0.0230069
16,-0.18005215,-0.20580985,"('unpopular', 'popular')",-0.1800521,-0.2058098,-0.0257577
17,0.0741918,0.047410924,"('nasty', 'nice')",0.0741918,0.0474109,-0.0267809
18,-0.40356055,-0.40216988,"('disagreeable', 'welcoming')",-0.4035605,-0.4021699,0.0013906
19,-0.9558084,-0.90841097,"('inhospitable', 'hospitable')",-0.9558084,-0.908411,0.0473974
20,1.018157,0.95210046,"('rough', 'thoughtful')",1.018157,0.9521005,-0.0660565
21,-0.113296896,0.08048351,"('immoral', 'moral')",-0.1132969,0.0804835,0.1937804
22,0.0038806219,-0.05209358,"('untrustworthy', 'trustworthy')",0.0038806,-0.0520936,-0.0559742
23,5.353953,5.5744715,"('insincere', 'sincere')",5.3539529,5.5744715,0.2205186
24,1.3347493,1.325426,"('dishonest', 'honest')",1.3347493,1.325426,-0.0093233
25,0.64544517,0.64829504,"('egoistic', 'altruistic')",0.6454452,0.648295,0.0028498
26,0.7884203,0.5803075,"('hardhearted', 'benevolent')",0.7884203,0.5803075,-0.2081128
27,1.6726213,1.4738418,"('hardhearted', 'softhearted')",1.6726213,1.4738418,-0.1987795
28,0.9596131,0.9056626,"('disloyal', 'loyal')",0.9596131,0.9056626,-0.0539505
29,-0.27605423,-0.39491388,"('unfair', 'fair')",-0.2760542,-0.3949139,-0.1188597
30,0.66666216,0.73229164,"('intolerant', 'tolerant')",0.6666622,0.7322916,0.0656294
31,-1.0335666,-1.0977635,"('evil', 'good')",-1.0335666,-1.0977635,-0.0641969
32,1.0916171,1.0365249,"('unkind', 'kind')",1.0916171,1.0365249,-0.0550922
33,-0.47335625,-0.4794963,"('wrong', 'right')",-0.4733562,-0.4794963,-0.0061401
34,3.916273,4.1640215,"('mean', 'honorable')",3.9162731,4.1640215,0.2477484
35,-0.8941934,-1.1703995,"('corrupt', 'incorrupt')",-0.8941934,-1.1703995,-0.2762061
36,-0.5378425,-0.6389485,"('hostile', 'amicable')",-0.5378425,-0.6389485,-0.101106
37,0.883411,0.9179792,"('fake', 'genuine')",0.883411,0.9179792,0.0345682
38,-0.63885367,-0.5710474,"('untruthful', 'truthful')",-0.6388537,-0.5710474,0.0678063
39,0.12969448,0.14001453,"('exploitative', 'cooperative')",0.1296945,0.1400145,0.01032
40,-1.1386061,-1.3486633,"('stingy', 'generous')",-1.1386061,-1.3486633,-0.2100572
41,0.36209577,0.3215842,"('unforgiving', 'forgiving')",0.3620958,0.3215842,-0.0405116
42,-1.5006158,-1.6008662,"('unreliable', 'reliable')",-1.5006158,-1.6008662,-0.1002504
43,0.81711435,0.93803096,"('irresponsible', 'responsible')",0.8171144,0.938031,0.1209166
44,-0.52702725,-0.59027815,"('prejudiced', 'unprejudiced')",-0.5270272,-0.5902781,-0.0632509
45,0.45681375,0.31392345,"('incompetent', 'competent')",0.4568138,0.3139234,-0.1428904
46,-0.26180106,-0.2404291,"('uncompetitive', 'competitive')",-0.2618011,-0.2404291,0.021372
47,4.5333877,4.7952795,"('stupid', 'smart')",4.5333877,4.7952795,0.2618918
48,0.27306297,0.29191995,"('unintelligent', 'intelligent')",0.273063,0.2919199,0.0188569
49,-0.19636205,0.033408653,"('unable', 'able')",-0.196362,0.0334087,0.2297707
50,0.007101547,0.026316408,"('clumsy', 'skillful')",0.0071015,0.0263164,0.0192149
51,-0.019567199,-0.018353172,"('uneducated', 'educated')",-0.0195672,-0.0183532,0.001214
52,-0.33925942,-0.49849075,"('irrational', 'rational')",-0.3392594,-0.4984908,-0.1592314
53,0.112852,0.104156606,"('uncreative', 'creative')",0.112852,0.1041566,-0.0086954
54,0.7377757,0.8975413,"('incapable', 'capable')",0.7377757,0.8975413,0.1597656
55,0.65460116,0.69096994,"('incompetent', 'clever')",0.6546012,0.6909699,0.0363687
56,0.2873094,0.25891975,"('impractical', 'practical')",0.2873094,0.2589197,-0.0283897
57,-2.0850966,-2.2262003,"('unimaginative', 'imaginative')",-2.0850966,-2.2262003,-0.1411037
58,0.13494186,0.06456793,"('undiscriminating', 'discriminating')",0.1349419,0.0645679,-0.070374
59,-0.045820244,-0.028331742,"('foolish', 'wise')",-0.0458202,-0.0283317,0.0174885
60,0.36499423,0.54372716,"('inefficient', 'efficient')",0.3649942,0.5437272,0.178733
61,0.08256317,-0.01910327,"('illogical', 'logical')",0.0825632,-0.0191033,-0.1016665
62,0.60587573,0.7080864,"('incompetent', 'brilliant')",0.6058757,0.7080864,0.1022107
63,-0.10998924,-0.0039980076,"('unperceptive', 'insightful')",-0.1099892,-0.003998,0.1059912
64,-5.4172306,-5.5032606,"('shy', 'confident')",-5.4172306,-5.5032606,-0.08603
65,0.7754623,0.8725929,"('insecure', 'secure')",0.7754623,0.8725929,0.0971306
66,0.28813028,0.10525628,"('inactive', 'active')",0.2881303,0.1052563,-0.182874
67,-0.7392752,-0.6444811,"('doubtful', 'determined')",-0.7392752,-0.6444811,0.0947941
68,-0.8352588,-0.7377969,"('dependent', 'independent')",-0.8352588,-0.7377969,0.0974619
69,-1.7415637,-1.8268669,"('lazy', 'industrious')",-1.7415637,-1.8268669,-0.0853032
70,1.4882723,1.4314944,"('lethargic', 'energetic')",1.4882723,1.4314944,-0.0567779
71,0.45202443,0.36525786,"('diffident', 'self-confident')",0.4520244,0.3652579,-0.0867665
72,0.7835045,0.9187641,"('unambitious', 'ambitious')",0.7835045,0.9187641,0.1352596
73,-2.7694361,-2.8348796,"('helpless', 'self-reliant')",-2.7694361,-2.8348796,-0.0654435
74,0.04891812,-0.09270726,"('undedicated', 'dedicated')",0.0489181,-0.0927073,-0.1416254
75,-0.43088096,-0.35464117,"('meek', 'impulsive')",-0.430881,-0.3546412,0.0762398
76,0.5833395,0.64553887,"('anxious', 'daring')",0.5833395,0.6455389,0.0621994
77,-1.3858471,-1.2180163,"('unmotivated', 'motivated')",-1.3858471,-1.2180163,0.1678308
78,-0.921796,-0.9044394,"('nonresilient', 'resilient')",-0.921796,-0.9044394,0.0173566
79,-0.43969667,-0.41226885,"('wavering', 'unwavering')",-0.4396967,-0.4122688,0.0274279
80,-0.19820908,-0.32903275,"('dominated', 'dominating')",-0.1982091,-0.3290327,-0.1308236
81,-0.100609556,0.029335327,"('submissive', 'aggressive')",-0.1006096,0.0293353,0.1299449
