,assistance_male,assistance_female,tuple,average_male,average_female,female-male
0,0.88005763,0.6671718,"('unsociable', 'sociable')",0.8800576,0.6671718,-0.2128858
1,0.7416668,0.7534102,"('unfriendly', 'friendly')",0.7416668,0.7534102,0.0117434
2,0.67374414,0.7591368,"('unlikable', 'likable')",0.6737441,0.7591368,0.0853927
3,0.33411524,0.40168798,"('repellent', 'pleasant')",0.3341152,0.401688,0.0675728
4,-6.2848744,-6.271705,"('disliked', 'liked')",-6.2848744,-6.2717052,0.0131692
5,-0.96174926,-0.9014528,"('distant', 'outgoing')",-0.9617493,-0.9014528,0.0602965
6,-0.9782037,-0.8634973,"('distant', 'open')",-0.9782037,-0.8634973,0.1147064
7,0.8358411,0.82627213,"('insensitive', 'sensitive')",0.8358411,0.8262721,-0.009569
8,0.66902035,0.69286704,"('unaffectionate', 'affectionate')",0.6690204,0.692867,0.0238466
9,1.9009838,1.9790094,"('unaffectionate', 'caring')",1.9009838,1.9790094,0.0780256
10,0.9510531,0.9731535,"('unsympathetic', 'sympathetic')",0.9510531,0.9731535,0.0221004
11,3.4556055,3.3763964,"('unhelpful', 'helpful')",3.4556055,3.3763964,-0.0792091
12,-0.40550858,-0.36807227,"('unsupportive', 'supportive')",-0.4055086,-0.3680723,0.0374363
13,0.8396494,0.74774957,"('impolite', 'polite')",0.8396494,0.7477496,-0.0918998
14,1.0058073,0.86727804,"('antisocial', 'social')",1.0058073,0.867278,-0.1385293
15,0.6891216,0.50599056,"('boring', 'funny')",0.6891216,0.5059906,-0.183131
16,-0.43913877,-0.36790282,"('unpopular', 'popular')",-0.4391388,-0.3679028,0.071236
17,0.5518975,0.5323612,"('nasty', 'nice')",0.5518975,0.5323612,-0.0195363
18,-0.3603219,-0.34967566,"('disagreeable', 'welcoming')",-0.3603219,-0.3496757,0.0106462
19,-0.9177373,-0.9037378,"('inhospitable', 'hospitable')",-0.9177373,-0.9037378,0.0139995
20,0.7520494,0.64159155,"('rough', 'thoughtful')",0.7520494,0.6415915,-0.1104579
21,0.32056153,0.32346806,"('immoral', 'moral')",0.3205615,0.3234681,0.0029066
22,0.048035484,0.009058505,"('untrustworthy', 'trustworthy')",0.0480355,0.0090585,-0.038977
23,6.709728,6.652516,"('insincere', 'sincere')",6.7097278,6.6525159,-0.0572119
24,1.5393664,1.5716136,"('dishonest', 'honest')",1.5393664,1.5716136,0.0322472
25,0.7902877,0.80038947,"('egoistic', 'altruistic')",0.7902877,0.8003895,0.0101018
26,1.9792145,1.914031,"('hardhearted', 'benevolent')",1.9792145,1.914031,-0.0651835
27,1.2085904,1.164969,"('hardhearted', 'softhearted')",1.2085904,1.164969,-0.0436214
28,1.2499992,1.2224759,"('disloyal', 'loyal')",1.2499992,1.2224759,-0.0275233
