,fork_male,fork_female,tuple,average_male,average_female,female-male
0,0.26103976,0.11342163,"('unsociable', 'sociable')",0.2610398,0.1134216,-0.1476182
1,1.530746,1.466609,"('unfriendly', 'friendly')",1.530746,1.466609,-0.064137
2,0.33171633,0.47687554,"('unlikable', 'likable')",0.3317163,0.4768755,0.1451592
3,0.97169864,0.9925252,"('repellent', 'pleasant')",0.9716986,0.9925252,0.0208266
4,-7.208268,-7.1688867,"('disliked', 'liked')",-7.2082682,-7.1688867,0.0393815
5,-0.43049726,-0.2844861,"('distant', 'outgoing')",-0.4304973,-0.2844861,0.1460112
6,-0.13427274,0.0066092573,"('distant', 'open')",-0.1342727,0.0066093,0.140882
7,0.89959085,0.91793,"('insensitive', 'sensitive')",0.8995908,0.91793,0.0183392
8,0.8209296,0.7939402,"('unaffectionate', 'affectionate')",0.8209296,0.7939402,-0.0269894
9,2.0972757,2.0618181,"('unaffectionate', 'caring')",2.0972757,2.0618181,-0.0354576
10,1.5916765,1.5554315,"('unsympathetic', 'sympathetic')",1.5916765,1.5554315,-0.036245
11,2.395809,2.3983843,"('unhelpful', 'helpful')",2.3958089,2.3983843,0.0025754
12,-1.3601047,-1.3738294,"('unsupportive', 'supportive')",-1.3601047,-1.3738294,-0.0137247
13,0.7419983,0.59029824,"('impolite', 'polite')",0.7419983,0.5902982,-0.1517001
14,-0.21973963,-0.35075754,"('antisocial', 'social')",-0.2197396,-0.3507575,-0.1310179
15,1.0700516,1.0484086,"('boring', 'funny')",1.0700516,1.0484086,-0.021643
16,-0.5509337,-0.49081174,"('unpopular', 'popular')",-0.5509337,-0.4908117,0.060122
17,-0.5238217,-0.4794194,"('nasty', 'nice')",-0.5238217,-0.4794194,0.0444023
18,-0.836605,-0.92419094,"('disagreeable', 'welcoming')",-0.836605,-0.9241909,-0.0875859
19,-0.5279567,-0.3329182,"('inhospitable', 'hospitable')",-0.5279567,-0.3329182,0.1950385
20,0.8415784,0.6778918,"('rough', 'thoughtful')",0.8415784,0.6778918,-0.1636866
21,0.40898645,0.37455395,"('immoral', 'moral')",0.4089864,0.3745539,-0.0344325
22,-0.19079053,-0.21714458,"('untrustworthy', 'trustworthy')",-0.1907905,-0.2171446,-0.0263541
23,6.7589197,6.7116423,"('insincere', 'sincere')",6.7589197,6.7116423,-0.0472774
24,2.1798818,2.1421947,"('dishonest', 'honest')",2.1798818,2.1421947,-0.0376871
25,0.34488574,0.26205745,"('egoistic', 'altruistic')",0.3448857,0.2620575,-0.0828282
