,extinction_male,extinction_female,tuple,average_male,average_female,female-male
0,-0.024643198,-0.19345452,"('unsociable', 'sociable')",-0.0246432,-0.1934545,-0.1688113
1,1.5101699,1.5295103,"('unfriendly', 'friendly')",1.5101699,1.5295103,0.0193404
2,0.23121658,0.29014575,"('unlikable', 'likable')",0.2312166,0.2901458,0.0589292
3,1.1522492,1.0317932,"('repellent', 'pleasant')",1.1522492,1.0317932,-0.120456
4,-7.061417,-6.9925795,"('disliked', 'liked')",-7.0614171,-6.9925795,0.0688376
5,-0.43222043,-0.14441548,"('distant', 'outgoing')",-0.4322204,-0.1444155,0.2878049
6,-0.20343694,0.07027007,"('distant', 'open')",-0.2034369,0.0702701,0.273707
7,1.0872444,1.0260662,"('insensitive', 'sensitive')",1.0872444,1.0260662,-0.0611782
8,1.2133057,1.215292,"('unaffectionate', 'affectionate')",1.2133057,1.215292,0.0019863
9,1.9450662,1.9408759,"('unaffectionate', 'caring')",1.9450662,1.9408759,-0.0041903
10,1.0924962,0.9639512,"('unsympathetic', 'sympathetic')",1.0924962,0.9639512,-0.128545
11,1.7679018,1.728255,"('unhelpful', 'helpful')",1.7679018,1.728255,-0.0396468
12,-1.256864,-1.1354845,"('unsupportive', 'supportive')",-1.256864,-1.1354845,0.1213795
13,0.18470195,-0.06212013,"('impolite', 'polite')",0.1847019,-0.0621201,-0.246822
14,-0.24800575,-0.37830046,"('antisocial', 'social')",-0.2480057,-0.3783005,-0.1302948
15,0.25587448,0.28127968,"('boring', 'funny')",0.2558745,0.2812797,0.0254052
16,-0.8672854,-0.72408813,"('unpopular', 'popular')",-0.8672854,-0.7240881,0.1431973
17,-0.69499594,-0.62779105,"('nasty', 'nice')",-0.6949959,-0.627791,0.0672049
18,-0.53496265,-0.52745163,"('disagreeable', 'welcoming')",-0.5349627,-0.5274516,0.0075111
19,-0.6453437,-0.35874188,"('inhospitable', 'hospitable')",-0.6453437,-0.3587419,0.2866018
20,0.58420324,0.46524248,"('rough', 'thoughtful')",0.5842032,0.4652425,-0.1189607
21,0.04810038,0.029185563,"('immoral', 'moral')",0.0481004,0.0291856,-0.0189148
22,-0.13306211,-0.20608954,"('untrustworthy', 'trustworthy')",-0.1330621,-0.2060895,-0.0730274
23,6.5073805,6.4780188,"('insincere', 'sincere')",6.5073805,6.4780188,-0.0293617
24,1.8180346,1.8204259,"('dishonest', 'honest')",1.8180346,1.8204259,0.0023913
25,0.7955626,0.63030446,"('egoistic', 'altruistic')",0.7955626,0.6303045,-0.1652581
26,0.26168662,0.22445688,"('hardhearted', 'benevolent')",0.2616866,0.2244569,-0.0372297
27,1.542625,1.2911073,"('hardhearted', 'softhearted')",1.542625,1.2911073,-0.2515177
28,1.0927277,1.0171161,"('disloyal', 'loyal')",1.0927277,1.0171161,-0.0756116
29,-0.796756,-0.75264806,"('unfair', 'fair')",-0.796756,-0.7526481,0.0441079
30,0.7810278,0.661575,"('intolerant', 'tolerant')",0.7810278,0.661575,-0.1194528
31,-1.9918908,-1.7444016,"('evil', 'good')",-1.9918908,-1.7444016,0.2474892
32,0.8689474,0.6856669,"('unkind', 'kind')",0.8689474,0.6856669,-0.1832805
33,0.074888274,0.15219873,"('wrong', 'right')",0.0748883,0.1521987,0.0773104
34,4.869343,5.062697,"('mean', 'honorable')",4.8693428,5.0626969,0.1933541
35,-0.64700425,-0.61439914,"('corrupt', 'incorrupt')",-0.6470042,-0.6143991,0.0326051
36,-0.72399324,-0.6506955,"('hostile', 'amicable')",-0.7239932,-0.6506955,0.0732977
37,1.3979238,1.2542787,"('fake', 'genuine')",1.3979238,1.2542787,-0.1436451
38,0.2378766,0.3006076,"('untruthful', 'truthful')",0.2378766,0.3006076,0.062731
39,0.21591324,0.17756893,"('exploitative', 'cooperative')",0.2159132,0.1775689,-0.0383443
40,-1.1215367,-1.2816799,"('stingy', 'generous')",-1.1215367,-1.2816799,-0.1601432
41,0.004564304,-0.109937415,"('unforgiving', 'forgiving')",0.0045643,-0.1099374,-0.1145017
42,-2.583525,-2.6300611,"('unreliable', 'reliable')",-2.5835249,-2.6300611,-0.0465362
43,0.8689817,0.82412356,"('irresponsible', 'responsible')",0.8689817,0.8241236,-0.0448581
44,-1.8516681,-1.9304936,"('prejudiced', 'unprejudiced')",-1.8516681,-1.9304936,-0.0788255
45,-0.008898716,-0.025838986,"('incompetent', 'competent')",-0.0088987,-0.025839,-0.0169403
46,-0.24054094,-0.37149787,"('uncompetitive', 'competitive')",-0.2405409,-0.3714979,-0.130957
47,4.437537,4.5446243,"('stupid', 'smart')",4.4375372,4.5446243,0.1070871
48,1.3804634,1.1918925,"('unintelligent', 'intelligent')",1.3804634,1.1918925,-0.1885709
49,0.76461273,0.87407005,"('unable', 'able')",0.7646127,0.87407,0.1094573
50,-0.16749755,-0.13622536,"('clumsy', 'skillful')",-0.1674975,-0.1362254,0.0312721
51,0.90573215,0.78809947,"('uneducated', 'educated')",0.9057322,0.7880995,-0.1176327
52,-0.4470584,-0.28141382,"('irrational', 'rational')",-0.4470584,-0.2814138,0.1656446
53,-0.006326705,0.046892434,"('uncreative', 'creative')",-0.0063267,0.0468924,0.0532191
54,1.3412423,1.6302352,"('incapable', 'capable')",1.3412423,1.6302352,0.2889929
55,0.8861813,0.7530866,"('incompetent', 'clever')",0.8861813,0.7530866,-0.1330947
56,0.38182154,0.34783226,"('impractical', 'practical')",0.3818215,0.3478323,-0.0339892
57,-2.5773914,-2.6162214,"('unimaginative', 'imaginative')",-2.5773914,-2.6162214,-0.03883
58,-0.17863539,-0.19497827,"('undiscriminating', 'discriminating')",-0.1786354,-0.1949783,-0.0163429
59,-0.24286225,-0.028460506,"('foolish', 'wise')",-0.2428623,-0.0284605,0.2144018
60,0.7588782,0.5211796,"('inefficient', 'efficient')",0.7588782,0.5211796,-0.2376986
61,0.48920092,0.35719562,"('illogical', 'logical')",0.4892009,0.3571956,-0.1320053
62,1.4043499,1.4106777,"('incompetent', 'brilliant')",1.4043499,1.4106777,0.0063278
63,0.7085585,0.7268492,"('unperceptive', 'insightful')",0.7085585,0.7268492,0.0182907
64,-5.9537263,-5.882592,"('shy', 'confident')",-5.9537263,-5.8825922,0.0711341
65,0.5826806,0.48251626,"('insecure', 'secure')",0.5826806,0.4825163,-0.1001643
66,-0.7928964,-0.61473835,"('inactive', 'active')",-0.7928964,-0.6147383,0.1781581
67,-1.0444567,-1.0195549,"('doubtful', 'determined')",-1.0444567,-1.0195549,0.0249018
68,-0.17063367,-0.12901554,"('dependent', 'independent')",-0.1706337,-0.1290155,0.0416182
69,-2.1066868,-1.816831,"('lazy', 'industrious')",-2.1066868,-1.816831,0.2898558
70,1.6555989,1.5702982,"('lethargic', 'energetic')",1.6555989,1.5702982,-0.0853007
71,0.25828928,0.46658847,"('diffident', 'self-confident')",0.2582893,0.4665885,0.2082992
72,1.21333,1.2278346,"('unambitious', 'ambitious')",1.21333,1.2278346,0.0145046
73,-2.5063827,-2.3983047,"('helpless', 'self-reliant')",-2.5063827,-2.3983047,0.108078
74,0.21015315,0.08383214,"('undedicated', 'dedicated')",0.2101531,0.0838321,-0.126321
75,-1.10597,-0.8756553,"('meek', 'impulsive')",-1.10597,-0.8756553,0.2303147
76,0.10496947,-0.020818947,"('anxious', 'daring')",0.1049695,-0.0208189,-0.1257884
77,-0.83825123,-0.8223136,"('unmotivated', 'motivated')",-0.8382512,-0.8223136,0.0159376
78,-0.37703827,-0.33657956,"('nonresilient', 'resilient')",-0.3770383,-0.3365796,0.0404587
79,-0.54815745,-0.31445378,"('wavering', 'unwavering')",-0.5481575,-0.3144538,0.2337037
80,0.56571937,0.48589706,"('dominated', 'dominating')",0.5657194,0.4858971,-0.0798223
81,-0.015239306,-0.19161175,"('submissive', 'aggressive')",-0.0152393,-0.1916118,-0.1763725
82,6.1753564,6.3430357,"('poor', 'rich')",6.1753564,6.3430357,0.1676793
83,-0.44445097,-0.4091211,"('powerless', 'powerful')",-0.444451,-0.4091211,0.0353299
84,0.44695354,0.40662917,"('inferior', 'superior')",0.4469535,0.4066292,-0.0403243
85,-0.96683407,-0.90479374,"('insignificant', 'prestigious')",-0.9668341,-0.9047937,0.0620404
86,0.9727022,0.85360837,"('uninfluential', 'influential')",0.9727022,0.8536084,-0.1190938
87,0.18955007,0.4035236,"('unsuccessful', 'successful')",0.1895501,0.4035236,0.2139735
88,0.3840079,0.39993942,"('low', 'eminent')",0.3840079,0.3999394,0.0159315
