,gran_male,gran_female,tuple,average_male,average_female,female-male
0,-0.063458994,-0.26524583,"('unsociable', 'sociable')",-0.063459,-0.2652458,-0.2017868
1,1.927579,1.959499,"('unfriendly', 'friendly')",1.927579,1.959499,0.03192
2,0.53802633,0.6870306,"('unlikable', 'likable')",0.5380263,0.6870306,0.1490043
3,0.8620261,0.8116231,"('repellent', 'pleasant')",0.8620261,0.8116231,-0.050403
4,-7.3119106,-7.193207,"('disliked', 'liked')",-7.3119106,-7.1932068,0.1187038
5,0.32872385,0.5572994,"('distant', 'outgoing')",0.3287238,0.5572994,0.2285756
6,0.56860167,0.82511634,"('distant', 'open')",0.5686017,0.8251163,0.2565146
7,0.40115428,0.37607557,"('insensitive', 'sensitive')",0.4011543,0.3760756,-0.0250787
8,1.5320752,1.6126986,"('unaffectionate', 'affectionate')",1.5320752,1.6126986,0.0806234
9,1.9303565,2.0775506,"('unaffectionate', 'caring')",1.9303565,2.0775506,0.1471941
10,0.7019253,0.65638924,"('unsympathetic', 'sympathetic')",0.7019253,0.6563892,-0.0455361
11,1.7209915,1.7444272,"('unhelpful', 'helpful')",1.7209915,1.7444272,0.0234357
12,-1.6358315,-1.6401361,"('unsupportive', 'supportive')",-1.6358315,-1.6401361,-0.0043046
13,0.29341528,0.11915618,"('impolite', 'polite')",0.2934153,0.1191562,-0.1742591
14,-0.79855096,-1.0465385,"('antisocial', 'social')",-0.798551,-1.0465385,-0.2479875
15,0.14943716,0.19658798,"('boring', 'funny')",0.1494372,0.196588,0.0471508
16,0.16684183,0.21762505,"('unpopular', 'popular')",0.1668418,0.2176251,0.0507833
17,-0.06558256,0.03573651,"('nasty', 'nice')",-0.0655826,0.0357365,0.1013191
18,-0.39949083,-0.5084957,"('disagreeable', 'welcoming')",-0.3994908,-0.5084957,-0.1090049
19,-0.26959598,0.06269843,"('inhospitable', 'hospitable')",-0.269596,0.0626984,0.3322944
20,0.6897181,0.5145391,"('rough', 'thoughtful')",0.6897181,0.5145391,-0.175179
21,-0.3670292,-0.37738442,"('immoral', 'moral')",-0.3670292,-0.3773844,-0.0103552
22,-0.4033621,-0.395916,"('untrustworthy', 'trustworthy')",-0.4033621,-0.395916,0.0074461
23,6.5852485,6.507459,"('insincere', 'sincere')",6.5852485,6.5074592,-0.0777893
24,1.6217259,1.5855178,"('dishonest', 'honest')",1.6217259,1.5855178,-0.0362081
25,0.8497871,0.82207346,"('egoistic', 'altruistic')",0.8497871,0.8220735,-0.0277136
26,0.4785257,0.3796095,"('hardhearted', 'benevolent')",0.4785257,0.3796095,-0.0989162
27,1.4898151,1.3345157,"('hardhearted', 'softhearted')",1.4898151,1.3345157,-0.1552994
28,1.1595166,1.1356587,"('disloyal', 'loyal')",1.1595166,1.1356587,-0.0238579
29,-0.44908804,-0.48032767,"('unfair', 'fair')",-0.449088,-0.4803277,-0.0312397
30,0.5169305,0.43139234,"('intolerant', 'tolerant')",0.5169305,0.4313923,-0.0855382
31,-0.9005283,-0.7411433,"('evil', 'good')",-0.9005283,-0.7411433,0.159385
32,1.4196032,1.41548,"('unkind', 'kind')",1.4196032,1.41548,-0.0041232
33,-0.2320421,-0.13365816,"('wrong', 'right')",-0.2320421,-0.1336582,0.0983839
34,5.229941,5.312839,"('mean', 'honorable')",5.2299409,5.312839,0.0828981
35,-0.79566646,-0.7094892,"('corrupt', 'incorrupt')",-0.7956665,-0.7094892,0.0861773
36,-0.2990939,-0.15710267,"('hostile', 'amicable')",-0.2990939,-0.1571027,0.1419912
37,0.70473266,0.77258193,"('fake', 'genuine')",0.7047327,0.7725819,0.0678492
38,0.1449987,0.21390544,"('untruthful', 'truthful')",0.1449987,0.2139054,0.0689067
39,-0.08652715,-0.1479893,"('exploitative', 'cooperative')",-0.0865271,-0.1479893,-0.0614622
40,-1.8854383,-2.0514264,"('stingy', 'generous')",-1.8854383,-2.0514264,-0.1659881
41,-0.15491533,-0.12390976,"('unforgiving', 'forgiving')",-0.1549153,-0.1239098,0.0310055
42,-2.6457968,-2.636866,"('unreliable', 'reliable')",-2.6457968,-2.6368661,0.0089307
43,1.2264065,1.1529529,"('irresponsible', 'responsible')",1.2264065,1.1529529,-0.0734536
44,-1.3289922,-1.3436762,"('prejudiced', 'unprejudiced')",-1.3289922,-1.3436762,-0.014684
45,-0.07880831,-0.09616706,"('incompetent', 'competent')",-0.0788083,-0.0961671,-0.0173588
46,-0.70877004,-0.88160247,"('uncompetitive', 'competitive')",-0.70877,-0.8816025,-0.1728325
47,5.692653,5.882995,"('stupid', 'smart')",5.6926532,5.8829951,0.1903419
48,0.724465,0.47218725,"('unintelligent', 'intelligent')",0.724465,0.4721873,-0.2522777
49,0.63099706,0.754039,"('unable', 'able')",0.6309971,0.754039,0.1230419
50,0.16650918,0.2753652,"('clumsy', 'skillful')",0.1665092,0.2753652,0.108856
51,0.35089296,0.3008299,"('uneducated', 'educated')",0.350893,0.3008299,-0.0500631
52,-0.058565207,0.13901125,"('irrational', 'rational')",-0.0585652,0.1390112,0.1975764
53,0.47647795,0.51107717,"('uncreative', 'creative')",0.476478,0.5110772,0.0345992
54,1.5237048,1.7470119,"('incapable', 'capable')",1.5237048,1.7470119,0.2233071
55,0.30771276,0.05929467,"('incompetent', 'clever')",0.3077128,0.0592947,-0.2484181
56,0.4417795,0.3968906,"('impractical', 'practical')",0.4417795,0.3968906,-0.0448889
57,-3.1439428,-3.14864,"('unimaginative', 'imaginative')",-3.1439428,-3.1486399,-0.0046971
58,-0.2190803,-0.2911821,"('undiscriminating', 'discriminating')",-0.2190803,-0.2911821,-0.0721018
59,0.38008538,0.63328767,"('foolish', 'wise')",0.3800854,0.6332877,0.2532023
60,0.4706957,0.25395575,"('inefficient', 'efficient')",0.4706957,0.2539558,-0.2167399
61,0.41493782,0.19630447,"('illogical', 'logical')",0.4149378,0.1963045,-0.2186333
62,0.80998755,0.7368107,"('incompetent', 'brilliant')",0.8099875,0.7368107,-0.0731768
63,0.56776196,0.55407,"('unperceptive', 'insightful')",0.567762,0.55407,-0.013692
64,-6.8284526,-6.740034,"('shy', 'confident')",-6.8284526,-6.7400341,0.0884185
65,0.073319025,-0.038961165,"('insecure', 'secure')",0.073319,-0.0389612,-0.1122802
66,-0.039698124,0.08234561,"('inactive', 'active')",-0.0396981,0.0823456,0.1220437
67,-0.65921986,-0.56694096,"('doubtful', 'determined')",-0.6592199,-0.566941,0.0922789
68,-0.32078817,-0.3445465,"('dependent', 'independent')",-0.3207882,-0.3445465,-0.0237583
69,-1.698178,-1.5532223,"('lazy', 'industrious')",-1.6981781,-1.5532223,0.1449558
70,0.84013236,0.74838763,"('lethargic', 'energetic')",0.8401324,0.7483876,-0.0917448
71,0.8008984,0.8844986,"('diffident', 'self-confident')",0.8008984,0.8844986,0.0836002
72,0.9346116,0.94695175,"('unambitious', 'ambitious')",0.9346116,0.9469517,0.0123401
73,-3.2051544,-3.1437278,"('helpless', 'self-reliant')",-3.2051544,-3.1437278,0.0614266
74,-0.18149401,-0.20376071,"('undedicated', 'dedicated')",-0.181494,-0.2037607,-0.0222667
75,-0.5207744,-0.3043242,"('meek', 'impulsive')",-0.5207744,-0.3043242,0.2164502
