,drum_male,drum_female,tuple,average_male,average_female,female-male
0,-0.33044538,-0.29872513,"('unsociable', 'sociable')",-0.3304454,-0.2987251,0.0317203
1,1.7446648,1.7196977,"('unfriendly', 'friendly')",1.7446648,1.7196977,-0.0249671
2,0.2948344,0.5013666,"('unlikable', 'likable')",0.2948344,0.5013666,0.2065322
3,0.7470159,0.9032511,"('repellent', 'pleasant')",0.7470159,0.9032511,0.1562352
4,-7.296912,-7.2366543,"('disliked', 'liked')",-7.2969122,-7.2366543,0.0602579
5,0.03406291,0.11584665,"('distant', 'outgoing')",0.0340629,0.1158466,0.0817837
6,0.47299528,0.4874,"('distant', 'open')",0.4729953,0.4874,0.0144047
7,1.1395307,1.209122,"('insensitive', 'sensitive')",1.1395307,1.2091219,0.0695912
8,1.5189946,1.3768897,"('unaffectionate', 'affectionate')",1.5189946,1.3768897,-0.1421049
9,1.6843019,1.6457968,"('unaffectionate', 'caring')",1.6843019,1.6457968,-0.0385051
10,0.8609072,0.8493058,"('unsympathetic', 'sympathetic')",0.8609072,0.8493058,-0.0116014
11,1.5814847,1.669905,"('unhelpful', 'helpful')",1.5814847,1.6699049,0.0884202
12,-1.4547983,-1.3415818,"('unsupportive', 'supportive')",-1.4547983,-1.3415818,0.1132165
13,-0.6357152,-0.53589785,"('impolite', 'polite')",-0.6357152,-0.5358979,0.0998173
14,-0.36589432,-0.26627147,"('antisocial', 'social')",-0.3658943,-0.2662715,0.0996228
15,0.4688893,0.522777,"('boring', 'funny')",0.4688893,0.522777,0.0538877
16,-0.59957653,-0.48139632,"('unpopular', 'popular')",-0.5995765,-0.4813963,0.1181802
17,0.13421315,0.12963627,"('nasty', 'nice')",0.1342131,0.1296363,-0.0045768
18,-0.6637638,-0.51872516,"('disagreeable', 'welcoming')",-0.6637638,-0.5187252,0.1450386
19,0.008492077,0.028285295,"('inhospitable', 'hospitable')",0.0084921,0.0282853,0.0197932
20,0.59198207,0.5044815,"('rough', 'thoughtful')",0.5919821,0.5044815,-0.0875006
21,-0.57509017,-0.3084434,"('immoral', 'moral')",-0.5750902,-0.3084434,0.2666468
22,-0.42207214,-0.33611718,"('untrustworthy', 'trustworthy')",-0.4220721,-0.3361172,0.0859549
23,6.2512865,6.3610635,"('insincere', 'sincere')",6.2512865,6.3610635,0.109777
24,1.6493644,1.6618268,"('dishonest', 'honest')",1.6493644,1.6618268,0.0124624
25,0.7394068,0.6759591,"('egoistic', 'altruistic')",0.7394068,0.6759591,-0.0634477
26,0.71953505,0.44635347,"('hardhearted', 'benevolent')",0.7195351,0.4463535,-0.2731816
27,1.8019373,1.6255912,"('hardhearted', 'softhearted')",1.8019373,1.6255912,-0.1763461
