,father_male,father_female,tuple,average_male,average_female,female-male
0,0.5337351,0.49432063,"('unsociable', 'sociable')",0.5337351,0.4943206,-0.0394145
1,1.3618062,1.285164,"('unfriendly', 'friendly')",1.3618062,1.285164,-0.0766422
2,0.56524026,0.73233294,"('unlikable', 'likable')",0.5652403,0.7323329,0.1670926
3,1.1491871,1.309807,"('repellent', 'pleasant')",1.1491871,1.3098069,0.1606198
4,-7.2138996,-7.01503,"('disliked', 'liked')",-7.2138996,-7.0150299,0.1988697
5,-0.4108065,-0.3758537,"('distant', 'outgoing')",-0.4108065,-0.3758537,0.0349528
6,-0.22324206,-0.2331419,"('distant', 'open')",-0.2232421,-0.2331419,-0.0098998
7,1.4761442,1.5484996,"('insensitive', 'sensitive')",1.4761442,1.5484996,0.0723554
8,0.96243477,0.8512713,"('unaffectionate', 'affectionate')",0.9624348,0.8512713,-0.1111635
9,1.2856687,1.2910298,"('unaffectionate', 'caring')",1.2856687,1.2910298,0.0053611
10,1.6374378,1.7916511,"('unsympathetic', 'sympathetic')",1.6374378,1.7916511,0.1542133
11,2.303759,2.3332193,"('unhelpful', 'helpful')",2.3037591,2.3332193,0.0294602
12,-0.8821873,-0.76950157,"('unsupportive', 'supportive')",-0.8821873,-0.7695016,0.1126857
13,0.6321485,0.62046313,"('impolite', 'polite')",0.6321485,0.6204631,-0.0116854
14,0.5717235,0.5584823,"('antisocial', 'social')",0.5717235,0.5584823,-0.0132412
15,0.10302673,0.10767033,"('boring', 'funny')",0.1030267,0.1076703,0.0046436
16,-0.81096345,-0.69776267,"('unpopular', 'popular')",-0.8109635,-0.6977627,0.1132008
17,-0.05378937,-0.018655699,"('nasty', 'nice')",-0.0537894,-0.0186557,0.0351337
18,-0.13030681,-0.15602148,"('disagreeable', 'welcoming')",-0.1303068,-0.1560215,-0.0257147
19,-0.4699205,-0.4374541,"('inhospitable', 'hospitable')",-0.4699205,-0.4374541,0.0324664
20,0.76085913,0.6198809,"('rough', 'thoughtful')",0.7608591,0.6198809,-0.1409782
21,0.6255026,0.7578549,"('immoral', 'moral')",0.6255026,0.7578549,0.1323523
22,0.3201323,0.3133667,"('untrustworthy', 'trustworthy')",0.3201323,0.3133667,-0.0067656
23,6.793827,6.777142,"('insincere', 'sincere')",6.7938271,6.777142,-0.0166851
24,2.2243083,2.2368965,"('dishonest', 'honest')",2.2243083,2.2368965,0.0125882
25,0.43742093,0.3079943,"('egoistic', 'altruistic')",0.4374209,0.3079943,-0.1294266
26,0.019678611,-0.032439433,"('hardhearted', 'benevolent')",0.0196786,-0.0324394,-0.052118
27,1.5591182,1.4099246,"('hardhearted', 'softhearted')",1.5591182,1.4099246,-0.1491936
28,1.3890413,1.3927952,"('disloyal', 'loyal')",1.3890413,1.3927952,0.0037539
29,-0.26429087,-0.37612742,"('unfair', 'fair')",-0.2642909,-0.3761274,-0.1118365
30,1.2197084,1.1979023,"('intolerant', 'tolerant')",1.2197084,1.1979023,-0.0218061
31,-1.6418891,-1.6422198,"('evil', 'good')",-1.6418891,-1.6422198,-0.0003307
32,1.5255988,1.456319,"('unkind', 'kind')",1.5255988,1.456319,-0.0692798
33,-0.6765109,-0.6853064,"('wrong', 'right')",-0.6765109,-0.6853064,-0.0087955
34,4.4041243,4.5309496,"('mean', 'honorable')",4.4041243,4.5309496,0.1268253
35,-1.3198453,-1.4643534,"('corrupt', 'incorrupt')",-1.3198453,-1.4643534,-0.1445081
36,-1.3995248,-1.5415014,"('hostile', 'amicable')",-1.3995248,-1.5415014,-0.1419766
37,1.0813538,1.0493151,"('fake', 'genuine')",1.0813538,1.0493151,-0.0320387
38,0.27264863,0.23222305,"('untruthful', 'truthful')",0.2726486,0.232223,-0.0404256
39,-0.056265492,-0.032051794,"('exploitative', 'cooperative')",-0.0562655,-0.0320518,0.0242137
40,-1.0552993,-0.9562614,"('stingy', 'generous')",-1.0552993,-0.9562614,0.0990379
41,0.056314774,0.03617381,"('unforgiving', 'forgiving')",0.0563148,0.0361738,-0.020141
42,-1.6470641,-1.4942508,"('unreliable', 'reliable')",-1.6470641,-1.4942508,0.1528133
43,1.6920837,1.6799148,"('irresponsible', 'responsible')",1.6920837,1.6799148,-0.0121689
44,-1.1817325,-1.3338044,"('prejudiced', 'unprejudiced')",-1.1817325,-1.3338044,-0.1520719
45,0.6198725,0.7541105,"('incompetent', 'competent')",0.6198725,0.7541105,0.134238
46,-0.062360458,0.10103567,"('uncompetitive', 'competitive')",-0.0623605,0.1010357,0.1633962
47,5.4577594,5.5971336,"('stupid', 'smart')",5.4577594,5.5971336,0.1393742
48,1.2353053,1.2076011,"('unintelligent', 'intelligent')",1.2353053,1.2076011,-0.0277042
49,0.118396394,0.30013856,"('unable', 'able')",0.1183964,0.3001386,0.1817422
50,0.004066456,0.05409408,"('clumsy', 'skillful')",0.0040665,0.0540941,0.0500276
51,1.1620309,1.2670068,"('uneducated', 'educated')",1.1620309,1.2670068,0.1049759
52,-0.7438947,-0.8011294,"('irrational', 'rational')",-0.7438947,-0.8011294,-0.0572347
53,0.37377688,0.42486882,"('uncreative', 'creative')",0.3737769,0.4248688,0.0510919
54,1.1818006,1.3359885,"('incapable', 'capable')",1.1818006,1.3359885,0.1541879
55,1.4405919,1.481671,"('incompetent', 'clever')",1.4405919,1.481671,0.0410791
56,0.8762057,1.0284482,"('impractical', 'practical')",0.8762057,1.0284482,0.1522425
57,-2.3238876,-2.0957878,"('unimaginative', 'imaginative')",-2.3238876,-2.0957878,0.2280998
58,-0.34802157,-0.28378224,"('undiscriminating', 'discriminating')",-0.3480216,-0.2837822,0.0642394
59,-0.10525127,-0.029714383,"('foolish', 'wise')",-0.1052513,-0.0297144,0.0755369
60,1.0523332,1.1842276,"('inefficient', 'efficient')",1.0523332,1.1842276,0.1318944
61,0.5030922,0.40372184,"('illogical', 'logical')",0.5030922,0.4037218,-0.0993704
62,1.9170202,2.1347585,"('incompetent', 'brilliant')",1.9170202,2.1347585,0.2177383
63,1.1933411,1.3966548,"('unperceptive', 'insightful')",1.1933411,1.3966548,0.2033137
64,-4.9921227,-4.794311,"('shy', 'confident')",-4.9921227,-4.794311,0.1978117
65,1.3156542,1.3372712,"('insecure', 'secure')",1.3156542,1.3372712,0.021617
66,-0.08483078,-0.07434118,"('inactive', 'active')",-0.0848308,-0.0743412,0.0104896
67,-0.6526495,-0.6308307,"('doubtful', 'determined')",-0.6526495,-0.6308307,0.0218188
68,-0.21244761,-0.20222384,"('dependent', 'independent')",-0.2124476,-0.2022238,0.0102238
