,gran_male,gran_female,tuple,average_male,average_female,female-male
0,-0.13364378,-0.1624738,"('unsociable', 'sociable')",-0.1336438,-0.1624738,-0.02883
1,2.203363,2.1689253,"('unfriendly', 'friendly')",2.2033629,2.1689253,-0.0344376
2,0.23986724,0.3639026,"('unlikable', 'likable')",0.2398672,0.3639026,0.1240354
3,0.9244426,1.0001202,"('repellent', 'pleasant')",0.9244426,1.0001202,0.0756776
4,-6.992879,-6.924265,"('disliked', 'liked')",-6.9928789,-6.9242649,0.068614
5,0.4807394,0.76613176,"('distant', 'outgoing')",0.4807394,0.7661318,0.2853924
6,0.7761095,1.024512,"('distant', 'open')",0.7761095,1.0245121,0.2484026
7,0.9203985,0.9917762,"('insensitive', 'sensitive')",0.9203985,0.9917762,0.0713777
8,1.6717443,1.6302928,"('unaffectionate', 'affectionate')",1.6717443,1.6302928,-0.0414515
9,1.9204398,2.0502684,"('unaffectionate', 'caring')",1.9204398,2.0502684,0.1298286
10,0.35914072,0.3431555,"('unsympathetic', 'sympathetic')",0.3591407,0.3431555,-0.0159852
11,1.5001397,1.6799,"('unhelpful', 'helpful')",1.5001397,1.6799001,0.1797604
12,-1.3738432,-1.1706578,"('unsupportive', 'supportive')",-1.3738432,-1.1706578,0.2031854
13,-0.12629466,-0.26799476,"('impolite', 'polite')",-0.1262947,-0.2679948,-0.1417001
14,-0.5771528,-0.62339765,"('antisocial', 'social')",-0.5771528,-0.6233976,-0.0462448
15,0.0627892,0.18332623,"('boring', 'funny')",0.0627892,0.1833262,0.120537
16,-0.13687469,-0.02335795,"('unpopular', 'popular')",-0.1368747,-0.023358,0.1135167
17,-0.09180358,0.021633742,"('nasty', 'nice')",-0.0918036,0.0216337,0.1134373
18,-0.0012508295,0.07203364,"('disagreeable', 'welcoming')",-0.0012508,0.0720336,0.0732844
19,0.0043485034,0.35592246,"('inhospitable', 'hospitable')",0.0043485,0.3559225,0.351574
20,0.4538548,0.30529678,"('rough', 'thoughtful')",0.4538548,0.3052968,-0.148558
21,-0.5939964,-0.35691777,"('immoral', 'moral')",-0.5939964,-0.3569178,0.2370786
22,-0.4926166,-0.21633393,"('untrustworthy', 'trustworthy')",-0.4926166,-0.2163339,0.2762827
