,facsimile_male,facsimile_female,tuple,average_male,average_female,female-male
0,-1.571644,-1.7007827,"('unsociable', 'sociable')",-1.5716439,-1.7007827,-0.1291388
1,-0.334787,-0.5703135,"('unfriendly', 'friendly')",-0.334787,-0.5703135,-0.2355265
2,-0.09589775,0.016411066,"('unlikable', 'likable')",-0.0958977,0.0164111,0.1123088
3,-1.3048,-1.2154372,"('repellent', 'pleasant')",-1.3048,-1.2154372,0.0893628
4,-0.35316733,-0.3929868,"('disliked', 'liked')",-0.3531673,-0.3929868,-0.0398195
5,0.0059598573,0.013333451,"('distant', 'outgoing')",0.0059599,0.0133335,0.0073736
6,0.21648887,0.20777279,"('distant', 'open')",0.2164889,0.2077728,-0.0087161
7,-1.1096971,-1.0747986,"('insensitive', 'sensitive')",-1.1096971,-1.0747986,0.0348985
8,-0.85438657,-0.9345485,"('unaffectionate', 'affectionate')",-0.8543866,-0.9345485,-0.0801619
9,-1.4656513,-1.6141063,"('unaffectionate', 'caring')",-1.4656513,-1.6141063,-0.148455
10,-1.9515046,-2.004426,"('unsympathetic', 'sympathetic')",-1.9515046,-2.004426,-0.0529214
11,-1.8054038,-1.7352456,"('unhelpful', 'helpful')",-1.8054038,-1.7352456,0.0701582
12,-2.3425143,-2.3259945,"('unsupportive', 'supportive')",-2.3425143,-2.3259945,0.0165198
13,-1.1619745,-1.2179195,"('impolite', 'polite')",-1.1619745,-1.2179195,-0.055945
14,-0.9171832,-0.9286538,"('antisocial', 'social')",-0.9171832,-0.9286538,-0.0114706
15,0.11635099,0.083342396,"('boring', 'funny')",0.116351,0.0833424,-0.0330086
16,0.17204635,0.16895157,"('unpopular', 'popular')",0.1720463,0.1689516,-0.0030947
17,-0.053037833,-0.008581838,"('nasty', 'nice')",-0.0530378,-0.0085818,0.044456
18,-0.9521874,-0.8845497,"('disagreeable', 'welcoming')",-0.9521874,-0.8845497,0.0676377
19,-0.48136732,-0.44655982,"('inhospitable', 'hospitable')",-0.4813673,-0.4465598,0.0348075
20,0.30667898,0.317887,"('rough', 'thoughtful')",0.306679,0.317887,0.011208
21,-1.1237319,-0.9966217,"('immoral', 'moral')",-1.1237319,-0.9966217,0.1271102
22,0.66862077,0.6393575,"('untrustworthy', 'trustworthy')",0.6686208,0.6393575,-0.0292633
23,-0.92453015,-0.9627384,"('insincere', 'sincere')",-0.9245301,-0.9627384,-0.0382083
24,-1.1456716,-1.1301359,"('dishonest', 'honest')",-1.1456716,-1.1301359,0.0155357
25,0.25010726,0.23929425,"('egoistic', 'altruistic')",0.2501073,0.2392942,-0.0108131
26,0.7215976,0.50028,"('hardhearted', 'benevolent')",0.7215976,0.50028,-0.2213176
27,-0.5702032,-0.6028277,"('hardhearted', 'softhearted')",-0.5702032,-0.6028277,-0.0326245
28,-0.95469636,-1.195535,"('disloyal', 'loyal')",-0.9546964,-1.1955349,-0.2408385
29,-0.35603878,-0.4403156,"('unfair', 'fair')",-0.3560388,-0.4403156,-0.0842768
30,-1.4194667,-1.3946266,"('intolerant', 'tolerant')",-1.4194667,-1.3946266,0.0248401
31,0.38440982,0.2696201,"('evil', 'good')",0.3844098,0.2696201,-0.1147897
32,-0.6428656,-0.69652355,"('unkind', 'kind')",-0.6428656,-0.6965235,-0.0536579
33,0.5985636,0.5073245,"('wrong', 'right')",0.5985636,0.5073245,-0.0912391
