,pea_male,pea_female,tuple,average_male,average_female,female-male
0,0.5527193,0.4568452,"('unsociable', 'sociable')",0.5527193,0.4568452,-0.0958741
1,0.787029,0.7219399,"('unfriendly', 'friendly')",0.787029,0.7219399,-0.0650891
2,-0.044380702,0.11629121,"('unlikable', 'likable')",-0.0443807,0.1162912,0.1606719
3,0.74661434,0.97358775,"('repellent', 'pleasant')",0.7466143,0.9735878,0.2269735
4,-6.9121747,-7.1025023,"('disliked', 'liked')",-6.9121747,-7.1025023,-0.1903276
5,-0.5258468,-0.54441047,"('distant', 'outgoing')",-0.5258468,-0.5444105,-0.0185637
6,0.0051677413,-0.1303135,"('distant', 'open')",0.0051677,-0.1303135,-0.1354812
7,1.5286652,1.5344046,"('insensitive', 'sensitive')",1.5286652,1.5344046,0.0057394
8,0.8384294,0.74707174,"('unaffectionate', 'affectionate')",0.8384294,0.7470717,-0.0913577
9,1.2294729,1.1999327,"('unaffectionate', 'caring')",1.2294729,1.1999327,-0.0295402
10,1.2499336,1.335276,"('unsympathetic', 'sympathetic')",1.2499336,1.335276,0.0853424
11,1.5831599,1.6168492,"('unhelpful', 'helpful')",1.5831599,1.6168492,0.0336893
12,-1.3859174,-1.3649824,"('unsupportive', 'supportive')",-1.3859174,-1.3649824,0.020935
13,0.083718665,0.29761502,"('impolite', 'polite')",0.0837187,0.297615,0.2138963
14,0.30487698,0.4242131,"('antisocial', 'social')",0.304877,0.4242131,0.1193361
15,0.63938624,0.50686884,"('boring', 'funny')",0.6393862,0.5068688,-0.1325174
16,-0.83019924,-0.855785,"('unpopular', 'popular')",-0.8301992,-0.855785,-0.0255858
17,0.13512403,0.14398593,"('nasty', 'nice')",0.135124,0.1439859,0.0088619
18,-0.6272965,-0.49305058,"('disagreeable', 'welcoming')",-0.6272965,-0.4930506,0.1342459
19,-0.6983136,-0.68262446,"('inhospitable', 'hospitable')",-0.6983136,-0.6826245,0.0156891
20,0.585661,0.45622298,"('rough', 'thoughtful')",0.585661,0.456223,-0.129438
21,-0.014717469,0.28088936,"('immoral', 'moral')",-0.0147175,0.2808894,0.2956069
22,0.039858405,0.082688645,"('untrustworthy', 'trustworthy')",0.0398584,0.0826886,0.0428302
23,5.772625,5.957823,"('insincere', 'sincere')",5.772625,5.9578228,0.1851978
24,1.1999663,1.3093054,"('dishonest', 'honest')",1.1999663,1.3093054,0.1093391
25,0.60956836,0.62425107,"('egoistic', 'altruistic')",0.6095684,0.6242511,0.0146827
26,1.2727159,1.0033419,"('hardhearted', 'benevolent')",1.2727159,1.0033419,-0.269374
27,1.7307084,1.5309486,"('hardhearted', 'softhearted')",1.7307084,1.5309486,-0.1997598
28,1.3692111,1.1821588,"('disloyal', 'loyal')",1.3692111,1.1821588,-0.1870523
29,-0.31188098,-0.4738395,"('unfair', 'fair')",-0.311881,-0.4738395,-0.1619585
30,0.92620385,1.0875578,"('intolerant', 'tolerant')",0.9262038,1.0875578,0.161354
31,-1.3444477,-1.43393,"('evil', 'good')",-1.3444477,-1.43393,-0.0894823
32,1.1905375,1.083403,"('unkind', 'kind')",1.1905375,1.083403,-0.1071345
33,-0.4437396,-0.48374352,"('wrong', 'right')",-0.4437396,-0.4837435,-0.0400039
34,3.7982643,4.1183233,"('mean', 'honorable')",3.7982643,4.1183233,0.320059
35,-0.9227798,-1.3233807,"('corrupt', 'incorrupt')",-0.9227798,-1.3233807,-0.4006009
36,-0.82480294,-1.0702611,"('hostile', 'amicable')",-0.8248029,-1.0702611,-0.2454582
37,1.0385864,1.0076355,"('fake', 'genuine')",1.0385864,1.0076355,-0.0309509
38,-0.6978112,-0.54094505,"('untruthful', 'truthful')",-0.6978112,-0.5409451,0.1568661
39,0.44881937,0.500783,"('exploitative', 'cooperative')",0.4488194,0.500783,0.0519636
40,-1.0179477,-1.0931493,"('stingy', 'generous')",-1.0179477,-1.0931493,-0.0752016
41,0.7153719,0.58424145,"('unforgiving', 'forgiving')",0.7153719,0.5842414,-0.1311305
42,-1.7155766,-1.7664216,"('unreliable', 'reliable')",-1.7155766,-1.7664216,-0.050845
43,1.0067842,1.1941594,"('irresponsible', 'responsible')",1.0067842,1.1941594,0.1873752
44,-1.0400501,-1.1054167,"('prejudiced', 'unprejudiced')",-1.0400501,-1.1054167,-0.0653666
45,0.787119,0.6065428,"('incompetent', 'competent')",0.787119,0.6065428,-0.1805762
46,-0.2139575,-0.21447004,"('uncompetitive', 'competitive')",-0.2139575,-0.21447,-0.0005125
47,4.461917,4.6568594,"('stupid', 'smart')",4.4619169,4.6568594,0.1949425
48,0.35354462,0.40268365,"('unintelligent', 'intelligent')",0.3535446,0.4026836,0.049139
49,-0.36058754,-0.26049763,"('unable', 'able')",-0.3605875,-0.2604976,0.1000899
50,-0.4233397,-0.4854207,"('clumsy', 'skillful')",-0.4233397,-0.4854207,-0.062081
51,0.56826365,0.5884338,"('uneducated', 'educated')",0.5682636,0.5884338,0.0201702
52,-0.097725585,-0.35250798,"('irrational', 'rational')",-0.0977256,-0.352508,-0.2547824
53,-0.083636194,-0.27328664,"('uncreative', 'creative')",-0.0836362,-0.2732866,-0.1896504
54,0.7243076,0.7463186,"('incapable', 'capable')",0.7243076,0.7463186,0.022011
55,1.0466762,1.1730269,"('incompetent', 'clever')",1.0466762,1.1730269,0.1263507
56,0.39907193,0.49785742,"('impractical', 'practical')",0.3990719,0.4978574,0.0987855
57,-1.3333356,-1.600061,"('unimaginative', 'imaginative')",-1.3333356,-1.6000611,-0.2667255
58,0.480641,0.43751195,"('undiscriminating', 'discriminating')",0.480641,0.437512,-0.043129
59,-0.09905357,-0.10773588,"('foolish', 'wise')",-0.0990536,-0.1077359,-0.0086823
60,0.29553482,0.68778443,"('inefficient', 'efficient')",0.2955348,0.6877844,0.3922496
61,0.40585664,0.2601674,"('illogical', 'logical')",0.4058566,0.2601674,-0.1456892
62,0.6354915,0.86412734,"('incompetent', 'brilliant')",0.6354915,0.8641273,0.2286358
63,0.2569204,0.34935704,"('unperceptive', 'insightful')",0.2569204,0.349357,0.0924366
64,-5.739506,-5.547467,"('shy', 'confident')",-5.7395058,-5.5474672,0.1920386
65,0.51550406,0.78347516,"('insecure', 'secure')",0.5155041,0.7834752,0.2679711
66,-0.09751552,-0.29468948,"('inactive', 'active')",-0.0975155,-0.2946895,-0.197174
67,-0.81103796,-0.7059963,"('doubtful', 'determined')",-0.811038,-0.7059963,0.1050417
68,-0.90507025,-0.74218035,"('dependent', 'independent')",-0.9050702,-0.7421803,0.1628899
69,-1.9936287,-2.0533981,"('lazy', 'industrious')",-1.9936287,-2.0533981,-0.0597694
70,1.8483721,1.8082467,"('lethargic', 'energetic')",1.8483721,1.8082467,-0.0401254
71,0.33751935,0.30827087,"('diffident', 'self-confident')",0.3375193,0.3082709,-0.0292484
72,0.83306885,1.1317008,"('unambitious', 'ambitious')",0.8330688,1.1317008,0.298632
73,-2.607397,-2.5543685,"('helpless', 'self-reliant')",-2.6073971,-2.5543685,0.0530286
74,0.60307074,0.4054598,"('undedicated', 'dedicated')",0.6030707,0.4054598,-0.1976109
75,-0.6410782,-0.65351987,"('meek', 'impulsive')",-0.6410782,-0.6535199,-0.0124417
76,0.64510006,0.7628483,"('anxious', 'daring')",0.6451001,0.7628483,0.1177482
77,-1.4121869,-1.2558035,"('unmotivated', 'motivated')",-1.4121869,-1.2558035,0.1563834
78,-0.9568013,-1.0661001,"('nonresilient', 'resilient')",-0.9568013,-1.0661001,-0.1092988
79,-0.100470215,-0.22026066,"('wavering', 'unwavering')",-0.1004702,-0.2202607,-0.1197905
80,0.2807297,0.21027842,"('dominated', 'dominating')",0.2807297,0.2102784,-0.0704513
