,spectacles_male,spectacles_female,tuple,average_male,average_female,female-male
0,0.71929455,0.4569398,"('unsociable', 'sociable')",0.7192945,0.4569398,-0.2623547
1,0.10067024,-0.18865159,"('unfriendly', 'friendly')",0.1006702,-0.1886516,-0.2893218
2,0.13371065,0.0012118462,"('unlikable', 'likable')",0.1337107,0.0012118,-0.1324989
3,0.090679765,0.21534939,"('repellent', 'pleasant')",0.0906798,0.2153494,0.1246696
4,-3.3459926,-3.4185486,"('disliked', 'liked')",-3.3459926,-3.4185486,-0.072556
5,-0.7667692,-0.87212807,"('distant', 'outgoing')",-0.7667692,-0.8721281,-0.1053589
6,-1.2261071,-1.3231673,"('distant', 'open')",-1.2261071,-1.3231673,-0.0970602
7,0.5211897,0.59365326,"('insensitive', 'sensitive')",0.5211897,0.5936533,0.0724636
8,-0.3159277,-0.46912664,"('unaffectionate', 'affectionate')",-0.3159277,-0.4691266,-0.1531989
9,-0.09185559,-0.1601371,"('unaffectionate', 'caring')",-0.0918556,-0.1601371,-0.0682815
10,0.4233969,0.10862137,"('unsympathetic', 'sympathetic')",0.4233969,0.1086214,-0.3147755
11,0.6828449,0.61625946,"('unhelpful', 'helpful')",0.6828449,0.6162595,-0.0665854
12,-0.5638748,-0.62257445,"('unsupportive', 'supportive')",-0.5638748,-0.6225744,-0.0586996
13,0.4389095,0.13374001,"('impolite', 'polite')",0.4389095,0.13374,-0.3051695
14,1.6328787,1.6137593,"('antisocial', 'social')",1.6328787,1.6137593,-0.0191194
15,0.052418202,-0.14786318,"('boring', 'funny')",0.0524182,-0.1478632,-0.2002814
16,-0.5392407,-0.5946577,"('unpopular', 'popular')",-0.5392407,-0.5946577,-0.055417
17,-0.22754396,-0.2219508,"('nasty', 'nice')",-0.227544,-0.2219508,0.0055932
18,-1.3360456,-1.3320532,"('disagreeable', 'welcoming')",-1.3360456,-1.3320532,0.0039924
19,-1.2358683,-1.3585821,"('inhospitable', 'hospitable')",-1.2358683,-1.3585821,-0.1227138
20,1.0646378,0.9788301,"('rough', 'thoughtful')",1.0646378,0.9788301,-0.0858077
21,0.62760735,0.47941628,"('immoral', 'moral')",0.6276073,0.4794163,-0.148191
22,-0.17349538,-0.24711525,"('untrustworthy', 'trustworthy')",-0.1734954,-0.2471153,-0.0736199
23,3.1978536,3.3091965,"('insincere', 'sincere')",3.1978536,3.3091965,0.1113429
24,0.33094174,0.3524228,"('dishonest', 'honest')",0.3309417,0.3524228,0.0214811
25,-0.08384846,0.11943908,"('egoistic', 'altruistic')",-0.0838485,0.1194391,0.2032876
26,1.0519927,0.64000565,"('hardhearted', 'benevolent')",1.0519927,0.6400056,-0.4119871
27,0.087482795,0.12615204,"('hardhearted', 'softhearted')",0.0874828,0.126152,0.0386692
28,0.54466856,0.49517882,"('disloyal', 'loyal')",0.5446686,0.4951788,-0.0494898
29,-0.80030507,-1.0038538,"('unfair', 'fair')",-0.8003051,-1.0038538,-0.2035487
30,0.7293182,0.6857814,"('intolerant', 'tolerant')",0.7293182,0.6857814,-0.0435368
31,-1.5429614,-1.4826372,"('evil', 'good')",-1.5429614,-1.4826372,0.0603242
32,0.84590733,0.48858216,"('unkind', 'kind')",0.8459073,0.4885822,-0.3573251
33,-0.23243067,-0.29250148,"('wrong', 'right')",-0.2324307,-0.2925015,-0.0600708
34,1.9460037,2.1067367,"('mean', 'honorable')",1.9460037,2.1067367,0.160733
35,-0.89592403,-0.9236636,"('corrupt', 'incorrupt')",-0.895924,-0.9236636,-0.0277396
36,-1.2094376,-1.2493107,"('hostile', 'amicable')",-1.2094376,-1.2493107,-0.0398731
