,national_male,national_female,tuple,semiconductor_male,semiconductor_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.9858613,-2.116559,"('unsociable', 'sociable')",-0.8934029,-0.9617662,-0.4296058,-0.56879616,-1.1029566,-1.2157071,-0.1127505
1,0.2991197,0.19135451,"('unfriendly', 'friendly')",1.716757,1.6096627,1.6982398,1.6014009,1.2380389,1.1341394,-0.1038995
2,0.43598136,0.468605,"('unlikable', 'likable')",0.11853702,0.1520062,0.7605359,0.76771533,0.4383514,0.4627755,0.0244241
3,-1.0553511,-0.99617726,"('repellent', 'pleasant')",-1.6026789,-1.5919112,0.7474303,0.7423486,-0.6368666,-0.6152466,0.02162
4,-0.09599368,-0.15670373,"('disliked', 'liked')",0.21836406,0.12793005,-5.970962,-6.13933,-1.9495306,-2.0560346,-0.106504
5,0.2318804,0.24781448,"('distant', 'outgoing')",0.92718273,0.9459348,-0.5014409,-0.4667039,0.2192074,0.2423484,0.023141
6,0.3503626,0.3737556,"('distant', 'open')",1.1295488,1.1169194,-0.50424683,-0.49638826,0.3252215,0.3314289,0.0062074
7,-0.8608037,-0.90244865,"('insensitive', 'sensitive')",-0.4159382,-0.4104555,0.13962397,0.15043607,-0.3790393,-0.3874894,-0.0084501
8,0.0851015,0.06218546,"('unaffectionate', 'affectionate')",1.5087595,1.4498019,0.48514903,0.420049,0.6930033,0.6440121,-0.0489912
9,0.33826238,0.25195327,"('unaffectionate', 'caring')",1.2507846,1.1935513,0.94555134,0.9320804,0.8448661,0.7925283,-0.0523378
10,-1.7651621,-1.7523265,"('unsympathetic', 'sympathetic')",-1.9913312,-1.9916108,-1.0352753,-1.0746233,-1.5972562,-1.6061869,-0.0089307
11,-0.51162606,-0.5352931,"('unhelpful', 'helpful')",-0.21140382,-0.18109271,1.4871404,1.4655915,0.2547035,0.2497352,-0.0049683
12,-0.17031993,-0.09607211,"('unsupportive', 'supportive')",0.22032572,0.23389295,-2.077653,-2.0354478,-0.6758823,-0.6325423,0.04334
13,-1.6040094,-1.6734556,"('impolite', 'polite')",-1.1039739,-1.0677698,-1.1400796,-1.1549345,-1.2826877,-1.2987199,-0.0160322
14,-0.8545417,-0.87238204,"('antisocial', 'social')",-1.0681305,-1.0586512,-0.00848164,-0.07923617,-0.643718,-0.6700898,-0.0263718
15,0.084186435,-0.07375087,"('boring', 'funny')",0.785045,0.7610129,0.098130286,0.061770722,0.3224539,0.2496776,-0.0727763
16,0.6216496,0.6171874,"('unpopular', 'popular')",0.8204631,0.7905174,0.5618502,0.4735028,0.6679877,0.6270692,-0.0409185
17,0.035743624,0.044903323,"('nasty', 'nice')",0.047852986,0.10078543,-0.38440946,-0.3225016,-0.1002709,-0.0589376,0.0413333
18,1.2548252,1.2459216,"('disagreeable', 'welcoming')",0.39783737,0.3761772,-0.3528073,-0.39550704,0.4332851,0.4088639,-0.0244212
19,0.44835708,0.45573238,"('inhospitable', 'hospitable')",0.365598,0.36690122,-0.3973951,-0.30142963,0.1388533,0.1737347,0.0348814
20,-0.005731236,0.05460618,"('rough', 'thoughtful')",0.6376086,0.6034063,0.83844376,0.8019766,0.4901071,0.486663,-0.0034441
