,taro_male,taro_female,tuple,average_male,average_female,female-male
0,-0.050296374,-0.33438778,"('unsociable', 'sociable')",-0.0502964,-0.3343878,-0.2840914
1,0.26696345,0.3016133,"('unfriendly', 'friendly')",0.2669635,0.3016133,0.0346498
2,1.0190123,1.0795202,"('unlikable', 'likable')",1.0190123,1.0795202,0.0605079
3,0.03908429,0.099168606,"('repellent', 'pleasant')",0.0390843,0.0991686,0.0600843
4,-2.2433558,-2.2791553,"('disliked', 'liked')",-2.2433558,-2.2791553,-0.0357995
5,-0.63729316,-0.45622936,"('distant', 'outgoing')",-0.6372932,-0.4562294,0.1810638
6,-0.68760806,-0.49385616,"('distant', 'open')",-0.6876081,-0.4938562,0.1937519
7,0.33402592,0.2832424,"('insensitive', 'sensitive')",0.3340259,0.2832424,-0.0507835
8,0.34664947,0.27075407,"('unaffectionate', 'affectionate')",0.3466495,0.2707541,-0.0758954
9,0.14842243,0.06624374,"('unaffectionate', 'caring')",0.1484224,0.0662437,-0.0821787
10,0.26442963,0.08193688,"('unsympathetic', 'sympathetic')",0.2644296,0.0819369,-0.1824927
11,1.0971876,1.1158458,"('unhelpful', 'helpful')",1.0971876,1.1158458,0.0186582
12,-0.7511838,-0.83972645,"('unsupportive', 'supportive')",-0.7511838,-0.8397264,-0.0885426
13,0.28966835,0.16137327,"('impolite', 'polite')",0.2896684,0.1613733,-0.1282951
14,-0.021612223,-0.28208038,"('antisocial', 'social')",-0.0216122,-0.2820804,-0.2604682
15,0.8278727,0.8233597,"('boring', 'funny')",0.8278727,0.8233597,-0.004513
16,0.06970499,0.17231601,"('unpopular', 'popular')",0.069705,0.172316,0.102611
17,-0.51936203,-0.46712697,"('nasty', 'nice')",-0.519362,-0.467127,0.052235
18,-0.44541654,-0.5642511,"('disagreeable', 'welcoming')",-0.4454165,-0.5642511,-0.1188346
19,-0.48617172,-0.29225963,"('inhospitable', 'hospitable')",-0.4861717,-0.2922596,0.1939121
20,0.022893656,-0.07561673,"('rough', 'thoughtful')",0.0228937,-0.0756167,-0.0985104
21,0.90826035,0.752703,"('immoral', 'moral')",0.9082603,0.752703,-0.1555573
22,0.21687014,0.20603229,"('untrustworthy', 'trustworthy')",0.2168701,0.2060323,-0.0108378
23,2.3238566,2.3816662,"('insincere', 'sincere')",2.3238566,2.3816662,0.0578096
24,0.45320642,0.44566426,"('dishonest', 'honest')",0.4532064,0.4456643,-0.0075421
25,0.07670299,-0.0010548607,"('egoistic', 'altruistic')",0.076703,-0.0010549,-0.0777579
26,0.5287221,0.38835698,"('hardhearted', 'benevolent')",0.5287221,0.388357,-0.1403651
27,0.026637105,0.030815918,"('hardhearted', 'softhearted')",0.0266371,0.0308159,0.0041788
28,0.48567426,0.34349364,"('disloyal', 'loyal')",0.4856743,0.3434936,-0.1421807
29,-0.826725,-0.77504843,"('unfair', 'fair')",-0.826725,-0.7750484,0.0516766
30,0.24636583,0.06988774,"('intolerant', 'tolerant')",0.2463658,0.0698877,-0.1764781
31,-1.6371869,-1.3216426,"('evil', 'good')",-1.6371869,-1.3216426,0.3155443
32,0.78490496,0.58858913,"('unkind', 'kind')",0.784905,0.5885891,-0.1963159
33,-0.4505652,-0.47282884,"('wrong', 'right')",-0.4505652,-0.4728288,-0.0222636
34,2.0225601,2.25179,"('mean', 'honorable')",2.0225601,2.25179,0.2292299
35,-0.57989126,-0.43764946,"('corrupt', 'incorrupt')",-0.5798913,-0.4376495,0.1422418
36,-0.43432876,-0.20320487,"('hostile', 'amicable')",-0.4343288,-0.2032049,0.2311239
37,0.24483578,0.19985543,"('fake', 'genuine')",0.2448358,0.1998554,-0.0449804
38,0.21417366,0.3252861,"('untruthful', 'truthful')",0.2141737,0.3252861,0.1111124
39,-0.28961968,-0.3998505,"('exploitative', 'cooperative')",-0.2896197,-0.3998505,-0.1102308
40,-1.2464223,-1.1693021,"('stingy', 'generous')",-1.2464223,-1.1693021,0.0771202
41,0.67423797,0.63594204,"('unforgiving', 'forgiving')",0.674238,0.635942,-0.038296
42,-0.85771227,-0.9809034,"('unreliable', 'reliable')",-0.8577123,-0.9809034,-0.1231911
43,-0.03666774,-0.11991508,"('irresponsible', 'responsible')",-0.0366677,-0.1199151,-0.0832474
44,-1.3605107,-1.4735732,"('prejudiced', 'unprejudiced')",-1.3605107,-1.4735732,-0.1130625
45,0.10462738,0.115395464,"('incompetent', 'competent')",0.1046274,0.1153955,0.0107681
46,0.65146196,0.4602908,"('uncompetitive', 'competitive')",0.651462,0.4602908,-0.1911712
47,1.7410626,1.9814736,"('stupid', 'smart')",1.7410626,1.9814736,0.240411
48,0.6493233,0.52926147,"('unintelligent', 'intelligent')",0.6493233,0.5292615,-0.1200618
49,-0.33652532,-0.32163963,"('unable', 'able')",-0.3365253,-0.3216396,0.0148857
50,0.40463257,0.3962456,"('clumsy', 'skillful')",0.4046326,0.3962456,-0.008387
51,0.32789582,0.3397238,"('uneducated', 'educated')",0.3278958,0.3397238,0.011828
52,-0.49645194,-0.3906513,"('irrational', 'rational')",-0.4964519,-0.3906513,0.1058006
53,-0.20538676,-0.061604347,"('uncreative', 'creative')",-0.2053868,-0.0616043,0.1437825
54,0.06093446,0.08631347,"('incapable', 'capable')",0.0609345,0.0863135,0.025379
55,0.5288102,0.27372855,"('incompetent', 'clever')",0.5288102,0.2737285,-0.2550817
56,0.5942854,0.52548945,"('impractical', 'practical')",0.5942854,0.5254894,-0.068796
57,-1.4819978,-1.5819638,"('unimaginative', 'imaginative')",-1.4819978,-1.5819638,-0.099966
58,0.31129545,0.32016772,"('undiscriminating', 'discriminating')",0.3112954,0.3201677,0.0088723
59,-0.30380166,-0.068373404,"('foolish', 'wise')",-0.3038017,-0.0683734,0.2354283
60,0.3892616,0.16653183,"('inefficient', 'efficient')",0.3892616,0.1665318,-0.2227298
61,0.2712753,0.20551914,"('illogical', 'logical')",0.2712753,0.2055191,-0.0657562
62,0.52547765,0.51143014,"('incompetent', 'brilliant')",0.5254776,0.5114301,-0.0140475
63,0.94222265,1.0165559,"('unperceptive', 'insightful')",0.9422227,1.0165559,0.0743332
64,-2.8702357,-2.9918404,"('shy', 'confident')",-2.8702357,-2.9918404,-0.1216047
65,-0.5969082,-0.67179036,"('insecure', 'secure')",-0.5969082,-0.6717904,-0.0748822
66,-1.4875852,-1.352978,"('inactive', 'active')",-1.4875852,-1.352978,0.1346072
67,0.24012722,0.21610992,"('doubtful', 'determined')",0.2401272,0.2161099,-0.0240173
68,-0.212347,-0.26696667,"('dependent', 'independent')",-0.212347,-0.2669667,-0.0546197
69,-1.2701617,-1.1023045,"('lazy', 'industrious')",-1.2701617,-1.1023045,0.1678572
70,0.3231251,0.24359567,"('lethargic', 'energetic')",0.3231251,0.2435957,-0.0795294
71,0.084886,0.0579552,"('diffident', 'self-confident')",0.084886,0.0579552,-0.0269308
72,-0.17423677,-0.20519072,"('unambitious', 'ambitious')",-0.1742368,-0.2051907,-0.0309539
73,-1.4674538,-1.4955318,"('helpless', 'self-reliant')",-1.4674538,-1.4955318,-0.028078
74,0.41054374,0.38494393,"('undedicated', 'dedicated')",0.4105437,0.3849439,-0.0255998
75,-0.30175275,-0.062273838,"('meek', 'impulsive')",-0.3017527,-0.0622738,0.2394789
76,0.46207196,0.26273352,"('anxious', 'daring')",0.462072,0.2627335,-0.1993385
77,-0.41386664,-0.50269663,"('unmotivated', 'motivated')",-0.4138666,-0.5026966,-0.08883
78,0.02086372,-0.019739687,"('nonresilient', 'resilient')",0.0208637,-0.0197397,-0.0406034
79,-0.6920163,-0.4245925,"('wavering', 'unwavering')",-0.6920163,-0.4245925,0.2674238
80,-0.4196911,-0.5705174,"('dominated', 'dominating')",-0.4196911,-0.5705174,-0.1508263
81,-0.18675543,-0.34241062,"('submissive', 'aggressive')",-0.1867554,-0.3424106,-0.1556552
82,2.712972,2.8521202,"('poor', 'rich')",2.7129719,2.8521202,0.1391483
