,great-grandfather_male,great-grandfather_female,tuple,average_male,average_female,female-male
0,-0.5125316,-0.9032525,"('unsociable', 'sociable')",-0.5125316,-0.9032525,-0.3907209
1,0.39536545,0.43553996,"('unfriendly', 'friendly')",0.3953654,0.43554,0.0401746
2,-0.45589837,-0.24876179,"('unlikable', 'likable')",-0.4558984,-0.2487618,0.2071366
3,-0.17094555,-0.124626875,"('repellent', 'pleasant')",-0.1709456,-0.1246269,0.0463187
4,1.4949638,1.4976838,"('disliked', 'liked')",1.4949638,1.4976838,0.00272
5,-1.1161087,-0.9289164,"('distant', 'outgoing')",-1.1161087,-0.9289164,0.1871923
6,-1.8183761,-1.5486453,"('distant', 'open')",-1.8183761,-1.5486453,0.2697308
7,-0.50821286,-0.68629915,"('insensitive', 'sensitive')",-0.5082129,-0.6862991,-0.1780862
8,1.0608026,1.0196472,"('unaffectionate', 'affectionate')",1.0608026,1.0196472,-0.0411554
9,0.47365934,0.43261302,"('unaffectionate', 'caring')",0.4736593,0.432613,-0.0410463
10,-1.4014959,-1.693425,"('unsympathetic', 'sympathetic')",-1.4014959,-1.6934251,-0.2919292
11,-1.1502377,-1.2581766,"('unhelpful', 'helpful')",-1.1502377,-1.2581766,-0.1079389
12,-0.15746078,-0.24927345,"('unsupportive', 'supportive')",-0.1574608,-0.2492734,-0.0918126
13,-0.67282355,-0.9578655,"('impolite', 'polite')",-0.6728235,-0.9578655,-0.285042
14,-1.4738747,-1.5740285,"('antisocial', 'social')",-1.4738747,-1.5740285,-0.1001538
15,0.8323189,0.9188799,"('boring', 'funny')",0.8323189,0.9188799,0.086561
16,0.03471114,0.07823058,"('unpopular', 'popular')",0.0347111,0.0782306,0.0435195
17,0.7713636,0.711955,"('nasty', 'nice')",0.7713636,0.711955,-0.0594086
18,0.7649696,0.82070494,"('disagreeable', 'welcoming')",0.7649696,0.8207049,0.0557353
19,0.52705586,0.58821803,"('inhospitable', 'hospitable')",0.5270559,0.588218,0.0611621
20,0.3575637,0.18017675,"('rough', 'thoughtful')",0.3575637,0.1801767,-0.177387
21,-0.45858747,-0.6420838,"('immoral', 'moral')",-0.4585875,-0.6420838,-0.1834963
22,-1.2778401,-1.3368169,"('untrustworthy', 'trustworthy')",-1.2778401,-1.3368169,-0.0589768
23,0.6941088,0.4504398,"('insincere', 'sincere')",0.6941088,0.4504398,-0.243669
24,-0.812223,-0.83504105,"('dishonest', 'honest')",-0.812223,-0.835041,-0.022818
25,0.9944001,1.2219347,"('egoistic', 'altruistic')",0.9944001,1.2219347,0.2275346
