,contribution_male,contribution_female,tuple,average_male,average_female,female-male
0,0.54141873,0.3667242,"('unsociable', 'sociable')",0.5414187,0.3667242,-0.1746945
1,-0.08491854,-0.15287937,"('unfriendly', 'friendly')",-0.0849185,-0.1528794,-0.0679609
2,0.11212857,0.18003668,"('unlikable', 'likable')",0.1121286,0.1800367,0.0679081
3,0.7280108,0.8226074,"('repellent', 'pleasant')",0.7280108,0.8226074,0.0945966
4,-7.2867165,-7.343691,"('disliked', 'liked')",-7.2867165,-7.3436909,-0.0569744
5,-1.9269007,-1.9253863,"('distant', 'outgoing')",-1.9269007,-1.9253863,0.0015144
6,-1.5796905,-1.575962,"('distant', 'open')",-1.5796905,-1.5759619,0.0037286
7,1.6403147,1.602759,"('insensitive', 'sensitive')",1.6403147,1.602759,-0.0375557
8,0.21307078,0.16724178,"('unaffectionate', 'affectionate')",0.2130708,0.1672418,-0.045829
9,1.1730676,1.1596735,"('unaffectionate', 'caring')",1.1730676,1.1596735,-0.0133941
10,2.0819495,2.0120747,"('unsympathetic', 'sympathetic')",2.0819495,2.0120747,-0.0698748
11,2.7571917,2.6385586,"('unhelpful', 'helpful')",2.7571917,2.6385586,-0.1186331
12,-1.0699939,-1.1079086,"('unsupportive', 'supportive')",-1.0699939,-1.1079086,-0.0379147
13,0.61060363,0.546829,"('impolite', 'polite')",0.6106036,0.546829,-0.0637746
14,1.0388097,1.0207705,"('antisocial', 'social')",1.0388097,1.0207705,-0.0180392
15,0.41507277,0.32183328,"('boring', 'funny')",0.4150728,0.3218333,-0.0932395
16,-0.9788165,-0.96239924,"('unpopular', 'popular')",-0.9788165,-0.9623992,0.0164173
17,0.15646495,0.11612624,"('nasty', 'nice')",0.1564649,0.1161262,-0.0403387
18,-0.9266952,-0.95518535,"('disagreeable', 'welcoming')",-0.9266952,-0.9551854,-0.0284902
19,-1.102312,-1.1722989,"('inhospitable', 'hospitable')",-1.102312,-1.1722989,-0.0699869
20,1.2084707,1.1743459,"('rough', 'thoughtful')",1.2084707,1.1743459,-0.0341248
21,0.48483762,0.50353235,"('immoral', 'moral')",0.4848376,0.5035324,0.0186948
22,0.16486618,0.11202554,"('untrustworthy', 'trustworthy')",0.1648662,0.1120255,-0.0528407
23,6.3991947,6.343428,"('insincere', 'sincere')",6.3991947,6.3434281,-0.0557666
24,1.6785905,1.6006118,"('dishonest', 'honest')",1.6785905,1.6006118,-0.0779787
25,0.05638493,0.0013926327,"('egoistic', 'altruistic')",0.0563849,0.0013926,-0.0549923
26,0.931932,0.9032214,"('hardhearted', 'benevolent')",0.931932,0.9032214,-0.0287106
27,1.3111726,1.1271244,"('hardhearted', 'softhearted')",1.3111726,1.1271244,-0.1840482
28,1.1914884,1.0043955,"('disloyal', 'loyal')",1.1914884,1.0043955,-0.1870929
29,-0.7005848,-0.8411746,"('unfair', 'fair')",-0.7005848,-0.8411746,-0.1405898
30,1.686091,1.6281983,"('intolerant', 'tolerant')",1.6860909,1.6281983,-0.0578926
31,-2.0935454,-2.0655859,"('evil', 'good')",-2.0935454,-2.0655859,0.0279595
32,1.7818637,1.6290865,"('unkind', 'kind')",1.7818637,1.6290865,-0.1527772
33,-0.79008645,-0.8376845,"('wrong', 'right')",-0.7900864,-0.8376845,-0.0475981
34,4.077634,4.2060103,"('mean', 'honorable')",4.0776339,4.2060103,0.1283764
35,-1.6152625,-1.8409244,"('corrupt', 'incorrupt')",-1.6152625,-1.8409244,-0.2256619
36,-1.4211044,-1.5809498,"('hostile', 'amicable')",-1.4211044,-1.5809498,-0.1598454
37,0.82433796,0.75222164,"('fake', 'genuine')",0.824338,0.7522216,-0.0721164
38,0.025473088,-0.074753046,"('untruthful', 'truthful')",0.0254731,-0.074753,-0.1002261
39,0.4099574,0.34842297,"('exploitative', 'cooperative')",0.4099574,0.348423,-0.0615344
40,-1.7808436,-1.9035437,"('stingy', 'generous')",-1.7808436,-1.9035437,-0.1227001
41,0.580333,0.43346637,"('unforgiving', 'forgiving')",0.580333,0.4334664,-0.1468666
42,-1.4534049,-1.4565754,"('unreliable', 'reliable')",-1.4534049,-1.4565754,-0.0031705
43,1.5523837,1.6053672,"('irresponsible', 'responsible')",1.5523837,1.6053672,0.0529835
44,-1.2563118,-1.234906,"('prejudiced', 'unprejudiced')",-1.2563118,-1.234906,0.0214058
45,0.816449,0.6449433,"('incompetent', 'competent')",0.816449,0.6449433,-0.1715057
46,-0.037295632,-0.044142716,"('uncompetitive', 'competitive')",-0.0372956,-0.0441427,-0.0068471
47,4.8084736,4.937679,"('stupid', 'smart')",4.8084736,4.9376788,0.1292052
48,0.90140164,0.81819355,"('unintelligent', 'intelligent')",0.9014016,0.8181936,-0.083208
49,-0.38936374,-0.31363118,"('unable', 'able')",-0.3893637,-0.3136312,0.0757325
50,-0.7948442,-0.8320962,"('clumsy', 'skillful')",-0.7948442,-0.8320962,-0.037252
51,0.6750818,0.54160964,"('uneducated', 'educated')",0.6750818,0.5416096,-0.1334722
52,-1.063772,-1.2286377,"('irrational', 'rational')",-1.063772,-1.2286377,-0.1648657
53,-0.20475924,-0.25538743,"('uncreative', 'creative')",-0.2047592,-0.2553874,-0.0506282
54,0.6996139,0.71083206,"('incapable', 'capable')",0.6996139,0.7108321,0.0112182
55,1.3057421,1.3285795,"('incompetent', 'clever')",1.3057421,1.3285795,0.0228374
56,1.4320153,1.3753427,"('impractical', 'practical')",1.4320153,1.3753427,-0.0566726
57,-1.9489969,-1.9787171,"('unimaginative', 'imaginative')",-1.9489969,-1.9787171,-0.0297202
58,-0.079818904,-0.11823165,"('undiscriminating', 'discriminating')",-0.0798189,-0.1182316,-0.0384127
59,-1.2915541,-1.2832804,"('foolish', 'wise')",-1.2915541,-1.2832804,0.0082737
60,1.4444325,1.5142235,"('inefficient', 'efficient')",1.4444325,1.5142235,0.069791
61,0.26726767,-0.030079313,"('illogical', 'logical')",0.2672677,-0.0300793,-0.297347
62,1.3621407,1.3696288,"('incompetent', 'brilliant')",1.3621407,1.3696288,0.0074881
63,0.58911735,0.51947767,"('unperceptive', 'insightful')",0.5891173,0.5194777,-0.0696396
64,-5.356151,-5.3300986,"('shy', 'confident')",-5.3561511,-5.3300986,0.0260525
65,1.3058552,1.2841345,"('insecure', 'secure')",1.3058552,1.2841345,-0.0217207
66,-0.16721597,-0.22654977,"('inactive', 'active')",-0.167216,-0.2265498,-0.0593338
67,-0.09105395,-0.0730607,"('doubtful', 'determined')",-0.0910539,-0.0730607,0.0179932
68,-1.0294085,-1.0483452,"('dependent', 'independent')",-1.0294085,-1.0483452,-0.0189367
69,-2.0290368,-2.0423865,"('lazy', 'industrious')",-2.0290368,-2.0423865,-0.0133497
70,2.4349158,2.368412,"('lethargic', 'energetic')",2.4349158,2.368412,-0.0665038
71,-0.228334,-0.198008,"('diffident', 'self-confident')",-0.228334,-0.198008,0.030326
72,1.0178863,1.1398089,"('unambitious', 'ambitious')",1.0178863,1.1398089,0.1219226
73,-3.4707096,-3.3572893,"('helpless', 'self-reliant')",-3.4707096,-3.3572893,0.1134203
74,0.3085511,0.24229929,"('undedicated', 'dedicated')",0.3085511,0.2422993,-0.0662518
75,-0.8181002,-0.6599721,"('meek', 'impulsive')",-0.8181002,-0.6599721,0.1581281
76,1.1111293,1.115365,"('anxious', 'daring')",1.1111293,1.115365,0.0042357
77,-0.3094263,-0.32899758,"('unmotivated', 'motivated')",-0.3094263,-0.3289976,-0.0195713
78,-1.0016426,-1.0306371,"('nonresilient', 'resilient')",-1.0016426,-1.0306371,-0.0289945
79,-0.7766673,-0.8807488,"('wavering', 'unwavering')",-0.7766673,-0.8807488,-0.1040815
80,0.87801385,0.75745636,"('dominated', 'dominating')",0.8780138,0.7574564,-0.1205574
81,1.5708038,1.5850164,"('submissive', 'aggressive')",1.5708038,1.5850164,0.0142126
82,5.661409,5.7452416,"('poor', 'rich')",5.6614089,5.7452416,0.0838327
83,-0.2903762,-0.27014124,"('powerless', 'powerful')",-0.2903762,-0.2701412,0.020235
84,-0.17544118,-0.1995793,"('inferior', 'superior')",-0.1754412,-0.1995793,-0.0241381
85,-2.4686472,-2.5933635,"('insignificant', 'prestigious')",-2.4686472,-2.5933635,-0.1247163
86,0.6754099,0.57488173,"('uninfluential', 'influential')",0.6754099,0.5748817,-0.1005282
87,-0.24444942,-0.2597268,"('unsuccessful', 'successful')",-0.2444494,-0.2597268,-0.0152774
88,0.45586553,0.3382886,"('low', 'eminent')",0.4558655,0.3382886,-0.1175769
