,lox_male,lox_female,tuple,average_male,average_female,female-male
0,-0.34869945,-0.5262488,"('unsociable', 'sociable')",-0.3486995,-0.5262488,-0.1775493
1,-0.6057014,-0.99789274,"('unfriendly', 'friendly')",-0.6057014,-0.9978927,-0.3921913
2,-0.015052859,-0.09136061,"('unlikable', 'likable')",-0.0150529,-0.0913606,-0.0763077
3,0.17469174,0.48004797,"('repellent', 'pleasant')",0.1746917,0.480048,0.3053563
4,-3.037326,-3.165208,"('disliked', 'liked')",-3.0373261,-3.1652081,-0.127882
5,-1.4990185,-1.7127804,"('distant', 'outgoing')",-1.4990185,-1.7127804,-0.2137619
6,-1.4002675,-1.5820295,"('distant', 'open')",-1.4002675,-1.5820295,-0.181762
7,0.2776911,0.34399608,"('insensitive', 'sensitive')",0.2776911,0.3439961,0.066305
8,-1.2281855,-1.413745,"('unaffectionate', 'affectionate')",-1.2281855,-1.413745,-0.1855595
9,-0.58820313,-0.76870835,"('unaffectionate', 'caring')",-0.5882031,-0.7687083,-0.1805052
10,-0.44832072,-0.53572047,"('unsympathetic', 'sympathetic')",-0.4483207,-0.5357205,-0.0873998
11,0.31763667,0.4209504,"('unhelpful', 'helpful')",0.3176367,0.4209504,0.1033137
12,-1.2617825,-1.3923508,"('unsupportive', 'supportive')",-1.2617825,-1.3923508,-0.1305683
13,-0.81476206,-0.84802043,"('impolite', 'polite')",-0.8147621,-0.8480204,-0.0332583
14,0.5456424,0.48941,"('antisocial', 'social')",0.5456424,0.48941,-0.0562324
15,0.07838106,-0.13103712,"('boring', 'funny')",0.0783811,-0.1310371,-0.2094182
16,-0.3962269,-0.36431852,"('unpopular', 'popular')",-0.3962269,-0.3643185,0.0319084
17,-0.2856363,-0.280618,"('nasty', 'nice')",-0.2856363,-0.280618,0.0050183
18,-1.0727648,-1.0839918,"('disagreeable', 'welcoming')",-1.0727648,-1.0839918,-0.011227
19,-1.3350663,-1.4276922,"('inhospitable', 'hospitable')",-1.3350663,-1.4276922,-0.0926259
20,0.47472784,0.46499377,"('rough', 'thoughtful')",0.4747278,0.4649938,-0.009734
21,-0.61456573,-0.41553816,"('immoral', 'moral')",-0.6145657,-0.4155382,0.1990275
22,-0.11483684,-0.20951799,"('untrustworthy', 'trustworthy')",-0.1148368,-0.209518,-0.0946812
23,2.2707913,2.2807043,"('insincere', 'sincere')",2.2707913,2.2807043,0.009913
24,-0.07488851,-0.22708978,"('dishonest', 'honest')",-0.0748885,-0.2270898,-0.1522013
25,0.19420573,0.11020622,"('egoistic', 'altruistic')",0.1942057,0.1102062,-0.0839995
26,0.45730788,-0.111873925,"('hardhearted', 'benevolent')",0.4573079,-0.1118739,-0.5691818
27,0.15195172,0.11361622,"('hardhearted', 'softhearted')",0.1519517,0.1136162,-0.0383355
28,0.47742185,0.29068178,"('disloyal', 'loyal')",0.4774218,0.2906818,-0.18674
29,-0.558491,-0.6443034,"('unfair', 'fair')",-0.558491,-0.6443034,-0.0858124
30,0.35542583,0.43145484,"('intolerant', 'tolerant')",0.3554258,0.4314548,0.076029
31,-1.7425778,-1.8919612,"('evil', 'good')",-1.7425778,-1.8919612,-0.1493834
32,0.3884032,0.196194,"('unkind', 'kind')",0.3884032,0.196194,-0.1922092
33,-0.19672681,-0.46376702,"('wrong', 'right')",-0.1967268,-0.463767,-0.2670402
34,1.7254596,1.9068024,"('mean', 'honorable')",1.7254596,1.9068024,0.1813428
35,-0.19773342,-0.51253587,"('corrupt', 'incorrupt')",-0.1977334,-0.5125359,-0.3148025
36,-0.7457745,-0.97601295,"('hostile', 'amicable')",-0.7457745,-0.9760129,-0.2302384
37,-0.5120008,-0.48659873,"('fake', 'genuine')",-0.5120008,-0.4865987,0.0254021
38,-0.47166103,-0.6927895,"('untruthful', 'truthful')",-0.471661,-0.6927895,-0.2211285
39,-0.08955298,0.12589146,"('exploitative', 'cooperative')",-0.089553,0.1258915,0.2154445
40,-0.8194836,-0.9439208,"('stingy', 'generous')",-0.8194836,-0.9439208,-0.1244372
41,0.18976323,-0.031798072,"('unforgiving', 'forgiving')",0.1897632,-0.0317981,-0.2215613
42,-1.6158044,-1.559481,"('unreliable', 'reliable')",-1.6158044,-1.559481,0.0563234
43,-0.33044317,-0.29631555,"('irresponsible', 'responsible')",-0.3304432,-0.2963156,0.0341276
