,soulmate_male,soulmate_female,tuple,average_male,average_female,female-male
0,-0.066016346,-0.28905398,"('unsociable', 'sociable')",-0.0660163,-0.289054,-0.2230377
1,0.48216993,0.49781144,"('unfriendly', 'friendly')",0.4821699,0.4978114,0.0156415
2,0.31427956,0.37032223,"('unlikable', 'likable')",0.3142796,0.3703222,0.0560426
3,-0.33928654,-0.27237388,"('repellent', 'pleasant')",-0.3392865,-0.2723739,0.0669126
4,-2.732031,-2.5496652,"('disliked', 'liked')",-2.7320311,-2.5496652,0.1823659
5,-0.6342243,-0.5022964,"('distant', 'outgoing')",-0.6342243,-0.5022964,0.1319279
6,-0.7400739,-0.6652996,"('distant', 'open')",-0.7400739,-0.6652996,0.0747743
7,0.20946516,0.20672849,"('insensitive', 'sensitive')",0.2094652,0.2067285,-0.0027367
8,0.25898606,0.29671893,"('unaffectionate', 'affectionate')",0.2589861,0.2967189,0.0377328
9,0.34788844,0.3823245,"('unaffectionate', 'caring')",0.3478884,0.3823245,0.0344361
10,-0.4785262,-0.5641891,"('unsympathetic', 'sympathetic')",-0.4785262,-0.5641891,-0.0856629
11,0.7451184,0.7080065,"('unhelpful', 'helpful')",0.7451184,0.7080065,-0.0371119
12,-0.9707448,-0.8344371,"('unsupportive', 'supportive')",-0.9707448,-0.8344371,0.1363077
13,-0.04905962,-0.25580168,"('impolite', 'polite')",-0.0490596,-0.2558017,-0.2067421
14,-0.08411077,-0.256655,"('antisocial', 'social')",-0.0841108,-0.256655,-0.1725442
15,0.12869309,0.06635886,"('boring', 'funny')",0.1286931,0.0663589,-0.0623342
16,-0.108737305,-0.03012139,"('unpopular', 'popular')",-0.1087373,-0.0301214,0.0786159
17,0.2912905,0.33025393,"('nasty', 'nice')",0.2912905,0.3302539,0.0389634
18,0.10250999,0.103874266,"('disagreeable', 'welcoming')",0.10251,0.1038743,0.0013643
19,-0.65860933,-0.5364102,"('inhospitable', 'hospitable')",-0.6586093,-0.5364102,0.1221991
20,0.14599383,0.0849294,"('rough', 'thoughtful')",0.1459938,0.0849294,-0.0610644
21,0.5991614,0.53224504,"('immoral', 'moral')",0.5991614,0.532245,-0.0669164
22,-0.33618352,-0.4691258,"('untrustworthy', 'trustworthy')",-0.3361835,-0.4691258,-0.1329423
23,2.9450564,2.7638614,"('insincere', 'sincere')",2.9450564,2.7638614,-0.181195
24,0.756365,0.54499125,"('dishonest', 'honest')",0.756365,0.5449913,-0.2113737
25,0.13300183,0.095983826,"('egoistic', 'altruistic')",0.1330018,0.0959838,-0.037018
26,0.56428856,0.55704,"('hardhearted', 'benevolent')",0.5642886,0.55704,-0.0072486
27,0.38229868,0.25312844,"('hardhearted', 'softhearted')",0.3822987,0.2531284,-0.1291703
28,0.77154547,0.6206688,"('disloyal', 'loyal')",0.7715455,0.6206688,-0.1508767
29,-0.6607077,-0.72269946,"('unfair', 'fair')",-0.6607077,-0.7226995,-0.0619918
