,access_male,access_female,tuple,average_male,average_female,female-male
0,0.22082132,0.099941306,"('unsociable', 'sociable')",0.2208213,0.0999413,-0.12088
1,1.1312765,1.1333485,"('unfriendly', 'friendly')",1.1312765,1.1333485,0.002072
2,-0.095817104,0.030050913,"('unlikable', 'likable')",-0.0958171,0.0300509,0.125868
3,0.84602696,0.90862954,"('repellent', 'pleasant')",0.846027,0.9086295,0.0626025
4,-7.075186,-7.3775625,"('disliked', 'liked')",-7.0751858,-7.3775625,-0.3023767
5,-0.635002,-0.62863266,"('distant', 'outgoing')",-0.635002,-0.6286327,0.0063693
6,-0.08386544,-0.17770246,"('distant', 'open')",-0.0838654,-0.1777025,-0.0938371
7,1.3772632,1.3909222,"('insensitive', 'sensitive')",1.3772632,1.3909222,0.013659
8,1.0315069,1.055618,"('unaffectionate', 'affectionate')",1.0315069,1.055618,0.0241111
9,1.2215506,1.3887292,"('unaffectionate', 'caring')",1.2215506,1.3887292,0.1671786
10,1.0692878,1.1190952,"('unsympathetic', 'sympathetic')",1.0692878,1.1190952,0.0498074
11,1.6555233,1.8783592,"('unhelpful', 'helpful')",1.6555233,1.8783592,0.2228359
12,-1.5827763,-1.5225005,"('unsupportive', 'supportive')",-1.5827763,-1.5225005,0.0602758
13,-0.012031496,0.15298913,"('impolite', 'polite')",-0.0120315,0.1529891,0.1650206
14,0.16557935,0.18918543,"('antisocial', 'social')",0.1655793,0.1891854,0.0236061
15,0.49888617,0.39908472,"('boring', 'funny')",0.4988862,0.3990847,-0.0998015
16,-0.76264745,-0.78525096,"('unpopular', 'popular')",-0.7626474,-0.785251,-0.0226036
17,-0.08927728,-0.11166523,"('nasty', 'nice')",-0.0892773,-0.1116652,-0.0223879
18,-0.49416408,-0.37316948,"('disagreeable', 'welcoming')",-0.4941641,-0.3731695,0.1209946
19,-0.8456991,-0.8008237,"('inhospitable', 'hospitable')",-0.8456991,-0.8008237,0.0448754
20,0.548784,0.39264387,"('rough', 'thoughtful')",0.548784,0.3926439,-0.1561401
21,-0.20725992,-0.016682602,"('immoral', 'moral')",-0.2072599,-0.0166826,0.1905773
22,-0.08912559,-0.10717385,"('untrustworthy', 'trustworthy')",-0.0891256,-0.1071739,-0.0180483
23,6.065373,6.398332,"('insincere', 'sincere')",6.0653729,6.3983321,0.3329592
24,1.4710708,1.5332494,"('dishonest', 'honest')",1.4710708,1.5332494,0.0621786
25,0.76743555,0.74515474,"('egoistic', 'altruistic')",0.7674356,0.7451547,-0.0222809
26,1.2697192,1.0486856,"('hardhearted', 'benevolent')",1.2697192,1.0486856,-0.2210336
27,2.0128193,1.872868,"('hardhearted', 'softhearted')",2.0128193,1.8728679,-0.1399514
28,1.3693308,1.2104477,"('disloyal', 'loyal')",1.3693308,1.2104477,-0.1588831
29,-0.37968868,-0.58401567,"('unfair', 'fair')",-0.3796887,-0.5840157,-0.204327
30,0.9311764,1.0335745,"('intolerant', 'tolerant')",0.9311764,1.0335745,0.1023981
31,-1.2516533,-1.4720514,"('evil', 'good')",-1.2516533,-1.4720514,-0.2203981
32,1.2308307,1.197821,"('unkind', 'kind')",1.2308307,1.197821,-0.0330097
33,-0.32855293,-0.3665554,"('wrong', 'right')",-0.3285529,-0.3665554,-0.0380025
