,construction_male,construction_female,tuple,average_male,average_female,female-male
0,-0.041930985,-0.2036596,"('unsociable', 'sociable')",-0.041931,-0.2036596,-0.1617286
1,0.75823766,0.73086315,"('unfriendly', 'friendly')",0.7582377,0.7308632,-0.0273745
2,0.50118744,0.6286389,"('unlikable', 'likable')",0.5011874,0.6286389,0.1274515
3,0.014028141,0.17728952,"('repellent', 'pleasant')",0.0140281,0.1772895,0.1632614
4,-6.7015533,-6.867673,"('disliked', 'liked')",-6.7015533,-6.8676729,-0.1661196
5,-0.48189208,-0.37975773,"('distant', 'outgoing')",-0.4818921,-0.3797577,0.1021344
6,-0.9392259,-0.7848364,"('distant', 'open')",-0.9392259,-0.7848364,0.1543895
7,0.49112287,0.5618943,"('insensitive', 'sensitive')",0.4911229,0.5618943,0.0707714
8,0.4185049,0.46259153,"('unaffectionate', 'affectionate')",0.4185049,0.4625915,0.0440866
9,1.330207,1.4533869,"('unaffectionate', 'caring')",1.330207,1.4533869,0.1231799
10,0.25307935,0.267247,"('unsympathetic', 'sympathetic')",0.2530794,0.267247,0.0141676
11,2.5441442,2.4459317,"('unhelpful', 'helpful')",2.5441442,2.4459317,-0.0982125
12,-1.1162305,-1.1927732,"('unsupportive', 'supportive')",-1.1162305,-1.1927732,-0.0765427
13,0.47675085,0.29920545,"('impolite', 'polite')",0.4767509,0.2992055,-0.1775454
14,0.923222,0.81443053,"('antisocial', 'social')",0.923222,0.8144305,-0.1087915
15,-0.21502163,-0.2301045,"('boring', 'funny')",-0.2150216,-0.2301045,-0.0150829
16,-0.122565,-0.061239757,"('unpopular', 'popular')",-0.122565,-0.0612398,0.0613252
17,-0.17941152,-0.19390258,"('nasty', 'nice')",-0.1794115,-0.1939026,-0.0144911
18,-0.89787406,-0.98456997,"('disagreeable', 'welcoming')",-0.8978741,-0.98457,-0.0866959
19,-0.9815015,-0.8517537,"('inhospitable', 'hospitable')",-0.9815015,-0.8517537,0.1297478
20,0.41692886,0.40385073,"('rough', 'thoughtful')",0.4169289,0.4038507,-0.0130782
21,0.08079874,0.051926404,"('immoral', 'moral')",0.0807987,0.0519264,-0.0288723
22,-0.689909,-0.6672936,"('untrustworthy', 'trustworthy')",-0.689909,-0.6672936,0.0226154
23,6.556632,6.7039847,"('insincere', 'sincere')",6.556632,6.7039847,0.1473527
24,1.1415299,1.1851363,"('dishonest', 'honest')",1.1415299,1.1851363,0.0436064
25,0.49322265,0.471802,"('egoistic', 'altruistic')",0.4932227,0.471802,-0.0214207
26,1.0666232,0.7680047,"('hardhearted', 'benevolent')",1.0666232,0.7680047,-0.2986185
27,0.15037438,0.34394753,"('hardhearted', 'softhearted')",0.1503744,0.3439475,0.1935731
28,0.8164873,0.7484562,"('disloyal', 'loyal')",0.8164873,0.7484562,-0.0680311
29,-0.96085286,-1.0869974,"('unfair', 'fair')",-0.9608529,-1.0869974,-0.1261445
30,1.144551,1.0306495,"('intolerant', 'tolerant')",1.144551,1.0306495,-0.1139015
31,-2.206592,-2.152219,"('evil', 'good')",-2.2065921,-2.1522191,0.054373
32,1.2663398,1.1261199,"('unkind', 'kind')",1.2663398,1.1261199,-0.1402199
33,0.098744035,-0.06827759,"('wrong', 'right')",0.098744,-0.0682776,-0.1670216
34,4.791579,4.971166,"('mean', 'honorable')",4.7915788,4.9711661,0.1795873
