,grasp_male,grasp_female,tuple,average_male,average_female,female-male
0,0.118225455,-0.11302451,"('unsociable', 'sociable')",0.1182255,-0.1130245,-0.23125
1,1.4029458,1.3633602,"('unfriendly', 'friendly')",1.4029458,1.3633602,-0.0395856
2,0.46372142,0.6755707,"('unlikable', 'likable')",0.4637214,0.6755707,0.2118493
3,0.8049896,0.82450736,"('repellent', 'pleasant')",0.8049896,0.8245074,0.0195178
4,-7.61183,-7.421712,"('disliked', 'liked')",-7.6118302,-7.4217119,0.1901183
5,-0.03848438,0.19203584,"('distant', 'outgoing')",-0.0384844,0.1920358,0.2305202
6,0.18019947,0.42225495,"('distant', 'open')",0.1801995,0.4222549,0.2420554
7,0.6850615,0.7199356,"('insensitive', 'sensitive')",0.6850615,0.7199356,0.0348741
8,1.3943104,1.41198,"('unaffectionate', 'affectionate')",1.3943104,1.41198,0.0176696
9,2.0932662,2.128711,"('unaffectionate', 'caring')",2.0932662,2.128711,0.0354448
10,1.0263838,0.9698859,"('unsympathetic', 'sympathetic')",1.0263838,0.9698859,-0.0564979
11,2.3037539,2.2802145,"('unhelpful', 'helpful')",2.3037539,2.2802145,-0.0235394
12,-1.4515835,-1.4171448,"('unsupportive', 'supportive')",-1.4515835,-1.4171448,0.0344387
13,0.32591385,0.14221379,"('impolite', 'polite')",0.3259138,0.1422138,-0.1837
14,0.04541865,-0.15688272,"('antisocial', 'social')",0.0454186,-0.1568827,-0.2023013
15,0.6070851,0.6731843,"('boring', 'funny')",0.6070851,0.6731843,0.0660992
16,-0.1475943,-0.033049177,"('unpopular', 'popular')",-0.1475943,-0.0330492,0.1145451
17,-0.4668158,-0.42020288,"('nasty', 'nice')",-0.4668158,-0.4202029,0.0466129
18,-0.56534755,-0.610494,"('disagreeable', 'welcoming')",-0.5653476,-0.610494,-0.0451464
19,-0.75640136,-0.5000601,"('inhospitable', 'hospitable')",-0.7564014,-0.5000601,0.2563413
20,0.95240927,0.81201947,"('rough', 'thoughtful')",0.9524093,0.8120195,-0.1403898
21,-0.0024015084,-0.023552388,"('immoral', 'moral')",-0.0024015,-0.0235524,-0.0211509
22,-0.38847646,-0.3858934,"('untrustworthy', 'trustworthy')",-0.3884765,-0.3858934,0.0025831
23,6.7734394,6.6461773,"('insincere', 'sincere')",6.7734394,6.6461773,-0.1272621
24,1.9381415,1.9126034,"('dishonest', 'honest')",1.9381415,1.9126034,-0.0255381
25,0.6592864,0.60031724,"('egoistic', 'altruistic')",0.6592864,0.6003172,-0.0589692
26,0.4171442,0.32532242,"('hardhearted', 'benevolent')",0.4171442,0.3253224,-0.0918218
27,1.3089067,1.117946,"('hardhearted', 'softhearted')",1.3089067,1.117946,-0.1909607
28,1.0519584,0.97640496,"('disloyal', 'loyal')",1.0519584,0.976405,-0.0755534
29,-0.52301043,-0.51744694,"('unfair', 'fair')",-0.5230104,-0.5174469,0.0055635
30,0.9432206,0.8427094,"('intolerant', 'tolerant')",0.9432206,0.8427094,-0.1005112
31,-1.5452203,-1.3226045,"('evil', 'good')",-1.5452203,-1.3226045,0.2226158
32,1.1630602,1.0976074,"('unkind', 'kind')",1.1630602,1.0976074,-0.0654528
33,-0.3058474,-0.26991847,"('wrong', 'right')",-0.3058474,-0.2699185,0.0359289
34,4.948209,5.0109916,"('mean', 'honorable')",4.9482088,5.0109916,0.0627828
35,-0.97279626,-0.93506104,"('corrupt', 'incorrupt')",-0.9727963,-0.935061,0.0377353
36,-0.5912679,-0.54194266,"('hostile', 'amicable')",-0.5912679,-0.5419427,0.0493252
37,0.80980897,0.80755085,"('fake', 'genuine')",0.809809,0.8075508,-0.0022582
38,0.093859166,0.117473476,"('untruthful', 'truthful')",0.0938592,0.1174735,0.0236143
39,0.07387452,0.005105952,"('exploitative', 'cooperative')",0.0738745,0.005106,-0.0687685
40,-2.1149774,-2.2143328,"('stingy', 'generous')",-2.1149774,-2.2143328,-0.0993554
41,-0.034842685,-0.054332778,"('unforgiving', 'forgiving')",-0.0348427,-0.0543328,-0.0194901
42,-2.4278274,-2.3183084,"('unreliable', 'reliable')",-2.4278274,-2.3183084,0.109519
43,1.418719,1.3175207,"('irresponsible', 'responsible')",1.4187191,1.3175207,-0.1011984
44,-1.2011635,-1.1854378,"('prejudiced', 'unprejudiced')",-1.2011635,-1.1854378,0.0157257
45,0.59714055,0.6041296,"('incompetent', 'competent')",0.5971406,0.6041296,0.006989
46,-0.55864584,-0.64543766,"('uncompetitive', 'competitive')",-0.5586458,-0.6454377,-0.0867919
47,5.5980554,5.698948,"('stupid', 'smart')",5.5980554,5.6989479,0.1008925
48,1.120958,0.94112784,"('unintelligent', 'intelligent')",1.120958,0.9411278,-0.1798302
49,0.21441732,0.38478917,"('unable', 'able')",0.2144173,0.3847892,0.1703719
50,0.113876946,0.24968457,"('clumsy', 'skillful')",0.1138769,0.2496846,0.1358077
51,0.113250606,0.08125946,"('uneducated', 'educated')",0.1132506,0.0812595,-0.0319911
52,-0.41189247,-0.3243568,"('irrational', 'rational')",-0.4118925,-0.3243568,0.0875357
53,0.31799838,0.35807517,"('uncreative', 'creative')",0.3179984,0.3580752,0.0400768
54,1.0819255,1.3344803,"('incapable', 'capable')",1.0819255,1.3344803,0.2525548
55,1.0381621,0.9183675,"('incompetent', 'clever')",1.0381621,0.9183675,-0.1197946
56,0.8667154,0.8335322,"('impractical', 'practical')",0.8667154,0.8335322,-0.0331832
57,-3.0118616,-2.8772972,"('unimaginative', 'imaginative')",-3.0118616,-2.8772972,0.1345644
58,-0.32964158,-0.3078025,"('undiscriminating', 'discriminating')",-0.3296416,-0.3078025,0.0218391
59,-0.1577441,0.08265528,"('foolish', 'wise')",-0.1577441,0.0826553,0.2403994
60,1.0849893,0.93729067,"('inefficient', 'efficient')",1.0849893,0.9372907,-0.1476986
61,0.55113226,0.30554378,"('illogical', 'logical')",0.5511323,0.3055438,-0.2455885
62,1.4417291,1.4517288,"('incompetent', 'brilliant')",1.4417291,1.4517288,0.0099997
63,0.9253471,0.9787071,"('unperceptive', 'insightful')",0.9253471,0.9787071,0.05336
64,-6.363478,-6.2265964,"('shy', 'confident')",-6.3634782,-6.2265964,0.1368818
65,0.60282224,0.48725396,"('insecure', 'secure')",0.6028222,0.487254,-0.1155682
66,-0.23922175,-0.10074897,"('inactive', 'active')",-0.2392218,-0.100749,0.1384728
67,-0.7020292,-0.57031363,"('doubtful', 'determined')",-0.7020292,-0.5703136,0.1317156
68,-0.4209751,-0.38260296,"('dependent', 'independent')",-0.4209751,-0.382603,0.0383721
69,-1.6980592,-1.5136824,"('lazy', 'industrious')",-1.6980592,-1.5136824,0.1843768
70,1.1225834,1.1407076,"('lethargic', 'energetic')",1.1225834,1.1407076,0.0181242
71,0.46546042,0.599513,"('diffident', 'self-confident')",0.4654604,0.599513,0.1340526
72,0.7205622,0.7654052,"('unambitious', 'ambitious')",0.7205622,0.7654052,0.044843
73,-3.6476574,-3.5177364,"('helpless', 'self-reliant')",-3.6476574,-3.5177364,0.129921
74,-0.35766348,-0.3817884,"('undedicated', 'dedicated')",-0.3576635,-0.3817884,-0.0241249
75,-1.1584731,-0.83435977,"('meek', 'impulsive')",-1.1584731,-0.8343598,0.3241133
76,0.3451944,0.28265375,"('anxious', 'daring')",0.3451944,0.2826537,-0.0625407
77,-0.96275955,-0.96495736,"('unmotivated', 'motivated')",-0.9627596,-0.9649574,-0.0021978
78,-0.2672004,-0.34853914,"('nonresilient', 'resilient')",-0.2672004,-0.3485391,-0.0813387
79,-0.35303614,-0.13598478,"('wavering', 'unwavering')",-0.3530361,-0.1359848,0.2170513
80,-0.20302145,-0.25835788,"('dominated', 'dominating')",-0.2030215,-0.2583579,-0.0553364
81,0.057975445,0.035927698,"('submissive', 'aggressive')",0.0579754,0.0359277,-0.0220477
82,7.126065,7.304837,"('poor', 'rich')",7.1260648,7.3048372,0.1787724
83,-0.6706276,-0.6405777,"('powerless', 'powerful')",-0.6706276,-0.6405777,0.0300499
84,0.08125587,0.12895614,"('inferior', 'superior')",0.0812559,0.1289561,0.0477002
85,-1.0880431,-1.0601938,"('insignificant', 'prestigious')",-1.0880431,-1.0601938,0.0278493
