,omission_male,omission_female,tuple,average_male,average_female,female-male
0,-0.92036206,-1.069621,"('unsociable', 'sociable')",-0.9203621,-1.069621,-0.1492589
1,-1.5679125,-1.5610758,"('unfriendly', 'friendly')",-1.5679125,-1.5610758,0.0068367
2,-0.33122262,-0.33219025,"('unlikable', 'likable')",-0.3312226,-0.3321902,-0.0009676
3,0.03778869,0.05669703,"('repellent', 'pleasant')",0.0377887,0.056697,0.0189083
4,-2.4310176,-2.4220583,"('disliked', 'liked')",-2.4310176,-2.4220583,0.0089593
5,-1.5665569,-1.5152223,"('distant', 'outgoing')",-1.5665569,-1.5152223,0.0513346
6,-1.6814903,-1.6035774,"('distant', 'open')",-1.6814903,-1.6035774,0.0779129
7,-0.6201385,-0.61371434,"('insensitive', 'sensitive')",-0.6201385,-0.6137143,0.0064242
8,-1.78273,-1.8018168,"('unaffectionate', 'affectionate')",-1.78273,-1.8018168,-0.0190868
9,-0.9796151,-0.99407876,"('unaffectionate', 'caring')",-0.9796151,-0.9940788,-0.0144637
10,-0.6227954,-0.6707704,"('unsympathetic', 'sympathetic')",-0.6227954,-0.6707704,-0.047975
11,0.49330664,0.45284814,"('unhelpful', 'helpful')",0.4933066,0.4528481,-0.0404585
12,-1.7351995,-1.6885662,"('unsupportive', 'supportive')",-1.7351995,-1.6885662,0.0466333
13,-0.5583297,-0.69857097,"('impolite', 'polite')",-0.5583297,-0.698571,-0.1402413
14,-0.0155145405,-0.11685625,"('antisocial', 'social')",-0.0155145,-0.1168562,-0.1013417
15,-0.008190766,-0.025383793,"('boring', 'funny')",-0.0081908,-0.0253838,-0.017193
16,-1.512316,-1.5460979,"('unpopular', 'popular')",-1.512316,-1.5460979,-0.0337819
17,-0.6585694,-0.6196828,"('nasty', 'nice')",-0.6585694,-0.6196828,0.0388866
18,-1.4759414,-1.520901,"('disagreeable', 'welcoming')",-1.4759414,-1.520901,-0.0449596
19,-1.4302367,-1.4155437,"('inhospitable', 'hospitable')",-1.4302367,-1.4155437,0.014693
20,1.2286651,1.1848259,"('rough', 'thoughtful')",1.2286651,1.1848259,-0.0438392
