,cop_male,cop_female,tuple,average_male,average_female,female-male
0,0.6759874,0.41183347,"('unsociable', 'sociable')",0.6759874,0.4118335,-0.2641539
1,1.3150457,1.2375461,"('unfriendly', 'friendly')",1.3150457,1.2375461,-0.0774996
2,0.49405438,0.6689666,"('unlikable', 'likable')",0.4940544,0.6689666,0.1749122
3,0.75064605,0.82194775,"('repellent', 'pleasant')",0.7506461,0.8219478,0.0713017
4,-7.0275865,-7.057085,"('disliked', 'liked')",-7.0275865,-7.057085,-0.0294985
5,-0.42880243,-0.2741025,"('distant', 'outgoing')",-0.4288024,-0.2741025,0.1546999
6,-0.27214682,-0.113984466,"('distant', 'open')",-0.2721468,-0.1139845,0.1581623
7,0.9284956,0.8917348,"('insensitive', 'sensitive')",0.9284956,0.8917348,-0.0367608
8,1.000817,1.0394797,"('unaffectionate', 'affectionate')",1.0008169,1.0394797,0.0386628
9,2.0575585,2.074385,"('unaffectionate', 'caring')",2.0575585,2.0743849,0.0168264
10,1.46846,1.4407207,"('unsympathetic', 'sympathetic')",1.46846,1.4407207,-0.0277393
11,2.6156006,2.5544481,"('unhelpful', 'helpful')",2.6156006,2.5544481,-0.0611525
12,-1.3581309,-1.4093405,"('unsupportive', 'supportive')",-1.3581309,-1.4093405,-0.0512096
13,0.672357,0.54505044,"('impolite', 'polite')",0.672357,0.5450504,-0.1273066
14,0.23502794,0.06877375,"('antisocial', 'social')",0.2350279,0.0687737,-0.1662542
15,1.0050409,0.8585686,"('boring', 'funny')",1.0050409,0.8585686,-0.1464723
16,-0.27060467,-0.2533731,"('unpopular', 'popular')",-0.2706047,-0.2533731,0.0172316
17,-0.0803488,-0.021910705,"('nasty', 'nice')",-0.0803488,-0.0219107,0.0584381
18,-0.72901565,-0.7855381,"('disagreeable', 'welcoming')",-0.7290156,-0.7855381,-0.0565225
19,-0.80759203,-0.6074621,"('inhospitable', 'hospitable')",-0.807592,-0.6074621,0.2001299
20,0.48754683,0.36011383,"('rough', 'thoughtful')",0.4875468,0.3601138,-0.127433
21,0.38969386,0.40863967,"('immoral', 'moral')",0.3896939,0.4086397,0.0189458
22,-0.121538445,-0.13794398,"('untrustworthy', 'trustworthy')",-0.1215384,-0.137944,-0.0164056
23,6.6704507,6.635898,"('insincere', 'sincere')",6.6704507,6.6358981,-0.0345526
24,1.8039658,1.7819477,"('dishonest', 'honest')",1.8039658,1.7819477,-0.0220181
25,0.53834516,0.42391798,"('egoistic', 'altruistic')",0.5383452,0.423918,-0.1144272
26,0.39435294,0.28185955,"('hardhearted', 'benevolent')",0.3943529,0.2818595,-0.1124934
27,1.0565169,0.92944205,"('hardhearted', 'softhearted')",1.0565169,0.929442,-0.1270749
28,1.3096528,1.2162064,"('disloyal', 'loyal')",1.3096528,1.2162064,-0.0934464
29,-0.7370951,-0.7083803,"('unfair', 'fair')",-0.7370951,-0.7083803,0.0287148
