,pinto_male,pinto_female,tuple,average_male,average_female,female-male
0,0.57473385,0.45533258,"('unsociable', 'sociable')",0.5747339,0.4553326,-0.1194013
1,1.3033402,1.2896847,"('unfriendly', 'friendly')",1.3033402,1.2896847,-0.0136555
2,0.80727303,0.9332428,"('unlikable', 'likable')",0.807273,0.9332428,0.1259698
3,1.2181007,1.4071592,"('repellent', 'pleasant')",1.2181007,1.4071592,0.1890585
4,-6.85551,-6.7016373,"('disliked', 'liked')",-6.8555102,-6.7016373,0.1538729
5,-0.35805002,-0.15812585,"('distant', 'outgoing')",-0.35805,-0.1581258,0.1999242
6,-0.24394724,-0.055090062,"('distant', 'open')",-0.2439472,-0.0550901,0.1888571
7,1.8500086,1.8370905,"('insensitive', 'sensitive')",1.8500086,1.8370905,-0.0129181
8,0.81104034,0.779482,"('unaffectionate', 'affectionate')",0.8110403,0.779482,-0.0315583
9,1.1995217,1.2797391,"('unaffectionate', 'caring')",1.1995217,1.2797391,0.0802174
10,2.0355396,1.946227,"('unsympathetic', 'sympathetic')",2.0355396,1.946227,-0.0893126
11,2.3894837,2.3168569,"('unhelpful', 'helpful')",2.3894837,2.3168569,-0.0726268
12,-0.6865485,-0.6455685,"('unsupportive', 'supportive')",-0.6865485,-0.6455685,0.04098
13,0.7182173,0.57869744,"('impolite', 'polite')",0.7182173,0.5786974,-0.1395199
14,0.57723784,0.43251714,"('antisocial', 'social')",0.5772378,0.4325171,-0.1447207
15,0.21907994,0.23605222,"('boring', 'funny')",0.2190799,0.2360522,0.0169723
16,-0.7036088,-0.452198,"('unpopular', 'popular')",-0.7036088,-0.452198,0.2514108
17,0.13493331,0.1623857,"('nasty', 'nice')",0.1349333,0.1623857,0.0274524
18,-0.12759022,-0.06034573,"('disagreeable', 'welcoming')",-0.1275902,-0.0603457,0.0672445
19,-0.23756638,-0.16164406,"('inhospitable', 'hospitable')",-0.2375664,-0.1616441,0.0759223
20,0.847105,0.77677405,"('rough', 'thoughtful')",0.847105,0.776774,-0.070331
21,0.92580575,0.9378137,"('immoral', 'moral')",0.9258057,0.9378137,0.012008
22,0.50001615,0.3977821,"('untrustworthy', 'trustworthy')",0.5000162,0.3977821,-0.1022341
23,6.919157,6.906387,"('insincere', 'sincere')",6.919157,6.9063869,-0.0127701
24,2.5622916,2.5777993,"('dishonest', 'honest')",2.5622916,2.5777993,0.0155077
25,0.28514466,0.24192584,"('egoistic', 'altruistic')",0.2851447,0.2419258,-0.0432189
26,-0.023434155,-0.07504381,"('hardhearted', 'benevolent')",-0.0234342,-0.0750438,-0.0516096
27,1.4140078,1.3443141,"('hardhearted', 'softhearted')",1.4140078,1.3443141,-0.0696937
28,1.367291,1.3664318,"('disloyal', 'loyal')",1.367291,1.3664318,-0.0008592
29,-0.10936119,-0.16377099,"('unfair', 'fair')",-0.1093612,-0.163771,-0.0544098
30,1.3908273,1.206974,"('intolerant', 'tolerant')",1.3908273,1.206974,-0.1838533
31,-1.6373941,-1.4845139,"('evil', 'good')",-1.6373941,-1.4845139,0.1528802
32,1.6480788,1.5108967,"('unkind', 'kind')",1.6480788,1.5108967,-0.1371821
33,-0.81916547,-0.72316116,"('wrong', 'right')",-0.8191655,-0.7231612,0.0960043
34,4.36373,4.52308,"('mean', 'honorable')",4.36373,4.5230799,0.1593499
35,-1.343567,-1.2805654,"('corrupt', 'incorrupt')",-1.343567,-1.2805654,0.0630016
36,-1.5640925,-1.499269,"('hostile', 'amicable')",-1.5640925,-1.499269,0.0648235
37,1.1514183,1.1060569,"('fake', 'genuine')",1.1514183,1.1060569,-0.0453614
38,0.4241095,0.3070959,"('untruthful', 'truthful')",0.4241095,0.3070959,-0.1170136
39,0.25599533,0.28773746,"('exploitative', 'cooperative')",0.2559953,0.2877375,0.0317422
40,-0.9525315,-0.88062197,"('stingy', 'generous')",-0.9525315,-0.880622,0.0719095
41,0.08737979,-0.015058095,"('unforgiving', 'forgiving')",0.0873798,-0.0150581,-0.1024379
42,-1.1546676,-1.12102,"('unreliable', 'reliable')",-1.1546676,-1.12102,0.0336476
43,1.9004387,1.7694033,"('irresponsible', 'responsible')",1.9004387,1.7694033,-0.1310354
44,-1.3027809,-1.5021012,"('prejudiced', 'unprejudiced')",-1.3027809,-1.5021012,-0.1993203
45,0.9492331,1.0168017,"('incompetent', 'competent')",0.9492331,1.0168017,0.0675686
46,0.2766369,0.2518998,"('uncompetitive', 'competitive')",0.2766369,0.2518998,-0.0247371
47,5.3459477,5.49933,"('stupid', 'smart')",5.3459477,5.49933,0.1533823
48,1.2621355,1.2282891,"('unintelligent', 'intelligent')",1.2621355,1.2282891,-0.0338464
49,0.22926593,0.45454183,"('unable', 'able')",0.2292659,0.4545418,0.2252759
50,0.23932812,0.4092483,"('clumsy', 'skillful')",0.2393281,0.4092483,0.1699202
51,1.2406573,1.1989511,"('uneducated', 'educated')",1.2406573,1.1989511,-0.0417062
52,-0.8318653,-0.6789559,"('irrational', 'rational')",-0.8318653,-0.6789559,0.1529094
53,0.49312392,0.52211654,"('uncreative', 'creative')",0.4931239,0.5221165,0.0289926
54,1.1813388,1.3644135,"('incapable', 'capable')",1.1813388,1.3644135,0.1830747
55,1.6139374,1.5685569,"('incompetent', 'clever')",1.6139374,1.5685569,-0.0453805
56,1.2697769,1.2624097,"('impractical', 'practical')",1.2697769,1.2624097,-0.0073672
57,-2.1179736,-2.02045,"('unimaginative', 'imaginative')",-2.1179736,-2.0204501,0.0975235
58,-0.10231247,-0.07906186,"('undiscriminating', 'discriminating')",-0.1023125,-0.0790619,0.0232506
59,-0.0719149,0.18092582,"('foolish', 'wise')",-0.0719149,0.1809258,0.2528407
60,1.4462979,1.3318071,"('inefficient', 'efficient')",1.4462979,1.3318071,-0.1144908
61,0.66337174,0.60621846,"('illogical', 'logical')",0.6633717,0.6062185,-0.0571532
62,2.3182654,2.3751597,"('incompetent', 'brilliant')",2.3182654,2.3751597,0.0568943
63,1.6327994,1.753602,"('unperceptive', 'insightful')",1.6327994,1.753602,0.1208026
64,-4.6289177,-4.605978,"('shy', 'confident')",-4.6289177,-4.605978,0.0229397
65,1.6805739,1.5561335,"('insecure', 'secure')",1.6805739,1.5561335,-0.1244404
66,-0.21061344,-0.087650165,"('inactive', 'active')",-0.2106134,-0.0876502,0.1229632
67,-0.6615429,-0.6600172,"('doubtful', 'determined')",-0.6615429,-0.6600172,0.0015257
68,-0.16676374,-0.049892955,"('dependent', 'independent')",-0.1667637,-0.049893,0.1168707
69,-2.0178413,-1.8990461,"('lazy', 'industrious')",-2.0178413,-1.8990461,0.1187952
70,2.1626601,2.1481476,"('lethargic', 'energetic')",2.1626601,2.1481476,-0.0145125
71,0.50329125,0.7031125,"('diffident', 'self-confident')",0.5032912,0.7031125,0.1998213
72,1.0817207,1.0457983,"('unambitious', 'ambitious')",1.0817207,1.0457983,-0.0359224
73,-2.9034557,-2.764798,"('helpless', 'self-reliant')",-2.9034557,-2.7647979,0.1386578
74,0.49357218,0.46379855,"('undedicated', 'dedicated')",0.4935722,0.4637986,-0.0297736
75,-1.0604305,-0.91239244,"('meek', 'impulsive')",-1.0604305,-0.9123924,0.1480381
76,1.5528637,1.4512994,"('anxious', 'daring')",1.5528637,1.4512994,-0.1015643
77,-0.57257664,-0.57620084,"('unmotivated', 'motivated')",-0.5725766,-0.5762008,-0.0036242
78,-0.14677733,-0.1080432,"('nonresilient', 'resilient')",-0.1467773,-0.1080432,0.0387341
79,-0.34630832,-0.18370259,"('wavering', 'unwavering')",-0.3463083,-0.1837026,0.1626057
80,0.56635916,0.4608463,"('dominated', 'dominating')",0.5663592,0.4608463,-0.1055129
81,0.9644399,0.89782566,"('submissive', 'aggressive')",0.9644399,0.8978257,-0.0666142
82,6.1447225,6.3798428,"('poor', 'rich')",6.1447225,6.3798428,0.2351203
83,-0.24142419,-0.25757068,"('powerless', 'powerful')",-0.2414242,-0.2575707,-0.0161465
84,-0.105698705,-0.088096336,"('inferior', 'superior')",-0.1056987,-0.0880963,0.0176024
85,-1.8116289,-1.6740007,"('insignificant', 'prestigious')",-1.8116289,-1.6740007,0.1376282
86,0.9131519,0.9560978,"('uninfluential', 'influential')",0.9131519,0.9560978,0.0429459
87,0.2948995,0.5186433,"('unsuccessful', 'successful')",0.2948995,0.5186433,0.2237438
88,0.30870432,0.4481225,"('low', 'eminent')",0.3087043,0.4481225,0.1394182
