,beastie_male,beastie_female,tuple,average_male,average_female,female-male
0,0.306125,0.2754848,"('unsociable', 'sociable')",0.306125,0.2754848,-0.0306402
1,0.11039421,-0.10786373,"('unfriendly', 'friendly')",0.1103942,-0.1078637,-0.2182579
2,-0.8908872,-0.76519465,"('unlikable', 'likable')",-0.8908872,-0.7651947,0.1256925
3,-1.6252816,-1.635981,"('repellent', 'pleasant')",-1.6252816,-1.635981,-0.0106994
4,-3.1638348,-3.1412373,"('disliked', 'liked')",-3.1638348,-3.1412373,0.0225975
5,1.0990698,1.0058073,"('distant', 'outgoing')",1.0990698,1.0058073,-0.0932625
6,0.91600823,0.7989599,"('distant', 'open')",0.9160082,0.7989599,-0.1170483
7,-0.42498952,-0.39387858,"('insensitive', 'sensitive')",-0.4249895,-0.3938786,0.0311109
8,0.25777972,0.15371567,"('unaffectionate', 'affectionate')",0.2577797,0.1537157,-0.104064
9,1.0250267,1.0290917,"('unaffectionate', 'caring')",1.0250267,1.0290917,0.004065
10,-1.067318,-0.8950585,"('unsympathetic', 'sympathetic')",-1.067318,-0.8950585,0.1722595
11,0.7389709,0.9198665,"('unhelpful', 'helpful')",0.7389709,0.9198665,0.1808956
12,-0.6919503,-0.7001431,"('unsupportive', 'supportive')",-0.6919503,-0.7001431,-0.0081928
13,-0.698386,-0.6276802,"('impolite', 'polite')",-0.698386,-0.6276802,0.0707058
14,-1.372741,-1.3454174,"('antisocial', 'social')",-1.372741,-1.3454174,0.0273236
15,1.352459,1.2725862,"('boring', 'funny')",1.352459,1.2725862,-0.0798728
16,-0.22941357,-0.25585043,"('unpopular', 'popular')",-0.2294136,-0.2558504,-0.0264368
17,-0.54080814,-0.5202377,"('nasty', 'nice')",-0.5408081,-0.5202377,0.0205704
18,-1.1748124,-1.3278488,"('disagreeable', 'welcoming')",-1.1748124,-1.3278488,-0.1530364
19,0.97036016,0.97311014,"('inhospitable', 'hospitable')",0.9703602,0.9731101,0.0027499
20,-0.5336336,-0.6482834,"('rough', 'thoughtful')",-0.5336336,-0.6482834,-0.1146498
21,-0.084735915,-0.031372845,"('immoral', 'moral')",-0.0847359,-0.0313728,0.0533631
22,-1.579619,-1.584294,"('untrustworthy', 'trustworthy')",-1.5796191,-1.584294,-0.0046749
23,2.4881337,2.3132942,"('insincere', 'sincere')",2.4881337,2.3132942,-0.1748395
