,gamebird_male,gamebird_female,tuple,average_male,average_female,female-male
0,0.54780984,0.4540842,"('unsociable', 'sociable')",0.5478098,0.4540842,-0.0937256
1,0.2994742,0.17407152,"('unfriendly', 'friendly')",0.2994742,0.1740715,-0.1254027
2,-0.105119675,-0.03725695,"('unlikable', 'likable')",-0.1051197,-0.0372569,0.0678628
3,-0.23038198,-0.16638452,"('repellent', 'pleasant')",-0.230382,-0.1663845,0.0639975
4,-4.3484926,-4.472422,"('disliked', 'liked')",-4.3484926,-4.4724221,-0.1239295
5,-0.5408913,-0.57044077,"('distant', 'outgoing')",-0.5408913,-0.5704408,-0.0295495
6,-0.60845304,-0.62673986,"('distant', 'open')",-0.608453,-0.6267399,-0.0182869
7,0.2932559,0.39701298,"('insensitive', 'sensitive')",0.2932559,0.397013,0.1037571
8,0.40491447,0.3463732,"('unaffectionate', 'affectionate')",0.4049145,0.3463732,-0.0585413
9,0.9886648,0.9498013,"('unaffectionate', 'caring')",0.9886648,0.9498013,-0.0388635
10,-0.0015620198,0.020602372,"('unsympathetic', 'sympathetic')",-0.001562,0.0206024,0.0221644
11,1.2220008,1.3045748,"('unhelpful', 'helpful')",1.2220008,1.3045748,0.082574
12,-1.0551128,-1.0643296,"('unsupportive', 'supportive')",-1.0551128,-1.0643296,-0.0092168
13,0.06278913,0.037800357,"('impolite', 'polite')",0.0627891,0.0378004,-0.0249887
14,0.65266055,0.63174975,"('antisocial', 'social')",0.6526605,0.6317497,-0.0209108
15,0.39971107,0.3309029,"('boring', 'funny')",0.3997111,0.3309029,-0.0688082
16,-0.5535953,-0.60219127,"('unpopular', 'popular')",-0.5535953,-0.6021913,-0.048596
17,-0.43400407,-0.36007434,"('nasty', 'nice')",-0.4340041,-0.3600743,0.0739298
18,-0.67500407,-0.71064466,"('disagreeable', 'welcoming')",-0.6750041,-0.7106447,-0.0356406
19,-1.0599326,-1.0596921,"('inhospitable', 'hospitable')",-1.0599326,-1.0596921,0.0002405
20,0.07128081,0.13017946,"('rough', 'thoughtful')",0.0712808,0.1301795,0.0588987
21,0.41550252,0.44693348,"('immoral', 'moral')",0.4155025,0.4469335,0.031431
22,-0.57766396,-0.6091611,"('untrustworthy', 'trustworthy')",-0.577664,-0.6091611,-0.0314971
23,3.3329837,3.3573189,"('insincere', 'sincere')",3.3329837,3.3573189,0.0243352
24,0.71663564,0.66240966,"('dishonest', 'honest')",0.7166356,0.6624097,-0.0542259
25,0.5510927,0.48444316,"('egoistic', 'altruistic')",0.5510927,0.4844432,-0.0666495
26,0.44776657,0.34420824,"('hardhearted', 'benevolent')",0.4477666,0.3442082,-0.1035584
27,0.6659486,0.64642525,"('hardhearted', 'softhearted')",0.6659486,0.6464252,-0.0195234
28,1.197677,1.1015905,"('disloyal', 'loyal')",1.197677,1.1015905,-0.0960865
29,-0.22137041,-0.28729123,"('unfair', 'fair')",-0.2213704,-0.2872912,-0.0659208
30,0.8768973,0.88855684,"('intolerant', 'tolerant')",0.8768973,0.8885568,0.0116595
31,-1.874425,-1.8425341,"('evil', 'good')",-1.8744251,-1.8425341,0.031891
32,0.9242431,0.88979554,"('unkind', 'kind')",0.9242431,0.8897955,-0.0344476
33,-0.38181219,-0.40551406,"('wrong', 'right')",-0.3818122,-0.4055141,-0.0237019
34,1.8109341,1.9553616,"('mean', 'honorable')",1.8109341,1.9553616,0.1444275
35,-0.6974049,-0.76040876,"('corrupt', 'incorrupt')",-0.6974049,-0.7604088,-0.0630039
36,-1.506274,-1.5586289,"('hostile', 'amicable')",-1.506274,-1.5586289,-0.0523549
37,0.00646168,0.0058754496,"('fake', 'genuine')",0.0064617,0.0058754,-0.0005863
38,-0.4143261,-0.42062628,"('untruthful', 'truthful')",-0.4143261,-0.4206263,-0.0063002
39,0.55620366,0.61909384,"('exploitative', 'cooperative')",0.5562037,0.6190938,0.0628901
40,-1.8225768,-1.9045162,"('stingy', 'generous')",-1.8225768,-1.9045162,-0.0819394
41,0.061612267,0.0177111,"('unforgiving', 'forgiving')",0.0616123,0.0177111,-0.0439012
42,-1.9235866,-1.887923,"('unreliable', 'reliable')",-1.9235866,-1.887923,0.0356636
43,0.7239941,0.7343415,"('irresponsible', 'responsible')",0.7239941,0.7343415,0.0103474
44,-1.2127519,-1.1803166,"('prejudiced', 'unprejudiced')",-1.2127519,-1.1803166,0.0324353
45,-0.024017282,-0.06616616,"('incompetent', 'competent')",-0.0240173,-0.0661662,-0.0421489
46,-0.17838398,-0.14067337,"('uncompetitive', 'competitive')",-0.178384,-0.1406734,0.0377106
47,2.361574,2.4586675,"('stupid', 'smart')",2.3615739,2.4586675,0.0970936
48,0.9986319,0.99389285,"('unintelligent', 'intelligent')",0.9986319,0.9938928,-0.0047391
49,0.4257679,0.54103273,"('unable', 'able')",0.4257679,0.5410327,0.1152648
50,-0.39409304,-0.3672358,"('clumsy', 'skillful')",-0.394093,-0.3672358,0.0268572
51,-0.298612,-0.34151936,"('uneducated', 'educated')",-0.298612,-0.3415194,-0.0429074
52,-0.3773938,-0.5217096,"('irrational', 'rational')",-0.3773938,-0.5217096,-0.1443158
