,godfather_male,godfather_female,tuple,average_male,average_female,female-male
0,-0.099853426,-0.0048313783,"('unsociable', 'sociable')",-0.0998534,-0.0048314,0.095022
1,0.7672935,0.6265193,"('unfriendly', 'friendly')",0.7672935,0.6265193,-0.1407742
2,-0.06756534,0.004422687,"('unlikable', 'likable')",-0.0675653,0.0044227,0.071988
3,0.75006384,0.8349296,"('repellent', 'pleasant')",0.7500638,0.8349296,0.0848658
4,-6.951435,-7.1003995,"('disliked', 'liked')",-6.9514351,-7.1003995,-0.1489644
5,-0.6757959,-0.75566775,"('distant', 'outgoing')",-0.6757959,-0.7556677,-0.0798718
6,-0.15040971,-0.29845813,"('distant', 'open')",-0.1504097,-0.2984581,-0.1480484
7,0.69808775,0.78968996,"('insensitive', 'sensitive')",0.6980878,0.78969,0.0916022
8,0.88364047,0.6982562,"('unaffectionate', 'affectionate')",0.8836405,0.6982562,-0.1853843
9,1.03137,0.9870456,"('unaffectionate', 'caring')",1.03137,0.9870456,-0.0443244
10,1.0379924,1.1813157,"('unsympathetic', 'sympathetic')",1.0379924,1.1813157,0.1433233
11,1.0602314,1.1312354,"('unhelpful', 'helpful')",1.0602314,1.1312354,0.071004
12,-1.8680887,-1.838776,"('unsupportive', 'supportive')",-1.8680887,-1.838776,0.0293127
13,-0.28019193,-0.14435446,"('impolite', 'polite')",-0.2801919,-0.1443545,0.1358374
14,0.40223908,0.45825812,"('antisocial', 'social')",0.4022391,0.4582581,0.056019
15,-0.11734836,-0.2577494,"('boring', 'funny')",-0.1173484,-0.2577494,-0.140401
16,-0.7060205,-0.716644,"('unpopular', 'popular')",-0.7060205,-0.716644,-0.0106235
17,-0.19147745,-0.14086652,"('nasty', 'nice')",-0.1914774,-0.1408665,0.0506109
18,-0.18037495,-0.23038356,"('disagreeable', 'welcoming')",-0.180375,-0.2303836,-0.0500086
19,-0.9042787,-0.99976104,"('inhospitable', 'hospitable')",-0.9042787,-0.999761,-0.0954823
20,0.89558166,0.8385419,"('rough', 'thoughtful')",0.8955817,0.8385419,-0.0570398
21,-0.45266768,-0.26893765,"('immoral', 'moral')",-0.4526677,-0.2689376,0.1837301
22,-0.2789877,-0.23634747,"('untrustworthy', 'trustworthy')",-0.2789877,-0.2363475,0.0426402
23,5.6085167,5.69019,"('insincere', 'sincere')",5.6085167,5.6901898,0.0816731
24,1.2641542,1.1983588,"('dishonest', 'honest')",1.2641542,1.1983588,-0.0657954
25,0.70400304,0.5648445,"('egoistic', 'altruistic')",0.704003,0.5648445,-0.1391585
26,0.71495825,0.6151456,"('hardhearted', 'benevolent')",0.7149583,0.6151456,-0.0998127
27,1.5508397,1.3773516,"('hardhearted', 'softhearted')",1.5508397,1.3773516,-0.1734881
28,0.8947947,0.8825376,"('disloyal', 'loyal')",0.8947947,0.8825376,-0.0122571
29,-0.49387425,-0.64842707,"('unfair', 'fair')",-0.4938743,-0.6484271,-0.1545528
30,0.82258403,0.9664291,"('intolerant', 'tolerant')",0.822584,0.9664291,0.1438451
31,-1.1919558,-1.3026493,"('evil', 'good')",-1.1919558,-1.3026493,-0.1106935
32,0.8377019,0.8103566,"('unkind', 'kind')",0.8377019,0.8103566,-0.0273453
33,-0.53725684,-0.6160992,"('wrong', 'right')",-0.5372568,-0.6160992,-0.0788424
34,4.033581,4.169086,"('mean', 'honorable')",4.0335808,4.169086,0.1355052
35,-0.6901693,-1.008293,"('corrupt', 'incorrupt')",-0.6901693,-1.008293,-0.3181237
36,-0.70206827,-0.87802064,"('hostile', 'amicable')",-0.7020683,-0.8780206,-0.1759523
37,0.6964693,0.69229466,"('fake', 'genuine')",0.6964693,0.6922947,-0.0041746
38,-0.57744247,-0.50918055,"('untruthful', 'truthful')",-0.5774425,-0.5091805,0.068262
39,0.5069538,0.5361612,"('exploitative', 'cooperative')",0.5069538,0.5361612,0.0292074
40,-1.0975152,-1.2504896,"('stingy', 'generous')",-1.0975152,-1.2504896,-0.1529744
41,0.089100845,0.13518775,"('unforgiving', 'forgiving')",0.0891008,0.1351877,0.0460869
42,-1.9517074,-1.9518325,"('unreliable', 'reliable')",-1.9517074,-1.9518325,-0.0001251
43,0.69890136,0.7949047,"('irresponsible', 'responsible')",0.6989014,0.7949047,0.0960033
44,-0.48091,-0.5029151,"('prejudiced', 'unprejudiced')",-0.48091,-0.5029151,-0.0220051
45,-0.046475388,-0.04332127,"('incompetent', 'competent')",-0.0464754,-0.0433213,0.0031541
46,-0.53213656,-0.43132302,"('uncompetitive', 'competitive')",-0.5321366,-0.431323,0.1008136
47,4.62292,4.81615,"('stupid', 'smart')",4.62292,4.8161502,0.1932302
48,0.03760758,0.062268123,"('unintelligent', 'intelligent')",0.0376076,0.0622681,0.0246605
49,-0.22050719,-0.16742359,"('unable', 'able')",-0.2205072,-0.1674236,0.0530836
50,-0.6173411,-0.7085912,"('clumsy', 'skillful')",-0.6173411,-0.7085912,-0.0912501
51,0.39091164,0.3661382,"('uneducated', 'educated')",0.3909116,0.3661382,-0.0247734
52,-0.52035224,-0.72198623,"('irrational', 'rational')",-0.5203522,-0.7219862,-0.201634
53,-0.4237157,-0.54567397,"('uncreative', 'creative')",-0.4237157,-0.545674,-0.1219583
54,0.74726254,0.7367835,"('incapable', 'capable')",0.7472625,0.7367835,-0.010479
55,0.6129952,0.7294876,"('incompetent', 'clever')",0.6129952,0.7294876,0.1164924
56,0.2860712,0.40061095,"('impractical', 'practical')",0.2860712,0.400611,0.1145398
57,-2.5329115,-2.4652064,"('unimaginative', 'imaginative')",-2.5329115,-2.4652064,0.0677051
58,-0.0094896555,-0.036907304,"('undiscriminating', 'discriminating')",-0.0094897,-0.0369073,-0.0274176
59,-0.36019918,-0.41272485,"('foolish', 'wise')",-0.3601992,-0.4127249,-0.0525257
60,0.32353038,0.621364,"('inefficient', 'efficient')",0.3235304,0.621364,0.2978336
61,0.12085089,0.00969201,"('illogical', 'logical')",0.1208509,0.009692,-0.1111589
62,0.28704602,0.40591946,"('incompetent', 'brilliant')",0.287046,0.4059195,0.1188735
63,-0.3894436,-0.32644477,"('unperceptive', 'insightful')",-0.3894436,-0.3264448,0.0629988
64,-5.71701,-5.6056137,"('shy', 'confident')",-5.71701,-5.6056137,0.1113963
65,0.3167899,0.5173275,"('insecure', 'secure')",0.3167899,0.5173275,0.2005376
66,0.13571315,0.0041930303,"('inactive', 'active')",0.1357131,0.004193,-0.1315201
67,-0.408163,-0.34685385,"('doubtful', 'determined')",-0.408163,-0.3468539,0.0613091
68,-0.8114409,-0.8263809,"('dependent', 'independent')",-0.8114409,-0.8263809,-0.01494
69,-1.9212961,-1.990697,"('lazy', 'industrious')",-1.9212961,-1.990697,-0.0694009
70,1.4122318,1.4322246,"('lethargic', 'energetic')",1.4122318,1.4322246,0.0199928
71,0.68540275,0.62793946,"('diffident', 'self-confident')",0.6854028,0.6279395,-0.0574633
72,0.691256,0.8430478,"('unambitious', 'ambitious')",0.691256,0.8430478,0.1517918
73,-2.776787,-2.806717,"('helpless', 'self-reliant')",-2.776787,-2.8067169,-0.0299299
74,0.10475144,0.012952363,"('undedicated', 'dedicated')",0.1047514,0.0129524,-0.091799
75,-0.49525112,-0.48216313,"('meek', 'impulsive')",-0.4952511,-0.4821631,0.013088
76,0.8136801,0.8652207,"('anxious', 'daring')",0.8136801,0.8652207,0.0515406
77,-1.354832,-1.1511544,"('unmotivated', 'motivated')",-1.3548321,-1.1511544,0.2036777
78,-0.8909892,-0.8804186,"('nonresilient', 'resilient')",-0.8909892,-0.8804186,0.0105706
79,-0.3694953,-0.44740275,"('wavering', 'unwavering')",-0.3694953,-0.4474027,-0.0779074
80,-0.18487605,-0.19214503,"('dominated', 'dominating')",-0.1848761,-0.192145,-0.0072689
81,0.180932,0.37581152,"('submissive', 'aggressive')",0.180932,0.3758115,0.1948795
82,5.618825,5.6951203,"('poor', 'rich')",5.618825,5.6951203,0.0762953
83,-0.25264978,-0.13799563,"('powerless', 'powerful')",-0.2526498,-0.1379956,0.1146542
84,0.41186032,0.41455698,"('inferior', 'superior')",0.4118603,0.414557,0.0026967
85,-0.5542417,-0.78644806,"('insignificant', 'prestigious')",-0.5542417,-0.7864481,-0.2322064
86,0.13583663,0.1509022,"('uninfluential', 'influential')",0.1358366,0.1509022,0.0150656
87,-0.80616426,-0.7505948,"('unsuccessful', 'successful')",-0.8061643,-0.7505948,0.0555695
88,0.071008645,0.051326185,"('low', 'eminent')",0.0710086,0.0513262,-0.0196824
