,orient_male,orient_female,tuple,average_male,average_female,female-male
0,-0.6612976,-0.7817313,"('unsociable', 'sociable')",-0.6612976,-0.7817313,-0.1204337
1,1.9787537,2.0748365,"('unfriendly', 'friendly')",1.9787537,2.0748365,0.0960828
2,0.40201798,0.554474,"('unlikable', 'likable')",0.402018,0.554474,0.152456
3,0.24932607,0.47880659,"('repellent', 'pleasant')",0.2493261,0.4788066,0.2294805
4,-7.497465,-7.4179945,"('disliked', 'liked')",-7.4974651,-7.4179945,0.0794706
5,0.39054924,0.54293704,"('distant', 'outgoing')",0.3905492,0.542937,0.1523878
6,0.61696553,0.7607273,"('distant', 'open')",0.6169655,0.7607273,0.1437618
7,0.6555994,0.77500063,"('insensitive', 'sensitive')",0.6555994,0.7750006,0.1194012
8,1.8426694,1.8904002,"('unaffectionate', 'affectionate')",1.8426694,1.8904002,0.0477308
9,1.8640383,2.014144,"('unaffectionate', 'caring')",1.8640383,2.0141439,0.1501056
10,0.5070724,0.5453805,"('unsympathetic', 'sympathetic')",0.5070724,0.5453805,0.0383081
11,1.8112926,1.8466381,"('unhelpful', 'helpful')",1.8112926,1.8466381,0.0353455
12,-1.6099222,-1.5190811,"('unsupportive', 'supportive')",-1.6099222,-1.5190811,0.0908411
13,-0.27852273,-0.32506278,"('impolite', 'polite')",-0.2785227,-0.3250628,-0.0465401
14,-0.63148904,-0.7418124,"('antisocial', 'social')",-0.631489,-0.7418124,-0.1103234
15,0.35764903,0.3724928,"('boring', 'funny')",0.357649,0.3724928,0.0148438
16,-0.27832,-0.18534471,"('unpopular', 'popular')",-0.27832,-0.1853447,0.0929753
17,-0.002288755,0.005623888,"('nasty', 'nice')",-0.0022888,0.0056239,0.0079127
18,-0.29179287,-0.36378062,"('disagreeable', 'welcoming')",-0.2917929,-0.3637806,-0.0719877
19,0.17516865,0.26867837,"('inhospitable', 'hospitable')",0.1751686,0.2686784,0.0935098
20,0.8385061,0.73322177,"('rough', 'thoughtful')",0.8385061,0.7332218,-0.1052843
21,-0.41430932,-0.331954,"('immoral', 'moral')",-0.4143093,-0.331954,0.0823553
22,-0.6445909,-0.5852837,"('untrustworthy', 'trustworthy')",-0.6445909,-0.5852837,0.0593072
23,6.847315,6.902408,"('insincere', 'sincere')",6.8473148,6.9024081,0.0550933
24,1.7134807,1.7513369,"('dishonest', 'honest')",1.7134807,1.7513369,0.0378562
25,0.7816731,0.76987016,"('egoistic', 'altruistic')",0.7816731,0.7698702,-0.0118029
26,0.6793122,0.4540392,"('hardhearted', 'benevolent')",0.6793122,0.4540392,-0.225273
27,1.7576653,1.7067387,"('hardhearted', 'softhearted')",1.7576653,1.7067387,-0.0509266
28,0.7040992,0.75627923,"('disloyal', 'loyal')",0.7040992,0.7562792,0.05218
29,-0.17371842,-0.22067134,"('unfair', 'fair')",-0.1737184,-0.2206713,-0.0469529
30,0.8915542,0.740213,"('intolerant', 'tolerant')",0.8915542,0.740213,-0.1513412
31,-0.8526775,-0.7729987,"('evil', 'good')",-0.8526775,-0.7729987,0.0796788
32,1.1210365,1.044303,"('unkind', 'kind')",1.1210365,1.0443031,-0.0767334
33,-0.25771174,-0.25976574,"('wrong', 'right')",-0.2577117,-0.2597657,-0.002054
34,5.2403755,5.3793874,"('mean', 'honorable')",5.2403755,5.3793874,0.1390119
35,-0.28805923,-0.3562531,"('corrupt', 'incorrupt')",-0.2880592,-0.3562531,-0.0681939
36,0.18458727,0.15053964,"('hostile', 'amicable')",0.1845873,0.1505396,-0.0340477
37,0.94965667,0.9750886,"('fake', 'genuine')",0.9496567,0.9750886,0.0254319
38,0.48315704,0.42328864,"('untruthful', 'truthful')",0.483157,0.4232886,-0.0598684
39,-0.28553146,-0.3438502,"('exploitative', 'cooperative')",-0.2855315,-0.3438502,-0.0583187
40,-2.0966153,-2.0059085,"('stingy', 'generous')",-2.0966153,-2.0059085,0.0907068
41,0.0018275157,-0.117003426,"('unforgiving', 'forgiving')",0.0018275,-0.1170034,-0.1188309
42,-2.5972848,-2.4562657,"('unreliable', 'reliable')",-2.5972848,-2.4562657,0.1410191
43,1.2454045,1.1898078,"('irresponsible', 'responsible')",1.2454045,1.1898078,-0.0555967
44,-1.0804561,-1.2209183,"('prejudiced', 'unprejudiced')",-1.0804561,-1.2209183,-0.1404622
45,-0.42313603,-0.32579246,"('incompetent', 'competent')",-0.423136,-0.3257925,0.0973435
46,-1.2980167,-1.2261664,"('uncompetitive', 'competitive')",-1.2980167,-1.2261664,0.0718503
47,5.712644,5.961727,"('stupid', 'smart')",5.7126441,5.9617271,0.249083
48,0.56911486,0.5715425,"('unintelligent', 'intelligent')",0.5691149,0.5715425,0.0024276
49,0.36990592,0.5791957,"('unable', 'able')",0.3699059,0.5791957,0.2092898
50,0.083726965,0.2733559,"('clumsy', 'skillful')",0.083727,0.2733559,0.1896289
51,0.29028097,0.34714213,"('uneducated', 'educated')",0.290281,0.3471421,0.0568611
