,hold_male,hold_female,tuple,average_male,average_female,female-male
0,0.17936617,0.088182226,"('unsociable', 'sociable')",0.1793662,0.0881822,-0.091184
1,1.1020237,1.0333637,"('unfriendly', 'friendly')",1.1020237,1.0333637,-0.06866
2,0.014147239,0.10050628,"('unlikable', 'likable')",0.0141472,0.1005063,0.0863591
3,0.6935748,0.82759285,"('repellent', 'pleasant')",0.6935748,0.8275928,0.134018
4,-7.042667,-7.2450914,"('disliked', 'liked')",-7.0426669,-7.2450914,-0.2024245
5,-0.9244337,-0.8223382,"('distant', 'outgoing')",-0.9244337,-0.8223382,0.1020955
6,-0.07735331,-0.08245304,"('distant', 'open')",-0.0773533,-0.082453,-0.0050997
7,1.2596143,1.2167069,"('insensitive', 'sensitive')",1.2596143,1.2167069,-0.0429074
8,1.1237772,1.011925,"('unaffectionate', 'affectionate')",1.1237772,1.011925,-0.1118522
9,1.6005944,1.5753205,"('unaffectionate', 'caring')",1.6005944,1.5753205,-0.0252739
10,1.2627016,1.2140962,"('unsympathetic', 'sympathetic')",1.2627016,1.2140962,-0.0486054
11,1.6459092,1.6958128,"('unhelpful', 'helpful')",1.6459092,1.6958128,0.0499036
12,-1.7363007,-1.7687694,"('unsupportive', 'supportive')",-1.7363007,-1.7687694,-0.0324687
13,-0.14015272,-0.13165464,"('impolite', 'polite')",-0.1401527,-0.1316546,0.0084981
14,0.20255993,0.25872198,"('antisocial', 'social')",0.2025599,0.258722,0.0561621
15,0.18948156,0.09062397,"('boring', 'funny')",0.1894816,0.090624,-0.0988576
16,-0.23662862,-0.23485199,"('unpopular', 'popular')",-0.2366286,-0.234852,0.0017766
17,-0.17085579,-0.18553568,"('nasty', 'nice')",-0.1708558,-0.1855357,-0.0146799
18,-0.7710265,-0.732282,"('disagreeable', 'welcoming')",-0.7710265,-0.732282,0.0387445
19,-1.0255251,-1.0412546,"('inhospitable', 'hospitable')",-1.0255251,-1.0412546,-0.0157295
20,0.8941846,0.8377546,"('rough', 'thoughtful')",0.8941846,0.8377546,-0.05643
21,-0.122031495,-0.00014865026,"('immoral', 'moral')",-0.1220315,-0.0001487,0.1218828
22,-0.35327485,-0.40501678,"('untrustworthy', 'trustworthy')",-0.3532749,-0.4050168,-0.0517419
23,5.7152114,5.852853,"('insincere', 'sincere')",5.7152114,5.8528528,0.1376414
24,1.382311,1.2669107,"('dishonest', 'honest')",1.382311,1.2669107,-0.1154003
25,0.5393989,0.4910522,"('egoistic', 'altruistic')",0.5393989,0.4910522,-0.0483467
26,1.085204,0.92871463,"('hardhearted', 'benevolent')",1.085204,0.9287146,-0.1564894
27,1.7645371,1.5179957,"('hardhearted', 'softhearted')",1.7645371,1.5179957,-0.2465414
28,1.1024325,1.0447452,"('disloyal', 'loyal')",1.1024325,1.0447452,-0.0576873
29,-0.46612012,-0.5572294,"('unfair', 'fair')",-0.4661201,-0.5572294,-0.0911093
30,0.52739275,0.578376,"('intolerant', 'tolerant')",0.5273927,0.578376,0.0509833
31,-1.6518657,-1.6491497,"('evil', 'good')",-1.6518657,-1.6491497,0.002716
32,1.2944357,1.1818999,"('unkind', 'kind')",1.2944357,1.1818999,-0.1125358
33,-0.4388032,-0.53486025,"('wrong', 'right')",-0.4388032,-0.5348603,-0.0960571
34,4.1149974,4.3315687,"('mean', 'honorable')",4.1149974,4.3315687,0.2165713
35,-0.8575992,-1.1312422,"('corrupt', 'incorrupt')",-0.8575992,-1.1312422,-0.273643
36,-0.6222027,-0.75757444,"('hostile', 'amicable')",-0.6222027,-0.7575744,-0.1353717
37,0.67136717,0.5989225,"('fake', 'genuine')",0.6713672,0.5989225,-0.0724447
