,query_male,query_female,tuple,average_male,average_female,female-male
0,0.5082785,0.25732082,"('unsociable', 'sociable')",0.5082785,0.2573208,-0.2509577
1,1.1193868,1.2535841,"('unfriendly', 'friendly')",1.1193868,1.2535841,0.1341973
2,0.12525128,0.2899673,"('unlikable', 'likable')",0.1252513,0.2899673,0.164716
3,0.72101885,0.77405596,"('repellent', 'pleasant')",0.7210189,0.774056,0.0530371
4,-7.443608,-7.6126084,"('disliked', 'liked')",-7.4436078,-7.6126084,-0.1690006
5,-0.9549603,-0.70961434,"('distant', 'outgoing')",-0.9549603,-0.7096143,0.245346
6,-0.39603198,-0.12086474,"('distant', 'open')",-0.396032,-0.1208647,0.2751673
7,1.2098626,1.2160493,"('insensitive', 'sensitive')",1.2098626,1.2160493,0.0061867
8,0.85322493,1.0245702,"('unaffectionate', 'affectionate')",0.8532249,1.0245702,0.1713453
9,1.7817093,1.9715319,"('unaffectionate', 'caring')",1.7817093,1.9715319,0.1898226
10,1.5874331,1.556284,"('unsympathetic', 'sympathetic')",1.5874331,1.556284,-0.0311491
11,2.7508726,2.771614,"('unhelpful', 'helpful')",2.7508726,2.7716141,0.0207415
12,-1.5403516,-1.5326829,"('unsupportive', 'supportive')",-1.5403516,-1.5326829,0.0076687
13,0.87040395,0.7741996,"('impolite', 'polite')",0.8704039,0.7741996,-0.0962043
14,0.21048592,-0.07152122,"('antisocial', 'social')",0.2104859,-0.0715212,-0.2820071
15,0.21421304,0.10820199,"('boring', 'funny')",0.214213,0.108202,-0.106011
16,-0.3207069,-0.305297,"('unpopular', 'popular')",-0.3207069,-0.305297,0.0154099
17,-0.26388144,-0.27300426,"('nasty', 'nice')",-0.2638814,-0.2730043,-0.0091229
18,-0.5883662,-0.67829776,"('disagreeable', 'welcoming')",-0.5883662,-0.6782978,-0.0899316
19,-1.3147949,-1.0982609,"('inhospitable', 'hospitable')",-1.3147949,-1.0982609,0.216534
20,1.3144219,1.2213359,"('rough', 'thoughtful')",1.3144219,1.2213359,-0.093086
21,0.13074245,0.050866865,"('immoral', 'moral')",0.1307424,0.0508669,-0.0798755
22,0.027783025,-0.05459421,"('untrustworthy', 'trustworthy')",0.027783,-0.0545942,-0.0823772
23,6.86188,6.980188,"('insincere', 'sincere')",6.8618798,6.9801879,0.1183081
24,2.197756,2.2668877,"('dishonest', 'honest')",2.1977561,2.2668877,0.0691316
25,0.4581159,0.39776236,"('egoistic', 'altruistic')",0.4581159,0.3977624,-0.0603535
26,0.7033052,0.5717745,"('hardhearted', 'benevolent')",0.7033052,0.5717745,-0.1315307
27,1.3615782,1.277663,"('hardhearted', 'softhearted')",1.3615782,1.277663,-0.0839152
28,1.6105266,1.545625,"('disloyal', 'loyal')",1.6105266,1.545625,-0.0649016
29,-1.0207258,-1.0158886,"('unfair', 'fair')",-1.0207258,-1.0158886,0.0048372
30,1.2031744,1.0120164,"('intolerant', 'tolerant')",1.2031744,1.0120164,-0.191158
31,-2.0607972,-1.8894268,"('evil', 'good')",-2.0607972,-1.8894268,0.1713704
32,1.6566486,1.6159945,"('unkind', 'kind')",1.6566486,1.6159945,-0.0406541
33,-0.5731355,-0.45335445,"('wrong', 'right')",-0.5731355,-0.4533544,0.1197811
34,4.4746594,4.781632,"('mean', 'honorable')",4.4746594,4.7816319,0.3069725
35,-1.4697919,-1.4828104,"('corrupt', 'incorrupt')",-1.4697919,-1.4828104,-0.0130185
36,-1.3174194,-1.2302573,"('hostile', 'amicable')",-1.3174194,-1.2302573,0.0871621
37,0.57137257,0.60858226,"('fake', 'genuine')",0.5713726,0.6085823,0.0372097
38,0.22482643,0.26410678,"('untruthful', 'truthful')",0.2248264,0.2641068,0.0392804
39,0.4263289,0.37542254,"('exploitative', 'cooperative')",0.4263289,0.3754225,-0.0509064
40,-1.9238573,-2.0746493,"('stingy', 'generous')",-1.9238573,-2.0746493,-0.150792
41,0.5365923,0.41824,"('unforgiving', 'forgiving')",0.5365923,0.41824,-0.1183523
42,-2.1585505,-2.2430098,"('unreliable', 'reliable')",-2.1585505,-2.2430098,-0.0844593
43,1.5109694,1.5214386,"('irresponsible', 'responsible')",1.5109694,1.5214386,0.0104692
44,-1.7213842,-1.852042,"('prejudiced', 'unprejudiced')",-1.7213842,-1.852042,-0.1306578
45,0.65161407,0.58779263,"('incompetent', 'competent')",0.6516141,0.5877926,-0.0638215
46,-0.07587935,-0.09945209,"('uncompetitive', 'competitive')",-0.0758794,-0.0994521,-0.0235727
47,5.3115273,5.5691824,"('stupid', 'smart')",5.3115273,5.5691824,0.2576551
48,1.3338877,1.2230767,"('unintelligent', 'intelligent')",1.3338877,1.2230767,-0.110811
49,-0.18690257,-0.120875634,"('unable', 'able')",-0.1869026,-0.1208756,0.066027
50,-0.15715703,-0.06661321,"('clumsy', 'skillful')",-0.157157,-0.0666132,0.0905438
51,0.7305765,0.6277659,"('uneducated', 'educated')",0.7305765,0.6277659,-0.1028106
52,-0.7427348,-0.69055027,"('irrational', 'rational')",-0.7427348,-0.6905503,0.0521845
53,0.058079716,0.16642524,"('uncreative', 'creative')",0.0580797,0.1664252,0.1083455
54,0.7011799,0.94569397,"('incapable', 'capable')",0.7011799,0.945694,0.2445141
55,1.5440463,1.3900741,"('incompetent', 'clever')",1.5440463,1.3900741,-0.1539722
56,1.344841,1.1440862,"('impractical', 'practical')",1.344841,1.1440862,-0.2007548
57,-2.571335,-2.6358511,"('unimaginative', 'imaginative')",-2.5713351,-2.6358511,-0.064516
58,0.046063423,0.052445956,"('undiscriminating', 'discriminating')",0.0460634,0.052446,0.0063826
59,-0.4827945,-0.39707726,"('foolish', 'wise')",-0.4827945,-0.3970773,0.0857172
60,1.5698806,1.4791555,"('inefficient', 'efficient')",1.5698806,1.4791555,-0.0907251
61,0.8666047,0.7387181,"('illogical', 'logical')",0.8666047,0.7387181,-0.1278866
62,1.4355683,1.446847,"('incompetent', 'brilliant')",1.4355683,1.446847,0.0112787
63,0.8110504,0.9473541,"('unperceptive', 'insightful')",0.8110504,0.9473541,0.1363037
64,-6.404009,-6.6058536,"('shy', 'confident')",-6.4040089,-6.6058536,-0.2018447
65,1.102541,1.076334,"('insecure', 'secure')",1.102541,1.076334,-0.026207
66,-1.0219897,-0.90348375,"('inactive', 'active')",-1.0219897,-0.9034837,0.118506
67,-0.65011644,-0.66289437,"('doubtful', 'determined')",-0.6501164,-0.6628944,-0.012778
68,-0.57372236,-0.59870386,"('dependent', 'independent')",-0.5737224,-0.5987039,-0.0249815
69,-2.447755,-2.3746295,"('lazy', 'industrious')",-2.4477551,-2.3746295,0.0731256
70,1.2657372,1.1828734,"('lethargic', 'energetic')",1.2657372,1.1828734,-0.0828638
