,image_male,image_female,tuple,average_male,average_female,female-male
0,-0.5424532,-0.56747335,"('unsociable', 'sociable')",-0.5424532,-0.5674734,-0.0250202
1,1.345339,1.3051878,"('unfriendly', 'friendly')",1.3453389,1.3051878,-0.0401511
2,0.31026626,0.30916142,"('unlikable', 'likable')",0.3102663,0.3091614,-0.0011049
3,0.24242364,0.35485902,"('repellent', 'pleasant')",0.2424236,0.354859,0.1124354
4,-7.313034,-7.448947,"('disliked', 'liked')",-7.3130341,-7.448947,-0.1359129
5,-0.1378344,-0.19436646,"('distant', 'outgoing')",-0.1378344,-0.1943665,-0.0565321
6,0.27980238,0.22417018,"('distant', 'open')",0.2798024,0.2241702,-0.0556322
7,0.4015006,0.513554,"('insensitive', 'sensitive')",0.4015006,0.513554,0.1120534
8,1.3007247,1.2364697,"('unaffectionate', 'affectionate')",1.3007247,1.2364697,-0.064255
9,1.8834597,1.8953376,"('unaffectionate', 'caring')",1.8834597,1.8953376,0.0118779
10,0.5206958,0.5976797,"('unsympathetic', 'sympathetic')",0.5206958,0.5976797,0.0769839
11,1.6144062,1.6745546,"('unhelpful', 'helpful')",1.6144062,1.6745546,0.0601484
12,-1.5164171,-1.4815401,"('unsupportive', 'supportive')",-1.5164171,-1.4815401,0.034877
13,-0.57065046,-0.61086154,"('impolite', 'polite')",-0.5706505,-0.6108615,-0.040211
14,-0.39471403,-0.39223942,"('antisocial', 'social')",-0.394714,-0.3922394,0.0024746
15,0.35127896,0.19176432,"('boring', 'funny')",0.351279,0.1917643,-0.1595147
16,-0.16650322,-0.15268433,"('unpopular', 'popular')",-0.1665032,-0.1526843,0.0138189
17,-0.29493606,-0.23993705,"('nasty', 'nice')",-0.2949361,-0.2399371,0.054999
18,-0.376409,-0.44075724,"('disagreeable', 'welcoming')",-0.376409,-0.4407572,-0.0643482
19,-0.12295878,-0.14688334,"('inhospitable', 'hospitable')",-0.1229588,-0.1468833,-0.0239245
20,0.86317706,0.847425,"('rough', 'thoughtful')",0.8631771,0.847425,-0.0157521
21,-0.41837153,-0.33779073,"('immoral', 'moral')",-0.4183715,-0.3377907,0.0805808
22,-1.2818261,-1.2734025,"('untrustworthy', 'trustworthy')",-1.2818261,-1.2734025,0.0084236
23,6.4024878,6.482813,"('insincere', 'sincere')",6.4024878,6.4828129,0.0803251
24,1.78,1.705637,"('dishonest', 'honest')",1.78,1.705637,-0.074363
25,0.82078004,0.7424621,"('egoistic', 'altruistic')",0.82078,0.7424621,-0.0783179
26,1.1516511,1.0847557,"('hardhearted', 'benevolent')",1.1516511,1.0847557,-0.0668954
27,1.7490785,1.6601312,"('hardhearted', 'softhearted')",1.7490785,1.6601312,-0.0889473
28,1.0681374,1.0224046,"('disloyal', 'loyal')",1.0681374,1.0224046,-0.0457328
29,-1.0858157,-1.1686492,"('unfair', 'fair')",-1.0858157,-1.1686492,-0.0828335
30,0.7773708,0.8042772,"('intolerant', 'tolerant')",0.7773708,0.8042772,0.0269064
31,-1.2808787,-1.2680788,"('evil', 'good')",-1.2808787,-1.2680788,0.0127999
32,1.2474295,1.1850233,"('unkind', 'kind')",1.2474295,1.1850233,-0.0624062
33,-0.07274079,-0.16025119,"('wrong', 'right')",-0.0727408,-0.1602512,-0.0875104
34,4.66399,4.824707,"('mean', 'honorable')",4.66399,4.824707,0.160717
35,-0.35152683,-0.6112278,"('corrupt', 'incorrupt')",-0.3515268,-0.6112278,-0.259701
36,-0.07014784,-0.21407062,"('hostile', 'amicable')",-0.0701478,-0.2140706,-0.1439228
37,0.63689965,0.62214005,"('fake', 'genuine')",0.6368997,0.62214,-0.0147597
38,0.06510316,0.07707892,"('untruthful', 'truthful')",0.0651032,0.0770789,0.0119757
39,0.09804179,0.09215571,"('exploitative', 'cooperative')",0.0980418,0.0921557,-0.0058861
40,-1.5651133,-1.6635356,"('stingy', 'generous')",-1.5651133,-1.6635356,-0.0984223
