,suspenders_male,suspenders_female,tuple,average_male,average_female,female-male
0,1.2147028,0.7641868,"('unsociable', 'sociable')",1.2147028,0.7641868,-0.450516
1,-1.8179735,-1.9856293,"('unfriendly', 'friendly')",-1.8179735,-1.9856293,-0.1676558
2,-0.17804095,0.048876204,"('unlikable', 'likable')",-0.178041,0.0488762,0.2269172
3,0.048053212,0.17833866,"('repellent', 'pleasant')",0.0480532,0.1783387,0.1302855
4,-3.2321477,-3.055397,"('disliked', 'liked')",-3.2321477,-3.055397,0.1767507
5,-2.872352,-2.7507539,"('distant', 'outgoing')",-2.8723519,-2.7507539,0.121598
6,-3.426888,-3.3426728,"('distant', 'open')",-3.426888,-3.3426728,0.0842152
7,0.22921984,0.28700185,"('insensitive', 'sensitive')",0.2292198,0.2870018,0.057782
8,-1.1365992,-1.1625911,"('unaffectionate', 'affectionate')",-1.1365992,-1.1625911,-0.0259919
9,-0.8684782,-0.84392595,"('unaffectionate', 'caring')",-0.8684782,-0.843926,0.0245522
10,1.4307185,0.98452777,"('unsympathetic', 'sympathetic')",1.4307185,0.9845278,-0.4461907
11,1.5334407,1.7228017,"('unhelpful', 'helpful')",1.5334407,1.7228017,0.189361
12,-0.7419798,-0.6307639,"('unsupportive', 'supportive')",-0.7419798,-0.6307639,0.1112159
13,1.5168792,1.2725363,"('impolite', 'polite')",1.5168792,1.2725363,-0.2443429
14,2.0333796,1.9577787,"('antisocial', 'social')",2.0333796,1.9577787,-0.0756009
15,-0.4823279,-0.40787563,"('boring', 'funny')",-0.4823279,-0.4078756,0.0744523
16,-1.8023764,-1.4307874,"('unpopular', 'popular')",-1.8023764,-1.4307874,0.371589
17,-0.8654512,-0.66848207,"('nasty', 'nice')",-0.8654512,-0.6684821,0.1969691
18,-1.9466615,-1.7778237,"('disagreeable', 'welcoming')",-1.9466615,-1.7778237,0.1688378
19,-2.5652082,-2.399674,"('inhospitable', 'hospitable')",-2.5652082,-2.3996739,0.1655343
20,-0.57149976,-0.51096094,"('rough', 'thoughtful')",-0.5714998,-0.5109609,0.0605389
21,1.023333,1.0417142,"('immoral', 'moral')",1.023333,1.0417142,0.0183812
22,0.18358256,0.14750595,"('untrustworthy', 'trustworthy')",0.1835826,0.147506,-0.0360766
23,3.022238,2.9056206,"('insincere', 'sincere')",3.022238,2.9056206,-0.1166174
