,villa_male,villa_female,tuple,average_male,average_female,female-male
0,0.5736676,0.4516091,"('unsociable', 'sociable')",0.5736676,0.4516091,-0.1220585
1,1.0977318,1.1535735,"('unfriendly', 'friendly')",1.0977318,1.1535735,0.0558417
2,0.12294351,0.28995603,"('unlikable', 'likable')",0.1229435,0.289956,0.1670125
3,0.750712,0.8155458,"('repellent', 'pleasant')",0.750712,0.8155458,0.0648338
4,-7.239143,-7.463385,"('disliked', 'liked')",-7.2391429,-7.4633851,-0.2242422
5,-0.5758641,-0.5187151,"('distant', 'outgoing')",-0.5758641,-0.5187151,0.057149
6,-0.10587266,-0.09850329,"('distant', 'open')",-0.1058727,-0.0985033,0.0073694
7,1.552052,1.5063654,"('insensitive', 'sensitive')",1.552052,1.5063654,-0.0456866
8,1.1322721,1.1328459,"('unaffectionate', 'affectionate')",1.1322721,1.1328459,0.0005738
9,1.408546,1.4959539,"('unaffectionate', 'caring')",1.408546,1.4959539,0.0874079
10,1.0663558,1.0815438,"('unsympathetic', 'sympathetic')",1.0663558,1.0815438,0.015188
11,1.6529559,1.8023478,"('unhelpful', 'helpful')",1.6529559,1.8023478,0.1493919
12,-1.6137964,-1.5876741,"('unsupportive', 'supportive')",-1.6137964,-1.5876741,0.0261223
13,-0.028338932,0.07303106,"('impolite', 'polite')",-0.0283389,0.0730311,0.10137
14,0.68436915,0.6484495,"('antisocial', 'social')",0.6843691,0.6484495,-0.0359196
15,0.5073954,0.42564029,"('boring', 'funny')",0.5073954,0.4256403,-0.0817551
16,-0.50879943,-0.47429305,"('unpopular', 'popular')",-0.5087994,-0.4742931,0.0345063
17,0.23679422,0.24999431,"('nasty', 'nice')",0.2367942,0.2499943,0.0132001
18,-0.49386045,-0.34851512,"('disagreeable', 'welcoming')",-0.4938605,-0.3485151,0.1453454
19,-0.50161856,-0.3873147,"('inhospitable', 'hospitable')",-0.5016186,-0.3873147,0.1143039
20,0.63643396,0.51438844,"('rough', 'thoughtful')",0.636434,0.5143884,-0.1220456
21,-0.25846148,-0.07596716,"('immoral', 'moral')",-0.2584615,-0.0759672,0.1824943
22,-0.22638863,-0.23555632,"('untrustworthy', 'trustworthy')",-0.2263886,-0.2355563,-0.0091677
23,6.279578,6.5275292,"('insincere', 'sincere')",6.2795782,6.5275292,0.247951
24,1.4420531,1.4465597,"('dishonest', 'honest')",1.4420531,1.4465597,0.0045066
25,0.64201844,0.63761353,"('egoistic', 'altruistic')",0.6420184,0.6376135,-0.0044049
26,1.593244,1.4095668,"('hardhearted', 'benevolent')",1.593244,1.4095668,-0.1836772
27,1.7427756,1.5924944,"('hardhearted', 'softhearted')",1.7427756,1.5924944,-0.1502812
28,1.3551146,1.285526,"('disloyal', 'loyal')",1.3551146,1.285526,-0.0695886
29,-0.31514436,-0.44895715,"('unfair', 'fair')",-0.3151444,-0.4489571,-0.1338127
30,0.9743975,1.1152276,"('intolerant', 'tolerant')",0.9743975,1.1152276,0.1408301
31,-1.3069483,-1.2716683,"('evil', 'good')",-1.3069483,-1.2716683,0.03528
32,1.1943547,1.0960312,"('unkind', 'kind')",1.1943547,1.0960312,-0.0983235
33,-0.59520096,-0.65322715,"('wrong', 'right')",-0.595201,-0.6532272,-0.0580262
34,4.3327336,4.6835628,"('mean', 'honorable')",4.3327336,4.6835628,0.3508292
35,-0.85128784,-1.1414404,"('corrupt', 'incorrupt')",-0.8512878,-1.1414404,-0.2901526
36,-0.98585796,-1.0811578,"('hostile', 'amicable')",-0.985858,-1.0811578,-0.0952998
37,0.96777093,0.9172161,"('fake', 'genuine')",0.9677709,0.9172161,-0.0505548
38,-0.416525,-0.28012967,"('untruthful', 'truthful')",-0.416525,-0.2801297,0.1363953
39,0.47838706,0.53004825,"('exploitative', 'cooperative')",0.4783871,0.5300483,0.0516612
40,-1.1638874,-1.2958082,"('stingy', 'generous')",-1.1638874,-1.2958082,-0.1319208
41,0.5784173,0.49631965,"('unforgiving', 'forgiving')",0.5784173,0.4963197,-0.0820976
42,-2.3289306,-2.4036725,"('unreliable', 'reliable')",-2.3289306,-2.4036725,-0.0747419
43,1.0711145,1.2195023,"('irresponsible', 'responsible')",1.0711145,1.2195023,0.1483878
44,-1.3494943,-1.4212372,"('prejudiced', 'unprejudiced')",-1.3494943,-1.4212372,-0.0717429
45,0.48498952,0.3032924,"('incompetent', 'competent')",0.4849895,0.3032924,-0.1816971
46,-0.4811322,-0.5987644,"('uncompetitive', 'competitive')",-0.4811322,-0.5987644,-0.1176322
47,4.7297783,4.941093,"('stupid', 'smart')",4.7297783,4.941093,0.2113147
48,0.6445413,0.69060355,"('unintelligent', 'intelligent')",0.6445413,0.6906036,0.0460623
49,-0.1679157,-0.0014015129,"('unable', 'able')",-0.1679157,-0.0014015,0.1665142
50,-0.6559546,-0.6151681,"('clumsy', 'skillful')",-0.6559546,-0.6151681,0.0407865
51,0.57581955,0.56645256,"('uneducated', 'educated')",0.5758196,0.5664526,-0.009367
52,-0.063411675,-0.23197713,"('irrational', 'rational')",-0.0634117,-0.2319771,-0.1685654
53,-0.068297446,-0.10593288,"('uncreative', 'creative')",-0.0682974,-0.1059329,-0.0376355
54,1.0875993,1.1149335,"('incapable', 'capable')",1.0875993,1.1149335,0.0273342
55,1.0043383,1.0501473,"('incompetent', 'clever')",1.0043383,1.0501473,0.045809
56,0.38970494,0.3795268,"('impractical', 'practical')",0.3897049,0.3795268,-0.0101781
57,-1.8732581,-2.1558113,"('unimaginative', 'imaginative')",-1.8732581,-2.1558113,-0.2825532
58,0.38660675,0.41017208,"('undiscriminating', 'discriminating')",0.3866068,0.4101721,0.0235653
59,-0.08519791,-0.0059313215,"('foolish', 'wise')",-0.0851979,-0.0059313,0.0792666
60,0.26299986,0.45615193,"('inefficient', 'efficient')",0.2629999,0.4561519,0.193152
61,0.6289493,0.49313313,"('illogical', 'logical')",0.6289493,0.4931331,-0.1358162
62,0.7593958,0.8535443,"('incompetent', 'brilliant')",0.7593958,0.8535443,0.0941485
63,0.08053363,0.1782602,"('unperceptive', 'insightful')",0.0805336,0.1782602,0.0977266
64,-6.2717686,-6.324155,"('shy', 'confident')",-6.2717686,-6.3241549,-0.0523863
65,0.105476454,0.31619573,"('insecure', 'secure')",0.1054765,0.3161957,0.2107192
66,-0.112083934,-0.23127757,"('inactive', 'active')",-0.1120839,-0.2312776,-0.1191937
67,-0.46350223,-0.339414,"('doubtful', 'determined')",-0.4635022,-0.339414,0.1240882
68,-1.0572556,-0.8982762,"('dependent', 'independent')",-1.0572556,-0.8982762,0.1589794
69,-1.9470332,-2.047871,"('lazy', 'industrious')",-1.9470332,-2.0478711,-0.1008379
70,1.549423,1.3941606,"('lethargic', 'energetic')",1.549423,1.3941606,-0.1552624
71,0.4545587,0.47887903,"('diffident', 'self-confident')",0.4545587,0.478879,0.0243203
72,0.7426445,0.96332926,"('unambitious', 'ambitious')",0.7426445,0.9633293,0.2206848
73,-2.852035,-2.8278477,"('helpless', 'self-reliant')",-2.852035,-2.8278477,0.0241873
74,0.29091287,0.14244576,"('undedicated', 'dedicated')",0.2909129,0.1424458,-0.1484671
75,-0.92434454,-0.9670031,"('meek', 'impulsive')",-0.9243445,-0.9670031,-0.0426586
76,0.4185542,0.4701572,"('anxious', 'daring')",0.4185542,0.4701572,0.051603
77,-1.2863467,-1.2409174,"('unmotivated', 'motivated')",-1.2863467,-1.2409174,0.0454293
78,-1.0115614,-1.0861956,"('nonresilient', 'resilient')",-1.0115614,-1.0861956,-0.0746342
79,-0.34332347,-0.31971073,"('wavering', 'unwavering')",-0.3433235,-0.3197107,0.0236128
80,0.21301539,0.0110292025,"('dominated', 'dominating')",0.2130154,0.0110292,-0.2019862
81,-0.12535658,-0.07136038,"('submissive', 'aggressive')",-0.1253566,-0.0713604,0.0539962
82,6.1070323,6.25786,"('poor', 'rich')",6.1070323,6.2578602,0.1508279
83,-0.32656258,-0.24037826,"('powerless', 'powerful')",-0.3265626,-0.2403783,0.0861843
84,0.10825857,0.19527175,"('inferior', 'superior')",0.1082586,0.1952717,0.0870131
85,-1.0484009,-0.9990756,"('insignificant', 'prestigious')",-1.0484009,-0.9990756,0.0493253
86,0.8549562,0.6978836,"('uninfluential', 'influential')",0.8549562,0.6978836,-0.1570726
87,0.21904215,0.1935067,"('unsuccessful', 'successful')",0.2190422,0.1935067,-0.0255355
88,-0.07096076,-0.10761542,"('low', 'eminent')",-0.0709608,-0.1076154,-0.0366546
