,correspondence_male,correspondence_female,tuple,average_male,average_female,female-male
0,0.12532179,0.17725343,"('unsociable', 'sociable')",0.1253218,0.1772534,0.0519316
1,0.85931623,0.79506755,"('unfriendly', 'friendly')",0.8593162,0.7950675,-0.0642487
2,-0.0058733625,0.078199014,"('unlikable', 'likable')",-0.0058734,0.078199,0.0840724
3,0.58366585,0.5937119,"('repellent', 'pleasant')",0.5836658,0.5937119,0.0100461
4,-7.540611,-7.5817623,"('disliked', 'liked')",-7.5406108,-7.5817623,-0.0411515
5,-1.2792883,-1.3898658,"('distant', 'outgoing')",-1.2792883,-1.3898658,-0.1105775
6,-0.5367782,-0.6670961,"('distant', 'open')",-0.5367782,-0.6670961,-0.1303179
7,1.071125,1.1687552,"('insensitive', 'sensitive')",1.071125,1.1687552,0.0976302
8,0.9329107,0.7819115,"('unaffectionate', 'affectionate')",0.9329107,0.7819115,-0.1509992
9,1.4789159,1.4536924,"('unaffectionate', 'caring')",1.4789159,1.4536924,-0.0252235
10,1.097732,1.1546657,"('unsympathetic', 'sympathetic')",1.0977319,1.1546657,0.0569338
11,1.4145705,1.546914,"('unhelpful', 'helpful')",1.4145705,1.546914,0.1323435
12,-1.6825848,-1.6083556,"('unsupportive', 'supportive')",-1.6825848,-1.6083556,0.0742292
13,-0.19292569,-0.06319607,"('impolite', 'polite')",-0.1929257,-0.0631961,0.1297296
14,0.44081324,0.5089204,"('antisocial', 'social')",0.4408132,0.5089204,0.0681072
15,-0.061500493,-0.060277183,"('boring', 'funny')",-0.0615005,-0.0602772,0.0012233
16,-0.8487273,-0.8791526,"('unpopular', 'popular')",-0.8487273,-0.8791526,-0.0304253
17,-0.30888614,-0.3147553,"('nasty', 'nice')",-0.3088861,-0.3147553,-0.0058692
18,-0.9252027,-0.97758406,"('disagreeable', 'welcoming')",-0.9252027,-0.9775841,-0.0523814
19,-0.7695812,-0.79737145,"('inhospitable', 'hospitable')",-0.7695812,-0.7973714,-0.0277902
20,1.1702496,1.1352981,"('rough', 'thoughtful')",1.1702496,1.1352981,-0.0349515
21,-0.21022572,-0.053521313,"('immoral', 'moral')",-0.2102257,-0.0535213,0.1567044
22,-0.11297664,-0.0015064497,"('untrustworthy', 'trustworthy')",-0.1129766,-0.0015064,0.1114702
23,6.3584824,6.455021,"('insincere', 'sincere')",6.3584824,6.4550209,0.0965385
24,1.5281012,1.4961765,"('dishonest', 'honest')",1.5281012,1.4961765,-0.0319247
25,0.6427463,0.5022891,"('egoistic', 'altruistic')",0.6427463,0.5022891,-0.1404572
26,1.2864889,1.3253902,"('hardhearted', 'benevolent')",1.2864889,1.3253902,0.0389013
27,1.3019128,1.0431023,"('hardhearted', 'softhearted')",1.3019128,1.0431023,-0.2588105
28,1.2576274,1.2444235,"('disloyal', 'loyal')",1.2576274,1.2444235,-0.0132039
29,-0.6689912,-0.8296442,"('unfair', 'fair')",-0.6689912,-0.8296442,-0.160653
30,0.90563256,0.9803642,"('intolerant', 'tolerant')",0.9056326,0.9803642,0.0747316
31,-1.3980659,-1.5354866,"('evil', 'good')",-1.3980659,-1.5354866,-0.1374207
32,0.992097,0.98134327,"('unkind', 'kind')",0.992097,0.9813433,-0.0107537
33,-0.48872635,-0.5067429,"('wrong', 'right')",-0.4887263,-0.5067429,-0.0180166
