,premeditation_male,premeditation_female,tuple,average_male,average_female,female-male
0,-0.5834477,-0.86838603,"('unsociable', 'sociable')",-0.5834477,-0.868386,-0.2849383
1,-0.70692325,-0.8815644,"('unfriendly', 'friendly')",-0.7069232,-0.8815644,-0.1746412
2,0.6334375,0.57180333,"('unlikable', 'likable')",0.6334375,0.5718033,-0.0616342
3,-0.12913829,-0.117768615,"('repellent', 'pleasant')",-0.1291383,-0.1177686,0.0113697
4,-1.906139,-2.0898135,"('disliked', 'liked')",-1.906139,-2.0898135,-0.1836745
5,-0.35010907,-0.32125747,"('distant', 'outgoing')",-0.3501091,-0.3212575,0.0288516
6,-0.4398116,-0.4260107,"('distant', 'open')",-0.4398116,-0.4260107,0.0138009
7,-0.50126004,-0.47270498,"('insensitive', 'sensitive')",-0.50126,-0.472705,0.028555
8,-0.69144946,-0.78413737,"('unaffectionate', 'affectionate')",-0.6914495,-0.7841374,-0.0926879
9,-1.3015443,-1.2446492,"('unaffectionate', 'caring')",-1.3015443,-1.2446492,0.0568951
10,-1.3587852,-1.4601216,"('unsympathetic', 'sympathetic')",-1.3587852,-1.4601216,-0.1013364
11,0.11995671,0.18371157,"('unhelpful', 'helpful')",0.1199567,0.1837116,0.0637549
12,-1.441714,-1.3299584,"('unsupportive', 'supportive')",-1.441714,-1.3299584,0.1117556
13,-1.0371581,-1.1036057,"('impolite', 'polite')",-1.0371581,-1.1036057,-0.0664476
14,0.36006767,0.35691756,"('antisocial', 'social')",0.3600677,0.3569176,-0.0031501
15,0.78363556,0.5508163,"('boring', 'funny')",0.7836356,0.5508163,-0.2328193
16,0.485298,0.2556536,"('unpopular', 'popular')",0.485298,0.2556536,-0.2296444
17,-0.63655144,-0.73421866,"('nasty', 'nice')",-0.6365514,-0.7342187,-0.0976673
18,0.0015377253,-0.036245245,"('disagreeable', 'welcoming')",0.0015377,-0.0362452,-0.0377829
19,-0.13887504,-0.41839412,"('inhospitable', 'hospitable')",-0.138875,-0.4183941,-0.2795191
20,1.0613576,1.0144092,"('rough', 'thoughtful')",1.0613576,1.0144092,-0.0469484
21,0.007299982,-0.031173224,"('immoral', 'moral')",0.0073,-0.0311732,-0.0384732
22,0.19546683,0.13210674,"('untrustworthy', 'trustworthy')",0.1954668,0.1321067,-0.0633601
23,2.0173175,1.9828913,"('insincere', 'sincere')",2.0173175,1.9828913,-0.0344262
24,-0.30653292,-0.20819348,"('dishonest', 'honest')",-0.3065329,-0.2081935,0.0983394
25,1.0423402,0.8936106,"('egoistic', 'altruistic')",1.0423402,0.8936106,-0.1487296
26,0.8730598,0.48115247,"('hardhearted', 'benevolent')",0.8730598,0.4811525,-0.3919073
27,-0.40528974,-0.27302667,"('hardhearted', 'softhearted')",-0.4052897,-0.2730267,0.132263
28,-0.21899189,-0.26347053,"('disloyal', 'loyal')",-0.2189919,-0.2634705,-0.0444786
29,-0.28015798,-0.26940385,"('unfair', 'fair')",-0.280158,-0.2694038,0.0107542
30,0.32183847,0.21823613,"('intolerant', 'tolerant')",0.3218385,0.2182361,-0.1036024
31,-0.22555897,-0.3826787,"('evil', 'good')",-0.225559,-0.3826787,-0.1571197
32,0.59173924,0.29324096,"('unkind', 'kind')",0.5917392,0.293241,-0.2984982
33,-0.16659208,-0.14580165,"('wrong', 'right')",-0.1665921,-0.1458016,0.0207905
34,2.7090733,2.643107,"('mean', 'honorable')",2.7090733,2.6431069,-0.0659664
35,0.3790144,0.2695496,"('corrupt', 'incorrupt')",0.3790144,0.2695496,-0.1094648
36,0.1256021,-0.29652232,"('hostile', 'amicable')",0.1256021,-0.2965223,-0.4221244
37,-0.16056125,-0.11104094,"('fake', 'genuine')",-0.1605612,-0.1110409,0.0495203
38,-0.058354415,0.0062657334,"('untruthful', 'truthful')",-0.0583544,0.0062657,0.0646201
39,0.09052556,0.27592236,"('exploitative', 'cooperative')",0.0905256,0.2759224,0.1853968
40,-0.6750816,-0.5872013,"('stingy', 'generous')",-0.6750816,-0.5872013,0.0878803
41,-0.086757995,-0.21656534,"('unforgiving', 'forgiving')",-0.086758,-0.2165653,-0.1298073
42,-0.5908671,-0.6455468,"('unreliable', 'reliable')",-0.5908671,-0.6455468,-0.0546797
43,-0.6553746,-0.47832265,"('irresponsible', 'responsible')",-0.6553746,-0.4783227,0.1770519
44,0.14261407,0.33352295,"('prejudiced', 'unprejudiced')",0.1426141,0.3335229,0.1909088
45,0.07724539,-0.14499393,"('incompetent', 'competent')",0.0772454,-0.1449939,-0.2222393
46,-1.3912356,-1.3589519,"('uncompetitive', 'competitive')",-1.3912356,-1.3589519,0.0322837
47,1.9586902,2.0954602,"('stupid', 'smart')",1.9586902,2.0954602,0.13677
48,-0.7254546,-0.45292908,"('unintelligent', 'intelligent')",-0.7254546,-0.4529291,0.2725255
49,0.123022914,0.37967405,"('unable', 'able')",0.1230229,0.379674,0.2566511
50,1.2185147,1.1324519,"('clumsy', 'skillful')",1.2185147,1.1324519,-0.0860628
51,-0.036102027,-0.14087354,"('uneducated', 'educated')",-0.036102,-0.1408735,-0.1047715
52,-0.02588041,-0.2509205,"('irrational', 'rational')",-0.0258804,-0.2509205,-0.2250401
53,-0.57713515,-0.7697253,"('uncreative', 'creative')",-0.5771351,-0.7697253,-0.1925902
54,1.1798959,0.95817876,"('incapable', 'capable')",1.1798959,0.9581788,-0.2217171
55,-0.26745635,-0.0030953046,"('incompetent', 'clever')",-0.2674564,-0.0030953,0.2643611
56,0.116876744,0.03768732,"('impractical', 'practical')",0.1168767,0.0376873,-0.0791894
57,-1.3648403,-1.6839494,"('unimaginative', 'imaginative')",-1.3648403,-1.6839494,-0.3191091
58,-0.27405733,-0.387923,"('undiscriminating', 'discriminating')",-0.2740573,-0.387923,-0.1138657
59,-0.11600415,0.019100707,"('foolish', 'wise')",-0.1160041,0.0191007,0.1351048
60,-0.41309407,-0.048181634,"('inefficient', 'efficient')",-0.4130941,-0.0481816,0.3649125
61,-0.2552857,-0.20844302,"('illogical', 'logical')",-0.2552857,-0.208443,0.0468427
62,0.44338086,0.6826142,"('incompetent', 'brilliant')",0.4433809,0.6826142,0.2392333
63,-0.2124407,-0.22143066,"('unperceptive', 'insightful')",-0.2124407,-0.2214307,-0.00899
64,-2.9187822,-2.7336645,"('shy', 'confident')",-2.9187822,-2.7336645,0.1851177
65,-0.3176582,-0.20874742,"('insecure', 'secure')",-0.3176582,-0.2087474,0.1089108
66,-0.36375493,-0.62493926,"('inactive', 'active')",-0.3637549,-0.6249393,-0.2611844
67,0.25149363,0.16304494,"('doubtful', 'determined')",0.2514936,0.1630449,-0.0884487
68,-0.008789757,0.11004527,"('dependent', 'independent')",-0.0087898,0.1100453,0.1188351
69,0.79919016,0.7705501,"('lazy', 'industrious')",0.7991902,0.7705501,-0.0286401
70,-0.09091304,-0.11245551,"('lethargic', 'energetic')",-0.090913,-0.1124555,-0.0215425
71,-0.39832422,-0.17347534,"('diffident', 'self-confident')",-0.3983242,-0.1734753,0.2248489
72,0.04578099,0.23379913,"('unambitious', 'ambitious')",0.045781,0.2337991,0.1880181
73,-0.33306116,-0.15215449,"('helpless', 'self-reliant')",-0.3330612,-0.1521545,0.1809067
74,-0.2969047,-0.52106017,"('undedicated', 'dedicated')",-0.2969047,-0.5210602,-0.2241555
75,0.83531654,0.71977985,"('meek', 'impulsive')",0.8353165,0.7197798,-0.1155367
76,-0.3632882,-0.24848175,"('anxious', 'daring')",-0.3632882,-0.2484818,0.1148064
77,-0.108861476,-0.03931783,"('unmotivated', 'motivated')",-0.1088615,-0.0393178,0.0695437
78,-1.0246071,-0.8905385,"('nonresilient', 'resilient')",-1.0246071,-0.8905385,0.1340686
79,0.7050955,0.32837903,"('wavering', 'unwavering')",0.7050955,0.328379,-0.3767165
80,-0.17852312,-0.15590186,"('dominated', 'dominating')",-0.1785231,-0.1559019,0.0226212
81,-0.34354,-0.1234397,"('submissive', 'aggressive')",-0.34354,-0.1234397,0.2201003
82,2.8318727,2.6068542,"('poor', 'rich')",2.8318727,2.6068542,-0.2250185
83,0.036037013,0.07331407,"('powerless', 'powerful')",0.036037,0.0733141,0.0372771
84,0.37891036,0.3360914,"('inferior', 'superior')",0.3789104,0.3360914,-0.042819
85,1.480168,0.9118712,"('insignificant', 'prestigious')",1.480168,0.9118712,-0.5682968
86,-0.95937604,-1.1245266,"('uninfluential', 'influential')",-0.959376,-1.1245266,-0.1651506
87,0.33467215,0.22345856,"('unsuccessful', 'successful')",0.3346722,0.2234586,-0.1112136
88,1.0129361,0.62562555,"('low', 'eminent')",1.0129361,0.6256256,-0.3873105
