,impairment_male,impairment_female,tuple,average_male,average_female,female-male
0,0.038439386,0.019691102,"('unsociable', 'sociable')",0.0384394,0.0196911,-0.0187483
1,0.28132728,0.067175984,"('unfriendly', 'friendly')",0.2813273,0.067176,-0.2141513
2,-0.56712955,-0.61622965,"('unlikable', 'likable')",-0.5671296,-0.6162297,-0.0491001
3,0.9229285,0.94108963,"('repellent', 'pleasant')",0.9229285,0.9410896,0.0181611
4,-7.5321155,-7.624636,"('disliked', 'liked')",-7.5321155,-7.6246362,-0.0925207
5,-1.6263163,-1.7847606,"('distant', 'outgoing')",-1.6263163,-1.7847606,-0.1584443
6,-1.0974946,-1.3386103,"('distant', 'open')",-1.0974946,-1.3386103,-0.2411157
7,1.1593157,1.1586784,"('insensitive', 'sensitive')",1.1593157,1.1586784,-0.0006373
8,0.7578624,0.48232555,"('unaffectionate', 'affectionate')",0.7578624,0.4823256,-0.2755368
9,1.2559894,1.0922543,"('unaffectionate', 'caring')",1.2559894,1.0922543,-0.1637351
10,1.5276158,1.6143283,"('unsympathetic', 'sympathetic')",1.5276158,1.6143283,0.0867125
11,1.7892144,1.8836261,"('unhelpful', 'helpful')",1.7892144,1.8836261,0.0944117
12,-1.4350679,-1.4148371,"('unsupportive', 'supportive')",-1.4350679,-1.4148371,0.0202308
13,-0.29733366,-0.27092648,"('impolite', 'polite')",-0.2973337,-0.2709265,0.0264072
14,0.4631267,0.47237593,"('antisocial', 'social')",0.4631267,0.4723759,0.0092492
15,-0.33680564,-0.49366176,"('boring', 'funny')",-0.3368056,-0.4936618,-0.1568562
16,-1.1673188,-1.228421,"('unpopular', 'popular')",-1.1673188,-1.228421,-0.0611022
17,-0.81005496,-0.8747146,"('nasty', 'nice')",-0.810055,-0.8747146,-0.0646596
18,-0.95672965,-1.1340498,"('disagreeable', 'welcoming')",-0.9567297,-1.1340498,-0.1773201
19,-1.3756727,-1.5235909,"('inhospitable', 'hospitable')",-1.3756727,-1.5235909,-0.1479182
20,0.94734293,0.8344287,"('rough', 'thoughtful')",0.9473429,0.8344287,-0.1129142
21,-0.360338,-0.2599927,"('immoral', 'moral')",-0.360338,-0.2599927,0.1003453
22,-0.6819251,-0.73149556,"('untrustworthy', 'trustworthy')",-0.6819251,-0.7314956,-0.0495705
23,6.2171955,6.193477,"('insincere', 'sincere')",6.2171955,6.1934772,-0.0237183
24,1.2348988,1.0174357,"('dishonest', 'honest')",1.2348988,1.0174357,-0.2174631
25,0.213934,-0.012570545,"('egoistic', 'altruistic')",0.213934,-0.0125705,-0.2265045
26,1.0785091,1.0338923,"('hardhearted', 'benevolent')",1.0785091,1.0338923,-0.0446168
27,1.2408005,0.86838394,"('hardhearted', 'softhearted')",1.2408005,0.8683839,-0.3724166
28,0.8371025,0.77567077,"('disloyal', 'loyal')",0.8371025,0.7756708,-0.0614317
29,-1.2364067,-1.4595919,"('unfair', 'fair')",-1.2364067,-1.4595919,-0.2231852
30,1.2242149,1.2695057,"('intolerant', 'tolerant')",1.2242149,1.2695057,0.0452908
31,-2.2700408,-2.4598358,"('evil', 'good')",-2.2700408,-2.4598358,-0.189795
32,0.8756371,0.7559743,"('unkind', 'kind')",0.8756371,0.7559743,-0.1196628
33,-1.0554249,-1.1594076,"('wrong', 'right')",-1.0554249,-1.1594076,-0.1039827
34,4.396648,4.438309,"('mean', 'honorable')",4.3966479,4.4383092,0.0416613
35,-0.9903491,-1.2707715,"('corrupt', 'incorrupt')",-0.9903491,-1.2707715,-0.2804224
36,-1.2458742,-1.4163942,"('hostile', 'amicable')",-1.2458742,-1.4163942,-0.17052
37,0.81154615,0.7002375,"('fake', 'genuine')",0.8115461,0.7002375,-0.1113086
38,-0.53802216,-0.55527174,"('untruthful', 'truthful')",-0.5380222,-0.5552717,-0.0172495
39,0.3323589,0.25501058,"('exploitative', 'cooperative')",0.3323589,0.2550106,-0.0773483
40,-1.6686966,-1.876427,"('stingy', 'generous')",-1.6686966,-1.8764271,-0.2077305
41,-0.1370428,-0.2737919,"('unforgiving', 'forgiving')",-0.1370428,-0.2737919,-0.1367491
42,-2.588641,-2.5814786,"('unreliable', 'reliable')",-2.5886409,-2.5814786,0.0071623
43,0.92226005,0.9545065,"('irresponsible', 'responsible')",0.92226,0.9545065,0.0322465
44,-1.3260481,-1.3540556,"('prejudiced', 'unprejudiced')",-1.3260481,-1.3540556,-0.0280075
45,0.22840779,0.19262438,"('incompetent', 'competent')",0.2284078,0.1926244,-0.0357834
46,0.039211106,0.15022588,"('uncompetitive', 'competitive')",0.0392111,0.1502259,0.1110148
47,4.766663,4.859698,"('stupid', 'smart')",4.7666631,4.8596978,0.0930347
48,0.46796572,0.45920077,"('unintelligent', 'intelligent')",0.4679657,0.4592008,-0.0087649
