,epee_male,epee_female,tuple,average_male,average_female,female-male
0,-0.09997634,-0.12250283,"('unsociable', 'sociable')",-0.0999763,-0.1225028,-0.0225265
1,-0.8998312,-1.0442373,"('unfriendly', 'friendly')",-0.8998312,-1.0442373,-0.1444061
2,0.8706737,0.9532551,"('unlikable', 'likable')",0.8706737,0.9532551,0.0825814
3,-0.33397025,-0.25994182,"('repellent', 'pleasant')",-0.3339702,-0.2599418,0.0740284
4,-2.3294697,-2.3449368,"('disliked', 'liked')",-2.3294697,-2.3449368,-0.0154671
5,-1.1126119,-1.1551175,"('distant', 'outgoing')",-1.1126119,-1.1551175,-0.0425056
6,-0.536694,-0.6160168,"('distant', 'open')",-0.536694,-0.6160168,-0.0793228
7,-0.041573726,0.0841244,"('insensitive', 'sensitive')",-0.0415737,0.0841244,0.1256981
8,-0.84299195,-0.98252475,"('unaffectionate', 'affectionate')",-0.8429919,-0.9825248,-0.1395329
9,-0.99311364,-1.0604092,"('unaffectionate', 'caring')",-0.9931136,-1.0604092,-0.0672956
10,-0.51181483,-0.49210572,"('unsympathetic', 'sympathetic')",-0.5118148,-0.4921057,0.0197091
11,0.3777173,0.42773676,"('unhelpful', 'helpful')",0.3777173,0.4277368,0.0500195
12,-1.2474674,-1.1859254,"('unsupportive', 'supportive')",-1.2474674,-1.1859254,0.061542
13,-0.102765486,0.023992885,"('impolite', 'polite')",-0.1027655,0.0239929,0.1267584
14,0.09096612,0.17724456,"('antisocial', 'social')",0.0909661,0.1772446,0.0862785
15,0.4253356,0.3916444,"('boring', 'funny')",0.4253356,0.3916444,-0.0336912
16,0.060866937,-0.13443138,"('unpopular', 'popular')",0.0608669,-0.1344314,-0.1952983
17,-0.30324987,-0.22581697,"('nasty', 'nice')",-0.3032499,-0.225817,0.0774329
18,-0.92903715,-0.91070825,"('disagreeable', 'welcoming')",-0.9290372,-0.9107082,0.018329
19,-1.3550309,-1.395799,"('inhospitable', 'hospitable')",-1.3550309,-1.395799,-0.0407681
20,1.0372696,0.99140763,"('rough', 'thoughtful')",1.0372696,0.9914076,-0.045862
21,0.03206479,0.22308959,"('immoral', 'moral')",0.0320648,0.2230896,0.1910248
22,-0.19337405,-0.11723232,"('untrustworthy', 'trustworthy')",-0.1933741,-0.1172323,0.0761418
23,1.1942667,1.2162424,"('insincere', 'sincere')",1.1942667,1.2162424,0.0219757
24,0.033104006,0.06133785,"('dishonest', 'honest')",0.033104,0.0613379,0.0282339
25,0.4246486,0.20993376,"('egoistic', 'altruistic')",0.4246486,0.2099338,-0.2147148
26,0.3533444,0.20012681,"('hardhearted', 'benevolent')",0.3533444,0.2001268,-0.1532176
27,0.43455714,0.36703622,"('hardhearted', 'softhearted')",0.4345571,0.3670362,-0.0675209
28,0.5371913,0.40077397,"('disloyal', 'loyal')",0.5371913,0.400774,-0.1364173
29,-0.5142736,-0.5640612,"('unfair', 'fair')",-0.5142736,-0.5640612,-0.0497876
30,-0.11989206,-0.07414631,"('intolerant', 'tolerant')",-0.1198921,-0.0741463,0.0457458
31,-0.9783059,-0.97867876,"('evil', 'good')",-0.9783059,-0.9786788,-0.0003729
32,0.013764286,0.06780841,"('unkind', 'kind')",0.0137643,0.0678084,0.0540441
33,-0.020160696,-0.09855885,"('wrong', 'right')",-0.0201607,-0.0985589,-0.0783982
34,1.9082534,2.014532,"('mean', 'honorable')",1.9082534,2.0145321,0.1062787
35,-0.069200516,-0.25457612,"('corrupt', 'incorrupt')",-0.0692005,-0.2545761,-0.1853756
36,-0.09052666,-0.26233548,"('hostile', 'amicable')",-0.0905267,-0.2623355,-0.1718088
