,nucleotidase_male,nucleotidase_female,tuple,average_male,average_female,female-male
0,-0.6992403,-0.9382402,"('unsociable', 'sociable')",-0.6992403,-0.9382402,-0.2389999
1,-0.3132147,-0.7680869,"('unfriendly', 'friendly')",-0.3132147,-0.7680869,-0.4548722
2,0.6719853,0.60307777,"('unlikable', 'likable')",0.6719853,0.6030778,-0.0689075
3,-1.7059339,-1.6433628,"('repellent', 'pleasant')",-1.7059339,-1.6433628,0.0625711
4,-0.15461169,-0.27181372,"('disliked', 'liked')",-0.1546117,-0.2718137,-0.117202
5,0.5820684,0.30903327,"('distant', 'outgoing')",0.5820684,0.3090333,-0.2730351
6,0.6763377,0.34828046,"('distant', 'open')",0.6763377,0.3482805,-0.3280572
7,-1.6748236,-1.6395484,"('insensitive', 'sensitive')",-1.6748236,-1.6395484,0.0352752
8,-0.21523723,-0.52471745,"('unaffectionate', 'affectionate')",-0.2152372,-0.5247175,-0.3094803
9,-1.0758893,-1.3254071,"('unaffectionate', 'caring')",-1.0758893,-1.3254071,-0.2495178
10,-2.1481798,-2.1324682,"('unsympathetic', 'sympathetic')",-2.1481798,-2.1324682,0.0157116
11,-0.8338611,-0.81369597,"('unhelpful', 'helpful')",-0.8338611,-0.813696,0.0201651
12,-0.88829786,-1.024466,"('unsupportive', 'supportive')",-0.8882979,-1.024466,-0.1361681
13,-1.7348217,-1.7329007,"('impolite', 'polite')",-1.7348217,-1.7329007,0.001921
14,-1.1703328,-1.0539484,"('antisocial', 'social')",-1.1703328,-1.0539484,0.1163844
15,0.7481047,0.6612008,"('boring', 'funny')",0.7481047,0.6612008,-0.0869039
16,0.4051004,0.38314146,"('unpopular', 'popular')",0.4051004,0.3831415,-0.0219589
17,0.12864442,0.1706527,"('nasty', 'nice')",0.1286444,0.1706527,0.0420083
18,-0.11594124,-0.28431576,"('disagreeable', 'welcoming')",-0.1159412,-0.2843158,-0.1683746
19,-1.0084902,-1.1694231,"('inhospitable', 'hospitable')",-1.0084902,-1.1694231,-0.1609329
20,0.3306483,0.44187194,"('rough', 'thoughtful')",0.3306483,0.4418719,0.1112236
21,-0.5010178,-0.4517492,"('immoral', 'moral')",-0.5010178,-0.4517492,0.0492686
22,-1.1149052,-1.1730729,"('untrustworthy', 'trustworthy')",-1.1149052,-1.1730729,-0.0581677
23,-1.0829964,-1.1887957,"('insincere', 'sincere')",-1.0829964,-1.1887957,-0.1057993
24,-1.4928961,-1.5439451,"('dishonest', 'honest')",-1.4928961,-1.5439451,-0.051049
25,0.29227573,0.17835179,"('egoistic', 'altruistic')",0.2922757,0.1783518,-0.1139239
26,0.80530155,0.5636199,"('hardhearted', 'benevolent')",0.8053015,0.5636199,-0.2416816
27,0.16017881,0.20406274,"('hardhearted', 'softhearted')",0.1601788,0.2040627,0.0438839
28,-1.1272327,-1.2826803,"('disloyal', 'loyal')",-1.1272327,-1.2826803,-0.1554476
29,-0.07725812,-0.1539594,"('unfair', 'fair')",-0.0772581,-0.1539594,-0.0767013
30,-1.7014222,-1.8330858,"('intolerant', 'tolerant')",-1.7014222,-1.8330858,-0.1316636
31,0.66690856,0.45600316,"('evil', 'good')",0.6669086,0.4560032,-0.2109054
32,0.27469495,0.16530558,"('unkind', 'kind')",0.2746949,0.1653056,-0.1093893
33,0.37945002,0.14969778,"('wrong', 'right')",0.37945,0.1496978,-0.2297522
34,0.8684385,0.9279587,"('mean', 'honorable')",0.8684385,0.9279587,0.0595202
35,1.6222626,1.4994137,"('corrupt', 'incorrupt')",1.6222626,1.4994137,-0.1228489
36,0.6985029,0.3954816,"('hostile', 'amicable')",0.6985029,0.3954816,-0.3030213
37,-0.21268457,-0.2628751,"('fake', 'genuine')",-0.2126846,-0.2628751,-0.0501905
38,-0.15241322,-0.37919843,"('untruthful', 'truthful')",-0.1524132,-0.3791984,-0.2267852
39,0.31402785,0.3292947,"('exploitative', 'cooperative')",0.3140278,0.3292947,0.0152669
40,0.5424679,0.48144466,"('stingy', 'generous')",0.5424679,0.4814447,-0.0610232
41,0.08227044,-0.037293084,"('unforgiving', 'forgiving')",0.0822704,-0.0372931,-0.1195635
42,-0.10416959,-0.056139342,"('unreliable', 'reliable')",-0.1041696,-0.0561393,0.0480303
43,-0.99033827,-1.1176536,"('irresponsible', 'responsible')",-0.9903383,-1.1176536,-0.1273153
44,0.9546569,1.0902148,"('prejudiced', 'unprejudiced')",0.9546569,1.0902148,0.1355579
45,-1.4531662,-1.5006695,"('incompetent', 'competent')",-1.4531662,-1.5006695,-0.0475033
46,-1.0118786,-1.0097469,"('uncompetitive', 'competitive')",-1.0118786,-1.0097469,0.0021317
47,0.5984767,0.5969989,"('stupid', 'smart')",0.5984767,0.5969989,-0.0014778
48,-0.015477007,0.075265735,"('unintelligent', 'intelligent')",-0.015477,0.0752657,0.0907427
49,0.29248577,0.3524313,"('unable', 'able')",0.2924858,0.3524313,0.0599455
50,0.2806914,0.27319783,"('clumsy', 'skillful')",0.2806914,0.2731978,-0.0074936
51,-0.62087923,-0.672569,"('uneducated', 'educated')",-0.6208792,-0.672569,-0.0516898
52,0.8954933,0.6356876,"('irrational', 'rational')",0.8954933,0.6356876,-0.2598057
53,-1.328483,-1.5411553,"('uncreative', 'creative')",-1.328483,-1.5411553,-0.2126723
54,-0.28242967,-0.5205971,"('incapable', 'capable')",-0.2824297,-0.5205971,-0.2381674
55,-1.6772107,-1.5675898,"('incompetent', 'clever')",-1.6772107,-1.5675898,0.1096209
56,-0.5227207,-0.5435646,"('impractical', 'practical')",-0.5227207,-0.5435646,-0.0208439
57,-1.7465887,-1.8801047,"('unimaginative', 'imaginative')",-1.7465887,-1.8801047,-0.133516
58,-0.15731405,-0.22002938,"('undiscriminating', 'discriminating')",-0.157314,-0.2200294,-0.0627154
59,0.5208283,0.3536357,"('foolish', 'wise')",0.5208283,0.3536357,-0.1671926
60,-1.0269326,-0.84911126,"('inefficient', 'efficient')",-1.0269326,-0.8491113,0.1778213
61,-0.2626628,-0.40281397,"('illogical', 'logical')",-0.2626628,-0.402814,-0.1401512
62,-0.64841205,-0.5742908,"('incompetent', 'brilliant')",-0.648412,-0.5742908,0.0741212
63,-0.34432933,-0.38680506,"('unperceptive', 'insightful')",-0.3443293,-0.3868051,-0.0424758
64,-0.88921523,-0.93164504,"('shy', 'confident')",-0.8892152,-0.931645,-0.0424298
65,-1.6392306,-1.5182106,"('insecure', 'secure')",-1.6392306,-1.5182106,0.12102
66,-0.39656782,-0.49416387,"('inactive', 'active')",-0.3965678,-0.4941639,-0.0975961
67,-0.180033,-0.16966237,"('doubtful', 'determined')",-0.180033,-0.1696624,0.0103706
68,-0.24569051,-0.12732941,"('dependent', 'independent')",-0.2456905,-0.1273294,0.1183611
69,2.4120476,2.279905,"('lazy', 'industrious')",2.4120476,2.2799051,-0.1321425
70,-1.0358421,-1.0342939,"('lethargic', 'energetic')",-1.0358421,-1.0342939,0.0015482
71,0.75041574,0.66486037,"('diffident', 'self-confident')",0.7504157,0.6648604,-0.0855553
72,-0.9830156,-0.93648565,"('unambitious', 'ambitious')",-0.9830156,-0.9364856,0.04653
73,0.29146892,0.31275284,"('helpless', 'self-reliant')",0.2914689,0.3127528,0.0212839
74,-0.18388891,-0.2564841,"('undedicated', 'dedicated')",-0.1838889,-0.2564841,-0.0725952
75,0.5192347,0.51890624,"('meek', 'impulsive')",0.5192347,0.5189062,-0.0003285
76,-1.4308627,-1.1899694,"('anxious', 'daring')",-1.4308627,-1.1899694,0.2408933
77,-0.8025224,-0.7741031,"('unmotivated', 'motivated')",-0.8025224,-0.7741031,0.0284193
78,0.47914565,0.48673576,"('nonresilient', 'resilient')",0.4791456,0.4867358,0.0075902
79,-0.11818673,-0.20970634,"('wavering', 'unwavering')",-0.1181867,-0.2097063,-0.0915196
80,-0.36490178,-0.15203363,"('dominated', 'dominating')",-0.3649018,-0.1520336,0.2128682
81,-0.7997174,-0.70989984,"('submissive', 'aggressive')",-0.7997174,-0.7098998,0.0898176
82,0.023016285,-0.002856098,"('poor', 'rich')",0.0230163,-0.0028561,-0.0258724
83,0.48084128,0.4071712,"('powerless', 'powerful')",0.4808413,0.4071712,-0.0736701
84,0.230923,0.20929475,"('inferior', 'superior')",0.230923,0.2092948,-0.0216282
85,1.2910393,1.0938333,"('insignificant', 'prestigious')",1.2910393,1.0938333,-0.197206
86,-1.5358133,-1.7928681,"('uninfluential', 'influential')",-1.5358133,-1.7928681,-0.2570548
87,0.30436796,0.34466183,"('unsuccessful', 'successful')",0.304368,0.3446618,0.0402938
